cs_chr	cs_start	cs_end	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	n_anchors	mean_identity
Chr6A	4681583	162912229	Chr6A	7170664	171319462	1385	0.9919826714801445
Chr6A	166503285	172174207	Chr6A	174869951	180502733	30	0.9994666666666667
Chr6A	174450789	233957452	Chr6A	182755520	241813527	205	0.9989121951219512
Chr6A	241266065	242194840	Chr6A	248921724	249759652	3	0.9946666666666667
Chr6A	248542355	252837117	Chr6A	256015455	260237426	8	0.9975
Chr6A	254937051	261705155	Chr6A	262768602	270094194	21	0.9942857142857144
Chr6A	263891514	273262995	Chr6A	272292483	281816002	22	0.9966363636363635
Chr6A	276303162	290261504	Chr6A	285711367	302265800	19	0.998
Chr6A	297672165	317154843	Chr6A	307935375	327630823	22	0.9978636363636363
Chr6A	321270304	324290097	Chr6A	331745708	334730711	8	0.9973749999999999
Chr6A	326393120	330049812	Chr6A	336852176	340468893	6	0.997
Chr6A	332183472	344185082	Chr6A	342516201	354782890	16	0.9933749999999999
Chr6A	346572929	346594380	Chr6A	357184635	357208867	3	0.9986666666666667
Chr6A	351830716	353340072	Chr6A	362569909	364073361	4	0.99775
Chr6A	355403353	408043029	Chr6A	366135043	418867615	145	0.9973034482758624
Chr6A	422285828	426635328	Chr6A	432305715	436444300	16	0.9976875000000001
Chr6A	439667939	526117584	Chr6A	449491280	535746798	593	0.998558178752108
Chr6A	528949160	617932046	Chr6A	535779226	633096465	1173	0.9951381074168798
