gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS7A02G189300	Chr7A	146677500	146678632	+	146678066	Chr7A	179114194	179115325	-	179114759	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G189400	Chr7A	146676886	146680544	-	146678715	Chr7A	179112290	179115939	+	179114114	0.997	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G189500	Chr7A	146907954	146910101	+	146909027	Chr7A	178896569	178898715	-	178897642	0.999	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G189600	Chr7A	146949436	146951975	+	146950705	Chr7A	178854706	178857245	-	178855975	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G189700	Chr7A	146975579	146977637	-	146976608	Chr7A	178836739	178838799	+	178837769	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G189900	Chr7A	147068788	147071706	-	147070247	Chr7A	178739658	178742576	+	178741117	1.0	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G190000	Chr7A	147910498	147912714	+	147911606	Chr7A	177826095	177828311	-	177827203	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G190100	Chr7A	147918707	147920065	-	147919386	Chr7A	177818715	177820076	+	177819395	1.0	0.99	rearrangement:Chr7A_block2
gene:TraesCS7A02G190200	Chr7A	147921887	147924552	-	147923219	Chr7A	177814116	177816862	+	177815489	0.999	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G190300	Chr7A	147925922	147937465	-	147931693	Chr7A	177801164	177812709	+	177806936	0.997	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G190400	Chr7A	148375327	148376172	+	148375749	Chr7A	177400524	177401369	-	177400946	1.0	0.988	rearrangement:Chr7A_block2
gene:TraesCS7A02G190500	Chr7A	148392769	148399775	+	148396272	Chr7A	177376908	177383916	-	177380412	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G190600	Chr7A	148414887	148418041	+	148416464	Chr7A	177353698	177356852	-	177355275	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G190700	Chr7A	148480258	148494419	-	148487338	Chr7A	177277400	177291385	+	177284392	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G190800	Chr7A	148656416	148658383	+	148657399	Chr7A	177113237	177115204	-	177114220	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G190900	Chr7A	148807635	148809759	+	148808697	Chr7A	176963624	176965780	-	176964702	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G191000	Chr7A	148832126	148832719	-	148832422	Chr7A	176940943	176941536	+	176941239	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G191100	Chr7A	148986014	148988455	-	148987234	Chr7A	176780141	176782578	+	176781359	0.997	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G191200	Chr7A	149166829	149168028	+	149167428	Chr7A	176594112	176595311	-	176594711	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G191300	Chr7A	149292238	149299527	+	149295882	Chr7A	176475308	176483136	-	176479222	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G191400	Chr7A	149302902	149306212	+	149304557	Chr7A	176468895	176472205	-	176470550	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G191500	Chr7A	149313436	149316528	+	149314982	Chr7A	176458799	176461891	-	176460345	1.0	0.989	rearrangement:Chr7A_block2
gene:TraesCS7A02G191600	Chr7A	149316906	149317802	-	149317354	Chr7A	176457525	176458421	+	176457973	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G191700	Chr7A	149424588	149426530	-	149425559	Chr7A	176340740	176342682	+	176341711	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G191800	Chr7A	149601410	149603070	+	149602240	Chr7A	176134477	176136137	-	176135307	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G191900	Chr7A	149860915	149862723	-	149861819	Chr7A	175878891	175880703	+	175879797	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G192000	Chr7A	149866055	149869947	-	149868001	Chr7A	175871634	175875574	+	175873604	1.0	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G192200	Chr7A	150186668	150207181	+	150196924	Chr7A	175414039	175440841	-	175427440	1.0	0.991	rearrangement:Chr7A_block2
gene:TraesCS7A02G192400	Chr7A	150328263	150329767	-	150329015	Chr7A	175300184	175301657	+	175300920	0.979	0.978	rearrangement:Chr7A_block2
gene:TraesCS7A02G192500	Chr7A	150418491	150420566	-	150419528	Chr7A	175222525	175224600	+	175223562	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G192600	Chr7A	150442982	150445335	-	150444158	Chr7A	175197708	175200097	+	175198902	1.0	0.98	rearrangement:Chr7A_block2
gene:TraesCS7A02G192700	Chr7A	150559665	150561813	+	150560739	Chr7A	175085820	175088094	-	175086957	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G192800	Chr7A	150728816	150730384	-	150729600	Chr7A	174928363	174929931	+	174929147	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G192900	Chr7A	150880565	150881902	+	150881233	Chr7A	174778494	174779831	-	174779162	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G193000	Chr7A	150882284	150891381	-	150886832	Chr7A	174769080	174778112	+	174773596	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G193100	Chr7A	150904661	150910871	-	150907766	Chr7A	174749627	174755837	+	174752732	1.0	0.993	rearrangement:Chr7A_block2
gene:TraesCS7A02G193200	Chr7A	150981026	150985007	+	150983016	Chr7A	174681381	174685365	-	174683373	0.999	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A02G193300	Chr7A	150987471	150989255	+	150988363	Chr7A	174677129	174678916	-	174678022	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G193400	Chr7A	150989506	150993782	-	150991644	Chr7A	174672600	174676878	+	174674739	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G193500	Chr7A	150993797	151000278	-	150997037	Chr7A	174666105	174672585	+	174669345	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G193600	Chr7A	151327489	151328046	-	151327767	Chr7A	174362570	174363128	+	174362849	1.0	0.992	rearrangement:Chr7A_block2
gene:TraesCS7A02G193700	Chr7A	151381699	151383226	-	151382462	Chr7A	174303453	174304979	+	174304216	0.998	0.993	rearrangement:Chr7A_block2
gene:TraesCS7A02G193800	Chr7A	151862672	151863937	+	151863304	Chr7A	173806647	173807912	-	173807279	1.0	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G193900	Chr7A	151874323	151875361	+	151874842	Chr7A	173795605	173796643	-	173796124	1.0	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G194000	Chr7A	151960340	151961653	-	151960996	Chr7A	173709532	173710845	+	173710188	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G194100	Chr7A	152084396	152085775	+	152085085	Chr7A	173613646	173615025	-	173614335	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G194200	Chr7A	152507053	152508332	+	152507692	Chr7A	173139530	173140809	-	173140169	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G194300	Chr7A	152540384	152541552	+	152540968	Chr7A	173095217	173096385	-	173095801	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G194400	Chr7A	152543110	152550290	-	152546700	Chr7A	173086499	173093657	+	173090078	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G194500	Chr7A	152832641	152834428	+	152833534	Chr7A	172823706	172825493	-	172824599	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G194600	Chr7A	153376063	153381870	-	153378966	Chr7A	171948830	171954636	+	171951733	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G194700	Chr7A	154062737	154064285	+	154063511	Chr7A	171127761	171129309	-	171128535	1.0	0.993	rearrangement:Chr7A_block2
gene:TraesCS7A02G194800	Chr7A	154329966	154334011	-	154331988	Chr7A	170859131	170863176	+	170861153	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G194900	Chr7A	154384329	154386305	+	154385317	Chr7A	170807363	170809341	-	170808352	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G195000	Chr7A	154387196	154390235	-	154388715	Chr7A	170803433	170806472	+	170804952	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G195100	Chr7A	154557786	154559276	-	154558531	Chr7A	170635093	170636584	+	170635838	1.0	0.993	rearrangement:Chr7A_block2
gene:TraesCS7A02G195200	Chr7A	154560366	154564714	-	154562540	Chr7A	170630042	170634392	+	170632217	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G195300	Chr7A	155259038	155260351	+	155259694	Chr7A	169910277	169911640	-	169910958	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G195400	Chr7A	155296066	155305869	-	155300967	Chr7A	169868876	169877876	+	169873376	0.993	0.986	rearrangement:Chr7A_block2
gene:TraesCS7A02G195500	Chr7A	155510847	155513308	+	155512077	Chr7A	169675441	169677902	-	169676671	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G195600	Chr7A	155599666	155603973	-	155601819	Chr7A	169563051	169567358	+	169565204	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G195700	Chr7A	155643310	155644710	-	155644010	Chr7A	169522447	169523847	+	169523147	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G195800	Chr7A	155645304	155646696	-	155646000	Chr7A	169520461	169521853	+	169521157	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G195900	Chr7A	155647347	155657766	-	155652556	Chr7A	169509731	169519805	+	169514768	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G196000	Chr7A	155951801	155952750	+	155952275	Chr7A	169231162	169232112	-	169231637	0.997	0.985	rearrangement:Chr7A_block2
gene:TraesCS7A02G196100	Chr7A	155965323	155968273	-	155966798	Chr7A	169215644	169218594	+	169217119	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G196200	Chr7A	156102788	156107540	+	156105164	Chr7A	169088015	169092771	-	169090393	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G196300	Chr7A	156112016	156116469	+	156114242	Chr7A	169079105	169083556	-	169081330	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G196400	Chr7A	156128576	156132368	+	156130472	Chr7A	169063222	169067004	-	169065113	0.992	0.992	rearrangement:Chr7A_block2
gene:TraesCS7A02G196500	Chr7A	156267495	156269051	+	156268273	Chr7A	168930069	168931625	-	168930847	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G196600	Chr7A	156317994	156321027	+	156319510	Chr7A	168878877	168881909	-	168880393	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G196700	Chr7A	156549057	156550919	+	156549988	Chr7A	168643840	168645699	-	168644769	0.998	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G196800	Chr7A	156551085	156551540	-	156551312	Chr7A	168643202	168643674	+	168643438	1.0	0.957	rearrangement:Chr7A_block2
gene:TraesCS7A02G196900	Chr7A	156565931	156567541	-	156566736	Chr7A	168627419	168629028	+	168628223	1.0	0.999	rearrangement:Chr7A_block2
