gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS5B02G001600	Chr5B	2558977	2563902	-	2561439	Chr5B	3554327	3559084	+	3556705	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G001700	Chr5B	2570828	2574624	-	2572726	Chr5B	3543605	3547401	+	3545503	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G001800	Chr5B	2581312	2585281	+	2583296	Chr5B	3532947	3536916	-	3534931	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G001900	Chr5B	2612913	2614391	-	2613652	Chr5B	3504161	3505639	+	3504900	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002000	Chr5B	2805491	2806938	+	2806214	Chr5B	3292125	3293572	-	3292848	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002100	Chr5B	2883487	2884992	+	2884239	Chr5B	3214899	3216404	-	3215651	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002200	Chr5B	3449225	3449773	-	3449499	Chr5B	2623631	2624179	+	2623905	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002300	Chr5B	3474782	3475968	+	3475375	Chr5B	2597433	2598619	-	2598026	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002400	Chr5B	3849532	3862578	-	3856055	Chr5B	2212970	2225120	+	2219045	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002500	Chr5B	3867064	3867802	-	3867433	Chr5B	2207746	2208484	+	2208115	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002600	Chr5B	3917424	3923351	-	3920387	Chr5B	2137688	2143615	+	2140651	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002700	Chr5B	4059784	4060323	-	4060053	Chr5B	2000966	2001505	+	2001235	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002800	Chr5B	4061095	4061457	+	4061276	Chr5B	1999832	2000194	-	2000013	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G000100	Chr5B	16235	21357	+	18796	Chr5B	8771768	8776916	-	8774342	0.998	0.981	collinear
