gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS4A02G059000	Chr4A	54106535	54110051	-	54108293	Chr4A	67419368	67422884	+	67421126	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G059100	Chr4A	54404601	54406169	-	54405385	Chr4A	67135987	67137555	+	67136771	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G059200	Chr4A	55377186	55380060	-	55378623	Chr4A	66143809	66146679	+	66145244	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059300	Chr4A	55389614	55398958	-	55394286	Chr4A	66126711	66134940	+	66130825	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G059400	Chr4A	55572600	55575346	+	55573973	Chr4A	65927909	65930655	-	65929282	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059500	Chr4A	55912521	55919370	+	55915945	Chr4A	65562764	65569613	-	65566188	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G059600	Chr4A	56143732	56145991	+	56144861	Chr4A	65349739	65351996	-	65350867	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G059700	Chr4A	56251413	56254420	-	56252916	Chr4A	65234011	65237017	+	65235514	0.999	0.995	rearrangement:Chr4A_block1
gene:TraesCS4A02G059800	Chr4A	56260273	56262853	+	56261563	Chr4A	65225505	65228083	-	65226794	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059900	Chr4A	56266262	56271389	-	56268825	Chr4A	65216969	65222095	+	65219532	0.999	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G060000	Chr4A	56471847	56483645	-	56477746	Chr4A	65003639	65015113	+	65009376	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060100	Chr4A	56496985	56501161	-	56499073	Chr4A	64986291	64990476	+	64988383	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G060200	Chr4A	56501607	56506002	-	56503804	Chr4A	64981451	64985845	+	64983648	0.999	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060300	Chr4A	56509445	56511293	-	56510369	Chr4A	64976160	64978008	+	64977084	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G067300	Chr4A	64956484	64958633	+	64957558	Chr4A	81461685	81463834	-	81462759	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G067400	Chr4A	65456768	65466040	+	65461404	Chr4A	80962131	80971405	-	80966768	0.999	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G067500	Chr4A	65466129	65467525	+	65466827	Chr4A	80960646	80962042	-	80961344	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G067600	Chr4A	65776911	65777572	+	65777241	Chr4A	80643874	80644535	-	80644204	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G067700	Chr4A	66141610	66147352	+	66144481	Chr4A	80306312	80312044	-	80309178	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G067800	Chr4A	66147706	66148263	-	66147984	Chr4A	80305401	80305958	+	80305679	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G067900	Chr4A	66338112	66340516	+	66339314	Chr4A	80114729	80117133	-	80115931	1.0	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G068100	Chr4A	66605211	66608413	+	66606812	Chr4A	79837068	79840581	-	79838824	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G068200	Chr4A	66608835	66609979	-	66609407	Chr4A	79835502	79836646	+	79836074	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G068300	Chr4A	66801452	66802555	-	66802003	Chr4A	79703562	79704668	+	79704115	0.989	0.936	rearrangement:Chr4A_block2
gene:TraesCS4A02G068400	Chr4A	66909705	66911330	+	66910517	Chr4A	79533186	79534811	-	79533998	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G068500	Chr4A	66928370	66929657	+	66929013	Chr4A	79520821	79522108	-	79521464	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G068600	Chr4A	66931184	66932387	+	66931785	Chr4A	79518066	79519226	-	79518646	0.964	0.957	rearrangement:Chr4A_block2
gene:TraesCS4A02G068700	Chr4A	66935027	66936119	+	66935573	Chr4A	79514324	79515419	-	79514871	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G068900	Chr4A	67259908	67261208	+	67260558	Chr4A	79155397	79156697	-	79156047	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G069000	Chr4A	67261276	67270137	-	67265706	Chr4A	79146398	79155329	+	79150863	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G069100	Chr4A	67297696	67298518	+	67298107	Chr4A	79119589	79120411	-	79120000	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G069200	Chr4A	67414651	67417093	+	67415872	Chr4A	79001645	79004087	-	79002866	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G069300	Chr4A	67424351	67424671	-	67424511	Chr4A	78994069	78994388	+	78994228	0.996	0.981	rearrangement:Chr4A_block2
gene:TraesCS4A02G069900	Chr4A	67575200	67575685	-	67575442	Chr4A	78830566	78831052	+	78830809	1.0	0.989	rearrangement:Chr4A_block2
gene:TraesCS4A02G070500	Chr4A	67891133	67894905	-	67893019	Chr4A	78535681	78539451	+	78537566	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G070600	Chr4A	67989337	67991245	+	67990291	Chr4A	78450901	78452809	-	78451855	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G070700	Chr4A	68124254	68126251	-	68125252	Chr4A	78315891	78317888	+	78316889	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G070800	Chr4A	68140967	68143747	+	68142357	Chr4A	78284382	78287162	-	78285772	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G070900	Chr4A	68152624	68156905	-	68154764	Chr4A	78268927	78273217	+	78271072	1.0	1.0	rearrangement:Chr4A_block2
