gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity	segment
gene:TraesCS5D03G0000300	Chr5D	295745	301549	-	298647	Chr5D	563974	569774	+	566874	0.998	0.993	collinear
gene:TraesCS5D03G0000400	Chr5D	306801	310996	+	308898	Chr5D	554527	558722	-	556624	1.0	1.0	collinear
gene:TraesCS5D03G0000500	Chr5D	475881	477308	+	476594	Chr5D	388060	389487	-	388773	1.0	1.0	collinear
gene:TraesCS5D03G0000600	Chr5D	504194	504526	-	504360	Chr5D	145361	145693	+	145527	1.0	1.0	collinear
gene:TraesCS5D03G0000700	Chr5D	504194	504552	-	504373	Chr5D	145335	145693	+	145514	1.0	1.0	collinear
gene:TraesCS5D03G0000900	Chr5D	716462	716794	-	716628	Chr5D	360377	360709	+	360543	1.0	1.0	collinear
gene:TraesCS5D03G0001100	Chr5D	763156	767483	-	765319	Chr5D	93627	97954	+	95790	1.0	1.0	collinear
gene:TraesCS5D03G0001300	Chr5D	929486	932500	+	930993	Chr5D	932454	935468	+	933961	1.0	1.0	collinear
gene:TraesCS5D03G0001500	Chr5D	932731	938642	-	935686	Chr5D	935699	941610	-	938654	1.0	1.0	collinear
gene:TraesCS5D03G0001700	Chr5D	1529495	1530538	+	1530016	Chr5D	1533333	1534376	+	1533854	1.0	1.0	collinear
gene:TraesCS5D03G0001900	Chr5D	1537103	1539147	-	1538125	Chr5D	1540941	1542985	-	1541963	1.0	0.992	collinear
gene:TraesCS5D03G0002100	Chr5D	1605131	1610309	+	1607720	Chr5D	1609486	1614664	+	1612075	1.0	1.0	collinear
gene:TraesCS5D03G0002300	Chr5D	1705168	1712206	-	1708687	Chr5D	1710262	1717300	-	1713781	1.0	1.0	collinear
gene:TraesCS5D03G0002500	Chr5D	1803394	1806327	+	1804860	Chr5D	1799796	1802729	+	1801262	1.0	1.0	collinear
gene:TraesCS5D03G0002700	Chr5D	1866423	1868501	+	1867462	Chr5D	1863397	1865475	+	1864436	1.0	1.0	collinear
gene:TraesCS5D03G0002900	Chr5D	1887729	1890428	-	1889078	Chr5D	1884703	1887402	-	1886052	1.0	1.0	collinear
gene:TraesCS5D03G0003000	Chr5D	2120086	2120451	-	2120268	Chr5D	2120473	2120838	-	2120655	1.0	1.0	collinear
gene:TraesCS5D03G0003100	Chr5D	2121153	2121944	+	2121548	Chr5D	2121540	2122331	+	2121935	1.0	1.0	collinear
gene:TraesCS5D03G0003200	Chr5D	2135387	2142134	+	2138760	Chr5D	2135699	2142446	+	2139072	1.0	1.0	collinear
gene:TraesCS5D03G0003400	Chr5D	2251213	2252857	-	2252035	Chr5D	2251351	2252995	-	2252173	1.0	1.0	collinear
gene:TraesCS5D03G0003500	Chr5D	2286363	2288714	+	2287538	Chr5D	2286527	2288880	+	2287703	1.0	1.0	collinear
gene:TraesCS5D03G0003600	Chr5D	2291637	2302490	+	2297063	Chr5D	2291803	2303188	+	2297495	1.0	0.995	collinear
gene:TraesCS5D03G0003700	Chr5D	2517220	2518242	-	2517731	Chr5D	2511000	2512022	-	2511511	1.0	0.999	collinear
gene:TraesCS5D03G0004200	Chr5D	2615885	2618789	+	2617337	Chr5D	2610483	2613387	+	2611935	1.0	1.0	collinear
gene:TraesCS5D03G0004700	Chr5D	2665098	2671307	+	2668202	Chr5D	2660134	2666343	+	2663238	1.0	1.0	collinear
gene:TraesCS5D03G0004800	Chr5D	2672766	2677982	-	2675374	Chr5D	2667802	2673002	-	2670402	0.991	0.987	collinear
gene:TraesCS5D03G0004900	Chr5D	2679349	2683430	-	2681389	Chr5D	2674369	2678450	-	2676409	1.0	1.0	collinear
gene:TraesCS5D03G0005100	Chr5D	2688714	2693084	+	2690899	Chr5D	2684313	2688683	+	2686498	1.0	1.0	collinear
gene:TraesCS5D03G0005200	Chr5D	2696120	2701036	+	2698578	Chr5D	2691719	2696635	+	2694177	1.0	1.0	collinear
gene:TraesCS5D03G0005300	Chr5D	2814456	2815962	+	2815209	Chr5D	2797228	2798734	+	2797981	1.0	1.0	collinear
gene:TraesCS5D03G0005400	Chr5D	3027689	3029129	+	3028409	Chr5D	3012448	3013888	+	3013168	1.0	1.0	collinear
gene:TraesCS5D03G0005700	Chr5D	3085495	3086987	+	3086241	Chr5D	3070546	3072038	+	3071292	1.0	1.0	collinear
gene:TraesCS5D03G0006000	Chr5D	3150676	3151507	+	3151091	Chr5D	3135889	3136720	+	3136304	1.0	1.0	collinear
gene:TraesCS5D03G0007600	Chr5D	3553643	3558815	+	3556229	Chr5D	3540352	3545524	+	3542938	1.0	1.0	collinear
gene:TraesCS5D03G0007700	Chr5D	3560879	3562605	-	3561742	Chr5D	3547588	3549314	-	3548451	1.0	1.0	collinear
gene:TraesCS5D03G0007800	Chr5D	3566317	3566982	+	3566649	Chr5D	3553026	3553691	+	3553358	1.0	1.0	collinear
gene:TraesCS5D03G0007900	Chr5D	3568816	3570710	-	3569763	Chr5D	3555525	3557419	-	3556472	1.0	1.0	collinear
gene:TraesCS5D03G0008000	Chr5D	3579222	3582239	-	3580730	Chr5D	3566155	3569172	-	3567663	1.0	1.0	collinear
gene:TraesCS5D03G0008100	Chr5D	3584251	3584745	+	3584498	Chr5D	3571184	3571678	+	3571431	1.0	1.0	collinear
gene:TraesCS5D03G0008300	Chr5D	3604593	3605039	+	3604816	Chr5D	3591526	3591972	+	3591749	1.0	1.0	collinear
gene:TraesCS5D03G0008400	Chr5D	3608804	3611113	-	3609958	Chr5D	3595737	3598046	-	3596891	1.0	1.0	collinear
gene:TraesCS5D03G0008600	Chr5D	3622739	3623188	+	3622963	Chr5D	3609672	3610121	+	3609896	1.0	1.0	collinear
gene:TraesCS5D03G0008900	Chr5D	3646131	3647699	+	3646915	Chr5D	3632895	3634463	+	3633679	1.0	0.999	collinear
gene:TraesCS5D03G0009200	Chr5D	3649092	3650582	+	3649837	Chr5D	3635856	3637346	+	3636601	1.0	1.0	collinear
gene:TraesCS5D03G0009100	Chr5D	3649059	3653270	-	3651164	Chr5D	3635823	3640034	-	3637928	1.0	1.0	collinear
gene:TraesCS5D03G0009400	Chr5D	3672490	3674058	-	3673274	Chr5D	3659254	3660822	-	3660038	1.0	1.0	collinear
gene:TraesCS5D03G0009800	Chr5D	3763968	3767732	-	3765850	Chr5D	3751055	3754819	-	3752937	1.0	1.0	collinear
gene:TraesCS5D03G0009900	Chr5D	3777701	3780330	+	3779015	Chr5D	3764987	3767616	+	3766301	1.0	1.0	collinear
gene:TraesCS5D03G0010200	Chr5D	4128339	4134929	+	4131634	Chr5D	7013572	7020162	-	7016867	1.0	1.0	collinear
gene:TraesCS5D03G0010300	Chr5D	4138928	4139406	+	4139167	Chr5D	7009095	7009573	-	7009334	1.0	1.0	collinear
gene:TraesCS5D03G0010400	Chr5D	4139960	4143802	+	4141881	Chr5D	7004699	7008541	-	7006620	1.0	1.0	collinear
gene:TraesCS5D03G0010500	Chr5D	4143972	4149511	-	4146741	Chr5D	6998990	7004529	+	7001759	1.0	1.0	collinear
gene:TraesCS5D03G0010700	Chr5D	4214914	4215624	+	4215269	Chr5D	6932327	6933037	-	6932682	1.0	1.0	collinear
gene:TraesCS5D03G0010800	Chr5D	4236946	4237494	+	4237220	Chr5D	6909313	6909861	-	6909587	1.0	1.0	collinear
gene:TraesCS5D03G0010900	Chr5D	4321657	4325110	+	4323383	Chr5D	6820550	6824003	-	6822276	1.0	1.0	collinear
gene:TraesCS5D03G0011400	Chr5D	4601728	4604250	+	4602989	Chr5D	6540332	6542854	-	6541593	1.0	1.0	collinear
