gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity	segment
gene:TraesCS7D03G0000400	Chr7D	207994	212443	-	210218	Chr7D	207994	212443	-	210218	1.0	1.0	collinear
gene:TraesCS7D03G0000500	Chr7D	242065	245782	+	243923	Chr7D	242065	245782	+	243923	1.0	1.0	collinear
gene:TraesCS7D03G0000900	Chr7D	337014	337852	+	337433	Chr7D	337014	337852	+	337433	1.0	1.0	collinear
gene:TraesCS7D03G0001000	Chr7D	365927	369790	-	367858	Chr7D	365927	369790	-	367858	1.0	1.0	collinear
gene:TraesCS7D03G0001100	Chr7D	371892	373182	-	372537	Chr7D	371892	373182	-	372537	1.0	1.0	collinear
gene:TraesCS7D03G0001400	Chr7D	478186	482086	-	480136	Chr7D	478788	482688	-	480738	1.0	1.0	collinear
gene:TraesCS7D03G0001900	Chr7D	706058	709008	-	707533	Chr7D	708561	711512	-	710036	1.0	0.989	collinear
gene:TraesCS7D03G0002100	Chr7D	995282	1001481	-	998381	Chr7D	981342	987541	-	984441	1.0	1.0	collinear
gene:TraesCS7D03G0002300	Chr7D	1028545	1032002	-	1030273	Chr7D	1014669	1018126	-	1016397	1.0	1.0	collinear
gene:TraesCS7D03G0002600	Chr7D	1089491	1090678	-	1090084	Chr7D	1076583	1077770	-	1077176	1.0	1.0	collinear
gene:TraesCS7D03G0002800	Chr7D	1101311	1104311	-	1102811	Chr7D	1088627	1091627	-	1090127	1.0	1.0	collinear
gene:TraesCS7D03G0002900	Chr7D	1138064	1151035	-	1144549	Chr7D	1125501	1138472	-	1131986	1.0	1.0	collinear
gene:TraesCS7D03G0003200	Chr7D	1197663	1199279	-	1198471	Chr7D	1185845	1187461	-	1186653	1.0	1.0	collinear
gene:TraesCS7D03G0003900	Chr7D	1268276	1269780	-	1269028	Chr7D	1257398	1258902	-	1258150	1.0	1.0	collinear
gene:TraesCS7D03G0004000	Chr7D	1270782	1275797	-	1273289	Chr7D	1259904	1265300	-	1262602	1.0	1.0	collinear
gene:TraesCS7D03G0004300	Chr7D	1318295	1332709	+	1325502	Chr7D	1307798	1322611	+	1315204	1.0	1.0	collinear
gene:TraesCS7D03G0004400	Chr7D	1335304	1336512	+	1335908	Chr7D	1325206	1326414	+	1325810	1.0	1.0	collinear
