gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity	segment
gene:TraesCS4D03G0000100	Chr4D	409970	411319	-	410644	Chr4D	410004	411353	-	410678	1.0	1.0	collinear
gene:TraesCS4D03G0000200	Chr4D	459723	463379	+	461551	Chr4D	459757	463413	+	461585	1.0	1.0	collinear
gene:TraesCS4D03G0000300	Chr4D	463559	465496	-	464527	Chr4D	463593	465530	-	464561	1.0	1.0	collinear
gene:TraesCS4D03G0000500	Chr4D	465900	467545	-	466722	Chr4D	465934	467579	-	466756	1.0	1.0	collinear
gene:TraesCS4D03G0000700	Chr4D	475371	480193	+	477782	Chr4D	475405	480227	+	477816	1.0	1.0	collinear
gene:TraesCS4D03G0000800	Chr4D	536039	548069	+	542054	Chr4D	536521	548551	+	542536	1.0	1.0	collinear
gene:TraesCS4D03G0000900	Chr4D	603219	607023	-	605121	Chr4D	606454	610258	-	608356	1.0	1.0	collinear
gene:TraesCS4D03G0001000	Chr4D	607335	608738	+	608036	Chr4D	610570	611973	+	611271	1.0	1.0	collinear
gene:TraesCS4D03G0001200	Chr4D	610012	615059	-	612535	Chr4D	613247	618294	-	615770	1.0	1.0	collinear
gene:TraesCS4D03G0001300	Chr4D	624082	627372	+	625727	Chr4D	628287	631577	+	629932	1.0	1.0	collinear
gene:TraesCS4D03G0001400	Chr4D	658413	659236	+	658824	Chr4D	663250	664073	+	663661	1.0	1.0	collinear
gene:TraesCS4D03G0001700	Chr4D	734129	734515	+	734322	Chr4D	738967	739353	+	739160	1.0	1.0	collinear
gene:TraesCS4D03G0001800	Chr4D	757227	759482	-	758354	Chr4D	762065	764320	-	763192	1.0	1.0	collinear
gene:TraesCS4D03G0002200	Chr4D	1179628	1183031	+	1181329	Chr4D	1184737	1188140	+	1186438	1.0	1.0	collinear
gene:TraesCS4D03G0002300	Chr4D	1192267	1194439	+	1193353	Chr4D	1197681	1199853	+	1198767	1.0	1.0	collinear
gene:TraesCS4D03G0002500	Chr4D	1196998	1198699	-	1197848	Chr4D	1202412	1204113	-	1203262	1.0	1.0	collinear
gene:TraesCS4D03G0002600	Chr4D	1200365	1201407	+	1200886	Chr4D	1205779	1206821	+	1206300	1.0	1.0	collinear
gene:TraesCS4D03G0002700	Chr4D	1224901	1226574	+	1225737	Chr4D	1230245	1231918	+	1231081	1.0	1.0	collinear
gene:TraesCS4D03G0002800	Chr4D	1233656	1234699	+	1234177	Chr4D	1239483	1240526	+	1240004	1.0	1.0	collinear
gene:TraesCS4D03G0002900	Chr4D	1235849	1238078	+	1236963	Chr4D	1241676	1243905	+	1242790	1.0	1.0	collinear
gene:TraesCS4D03G0003000	Chr4D	1239892	1242834	+	1241363	Chr4D	1245719	1248662	+	1247190	1.0	1.0	collinear
gene:TraesCS4D03G0003100	Chr4D	1245411	1245824	-	1245617	Chr4D	1251438	1251851	-	1251644	1.0	1.0	collinear
gene:TraesCS4D03G0003500	Chr4D	1279798	1281379	+	1280588	Chr4D	1286302	1287883	+	1287092	1.0	1.0	collinear
gene:TraesCS4D03G0003700	Chr4D	1281940	1284304	+	1283122	Chr4D	1288444	1290808	+	1289626	1.0	1.0	collinear
gene:TraesCS4D03G0003800	Chr4D	1291459	1294621	+	1293040	Chr4D	1297963	1301125	+	1299544	1.0	1.0	collinear
gene:TraesCS4D03G0004000	Chr4D	1304418	1305152	-	1304785	Chr4D	1310863	1311597	-	1311230	1.0	1.0	collinear
gene:TraesCS4D03G0004100	Chr4D	1318992	1323052	+	1321022	Chr4D	1326107	1330167	+	1328137	1.0	1.0	collinear
gene:TraesCS4D03G0004300	Chr4D	1341017	1345302	-	1343159	Chr4D	1348408	1352693	-	1350550	1.0	1.0	collinear
gene:TraesCS4D03G0004400	Chr4D	1357145	1360998	-	1359071	Chr4D	1364798	1368651	-	1366724	1.0	1.0	collinear
gene:TraesCS4D03G0004500	Chr4D	1362318	1367013	-	1364665	Chr4D	1369971	1374666	-	1372318	1.0	1.0	collinear
gene:TraesCS4D03G0004600	Chr4D	1368870	1373554	-	1371212	Chr4D	1376523	1381207	-	1378865	1.0	1.0	collinear
gene:TraesCS4D03G0004700	Chr4D	1374679	1379306	-	1376992	Chr4D	1382332	1386959	-	1384645	1.0	1.0	collinear
gene:TraesCS4D03G0004800	Chr4D	1390139	1393851	+	1391995	Chr4D	1397792	1401504	+	1399648	1.0	1.0	collinear
gene:TraesCS4D03G0004900	Chr4D	1397353	1399554	-	1398453	Chr4D	1405006	1407207	-	1406106	1.0	1.0	collinear
gene:TraesCS4D03G0005000	Chr4D	1400675	1404459	-	1402567	Chr4D	1408328	1412112	-	1410220	1.0	1.0	collinear
gene:TraesCS4D03G0005100	Chr4D	1406011	1408464	+	1407237	Chr4D	1413664	1416117	+	1414890	1.0	1.0	collinear
gene:TraesCS4D03G0005800	Chr4D	1630996	1636148	-	1633572	Chr4D	1640555	1645983	-	1643269	1.0	1.0	collinear
gene:TraesCS4D03G0006100	Chr4D	1655892	1658459	+	1657175	Chr4D	1665727	1668294	+	1667010	1.0	1.0	collinear
gene:TraesCS4D03G0006500	Chr4D	1693854	1698641	-	1696247	Chr4D	1704075	1708862	-	1706468	1.0	1.0	collinear
gene:TraesCS4D03G0006600	Chr4D	1808058	1813801	+	1810929	Chr4D	1820770	1826513	+	1823641	1.0	1.0	collinear
gene:TraesCS4D03G0006900	Chr4D	1857162	1864002	+	1860582	Chr4D	1871232	1878072	+	1874652	1.0	1.0	collinear
gene:TraesCS4D03G0007200	Chr4D	2118829	2121262	-	2120045	Chr4D	2110151	2112584	+	2111367	1.0	1.0	collinear
gene:TraesCS4D03G0007300	Chr4D	2157319	2157750	+	2157534	Chr4D	2073663	2074094	-	2073878	1.0	1.0	collinear
gene:TraesCS4D03G0007400	Chr4D	2159778	2160428	-	2160103	Chr4D	2070985	2071635	+	2071310	1.0	1.0	collinear
gene:TraesCS4D03G0007500	Chr4D	2210061	2211185	+	2210623	Chr4D	2020228	2021352	-	2020790	1.0	1.0	collinear
gene:TraesCS4D03G0007600	Chr4D	2233090	2237239	-	2235164	Chr4D	1994174	1998323	+	1996248	1.0	1.0	collinear
gene:TraesCS4D03G0007700	Chr4D	2275324	2285972	-	2280648	Chr4D	2990063	3000709	+	2995386	1.0	1.0	collinear
gene:TraesCS4D03G0008000	Chr4D	2317575	2321028	-	2319301	Chr4D	2955007	2958460	+	2956733	1.0	1.0	collinear
gene:TraesCS4D03G0008300	Chr4D	2468842	2469594	-	2469218	Chr4D	2804895	2805647	+	2805271	1.0	1.0	collinear
gene:TraesCS4D03G0008500	Chr4D	2503854	2504613	+	2504233	Chr4D	2769470	2770229	-	2769849	1.0	1.0	collinear
gene:TraesCS4D03G0008800	Chr4D	3210895	3212125	-	3211510	Chr4D	3224039	3225269	-	3224654	1.0	1.0	collinear
gene:TraesCS4D03G0008900	Chr4D	3228396	3230243	+	3229319	Chr4D	3241540	3243387	+	3242463	1.0	1.0	collinear
gene:TraesCS4D03G0009000	Chr4D	3236033	3237648	-	3236840	Chr4D	3249177	3250792	-	3249984	1.0	1.0	collinear
gene:TraesCS4D03G0009100	Chr4D	3238133	3240692	+	3239412	Chr4D	3251277	3253836	+	3252556	1.0	1.0	collinear
gene:TraesCS4D03G0009200	Chr4D	3243144	3247724	-	3245434	Chr4D	3256288	3260868	-	3258578	1.0	1.0	collinear
gene:TraesCS4D03G0009500	Chr4D	3271809	3274267	-	3273038	Chr4D	3284953	3287411	-	3286182	1.0	1.0	collinear
gene:TraesCS4D03G0010200	Chr4D	3319664	3323787	+	3321725	Chr4D	3332808	3336931	+	3334869	1.0	1.0	collinear
gene:TraesCS4D03G0010300	Chr4D	3327946	3335748	-	3331847	Chr4D	3341090	3348892	-	3344991	1.0	1.0	collinear
gene:TraesCS4D03G0010800	Chr4D	3382908	3386957	-	3384932	Chr4D	3396041	3400090	-	3398065	1.0	1.0	collinear
gene:TraesCS4D03G0011000	Chr4D	3390244	3391395	-	3390819	Chr4D	3403377	3404528	-	3403952	1.0	1.0	collinear
gene:TraesCS4D03G0011200	Chr4D	3405419	3408689	-	3407054	Chr4D	3418552	3421822	-	3420187	1.0	1.0	collinear
gene:TraesCS4D03G0011300	Chr4D	3413225	3414072	-	3413648	Chr4D	3426358	3427205	-	3426781	1.0	1.0	collinear
gene:TraesCS4D03G0011400	Chr4D	3414641	3415376	-	3415008	Chr4D	3427774	3428509	-	3428141	1.0	1.0	collinear
gene:TraesCS4D03G0011500	Chr4D	3416613	3417647	-	3417130	Chr4D	3429746	3430780	-	3430263	1.0	1.0	collinear
gene:TraesCS4D03G0011700	Chr4D	3421045	3424717	-	3422881	Chr4D	3434178	3437850	-	3436014	1.0	1.0	collinear
gene:TraesCS4D03G0011900	Chr4D	3667854	3673399	-	3670626	Chr4D	3568241	3573786	-	3571013	1.0	1.0	collinear
gene:TraesCS4D03G0012000	Chr4D	3685507	3688331	-	3686919	Chr4D	3585894	3588718	-	3587306	1.0	1.0	collinear
gene:TraesCS4D03G0012200	Chr4D	3695617	3698195	+	3696906	Chr4D	3596004	3598582	+	3597293	1.0	1.0	collinear
gene:TraesCS4D03G0012300	Chr4D	3698965	3700563	-	3699764	Chr4D	3599352	3600950	-	3600151	1.0	1.0	collinear
gene:TraesCS4D03G0012400	Chr4D	3708608	3712645	-	3710626	Chr4D	3608995	3613032	-	3611013	1.0	1.0	collinear
gene:TraesCS4D03G0012500	Chr4D	3790975	3794205	+	3792590	Chr4D	3691889	3695119	+	3693504	1.0	1.0	collinear
gene:TraesCS4D03G0012600	Chr4D	3811236	3815371	+	3813303	Chr4D	3712476	3716611	+	3714543	1.0	1.0	collinear
gene:TraesCS4D03G0012700	Chr4D	3819990	3822163	-	3821076	Chr4D	3721230	3723403	-	3722316	1.0	1.0	collinear
gene:TraesCS4D03G0012800	Chr4D	3823587	3827946	-	3825766	Chr4D	3724827	3729334	-	3727080	1.0	0.999	collinear
gene:TraesCS4D03G0012900	Chr4D	3851419	3851796	-	3851607	Chr4D	3753251	3753628	-	3753439	1.0	1.0	collinear
gene:TraesCS4D03G0013200	Chr4D	3889549	3889926	-	3889737	Chr4D	3791793	3792170	-	3791981	1.0	1.0	collinear
gene:TraesCS4D03G0013400	Chr4D	3935959	3939231	-	3937595	Chr4D	3838812	3842084	-	3840448	1.0	1.0	collinear
gene:TraesCS4D03G0013500	Chr4D	3953221	3956936	+	3955078	Chr4D	3856251	3859966	+	3858108	1.0	1.0	collinear
gene:TraesCS4D03G0013600	Chr4D	3973325	3974731	-	3974028	Chr4D	3876606	3878012	-	3877309	1.0	1.0	collinear
gene:TraesCS4D03G0013700	Chr4D	4018713	4020514	+	4019613	Chr4D	3923260	3925061	+	3924160	1.0	1.0	collinear
gene:TraesCS4D03G0014500	Chr4D	4204342	4208997	+	4206669	Chr4D	4103341	4107996	+	4105668	1.0	1.0	collinear
gene:TraesCS4D03G0014600	Chr4D	4229119	4240333	+	4234726	Chr4D	4128626	4139840	+	4134233	1.0	1.0	collinear
gene:TraesCS4D03G0014800	Chr4D	4234832	4239056	-	4236944	Chr4D	4134339	4138563	-	4136451	1.0	1.0	collinear
gene:TraesCS4D03G0014900	Chr4D	4357845	4360735	+	4359290	Chr4D	4246905	4249795	+	4248350	1.0	1.0	collinear
gene:TraesCS4D03G0015000	Chr4D	4383334	4385938	-	4384636	Chr4D	4272394	4274998	-	4273696	1.0	1.0	collinear
gene:TraesCS4D03G0015100	Chr4D	4395627	4397891	-	4396759	Chr4D	4284687	4286951	-	4285819	1.0	1.0	collinear
gene:TraesCS4D03G0015200	Chr4D	4454427	4458854	-	4456640	Chr4D	4343487	4347914	-	4345700	1.0	1.0	collinear
gene:TraesCS4D03G0015300	Chr4D	4459320	4462959	-	4461139	Chr4D	4348380	4352019	-	4350199	1.0	1.0	collinear
gene:TraesCS4D03G0015400	Chr4D	4464204	4468925	-	4466564	Chr4D	4353264	4357985	-	4355624	1.0	1.0	collinear
gene:TraesCS4D03G0015700	Chr4D	4468944	4472922	-	4470933	Chr4D	4358004	4361982	-	4359993	1.0	1.0	collinear
gene:TraesCS4D03G0015800	Chr4D	4527953	4530990	+	4529471	Chr4D	4417011	4420046	+	4418528	1.0	1.0	collinear
gene:TraesCS4D03G0015900	Chr4D	4569887	4572528	+	4571207	Chr4D	4458943	4461584	+	4460263	1.0	1.0	collinear
gene:TraesCS4D03G0016000	Chr4D	4582540	4589681	+	4586110	Chr4D	4471892	4479242	+	4475567	1.0	1.0	collinear
gene:TraesCS4D03G0016200	Chr4D	4599361	4602079	+	4600720	Chr4D	4488763	4491481	+	4490122	1.0	1.0	collinear
gene:TraesCS4D03G0016300	Chr4D	4627229	4630042	+	4628635	Chr4D	4517917	4520730	+	4519323	1.0	1.0	collinear
gene:TraesCS4D03G0016400	Chr4D	4634161	4637142	+	4635651	Chr4D	4524849	4527830	+	4526339	1.0	1.0	collinear
gene:TraesCS4D03G0016500	Chr4D	4750051	4759673	+	4754862	Chr4D	4642013	4651637	+	4646825	1.0	1.0	collinear
gene:TraesCS4D03G0016600	Chr4D	4770250	4773081	+	4771665	Chr4D	4662214	4665041	+	4663627	1.0	1.0	collinear
gene:TraesCS4D03G0016900	Chr4D	4866670	4872598	-	4869634	Chr4D	4759766	4765694	-	4762730	1.0	1.0	collinear
gene:TraesCS4D03G0017000	Chr4D	4874008	4881088	-	4877548	Chr4D	4767194	4774274	-	4770734	1.0	1.0	collinear
gene:TraesCS4D03G0017100	Chr4D	4906191	4907505	-	4906848	Chr4D	4799120	4800434	-	4799777	1.0	1.0	collinear
gene:TraesCS4D03G0017200	Chr4D	5059902	5063233	-	5061567	Chr4D	4953774	4957105	-	4955439	1.0	1.0	collinear
gene:TraesCS4D03G0017300	Chr4D	5079330	5084686	+	5082008	Chr4D	4974507	4979351	+	4976929	0.958	0.958	collinear
gene:TraesCS4D03G0017500	Chr4D	5172134	5173950	+	5173042	Chr4D	5069728	5071544	+	5070636	1.0	1.0	collinear
