gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity	segment
gene:TraesCS6D03G0183500	Chr6D	74383675	74384107	-	74383891	Chr6D	48971070	48971502	+	48971286	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0183600	Chr6D	74485164	74488157	+	74486660	Chr6D	48866564	48869557	-	48868060	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0183700	Chr6D	74495780	74500380	-	74498080	Chr6D	48854341	48858941	+	48856641	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0183900	Chr6D	74631417	74635248	-	74633332	Chr6D	48719360	48723191	+	48721275	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0184400	Chr6D	74677912	74687310	-	74682611	Chr6D	48667298	48676696	+	48671997	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0184800	Chr6D	74838935	74840102	-	74839518	Chr6D	48513905	48515072	+	48514488	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0184900	Chr6D	74884960	74886891	+	74885925	Chr6D	48467111	48469042	-	48468076	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0185000	Chr6D	74893768	74895108	+	74894438	Chr6D	48458894	48460234	-	48459564	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0185200	Chr6D	74898967	74903377	-	74901172	Chr6D	48450446	48454856	+	48452651	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0185600	Chr6D	75194548	75195978	-	75195263	Chr6D	48156333	48157763	+	48157048	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0185900	Chr6D	75261750	75262595	-	75262172	Chr6D	48089421	48090266	+	48089843	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0186000	Chr6D	75267370	75270393	-	75268881	Chr6D	48081623	48084646	+	48083134	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0186100	Chr6D	75350268	75353799	-	75352033	Chr6D	47997865	48001601	+	47999733	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0186800	Chr6D	75407246	75413753	-	75410499	Chr6D	47937604	47944111	+	47940857	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0187000	Chr6D	75535383	75536059	-	75535721	Chr6D	47812318	47812994	+	47812656	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0187100	Chr6D	75537377	75537823	+	75537600	Chr6D	47810554	47811000	-	47810777	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0187300	Chr6D	75544916	75545196	+	75545056	Chr6D	47803181	47803461	-	47803321	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0187400	Chr6D	75554810	75555246	-	75555028	Chr6D	47793131	47793567	+	47793349	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0187500	Chr6D	75555681	75559679	-	75557680	Chr6D	47788610	47792608	+	47790609	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0187600	Chr6D	75679540	75686864	+	75683202	Chr6D	47660442	47668166	-	47664304	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0187800	Chr6D	75688033	75694863	+	75691448	Chr6D	47652439	47659273	-	47655856	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0188000	Chr6D	75714764	75726841	+	75720802	Chr6D	47620247	47632324	-	47626285	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0188100	Chr6D	75728861	75729484	-	75729172	Chr6D	47617604	47618227	+	47617915	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0000300	Chr6D	43457	44110	-	43783	Chr6D	43457	44110	-	43783	1.0	1.0	collinear
gene:TraesCS6D03G0000400	Chr6D	52444	52899	+	52671	Chr6D	52444	52899	+	52671	1.0	1.0	collinear
gene:TraesCS6D03G0001000	Chr6D	88938	95787	-	92362	Chr6D	88938	95787	-	92362	1.0	1.0	collinear
gene:TraesCS6D03G0001500	Chr6D	207420	208955	+	208187	Chr6D	208151	209686	+	208918	1.0	1.0	collinear
gene:TraesCS6D03G0001700	Chr6D	219614	221286	-	220450	Chr6D	220528	222200	-	221364	1.0	1.0	collinear
gene:TraesCS6D03G0001900	Chr6D	287212	289249	+	288230	Chr6D	287899	289936	+	288917	1.0	1.0	collinear
gene:TraesCS6D03G0002300	Chr6D	386000	388713	+	387356	Chr6D	387724	390437	+	389080	1.0	1.0	collinear
gene:TraesCS6D03G0002600	Chr6D	395648	398850	-	397249	Chr6D	397372	400574	-	398973	1.0	1.0	collinear
gene:TraesCS6D03G0002800	Chr6D	419600	421134	-	420367	Chr6D	421451	422985	-	422218	1.0	1.0	collinear
gene:TraesCS6D03G0002900	Chr6D	421647	422807	-	422227	Chr6D	423498	424658	-	424078	1.0	1.0	collinear
gene:TraesCS6D03G0003600	Chr6D	487116	490616	-	488866	Chr6D	490375	493875	-	492125	1.0	1.0	collinear
gene:TraesCS6D03G0003700	Chr6D	497323	499555	-	498439	Chr6D	500582	502814	-	501698	1.0	1.0	collinear
gene:TraesCS6D03G0003800	Chr6D	598333	601573	-	599953	Chr6D	602989	606229	-	604609	1.0	0.999	collinear
gene:TraesCS6D03G0004000	Chr6D	674763	675185	-	674974	Chr6D	680571	680993	-	680782	1.0	1.0	collinear
gene:TraesCS6D03G0004600	Chr6D	797280	798536	+	797908	Chr6D	803603	804859	+	804231	1.0	1.0	collinear
gene:TraesCS6D03G0004700	Chr6D	799214	801609	+	800411	Chr6D	805537	807932	+	806734	1.0	1.0	collinear
gene:TraesCS6D03G0005600	Chr6D	959215	959478	+	959346	Chr6D	966786	967049	+	966917	1.0	1.0	collinear
gene:TraesCS6D03G0006700	Chr6D	1060930	1063103	+	1062016	Chr6D	1068894	1071067	+	1069980	1.0	1.0	collinear
gene:TraesCS6D03G0006800	Chr6D	1364800	1366449	+	1365624	Chr6D	1372775	1374424	+	1373599	1.0	1.0	collinear
gene:TraesCS6D03G0007000	Chr6D	1403764	1407970	-	1405867	Chr6D	1411739	1415945	-	1413842	1.0	1.0	collinear
gene:TraesCS6D03G0007200	Chr6D	1411704	1421963	-	1416833	Chr6D	1419679	1430162	-	1424920	1.0	1.0	collinear
gene:TraesCS6D03G0007300	Chr6D	1436172	1441156	+	1438664	Chr6D	1444647	1449631	+	1447139	1.0	1.0	collinear
gene:TraesCS6D03G0007500	Chr6D	1479620	1482804	+	1481212	Chr6D	1488713	1491897	+	1490305	1.0	1.0	collinear
gene:TraesCS6D03G0007600	Chr6D	1498848	1508542	-	1503695	Chr6D	1508029	1517724	-	1512876	1.0	1.0	collinear
gene:TraesCS6D03G0007800	Chr6D	1529313	1530649	-	1529981	Chr6D	1538495	1539831	-	1539163	1.0	1.0	collinear
gene:TraesCS6D03G0008200	Chr6D	1562254	1562682	-	1562468	Chr6D	1571901	1572329	-	1572115	1.0	1.0	collinear
gene:TraesCS6D03G0008300	Chr6D	1576200	1578916	+	1577558	Chr6D	1586179	1588895	+	1587537	1.0	1.0	collinear
gene:TraesCS6D03G0008600	Chr6D	1617253	1618208	+	1617730	Chr6D	1627607	1628562	+	1628084	1.0	1.0	collinear
gene:TraesCS6D03G0008700	Chr6D	1625389	1626300	+	1625844	Chr6D	1635743	1636654	+	1636198	1.0	1.0	collinear
gene:TraesCS6D03G0008900	Chr6D	1750151	1751236	+	1750693	Chr6D	1760637	1761722	+	1761179	1.0	1.0	collinear
gene:TraesCS6D03G0009000	Chr6D	1759389	1764048	-	1761718	Chr6D	1769875	1774534	-	1772204	1.0	1.0	collinear
gene:TraesCS6D03G0009100	Chr6D	1769252	1772936	+	1771094	Chr6D	1780387	1784071	+	1782229	1.0	1.0	collinear
gene:TraesCS6D03G0009200	Chr6D	1787907	1788841	-	1788374	Chr6D	1799042	1799976	-	1799509	1.0	1.0	collinear
gene:TraesCS6D03G0009700	Chr6D	1889545	1890474	-	1890009	Chr6D	1902475	1903404	-	1902939	1.0	1.0	collinear
gene:TraesCS6D03G0010300	Chr6D	1964939	1967513	+	1966226	Chr6D	1978190	1980764	+	1979477	1.0	1.0	collinear
gene:TraesCS6D03G0010400	Chr6D	1983644	1984738	-	1984191	Chr6D	1996894	1997988	-	1997441	1.0	1.0	collinear
gene:TraesCS6D03G0010500	Chr6D	2015616	2022835	+	2019225	Chr6D	2029651	2037184	+	2033417	1.0	1.0	collinear
gene:TraesCS6D03G0010600	Chr6D	2032784	2037081	-	2034932	Chr6D	2047133	2051430	-	2049281	1.0	1.0	collinear
gene:TraesCS6D03G0010700	Chr6D	2052300	2059460	+	2055880	Chr6D	2067031	2074191	+	2070611	1.0	1.0	collinear
gene:TraesCS6D03G0010800	Chr6D	2065479	2067149	+	2066314	Chr6D	2080210	2081880	+	2081045	1.0	1.0	collinear
gene:TraesCS6D03G0010900	Chr6D	2081888	2088204	+	2085046	Chr6D	2097244	2103560	+	2100402	1.0	1.0	collinear
gene:TraesCS6D03G0011000	Chr6D	2091320	2092937	-	2092128	Chr6D	2106676	2108293	-	2107484	1.0	1.0	collinear
gene:TraesCS6D03G0011100	Chr6D	2118955	2121958	+	2120456	Chr6D	2134352	2137355	+	2135853	1.0	1.0	collinear
gene:TraesCS6D03G0011300	Chr6D	2151178	2151584	+	2151381	Chr6D	2167001	2167407	+	2167204	1.0	1.0	collinear
gene:TraesCS6D03G0011500	Chr6D	2153707	2155826	+	2154766	Chr6D	2169654	2171773	+	2170713	1.0	1.0	collinear
gene:TraesCS6D03G0011700	Chr6D	2223820	2229371	+	2226595	Chr6D	2239978	2245529	+	2242753	1.0	1.0	collinear
gene:TraesCS6D03G0011800	Chr6D	2230085	2234438	-	2232261	Chr6D	2246243	2250596	-	2248419	1.0	1.0	collinear
gene:TraesCS6D03G0012000	Chr6D	2248880	2253420	+	2251150	Chr6D	2265038	2269578	+	2267308	1.0	1.0	collinear
gene:TraesCS6D03G0012100	Chr6D	2253761	2256109	+	2254935	Chr6D	2269919	2272267	+	2271093	1.0	1.0	collinear
gene:TraesCS6D03G0012200	Chr6D	2256122	2258291	+	2257206	Chr6D	2272280	2274449	+	2273364	1.0	1.0	collinear
gene:TraesCS6D03G0012400	Chr6D	2258250	2263550	-	2260900	Chr6D	2274408	2279710	-	2277059	1.0	1.0	collinear
gene:TraesCS6D03G0012600	Chr6D	2304145	2310167	-	2307156	Chr6D	2320839	2326861	-	2323850	1.0	1.0	collinear
gene:TraesCS6D03G0012700	Chr6D	2317605	2319881	-	2318743	Chr6D	2334453	2336729	-	2335591	1.0	1.0	collinear
gene:TraesCS6D03G0012800	Chr6D	2336946	2340619	-	2338782	Chr6D	2354128	2357801	-	2355964	1.0	1.0	collinear
gene:TraesCS6D03G0012900	Chr6D	2381888	2391593	+	2386740	Chr6D	2399592	2409297	+	2404444	1.0	0.999	collinear
gene:TraesCS6D03G0013100	Chr6D	2420566	2421251	+	2420908	Chr6D	2439023	2439708	+	2439365	1.0	1.0	collinear
gene:TraesCS6D03G0013400	Chr6D	2484061	2487246	-	2485653	Chr6D	2503017	2506202	-	2504609	1.0	1.0	collinear
gene:TraesCS6D03G0013500	Chr6D	2498481	2500053	+	2499267	Chr6D	2517757	2519329	+	2518543	1.0	1.0	collinear
gene:TraesCS6D03G0013600	Chr6D	2500109	2501299	+	2500704	Chr6D	2519385	2520575	+	2519980	1.0	1.0	collinear
gene:TraesCS6D03G0013800	Chr6D	2595039	2596583	+	2595811	Chr6D	2617085	2618629	+	2617857	1.0	1.0	collinear
gene:TraesCS6D03G0014100	Chr6D	2650839	2652374	-	2651606	Chr6D	2672960	2674495	-	2673727	1.0	1.0	collinear
gene:TraesCS6D03G0014800	Chr6D	2817020	2819252	+	2818136	Chr6D	2817834	2820066	+	2818950	1.0	1.0	collinear
gene:TraesCS6D03G0014900	Chr6D	2831086	2832280	+	2831683	Chr6D	2831900	2833094	+	2832497	1.0	1.0	collinear
gene:TraesCS6D03G0015000	Chr6D	2854348	2871319	-	2862833	Chr6D	2855162	2872133	-	2863647	1.0	1.0	collinear
gene:TraesCS6D03G0015300	Chr6D	2886437	2890407	+	2888422	Chr6D	2887251	2891221	+	2889236	1.0	1.0	collinear
gene:TraesCS6D03G0015400	Chr6D	2895434	2897880	+	2896657	Chr6D	2896248	2898694	+	2897471	1.0	1.0	collinear
gene:TraesCS6D03G0015700	Chr6D	2910492	2913432	+	2911962	Chr6D	2911306	2914246	+	2912776	1.0	1.0	collinear
gene:TraesCS6D03G0015800	Chr6D	2918728	2920608	+	2919668	Chr6D	2919542	2921422	+	2920482	1.0	1.0	collinear
