gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity	segment
gene:TraesCS5B03G0000300	Chr5B	16033	21153	+	18593	Chr5B	16235	21357	+	18796	1.0	1.0	collinear
gene:TraesCS5B03G0000800	Chr5B	85900	87414	-	86657	Chr5B	86983	88497	-	87740	1.0	1.0	collinear
gene:TraesCS5B03G0000900	Chr5B	208601	214218	+	211409	Chr5B	210112	215729	+	212920	1.0	1.0	collinear
gene:TraesCS5B03G0001100	Chr5B	214767	217901	-	216334	Chr5B	216278	219412	-	217845	1.0	1.0	collinear
gene:TraesCS5B03G0001200	Chr5B	227704	231809	+	229756	Chr5B	229215	233600	+	231407	1.0	1.0	collinear
gene:TraesCS5B03G0001300	Chr5B	606261	606584	-	606422	Chr5B	1579405	1579728	+	1579566	1.0	1.0	collinear
gene:TraesCS5B03G0001600	Chr5B	1005121	1009642	+	1007381	Chr5B	860861	865647	-	863254	1.0	1.0	collinear
gene:TraesCS5B03G0001700	Chr5B	1104112	1106464	+	1105288	Chr5B	762630	764982	-	763806	1.0	1.0	collinear
gene:TraesCS5B03G0001800	Chr5B	1110422	1112273	-	1111347	Chr5B	756821	758672	+	757746	1.0	1.0	collinear
gene:TraesCS5B03G0001900	Chr5B	1209448	1212378	+	1210913	Chr5B	655778	658708	-	657243	1.0	1.0	collinear
gene:TraesCS5B03G0002100	Chr5B	1405738	1406672	+	1406205	Chr5B	461918	462852	-	462385	1.0	1.0	collinear
gene:TraesCS5B03G0002200	Chr5B	1420063	1425391	-	1422727	Chr5B	1741674	1747002	-	1744338	1.0	1.0	collinear
gene:TraesCS5B03G0002300	Chr5B	1427312	1431238	+	1429275	Chr5B	1748923	1752849	+	1750886	1.0	1.0	collinear
gene:TraesCS5B03G0002900	Chr5B	2118597	2118959	-	2118778	Chr5B	4061095	4061457	+	4061276	1.0	1.0	collinear
gene:TraesCS5B03G0003000	Chr5B	2119731	2120270	+	2120000	Chr5B	4059784	4060323	-	4060053	1.0	1.0	collinear
gene:TraesCS5B03G0003200	Chr5B	2256442	2262369	+	2259405	Chr5B	3917424	3923351	-	3920387	1.0	1.0	collinear
gene:TraesCS5B03G0003500	Chr5B	2311597	2312335	+	2311966	Chr5B	3867064	3867802	-	3867433	1.0	1.0	collinear
gene:TraesCS5B03G0003700	Chr5B	2316821	2328979	+	2322900	Chr5B	3849532	3862578	-	3856055	1.0	1.0	collinear
gene:TraesCS5B03G0003800	Chr5B	2702541	2703727	-	2703134	Chr5B	3474782	3475968	+	3475375	1.0	1.0	collinear
gene:TraesCS5B03G0003900	Chr5B	2728736	2729284	+	2729010	Chr5B	3449225	3449773	-	3449499	1.0	1.0	collinear
gene:TraesCS5B03G0004100	Chr5B	3293517	3295022	-	3294269	Chr5B	2883487	2884992	+	2884239	1.0	1.0	collinear
gene:TraesCS5B03G0004200	Chr5B	3371571	3373018	-	3372294	Chr5B	2805491	2806938	+	2806214	1.0	1.0	collinear
gene:TraesCS5B03G0004400	Chr5B	3564118	3565596	+	3564857	Chr5B	2612913	2614391	-	2613652	1.0	1.0	collinear
gene:TraesCS5B03G0004500	Chr5B	3593228	3597197	-	3595212	Chr5B	2581312	2585281	+	2583296	1.0	1.0	collinear
gene:TraesCS5B03G0004600	Chr5B	3603885	3607681	+	3605783	Chr5B	2570828	2574624	-	2572726	1.0	1.0	collinear
gene:TraesCS5B03G0004700	Chr5B	3614607	3619532	+	3617069	Chr5B	2558977	2563902	-	2561439	1.0	1.0	collinear
gene:TraesCS5B03G0004800	Chr5B	4221282	4227412	-	4224347	Chr5B	4546069	4552406	-	4549237	1.0	1.0	collinear
gene:TraesCS5B03G0005300	Chr5B	4269528	4272513	-	4271020	Chr5B	4594584	4597569	-	4596076	1.0	1.0	collinear
gene:TraesCS5B03G0005500	Chr5B	4505697	4508188	+	4506942	Chr5B	4831068	4833559	+	4832313	1.0	1.0	collinear
gene:TraesCS5B03G0005800	Chr5B	4542237	4546889	-	4544563	Chr5B	4867071	4871723	-	4869397	1.0	1.0	collinear
gene:TraesCS5B03G0006200	Chr5B	4719192	4725126	+	4722159	Chr5B	5045123	5051057	+	5048090	1.0	1.0	collinear
gene:TraesCS5B03G0006300	Chr5B	4727039	4730071	-	4728555	Chr5B	5052970	5056002	-	5054486	1.0	1.0	collinear
gene:TraesCS5B03G0006500	Chr5B	4731523	4732017	+	4731770	Chr5B	5057454	5057948	+	5057701	1.0	1.0	collinear
gene:TraesCS5B03G0006700	Chr5B	4736950	4739324	+	4738137	Chr5B	5062881	5065255	+	5064068	1.0	1.0	collinear
gene:TraesCS5B03G0006900	Chr5B	4745447	4747021	-	4746234	Chr5B	5071378	5072952	-	5072165	1.0	1.0	collinear
gene:TraesCS5B03G0007900	Chr5B	5090409	5094657	+	5092533	Chr5B	5417279	5421527	+	5419403	1.0	1.0	collinear
gene:TraesCS5B03G0008200	Chr5B	5592217	5592540	-	5592378	Chr5B	5919690	5920013	-	5919851	1.0	1.0	collinear
gene:TraesCS5B03G0009300	Chr5B	6274906	6278095	-	6276500	Chr5B	6217631	6220820	-	6219225	1.0	1.0	collinear
gene:TraesCS5B03G0009600	Chr5B	6421687	6425565	-	6423626	Chr5B	6364821	6368699	-	6366760	1.0	1.0	collinear
gene:TraesCS5B03G0009700	Chr5B	6450124	6464864	+	6457494	Chr5B	6393220	6407926	+	6400573	1.0	0.998	collinear
gene:TraesCS5B03G0009800	Chr5B	6475062	6478760	-	6476911	Chr5B	6418315	6422013	-	6420164	1.0	1.0	collinear
gene:TraesCS5B03G0009900	Chr5B	6523497	6531811	+	6527654	Chr5B	6467080	6476016	+	6471548	1.0	1.0	collinear
gene:TraesCS5B03G0010200	Chr5B	6557311	6558336	+	6557823	Chr5B	6501236	6502261	+	6501748	1.0	1.0	collinear
gene:TraesCS5B03G0010600	Chr5B	6627478	6644259	+	6635868	Chr5B	6570469	6587252	+	6578860	1.0	1.0	collinear
gene:TraesCS5B03G0011300	Chr5B	6679420	6682699	+	6681059	Chr5B	6622837	6626116	+	6624476	1.0	1.0	collinear
gene:TraesCS5B03G0011400	Chr5B	6701850	6705413	+	6703631	Chr5B	6645267	6648830	+	6647048	1.0	1.0	collinear
gene:TraesCS5B03G0011500	Chr5B	6706639	6711139	+	6708889	Chr5B	6650056	6654556	+	6652306	1.0	1.0	collinear
gene:TraesCS5B03G0011800	Chr5B	6715953	6734079	+	6725016	Chr5B	6659370	6677496	+	6668433	1.0	1.0	collinear
gene:TraesCS5B03G0012000	Chr5B	6891065	6894289	-	6892677	Chr5B	6834483	6837707	-	6836095	1.0	1.0	collinear
gene:TraesCS5B03G0012700	Chr5B	6974763	6984323	-	6979543	Chr5B	6918180	6927740	-	6922960	1.0	1.0	collinear
gene:TraesCS5B03G0013000	Chr5B	7024791	7026752	+	7025771	Chr5B	6968208	6970169	+	6969188	1.0	1.0	collinear
gene:TraesCS5B03G0012900	Chr5B	7022108	7032100	+	7027104	Chr5B	6965525	6975517	+	6970521	1.0	1.0	collinear
gene:TraesCS5B03G0013400	Chr5B	7077724	7083197	-	7080460	Chr5B	7021141	7026614	-	7023877	1.0	1.0	collinear
gene:TraesCS5B03G0013600	Chr5B	7124941	7128118	-	7126529	Chr5B	7068359	7071536	-	7069947	1.0	1.0	collinear
gene:TraesCS5B03G0013700	Chr5B	7175983	7176264	-	7176123	Chr5B	7119761	7120042	-	7119901	1.0	1.0	collinear
gene:TraesCS5B03G0014000	Chr5B	7204960	7205447	-	7205203	Chr5B	7148738	7149225	-	7148981	1.0	1.0	collinear
gene:TraesCS5B03G0014100	Chr5B	7240428	7241179	-	7240803	Chr5B	7184206	7184957	-	7184581	1.0	1.0	collinear
gene:TraesCS5B03G0014300	Chr5B	7359600	7360287	-	7359943	Chr5B	7304012	7304699	-	7304355	1.0	1.0	collinear
gene:TraesCS5B03G0014400	Chr5B	7410008	7410495	-	7410251	Chr5B	7354948	7355435	-	7355191	1.0	1.0	collinear
gene:TraesCS5B03G0014500	Chr5B	7437158	7437645	-	7437401	Chr5B	7382778	7383265	-	7383021	1.0	1.0	collinear
gene:TraesCS5B03G0014600	Chr5B	7592627	7597126	-	7594876	Chr5B	7541431	7545930	-	7543680	1.0	1.0	collinear
gene:TraesCS5B03G0014800	Chr5B	7755553	7759308	-	7757430	Chr5B	7706077	7709832	-	7707954	1.0	1.0	collinear
