gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS2A03G0067800	Chr2A	18295468	18297417	-	18296442	Chr2A	26324223	26326147	+	26325185	0.982	0.948	rearrangement:Chr2A_block1
gene:TraesCS2A03G0068000	Chr2A	18298274	18299248	-	18298761	Chr2A	26321202	26322176	+	26321689	1.0	0.95	rearrangement:Chr2A_block1
gene:TraesCS2A03G0068200	Chr2A	18304081	18306080	+	18305080	Chr2A	26313659	26315631	-	26314645	0.984	0.952	rearrangement:Chr2A_block1
gene:TraesCS2A03G0068300	Chr2A	18337989	18338820	+	18338404	Chr2A	26297469	26298306	-	26297887	1.0	0.949	rearrangement:Chr2A_block1
gene:TraesCS2A03G0068800	Chr2A	18465370	18467877	-	18466623	Chr2A	26183946	26186473	+	26185209	0.984	0.926	rearrangement:Chr2A_block1
gene:TraesCS2A03G0069100	Chr2A	18512840	18513697	-	18513268	Chr2A	26163779	26164637	+	26164208	0.983	0.915	rearrangement:Chr2A_block1
gene:TraesCS2A03G0069200	Chr2A	18515192	18518177	-	18516684	Chr2A	26159364	26162285	+	26160824	0.994	0.965	rearrangement:Chr2A_block1
gene:TraesCS2A03G0069400	Chr2A	18530377	18532149	-	18531263	Chr2A	26057609	26059340	+	26058474	0.967	0.909	rearrangement:Chr2A_block1
gene:TraesCS2A03G0070200	Chr2A	18677873	18681081	-	18679477	Chr2A	25946066	25949213	+	25947639	0.977	0.92	rearrangement:Chr2A_block1
gene:TraesCS2A03G0070400	Chr2A	18684230	18688409	-	18686319	Chr2A	25937825	25942253	+	25940039	0.985	0.928	rearrangement:Chr2A_block1
gene:TraesCS2A03G0071800	Chr2A	18939891	18941745	+	18940818	Chr2A	25296726	25298589	+	25297657	0.984	0.936	rearrangement:Chr2A_block1
gene:TraesCS2A03G0072000	Chr2A	18941906	18946704	+	18944305	Chr2A	25298749	25303225	+	25300987	0.998	0.976	rearrangement:Chr2A_block1
gene:TraesCS2A03G0072100	Chr2A	18946966	18948668	-	18947817	Chr2A	25303482	25305423	-	25304452	0.986	0.921	rearrangement:Chr2A_block1
gene:TraesCS2A03G0072700	Chr2A	19012923	19023688	-	19018305	Chr2A	25221397	25232396	+	25226896	0.992	0.956	rearrangement:Chr2A_block1
gene:TraesCS2A03G0072900	Chr2A	19024847	19025932	+	19025389	Chr2A	25212437	25213519	-	25212978	0.995	0.949	rearrangement:Chr2A_block1
gene:TraesCS2A03G0073200	Chr2A	19027600	19029185	-	19028392	Chr2A	25209230	25210907	+	25210068	0.969	0.932	rearrangement:Chr2A_block1
gene:TraesCS2A03G0090100	Chr2A	21696357	21696929	+	21696643	Chr2A	28764455	28765027	-	28764741	0.995	0.915	rearrangement:Chr2A_block2
gene:TraesCS2A03G0090600	Chr2A	21724717	21725472	+	21725094	Chr2A	28612265	28613041	-	28612653	0.997	0.915	rearrangement:Chr2A_block2
