cs_chr	cs_start	cs_end	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	n_anchors	mean_identity
Chr3B	246394	2307041	Chr3B	126508	2131016	8	0.956625
Chr3B	4673394	6516418	Chr3B	3596418	5439083	9	0.9494444444444444
Chr3B	10012714	17487310	Chr3B	12228949	22438337	99	0.9873131313131314
Chr3B	23131128	35821190	Chr3B	26282298	38717537	175	0.9931657142857141
Chr3B	38137652	97070979	Chr3B	39162673	97464836	523	0.9927648183556403
Chr3B	99457041	202823600	Chr3B	99826691	203698185	591	0.9962622673434856
Chr3B	205225044	206704475	Chr3B	206172064	207678047	11	0.9984545454545454
Chr3B	209383926	219278363	Chr3B	210457139	220282620	58	0.9963103448275862
Chr3B	223825022	226529934	Chr3B	225076696	227567045	11	0.9939090909090911
Chr3B	230843333	241641396	Chr3B	230769069	243610154	50	0.99164
Chr3B	247259756	288293953	Chr3B	249041285	290680567	193	0.995259067357513
Chr3B	295003050	296080909	Chr3B	297490276	298605842	4	0.9985
Chr3B	301146877	307711148	Chr3B	298776995	307870095	7	0.9915714285714287
Chr3B	310640808	329207761	Chr3B	312644159	332635817	22	0.9969545454545454
Chr3B	333847811	350060262	Chr3B	337266485	353985058	24	0.9940000000000001
Chr3B	352247049	368667322	Chr3B	356174126	376914811	33	0.9956666666666667
Chr3B	372586153	375781155	Chr3B	380192897	383466249	7	0.9952857142857143
Chr3B	378145074	416556469	Chr3B	377870209	424998805	157	0.9959936305732484
Chr3B	418922290	480164325	Chr3B	425441329	485912620	354	0.997367231638418
Chr3B	482733323	529124649	Chr3B	488482854	535447232	263	0.9974980988593155
Chr3B	534144519	851872904	Chr3B	538375174	848337294	2616	0.9955672782874619
Chr3B	842752156	843253289	Chr3B	837609822	837894614	9	0.9910000000000001
