gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS6B03G0001400	Chr6B	303846	304801	+	304323	Chr6B	1908343	1909298	+	1908820	1.0	0.949	collinear
gene:TraesCS6B03G0002600	Chr6B	800270	802828	-	801549	Chr6B	598300	600858	-	599579	1.0	0.988	collinear
gene:TraesCS6B03G0002700	Chr6B	858141	859548	+	858844	Chr6B	661265	662667	+	661966	1.0	0.915	collinear
gene:TraesCS6B03G0004800	Chr6B	1449770	1452891	-	1451330	Chr6B	688230	691589	-	689909	0.999	0.962	collinear
gene:TraesCS6B03G0005700	Chr6B	1553584	1555369	-	1554476	Chr6B	402313	404087	-	403200	0.993	0.989	collinear
gene:TraesCS6B03G0006600	Chr6B	1918826	1930684	+	1924755	Chr6B	1334877	1346527	+	1340702	1.0	0.992	collinear
gene:TraesCS6B03G0006900	Chr6B	1960140	1964803	+	1962471	Chr6B	1376003	1380632	+	1378317	0.999	0.995	collinear
gene:TraesCS6B03G0007000	Chr6B	2097695	2158332	-	2128013	Chr6B	1513714	1574579	-	1544146	1.0	0.999	collinear
gene:TraesCS6B03G0007100	Chr6B	2163047	2165544	-	2164295	Chr6B	1580820	1583317	-	1582068	1.0	0.999	collinear
gene:TraesCS6B03G0007200	Chr6B	2258074	2311692	-	2284883	Chr6B	1718321	1779157	-	1748739	1.0	0.999	collinear
gene:TraesCS6B03G0007500	Chr6B	2396042	2397882	+	2396962	Chr6B	1843754	1845594	+	1844674	1.0	0.997	collinear
gene:TraesCS6B03G0009100	Chr6B	2860011	2862961	-	2861486	Chr6B	701304	704398	+	702851	0.973	0.905	collinear
gene:TraesCS6B03G0011500	Chr6B	4061981	4062939	+	4062460	Chr6B	1944133	1945088	+	1944610	1.0	0.948	collinear
gene:TraesCS6B03G0011600	Chr6B	4066472	4067398	+	4066935	Chr6B	1954533	1955454	+	1954993	1.0	0.983	collinear
gene:TraesCS6B03G0011900	Chr6B	4074231	4078635	-	4076433	Chr6B	1959014	1963425	-	1961219	1.0	0.998	collinear
gene:TraesCS6B03G0012000	Chr6B	4088101	4092324	+	4090212	Chr6B	1972704	1976937	+	1974820	1.0	0.969	collinear
gene:TraesCS6B03G0012100	Chr6B	4094308	4095305	-	4094806	Chr6B	1978913	1979902	-	1979407	0.99	0.947	collinear
gene:TraesCS6B03G0012200	Chr6B	4101789	4102203	+	4101996	Chr6B	1986371	1986785	+	1986578	1.0	1.0	collinear
gene:TraesCS6B03G0012400	Chr6B	4125013	4125984	+	4125498	Chr6B	2036067	2037041	+	2036554	0.995	0.948	collinear
gene:TraesCS6B03G0013100	Chr6B	4365827	4370767	+	4368297	Chr6B	2272979	2277729	+	2275354	0.998	0.991	collinear
gene:TraesCS6B03G0013400	Chr6B	4391416	4398100	+	4394758	Chr6B	2297964	2304648	+	2301306	1.0	0.999	collinear
gene:TraesCS6B03G0013500	Chr6B	4404062	4404739	+	4404400	Chr6B	2310611	2311288	+	2310949	1.0	0.997	collinear
gene:TraesCS6B03G0013700	Chr6B	4413195	4419297	+	4416246	Chr6B	2334629	2340734	+	2337681	1.0	0.996	collinear
gene:TraesCS6B03G0013900	Chr6B	4435732	4443343	-	4439537	Chr6B	2386683	2394283	+	2390483	1.0	0.993	collinear
gene:TraesCS6B03G0014800	Chr6B	4784208	4787302	+	4785755	Chr6B	4757755	4760254	+	4759004	1.0	0.979	collinear
gene:TraesCS6B03G0015900	Chr6B	4988145	4990408	+	4989276	Chr6B	2575972	2577908	+	2576940	0.996	0.949	collinear
gene:TraesCS6B03G0016500	Chr6B	5031400	5035651	-	5033525	Chr6B	2754999	2759228	-	2757113	0.972	0.939	collinear
gene:TraesCS6B03G0016600	Chr6B	5267504	5271857	+	5269680	Chr6B	2968332	2972717	+	2970524	0.996	0.98	collinear
gene:TraesCS6B03G0016900	Chr6B	5275373	5277237	+	5276305	Chr6B	2976103	2977912	+	2977007	0.959	0.937	collinear
gene:TraesCS6B03G0017400	Chr6B	5286921	5287880	-	5287400	Chr6B	3069392	3070255	-	3069823	0.998	0.974	collinear
gene:TraesCS6B03G0019300	Chr6B	5639201	5640067	-	5639634	Chr6B	4633701	4634567	+	4634134	1.0	0.997	collinear
gene:TraesCS6B03G0019700	Chr6B	6077589	6087397	-	6082493	Chr6B	4114725	4124672	+	4119698	0.994	0.967	collinear
gene:TraesCS6B03G0019900	Chr6B	6111305	6111814	+	6111559	Chr6B	4143294	4143803	+	4143548	1.0	0.968	collinear
gene:TraesCS6B03G0020300	Chr6B	6173873	6174172	-	6174022	Chr6B	3946835	3947135	+	3946985	1.0	0.996	collinear
gene:TraesCS6B03G0021800	Chr6B	6396832	6398301	+	6397566	Chr6B	3850953	3852422	-	3851687	1.0	0.972	collinear
gene:TraesCS6B03G0021900	Chr6B	6533377	6534963	-	6534170	Chr6B	3727205	3728791	+	3727998	1.0	0.996	collinear
gene:TraesCS6B03G0022100	Chr6B	6622598	6625061	+	6623829	Chr6B	3414007	3416472	-	3415239	1.0	0.996	collinear
gene:TraesCS6B03G0022200	Chr6B	6626180	6626836	+	6626508	Chr6B	3412232	3412888	-	3412560	1.0	1.0	collinear
gene:TraesCS6B03G0022300	Chr6B	6626882	6627442	+	6627162	Chr6B	3411626	3412186	-	3411906	1.0	0.996	collinear
gene:TraesCS6B03G0022400	Chr6B	6653253	6656792	-	6655022	Chr6B	3382994	3386533	+	3384763	1.0	0.999	collinear
gene:TraesCS6B03G0022600	Chr6B	6902577	6904805	+	6903691	Chr6B	3146142	3148424	-	3147283	1.0	0.985	collinear
gene:TraesCS6B03G0022700	Chr6B	6911203	6914974	+	6913088	Chr6B	3135973	3139744	-	3137858	1.0	0.997	collinear
gene:TraesCS6B03G0022800	Chr6B	6919273	6921999	+	6920636	Chr6B	3128947	3131673	-	3130310	1.0	0.983	collinear
gene:TraesCS6B03G0023300	Chr6B	7061530	7064275	-	7062902	Chr6B	5490195	5492996	+	5491595	0.984	0.935	collinear
gene:TraesCS6B03G0023500	Chr6B	7089330	7090701	-	7090015	Chr6B	5387850	5389220	+	5388535	0.997	0.974	collinear
gene:TraesCS6B03G0023900	Chr6B	7115022	7120828	-	7117925	Chr6B	5377540	5383327	+	5380433	0.999	0.993	collinear
gene:TraesCS6B03G0024000	Chr6B	7164686	7167146	-	7165916	Chr6B	3118829	3121289	-	3120059	0.999	0.973	collinear
gene:TraesCS6B03G0024300	Chr6B	7232910	7239589	+	7236249	Chr6B	5251401	5258055	-	5254728	0.991	0.985	collinear
gene:TraesCS6B03G0024600	Chr6B	7405188	7405569	+	7405378	Chr6B	5051141	5051522	-	5051331	1.0	1.0	collinear
gene:TraesCS6B03G0024700	Chr6B	7407123	7412012	+	7409567	Chr6B	5044631	5049590	-	5047110	0.991	0.944	collinear
gene:TraesCS6B03G0024800	Chr6B	7432566	7436828	+	7434697	Chr6B	5019464	5023792	-	5021628	0.995	0.955	collinear
gene:TraesCS6B03G0024900	Chr6B	7497813	7501390	+	7499601	Chr6B	4922532	4925970	-	4924251	0.995	0.951	collinear
gene:TraesCS6B03G0025000	Chr6B	7523590	7525907	-	7524748	Chr6B	4899335	4901633	+	4900484	0.999	0.965	collinear
gene:TraesCS6B03G0025400	Chr6B	7696523	7697623	-	7697073	Chr6B	4870094	4871191	+	4870642	0.987	0.909	collinear
gene:TraesCS6B03G0027300	Chr6B	9653692	9654627	-	9654159	Chr6B	6543768	6544703	-	6544235	1.0	0.994	collinear
gene:TraesCS6B03G0027900	Chr6B	9741098	9747771	-	9744434	Chr6B	6585190	6591863	-	6588526	1.0	0.997	collinear
gene:TraesCS6B03G0028100	Chr6B	9926549	9932499	-	9929524	Chr6B	6767757	6773708	-	6770732	1.0	1.0	collinear
gene:TraesCS6B03G0028400	Chr6B	9941555	9944126	-	9942840	Chr6B	6782765	6785336	-	6784050	1.0	1.0	collinear
gene:TraesCS6B03G0028500	Chr6B	10037046	10039187	+	10038116	Chr6B	6877856	6879997	+	6878926	1.0	1.0	collinear
gene:TraesCS6B03G0029000	Chr6B	10213284	10216091	-	10214687	Chr6B	7004848	7007655	-	7006251	1.0	1.0	collinear
gene:TraesCS6B03G0029100	Chr6B	10225478	10230400	+	10227939	Chr6B	7017121	7022043	+	7019582	1.0	1.0	collinear
gene:TraesCS6B03G0029200	Chr6B	10240300	10250359	+	10245329	Chr6B	7031953	7042011	+	7036982	1.0	0.999	collinear
gene:TraesCS6B03G0029300	Chr6B	10250755	10251366	-	10251060	Chr6B	7042407	7043018	-	7042712	1.0	1.0	collinear
gene:TraesCS6B03G0029400	Chr6B	10251988	10252587	-	10252287	Chr6B	7043640	7044239	-	7043939	1.0	1.0	collinear
gene:TraesCS6B03G0029500	Chr6B	10257018	10260872	+	10258945	Chr6B	7048533	7052387	+	7050460	1.0	0.999	collinear
gene:TraesCS6B03G0029700	Chr6B	10268900	10269590	+	10269245	Chr6B	7060414	7061104	+	7060759	1.0	1.0	collinear
gene:TraesCS6B03G0030100	Chr6B	10276242	10276790	+	10276516	Chr6B	7067156	7067704	+	7067430	1.0	0.991	collinear
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	7314485	7314988	-	7314736	1.0	0.992	collinear
gene:TraesCS6B03G0032500	Chr6B	10687959	10689500	-	10688729	Chr6B	7322521	7324062	-	7323291	1.0	0.996	collinear
gene:TraesCS6B03G0032700	Chr6B	10721073	10721825	+	10721449	Chr6B	7357079	7357796	+	7357437	0.953	0.944	collinear
gene:TraesCS6B03G0032800	Chr6B	10794482	10796265	-	10795373	Chr6B	7406446	7408225	-	7407335	1.0	0.994	collinear
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	7428416	7430079	-	7429247	1.0	0.986	collinear
gene:TraesCS6B03G0033000	Chr6B	10813143	10815983	+	10814563	Chr6B	7434300	7437142	+	7435721	1.0	0.987	collinear
gene:TraesCS6B03G0033300	Chr6B	10901175	10901981	+	10901578	Chr6B	7514487	7515293	+	7514890	1.0	0.994	collinear
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	7519010	7521252	+	7520131	0.979	0.977	collinear
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	7574128	7576356	+	7575242	1.0	0.961	collinear
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	7588159	7590271	+	7589215	0.999	0.953	collinear
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	7626883	7629426	-	7628154	1.0	0.997	collinear
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	7673588	7675710	-	7674649	0.992	0.986	collinear
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	7698760	7700393	+	7699576	1.0	1.0	collinear
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	7812579	7816912	-	7814745	1.0	0.998	collinear
gene:TraesCS6B03G0035400	Chr6B	11487222	11488560	+	11487891	Chr6B	8056631	8057969	+	8057300	1.0	0.998	collinear
gene:TraesCS6B03G0036200	Chr6B	11768711	11769156	-	11768933	Chr6B	8333655	8334100	-	8333877	1.0	0.996	collinear
gene:TraesCS6B03G0036400	Chr6B	11794719	11800800	-	11797759	Chr6B	8359374	8365483	-	8362428	1.0	0.996	collinear
gene:TraesCS6B03G0036600	Chr6B	11876881	11885297	-	11881089	Chr6B	8440403	8448819	-	8444611	1.0	1.0	collinear
gene:TraesCS6B03G0036800	Chr6B	11938984	11939478	+	11939231	Chr6B	8501792	8502286	+	8502039	1.0	0.997	collinear
gene:TraesCS6B03G0036900	Chr6B	12335973	12337943	+	12336958	Chr6B	8705564	8707557	+	8706560	1.0	0.984	collinear
gene:TraesCS6B03G0037200	Chr6B	12386672	12391244	+	12388958	Chr6B	8803236	8807808	+	8805522	1.0	0.999	collinear
gene:TraesCS6B03G0037400	Chr6B	12471528	12476785	+	12474156	Chr6B	8886422	8891678	+	8889050	1.0	0.998	collinear
gene:TraesCS6B03G0039400	Chr6B	13077700	13079362	-	13078531	Chr6B	9480959	9482621	-	9481790	1.0	0.998	collinear
gene:TraesCS6B03G0039500	Chr6B	13080243	13084757	-	13082500	Chr6B	9483502	9488016	-	9485759	1.0	1.0	collinear
gene:TraesCS6B03G0040000	Chr6B	13256822	13258912	+	13257867	Chr6B	9646181	9648138	+	9647159	0.929	0.919	collinear
gene:TraesCS6B03G0041000	Chr6B	13502812	13504261	+	13503536	Chr6B	10223293	10224742	+	10224017	1.0	0.991	collinear
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	10423451	10425286	-	10424368	0.974	0.947	collinear
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	10431295	10434184	-	10432739	0.997	0.928	collinear
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	10486093	10489891	-	10487992	0.992	0.943	collinear
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	10495000	10495674	-	10495337	1.0	0.994	collinear
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	10522801	10531099	-	10526950	0.984	0.957	collinear
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	10564052	10564702	-	10564377	1.0	0.912	collinear
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	10608678	10609560	-	10609119	0.989	0.915	collinear
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	10637678	10638452	-	10638065	1.0	0.966	collinear
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	10653186	10653836	-	10653511	1.0	0.976	collinear
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	10659458	10665241	-	10662349	1.0	0.981	collinear
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	10679557	10681769	+	10680663	1.0	0.995	collinear
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	10681985	10683676	-	10682830	1.0	0.984	collinear
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	10707627	10709060	-	10708343	0.99	0.977	collinear
gene:TraesCS6B03G0043200	Chr6B	14062257	14065736	+	14063996	Chr6B	10710276	10713788	+	10712032	1.0	0.995	collinear
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	10720200	10721788	-	10720994	1.0	0.995	collinear
gene:TraesCS6B03G0043400	Chr6B	14080412	14081158	+	14080785	Chr6B	10727575	10728321	+	10727948	1.0	0.997	collinear
gene:TraesCS6B03G0043900	Chr6B	14087824	14088411	+	14088117	Chr6B	10734993	10735580	+	10735286	1.0	0.996	collinear
gene:TraesCS6B03G0046400	Chr6B	14531892	14532704	-	14532298	Chr6B	11039985	11040802	-	11040393	1.0	0.977	collinear
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	11126284	11129875	-	11128079	0.996	0.983	collinear
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	11639429	11642345	+	11640887	0.999	0.982	collinear
gene:TraesCS6B03G0047700	Chr6B	15539564	15541528	+	15540546	Chr6B	11620807	11622695	-	11621751	0.973	0.956	collinear
gene:TraesCS6B03G0047900	Chr6B	15544116	15545611	+	15544863	Chr6B	11618497	11619973	-	11619235	0.985	0.952	collinear
gene:TraesCS6B03G0048100	Chr6B	15557607	15561532	+	15559569	Chr6B	11756594	11760608	+	11758601	0.991	0.927	collinear
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	11763505	11771001	+	11767253	0.997	0.993	collinear
gene:TraesCS6B03G0048300	Chr6B	15574436	15574798	-	15574617	Chr6B	11773423	11773812	-	11773617	1.0	0.907	collinear
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	11824663	11827158	-	11825910	0.994	0.95	collinear
gene:TraesCS6B03G0050000	Chr6B	16841462	16844532	+	16842997	Chr6B	12142837	12145904	+	12144370	1.0	0.99	collinear
gene:TraesCS6B03G0050100	Chr6B	16848009	16850210	-	16849109	Chr6B	12155217	12157420	-	12156318	0.988	0.973	collinear
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	12265159	12268954	-	12267056	1.0	0.994	collinear
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	12281228	12283409	-	12282318	1.0	0.984	collinear
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	12290093	12291648	+	12290870	1.0	0.974	collinear
gene:TraesCS6B03G0051200	Chr6B	16998036	16999306	-	16998671	Chr6B	12299749	12301018	-	12300383	0.988	0.963	collinear
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	12303803	12305569	-	12304686	1.0	0.996	collinear
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	12400635	12402310	-	12401472	1.0	0.995	collinear
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	12433525	12435239	+	12434382	1.0	0.998	collinear
