gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS7B03G0000100	Chr7B	32670	36534	-	34602	Chr7B	32759	36623	-	34691	1.0	1.0	collinear
gene:TraesCS7B03G0000200	Chr7B	43049	50894	-	46971	Chr7B	43068	50923	-	46995	1.0	0.999	collinear
gene:TraesCS7B03G0001000	Chr7B	112378	114411	+	113394	Chr7B	112410	114443	+	113426	1.0	0.999	collinear
gene:TraesCS7B03G0001100	Chr7B	114526	119198	-	116862	Chr7B	114558	119232	-	116895	1.0	1.0	collinear
gene:TraesCS7B03G0001200	Chr7B	120206	121471	+	120838	Chr7B	120241	121506	+	120873	1.0	1.0	collinear
gene:TraesCS7B03G0001400	Chr7B	220254	222718	+	221486	Chr7B	227188	229448	+	228318	1.0	1.0	collinear
gene:TraesCS7B03G0001700	Chr7B	226968	228067	+	227517	Chr7B	233763	234862	+	234312	1.0	1.0	collinear
gene:TraesCS7B03G0001800	Chr7B	228482	229120	+	228801	Chr7B	235277	235915	+	235596	1.0	1.0	collinear
gene:TraesCS7B03G0002000	Chr7B	255136	257184	+	256160	Chr7B	260352	262262	+	261307	0.932	0.927	collinear
gene:TraesCS7B03G0002100	Chr7B	259041	260824	+	259932	Chr7B	264124	265907	+	265015	1.0	1.0	collinear
gene:TraesCS7B03G0002200	Chr7B	261777	263347	+	262562	Chr7B	266860	268430	+	267645	1.0	1.0	collinear
gene:TraesCS7B03G0002400	Chr7B	265308	267721	-	266514	Chr7B	270407	272820	-	271613	1.0	1.0	collinear
gene:TraesCS7B03G0002500	Chr7B	285039	290255	+	287647	Chr7B	290047	295263	+	292655	1.0	0.999	collinear
gene:TraesCS7B03G0002600	Chr7B	419319	423404	+	421361	Chr7B	424113	428198	+	426155	1.0	1.0	collinear
gene:TraesCS7B03G0002900	Chr7B	423793	429194	-	426493	Chr7B	428587	433988	-	431287	1.0	1.0	collinear
gene:TraesCS7B03G0003100	Chr7B	600800	604303	+	602551	Chr7B	605344	608847	+	607095	1.0	1.0	collinear
gene:TraesCS7B03G0003300	Chr7B	637875	639698	+	638786	Chr7B	710627	712462	+	711544	1.0	0.986	collinear
gene:TraesCS7B03G0003800	Chr7B	778870	779724	-	779297	Chr7B	885127	885981	-	885554	1.0	0.971	collinear
gene:TraesCS7B03G0004700	Chr7B	900491	909163	-	904827	Chr7B	1162247	1174947	-	1168597	0.98	0.931	collinear
gene:TraesCS7B03G0005100	Chr7B	1038544	1039671	+	1039107	Chr7B	1296456	1297583	+	1297019	1.0	0.988	collinear
gene:TraesCS7B03G0005600	Chr7B	1170334	1171762	+	1171048	Chr7B	1450840	1452268	+	1451554	1.0	0.994	collinear
gene:TraesCS7B03G0005700	Chr7B	1213141	1218986	-	1216063	Chr7B	1483507	1488712	-	1486109	0.932	0.927	collinear
gene:TraesCS7B03G0006000	Chr7B	1264151	1272041	-	1268096	Chr7B	1539807	1547738	-	1543772	0.987	0.982	collinear
gene:TraesCS7B03G0006300	Chr7B	1279040	1286019	-	1282529	Chr7B	1554749	1561715	-	1558232	0.996	0.995	collinear
gene:TraesCS7B03G0006400	Chr7B	1286695	1293028	-	1289861	Chr7B	1562391	1568724	-	1565557	1.0	1.0	collinear
gene:TraesCS7B03G0006500	Chr7B	1313496	1318517	+	1316006	Chr7B	1589002	1594023	+	1591512	1.0	0.999	collinear
