gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS7D03G0360000	Chr7D	112170842	112172220	-	112171531	Chr7D	119175091	119176469	+	119175780	1.0	1.0	rearrangement:Chr7D_block2
gene:TraesCS7D03G0360400	Chr7D	112359872	112361657	+	112360764	Chr7D	118986206	118987991	-	118987098	1.0	1.0	rearrangement:Chr7D_block2
gene:TraesCS7D03G0360500	Chr7D	112359950	112361680	+	112360815	Chr7D	118986183	118987913	-	118987048	1.0	1.0	rearrangement:Chr7D_block2
gene:TraesCS7D03G0361000	Chr7D	112640784	112648562	+	112644673	Chr7D	118702256	118709847	-	118706051	1.0	1.0	rearrangement:Chr7D_block2
gene:TraesCS7D03G0361100	Chr7D	112653607	112657650	+	112655628	Chr7D	118692160	118696203	-	118694181	1.0	1.0	rearrangement:Chr7D_block2
gene:TraesCS7D03G0361400	Chr7D	112863785	112865672	+	112864728	Chr7D	118484967	118486854	-	118485910	1.0	1.0	rearrangement:Chr7D_block2
gene:TraesCS7D03G0375300	Chr7D	118493811	118497267	+	118495539	Chr7D	112903819	112907275	-	112905547	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0375600	Chr7D	118530679	118538512	-	118534595	Chr7D	112862652	112870485	+	112866568	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0376300	Chr7D	118887061	118890436	+	118888748	Chr7D	112511346	112514721	-	112513033	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0376400	Chr7D	118939891	118947988	-	118943939	Chr7D	112453614	112461707	+	112457660	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0377100	Chr7D	119188827	119190417	+	119189622	Chr7D	112212831	112214421	-	112213626	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0377400	Chr7D	119298204	119301227	+	119299715	Chr7D	112103174	112105367	-	112104270	0.976	0.976	rearrangement:Chr7D_block1
gene:TraesCS7D03G0377600	Chr7D	119325504	119325713	-	119325608	Chr7D	112080641	112080850	+	112080745	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D03G0000400	Chr7D	207994	212443	-	210218	Chr7D	1761525	1765974	+	1763749	1.0	1.0	collinear
gene:TraesCS7D03G0000500	Chr7D	242065	245782	+	243923	Chr7D	1728183	1731900	-	1730041	1.0	1.0	collinear
gene:TraesCS7D03G0000900	Chr7D	337014	337852	+	337433	Chr7D	1635944	1636782	-	1636363	1.0	1.0	collinear
gene:TraesCS7D03G0001000	Chr7D	365927	369790	-	367858	Chr7D	1604381	1608245	+	1606313	1.0	0.995	collinear
gene:TraesCS7D03G0001100	Chr7D	371892	373182	-	372537	Chr7D	1600989	1602279	+	1601634	1.0	1.0	collinear
gene:TraesCS7D03G0001400	Chr7D	478186	482086	-	480136	Chr7D	1492128	1496028	+	1494078	1.0	1.0	collinear
gene:TraesCS7D03G0001900	Chr7D	706058	709008	-	707533	Chr7D	1262480	1265430	+	1263955	1.0	0.989	collinear
gene:TraesCS7D03G0002100	Chr7D	995282	1001481	-	998381	Chr7D	970377	976576	+	973476	1.0	1.0	collinear
gene:TraesCS7D03G0002300	Chr7D	1028545	1032002	-	1030273	Chr7D	939628	943085	+	941356	1.0	1.0	collinear
gene:TraesCS7D03G0002600	Chr7D	1089491	1090678	-	1090084	Chr7D	880791	881978	+	881384	1.0	1.0	collinear
gene:TraesCS7D03G0002800	Chr7D	1101311	1104311	-	1102811	Chr7D	867104	870080	+	868592	0.992	0.99	collinear
gene:TraesCS7D03G0002900	Chr7D	1138064	1151035	-	1144549	Chr7D	818751	833351	+	826051	1.0	1.0	collinear
gene:TraesCS7D03G0003200	Chr7D	1197663	1199279	-	1198471	Chr7D	770683	772299	+	771491	1.0	1.0	collinear
