gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS1B03G0000800	Chr1B	705806	707489	+	706647	Chr1B	4274166	4275810	+	4274988	0.997	0.903	collinear
gene:TraesCS1B03G0001600	Chr1B	1190948	1191943	+	1191445	Chr1B	5088474	5089652	-	5089063	1.0	0.974	collinear
gene:TraesCS1B03G0002000	Chr1B	1195555	1199187	-	1197371	Chr1B	5082650	5085925	+	5084287	0.961	0.92	collinear
gene:TraesCS1B03G0002100	Chr1B	1200778	1204863	-	1202820	Chr1B	5076928	5081036	+	5078982	1.0	0.997	collinear
gene:TraesCS1B03G0002200	Chr1B	1237000	1244167	+	1240583	Chr1B	4998106	5005219	-	5001662	0.989	0.972	collinear
gene:TraesCS1B03G0002400	Chr1B	1247087	1248968	+	1248027	Chr1B	4993331	4995179	-	4994255	1.0	0.986	collinear
gene:TraesCS1B03G0002500	Chr1B	1254021	1254909	-	1254465	Chr1B	4987402	4988290	+	4987846	1.0	0.994	collinear
gene:TraesCS1B03G0002700	Chr1B	1268212	1281120	-	1274666	Chr1B	4963751	4976725	+	4970238	1.0	0.989	collinear
gene:TraesCS1B03G0003000	Chr1B	1404047	1406431	+	1405239	Chr1B	4860055	4862435	-	4861245	1.0	0.999	collinear
gene:TraesCS1B03G0003100	Chr1B	1407228	1410094	-	1408661	Chr1B	4856407	4859273	+	4857840	0.996	0.987	collinear
gene:TraesCS1B03G0003200	Chr1B	1411477	1414749	-	1413113	Chr1B	4852292	4855400	+	4853846	0.998	0.984	collinear
gene:TraesCS1B03G0003300	Chr1B	1417992	1424275	-	1421133	Chr1B	4842683	4848981	+	4845832	0.996	0.974	collinear
gene:TraesCS1B03G0003400	Chr1B	1457859	1460957	+	1459408	Chr1B	4804972	4808061	-	4806516	1.0	0.987	collinear
gene:TraesCS1B03G0003800	Chr1B	1509827	1521650	-	1515738	Chr1B	4667231	4678781	+	4673006	0.992	0.969	collinear
gene:TraesCS1B03G0005500	Chr1B	1812059	1815337	-	1813698	Chr1B	1516462	1519727	-	1518094	0.996	0.979	collinear
gene:TraesCS1B03G0008600	Chr1B	2380688	2383732	-	2382210	Chr1B	2518938	2521962	+	2520450	0.998	0.933	collinear
gene:TraesCS1B03G0011200	Chr1B	3399421	3412856	+	3406138	Chr1B	4133189	4146296	-	4139742	0.996	0.991	collinear
gene:TraesCS1B03G0012500	Chr1B	3769497	3771294	-	3770395	Chr1B	292916	294632	-	293774	1.0	0.979	collinear
gene:TraesCS1B03G0013600	Chr1B	4115135	4122936	+	4119035	Chr1B	6272552	6284349	+	6278450	0.994	0.94	collinear
gene:TraesCS1B03G0014000	Chr1B	4143564	4145402	+	4144483	Chr1B	6358014	6359852	+	6358933	1.0	0.976	collinear
gene:TraesCS1B03G0014700	Chr1B	4286188	4287595	+	4286891	Chr1B	226174	227578	-	226876	0.994	0.908	collinear
gene:TraesCS1B03G0015300	Chr1B	4408161	4409441	+	4408801	Chr1B	6468167	6469431	+	6468799	0.975	0.902	collinear
gene:TraesCS1B03G0015600	Chr1B	4508006	4514125	-	4511065	Chr1B	6534225	6540083	-	6537154	1.0	0.993	collinear
gene:TraesCS1B03G0015800	Chr1B	4527377	4530535	+	4528956	Chr1B	6572865	6576027	+	6574446	1.0	0.993	collinear
gene:TraesCS1B03G0015900	Chr1B	4532575	4540073	-	4536324	Chr1B	6577969	6585357	-	6581663	1.0	0.995	collinear
gene:TraesCS1B03G0016300	Chr1B	4938236	4939656	-	4938946	Chr1B	6891397	6892819	-	6892108	0.998	0.93	collinear
gene:TraesCS1B03G0017700	Chr1B	5053269	5054727	-	5053998	Chr1B	6693544	6695002	-	6694273	1.0	0.999	collinear
