cs_chr	cs_start	cs_end	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	n_anchors	mean_identity
Chr4B	233162	86155240	Chr4B	249667	82498086	803	0.9970249066002492
Chr4B	88370406	155154630	Chr4B	84702249	150825747	390	0.9988256410256411
Chr4B	157172475	164642854	Chr4B	152814852	160220135	12	0.9997500000000001
Chr4B	167236891	205159309	Chr4B	162471661	200141518	178	0.9995056179775281
Chr4B	215839854	220116911	Chr4B	213702858	217935810	7	0.9992857142857143
Chr4B	299196258	302476126	Chr4B	295695184	299084234	5	0.9996
Chr4B	357330117	428374125	Chr4B	356829822	428180400	341	0.99866568914956
Chr4B	430804721	662871434	Chr4B	430548745	659126436	1671	0.9966253740275284
Chr4B	665184746	673447057	Chr4B	659145277	667380530	93	0.9918494623655912
Chr4B	653636036	653975809	Chr4B	645549348	645878084	9	1.0
Chr4B	663538351	665129783	Chr4B	654303601	655653740	22	0.9913636363636363
