gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS1A03G0003200	Chr1A	403455	403751	+	403603	Chr1A	1156264	1156560	-	1156412	1.0	1.0	collinear
gene:TraesCS1A03G0004000	Chr1A	1142826	1144427	+	1143626	Chr1A	432385	433986	-	433185	1.0	1.0	collinear
gene:TraesCS1A03G0004200	Chr1A	1157430	1161066	-	1159248	Chr1A	415611	419247	+	417429	1.0	1.0	collinear
gene:TraesCS1A03G0004300	Chr1A	1161721	1166114	-	1163917	Chr1A	410563	414956	+	412759	1.0	1.0	collinear
gene:TraesCS1A03G0004400	Chr1A	1168201	1175228	+	1171714	Chr1A	401450	408477	-	404963	1.0	1.0	collinear
gene:TraesCS1A03G0004500	Chr1A	1186689	1188709	+	1187699	Chr1A	388196	390216	-	389206	1.0	1.0	collinear
gene:TraesCS1A03G0004900	Chr1A	1207566	1210657	-	1209111	Chr1A	366758	369849	+	368303	1.0	1.0	collinear
gene:TraesCS1A03G0005000	Chr1A	1226759	1227184	-	1226971	Chr1A	352470	352895	+	352682	1.0	1.0	collinear
gene:TraesCS1A03G0005200	Chr1A	1230199	1236314	-	1233256	Chr1A	343340	349455	+	346397	1.0	1.0	collinear
gene:TraesCS1A03G0005600	Chr1A	1334686	1346171	-	1340428	Chr1A	234273	245759	+	240016	1.0	1.0	collinear
gene:TraesCS1A03G0006700	Chr1A	1570115	1571372	-	1570743	Chr1A	28088	29345	+	28716	1.0	1.0	collinear
gene:TraesCS1A03G0009000	Chr1A	2567417	2577225	+	2572321	Chr1A	2445572	2455380	-	2450476	1.0	1.0	collinear
gene:TraesCS1A03G0009200	Chr1A	2579251	2580660	+	2579955	Chr1A	2442137	2443546	-	2442841	1.0	1.0	collinear
gene:TraesCS1A03G0009700	Chr1A	2599654	2609145	-	2604399	Chr1A	2413653	2423144	+	2418398	1.0	1.0	collinear
gene:TraesCS1A03G0009800	Chr1A	2632156	2645682	+	2638919	Chr1A	2376512	2390038	-	2383275	1.0	1.0	collinear
gene:TraesCS1A03G0010100	Chr1A	2702309	2725215	+	2713762	Chr1A	2296701	2319754	-	2308227	1.0	0.999	collinear
gene:TraesCS1A03G0010400	Chr1A	3066928	3068553	-	3067740	Chr1A	1952495	1954120	+	1953307	1.0	1.0	collinear
gene:TraesCS1A03G0010900	Chr1A	3089925	3090365	-	3090145	Chr1A	1930682	1931122	+	1930902	1.0	1.0	collinear
gene:TraesCS1A03G0011000	Chr1A	3105946	3108798	+	3107372	Chr1A	1912251	1915103	-	1913677	1.0	1.0	collinear
gene:TraesCS1A03G0011100	Chr1A	3134034	3141665	-	3137849	Chr1A	1879251	1886882	+	1883066	1.0	0.999	collinear
gene:TraesCS1A03G0011500	Chr1A	3196818	3197822	+	3197320	Chr1A	1823193	1824197	-	1823695	1.0	1.0	collinear
gene:TraesCS1A03G0012100	Chr1A	3281811	3283241	-	3282526	Chr1A	1737471	1738901	+	1738186	1.0	1.0	collinear
gene:TraesCS1A03G0012500	Chr1A	3295315	3297312	+	3296313	Chr1A	1723285	1725282	-	1724283	1.0	1.0	collinear
gene:TraesCS1A03G0012700	Chr1A	3341113	3344810	-	3342961	Chr1A	1675937	1679634	+	1677785	1.0	1.0	collinear
gene:TraesCS1A03G0012900	Chr1A	3377845	3384475	+	3381160	Chr1A	1636268	1642898	-	1639583	1.0	0.999	collinear
gene:TraesCS1A03G0013000	Chr1A	3397757	3421936	+	3409846	Chr1A	1598211	1622781	-	1610496	0.998	0.977	collinear
gene:TraesCS1A03G0013100	Chr1A	3442853	3443320	-	3443086	Chr1A	1576708	1577175	+	1576941	1.0	1.0	collinear
gene:TraesCS1A03G0013200	Chr1A	3453009	3471508	+	3462258	Chr1A	1548145	1567019	-	1557582	1.0	1.0	collinear
gene:TraesCS1A03G0013400	Chr1A	3543536	3549092	-	3546314	Chr1A	1470416	1475972	+	1473194	1.0	1.0	collinear
gene:TraesCS1A03G0013600	Chr1A	3563033	3568128	-	3565580	Chr1A	1451380	1456475	+	1453927	1.0	1.0	collinear
gene:TraesCS1A03G0013800	Chr1A	3736743	3743503	-	3740123	Chr1A	1276423	1283183	+	1279803	1.0	1.0	collinear
gene:TraesCS1A03G0013900	Chr1A	3747551	3750600	+	3749075	Chr1A	1269326	1272375	-	1270850	1.0	1.0	collinear
gene:TraesCS1A03G0014500	Chr1A	3935056	3938039	+	3936547	Chr1A	2486032	2489016	+	2487524	1.0	0.997	collinear
gene:TraesCS1A03G0014600	Chr1A	3968199	3969779	+	3968989	Chr1A	2518996	2520576	+	2519786	1.0	1.0	collinear
gene:TraesCS1A03G0014800	Chr1A	3971915	3974133	-	3973024	Chr1A	2522712	2524930	-	2523821	1.0	1.0	collinear
gene:TraesCS1A03G0014900	Chr1A	3975641	3979278	+	3977459	Chr1A	2526438	2530075	+	2528256	1.0	1.0	collinear
gene:TraesCS1A03G0015100	Chr1A	4006353	4007991	+	4007172	Chr1A	2556962	2558600	+	2557781	1.0	1.0	collinear
gene:TraesCS1A03G0015300	Chr1A	4067490	4068655	-	4068072	Chr1A	2617872	2618992	-	2618432	0.961	0.956	collinear
gene:TraesCS1A03G0015600	Chr1A	4110192	4111500	+	4110846	Chr1A	2660090	2661398	+	2660744	1.0	1.0	collinear
gene:TraesCS1A03G0015700	Chr1A	4112376	4115274	-	4113825	Chr1A	2662274	2665172	-	2663723	1.0	1.0	collinear
gene:TraesCS1A03G0016000	Chr1A	4248617	4255576	-	4252096	Chr1A	2797651	2804403	-	2801027	1.0	1.0	collinear
gene:TraesCS1A03G0016200	Chr1A	4370836	4376697	+	4373766	Chr1A	2919152	2925013	+	2922082	1.0	1.0	collinear
gene:TraesCS1A03G0016300	Chr1A	4379285	4384806	-	4382045	Chr1A	2927601	2933126	-	2930363	1.0	1.0	collinear
gene:TraesCS1A03G0016400	Chr1A	4439929	4443198	+	4441563	Chr1A	2986606	2989875	+	2988240	1.0	0.999	collinear
gene:TraesCS1A03G0016500	Chr1A	4444852	4447770	-	4446311	Chr1A	2991529	2994447	-	2992988	1.0	1.0	collinear
gene:TraesCS1A03G0016700	Chr1A	4455552	4458579	-	4457065	Chr1A	3002229	3005256	-	3003742	1.0	1.0	collinear
gene:TraesCS1A03G0017100	Chr1A	4481219	4484678	-	4482948	Chr1A	3027888	3031347	-	3029617	1.0	1.0	collinear
gene:TraesCS1A03G0017200	Chr1A	4493001	4496793	-	4494897	Chr1A	3039691	3043483	-	3041587	1.0	1.0	collinear
gene:TraesCS1A03G0017400	Chr1A	4524156	4525613	-	4524884	Chr1A	3070736	3072193	-	3071464	1.0	1.0	collinear
gene:TraesCS1A03G0017500	Chr1A	4570594	4574086	-	4572340	Chr1A	3116801	3120293	-	3118547	1.0	1.0	collinear
gene:TraesCS1A03G0017700	Chr1A	4605426	4609380	-	4607403	Chr1A	3151606	3155560	-	3153583	1.0	1.0	collinear
gene:TraesCS1A03G0018400	Chr1A	4643782	4647658	-	4645720	Chr1A	3190465	3194723	-	3192594	1.0	0.908	collinear
