gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS4A03G0000100	Chr4A	80751	81905	-	81328	Chr4A	484142	485296	-	484719	1.0	0.999	collinear
gene:TraesCS4A03G0000200	Chr4A	186233	189459	+	187846	Chr4A	589557	592783	+	591170	1.0	1.0	collinear
gene:TraesCS4A03G0000300	Chr4A	189629	191253	-	190441	Chr4A	592954	594578	-	593766	1.0	1.0	collinear
gene:TraesCS4A03G0000700	Chr4A	192479	193797	-	193138	Chr4A	595804	597122	-	596463	1.0	1.0	collinear
gene:TraesCS4A03G0000800	Chr4A	204132	208744	+	206438	Chr4A	607452	612087	+	609769	1.0	1.0	collinear
gene:TraesCS4A03G0000900	Chr4A	464377	473615	+	468996	Chr4A	867478	876737	+	872107	1.0	1.0	collinear
gene:TraesCS4A03G0001000	Chr4A	527393	528028	-	527710	Chr4A	930516	931151	-	930833	1.0	1.0	collinear
gene:TraesCS4A03G0001100	Chr4A	724229	730229	-	727229	Chr4A	1119253	1126307	-	1122780	1.0	1.0	collinear
gene:TraesCS4A03G0001300	Chr4A	737645	742881	-	740263	Chr4A	1133504	1138740	-	1136122	1.0	0.999	collinear
gene:TraesCS4A03G0001500	Chr4A	879654	880180	+	879917	Chr4A	1266879	1267405	+	1267142	1.0	1.0	collinear
gene:TraesCS4A03G0001600	Chr4A	890746	894177	+	892461	Chr4A	1277579	1281002	+	1279290	0.997	0.997	collinear
gene:TraesCS4A03G0001700	Chr4A	899296	900070	+	899683	Chr4A	1286061	1286835	+	1286448	1.0	1.0	collinear
gene:TraesCS4A03G0001800	Chr4A	923950	925283	-	924616	Chr4A	1310810	1312143	-	1311476	1.0	1.0	collinear
gene:TraesCS4A03G0001900	Chr4A	1067430	1067825	+	1067627	Chr4A	1448638	1449033	+	1448835	1.0	1.0	collinear
gene:TraesCS4A03G0002000	Chr4A	1144047	1145891	-	1144969	Chr4A	1519566	1521412	-	1520489	1.0	0.998	collinear
gene:TraesCS4A03G0002100	Chr4A	1219342	1222566	+	1220954	Chr4A	1590300	1593524	+	1591912	1.0	1.0	collinear
gene:TraesCS4A03G0002200	Chr4A	1519322	1519796	-	1519559	Chr4A	1885097	1885571	-	1885334	1.0	1.0	collinear
gene:TraesCS4A03G0002600	Chr4A	1720645	1723263	+	1721954	Chr4A	2085172	2087790	+	2086481	1.0	1.0	collinear
gene:TraesCS4A03G0002900	Chr4A	1872733	1874596	-	1873664	Chr4A	2237616	2239479	-	2238547	1.0	1.0	collinear
gene:TraesCS4A03G0003000	Chr4A	1876368	1884930	-	1880649	Chr4A	2241249	2249811	-	2245530	1.0	0.999	collinear
gene:TraesCS4A03G0003100	Chr4A	1887453	1896045	-	1891749	Chr4A	2252334	2261049	-	2256691	1.0	1.0	collinear
gene:TraesCS4A03G0003200	Chr4A	1904683	1907590	-	1906136	Chr4A	2269878	2272785	-	2271331	1.0	1.0	collinear
gene:TraesCS4A03G0003300	Chr4A	1908725	1910020	-	1909372	Chr4A	2273920	2275215	-	2274567	1.0	1.0	collinear
gene:TraesCS4A03G0003600	Chr4A	2034845	2039676	-	2037260	Chr4A	2399769	2404600	-	2402184	1.0	1.0	collinear
gene:TraesCS4A03G0003800	Chr4A	2144567	2151745	-	2148156	Chr4A	2509497	2516504	-	2513000	1.0	1.0	collinear
gene:TraesCS4A03G0004000	Chr4A	2396423	2406197	+	2401310	Chr4A	2761388	2770949	+	2766168	1.0	1.0	collinear
gene:TraesCS4A03G0004100	Chr4A	2407157	2412110	-	2409633	Chr4A	2771909	2776862	-	2774385	1.0	0.999	collinear
gene:TraesCS4A03G0004200	Chr4A	2539821	2543289	-	2541555	Chr4A	2904241	2907710	-	2905975	1.0	1.0	collinear
gene:TraesCS4A03G0004300	Chr4A	2549120	2550253	-	2549686	Chr4A	2913129	2914262	-	2913695	1.0	1.0	collinear
gene:TraesCS4A03G0004800	Chr4A	2630028	2631685	-	2630856	Chr4A	2919046	2920703	-	2919874	1.0	1.0	collinear
gene:TraesCS4A03G0004900	Chr4A	2636507	2637932	-	2637219	Chr4A	2925447	2926872	-	2926159	1.0	1.0	collinear
gene:TraesCS4A03G0005100	Chr4A	2731327	2733151	+	2732239	Chr4A	3020529	3022353	+	3021441	1.0	1.0	collinear
gene:TraesCS4A03G0005200	Chr4A	2767289	2768680	+	2767984	Chr4A	3057292	3058683	+	3057987	1.0	1.0	collinear
gene:TraesCS4A03G0005400	Chr4A	2778918	2779295	-	2779106	Chr4A	3068934	3069311	-	3069122	1.0	1.0	collinear
gene:TraesCS4A03G0005500	Chr4A	2783068	2789950	-	2786509	Chr4A	3072366	3079180	-	3075773	0.983	0.983	collinear
gene:TraesCS4A03G0005700	Chr4A	2896900	2897945	-	2897422	Chr4A	3190769	3191855	-	3191312	1.0	0.957	collinear
gene:TraesCS4A03G0005800	Chr4A	2930585	2932852	+	2931718	Chr4A	3221442	3223709	+	3222575	1.0	0.998	collinear
gene:TraesCS4A03G0006100	Chr4A	2934653	2937212	+	2935932	Chr4A	3225602	3228164	+	3226883	1.0	0.999	collinear
gene:TraesCS4A03G0006200	Chr4A	2936960	2940182	-	2938571	Chr4A	3227912	3231142	-	3229527	1.0	0.996	collinear
gene:TraesCS4A03G0006300	Chr4A	2942998	2949575	-	2946286	Chr4A	3233968	3240752	-	3237360	0.999	0.998	collinear
gene:TraesCS4A03G0006700	Chr4A	2964010	2964348	+	2964179	Chr4A	3255304	3255642	+	3255473	1.0	1.0	collinear
gene:TraesCS4A03G0006900	Chr4A	2973914	2984600	-	2979257	Chr4A	3266600	3277282	-	3271941	1.0	0.998	collinear
gene:TraesCS4A03G0007100	Chr4A	3050569	3055204	-	3052886	Chr4A	3356872	3361513	-	3359192	1.0	0.997	collinear
gene:TraesCS4A03G0007300	Chr4A	3066937	3070613	-	3068775	Chr4A	3374666	3378342	-	3376504	1.0	0.999	collinear
gene:TraesCS4A03G0007500	Chr4A	3096625	3101109	-	3098867	Chr4A	3416444	3420951	-	3418697	1.0	0.998	collinear
gene:TraesCS4A03G0007600	Chr4A	3101459	3105097	-	3103278	Chr4A	3421301	3424955	-	3423128	0.999	0.993	collinear
gene:TraesCS4A03G0007700	Chr4A	3107379	3109574	-	3108476	Chr4A	3427076	3429305	-	3428190	0.976	0.929	collinear
gene:TraesCS4A03G0008000	Chr4A	3121834	3127155	-	3124494	Chr4A	3441615	3446867	-	3444241	1.0	0.999	collinear
gene:TraesCS4A03G0008100	Chr4A	3129258	3135283	+	3132270	Chr4A	3449008	3455045	+	3452026	1.0	0.998	collinear
gene:TraesCS4A03G0008200	Chr4A	3134254	3140594	-	3137424	Chr4A	3454016	3460373	-	3457194	1.0	0.999	collinear
gene:TraesCS4A03G0008300	Chr4A	3205933	3206955	+	3206444	Chr4A	3525918	3526940	+	3526429	1.0	0.998	collinear
gene:TraesCS4A03G0008400	Chr4A	3238765	3239608	+	3239186	Chr4A	3558130	3558973	+	3558551	1.0	1.0	collinear
gene:TraesCS4A03G0008600	Chr4A	3261415	3263213	+	3262314	Chr4A	3580850	3582648	+	3581749	1.0	1.0	collinear
gene:TraesCS4A03G0008700	Chr4A	3326425	3327669	+	3327047	Chr4A	3645807	3647050	+	3646428	0.999	0.992	collinear
gene:TraesCS4A03G0009200	Chr4A	3354842	3356422	+	3355632	Chr4A	3683188	3684677	+	3683932	0.936	0.936	collinear
gene:TraesCS4A03G0009300	Chr4A	3365529	3365927	-	3365728	Chr4A	3695569	3695967	-	3695768	1.0	1.0	collinear
gene:TraesCS4A03G0009500	Chr4A	3372257	3373213	+	3372735	Chr4A	3701652	3702608	+	3702130	1.0	1.0	collinear
gene:TraesCS4A03G0010000	Chr4A	3426660	3429932	+	3428296	Chr4A	3750239	3753485	+	3751862	1.0	0.998	collinear
gene:TraesCS4A03G0010100	Chr4A	3430702	3432528	+	3431615	Chr4A	3754255	3756081	+	3755168	1.0	0.998	collinear
gene:TraesCS4A03G0010400	Chr4A	3781940	3782996	+	3782468	Chr4A	4110031	4111087	+	4110559	1.0	0.991	collinear
gene:TraesCS4A03G0010500	Chr4A	3851393	3859754	-	3855573	Chr4A	4179296	4187657	-	4183476	1.0	0.999	collinear
gene:TraesCS4A03G0010700	Chr4A	3982734	3986342	-	3984538	Chr4A	4221383	4225193	-	4223288	1.0	0.99	collinear
gene:TraesCS4A03G0011000	Chr4A	4137896	4141435	+	4139665	Chr4A	4376997	4380519	+	4378758	0.99	0.989	collinear
gene:TraesCS4A03G0011100	Chr4A	4172321	4175894	-	4174107	Chr4A	4411430	4415004	-	4413217	1.0	0.999	collinear
gene:TraesCS4A03G0011200	Chr4A	4219071	4222355	-	4220713	Chr4A	4457816	4461100	-	4459458	1.0	1.0	collinear
gene:TraesCS4A03G0011700	Chr4A	4444831	4448386	-	4446608	Chr4A	4686478	4690027	-	4688252	0.998	0.985	collinear
gene:TraesCS4A03G0011800	Chr4A	4499291	4504470	-	4501880	Chr4A	4740989	4746165	-	4743577	1.0	1.0	collinear
gene:TraesCS4A03G0011900	Chr4A	4560580	4567056	-	4563818	Chr4A	4802273	4808761	-	4805517	1.0	0.997	collinear
gene:TraesCS4A03G0012300	Chr4A	4591425	4593909	-	4592667	Chr4A	4833130	4835614	-	4834372	1.0	1.0	collinear
gene:TraesCS4A03G0012400	Chr4A	4596684	4602109	-	4599396	Chr4A	4838399	4843824	-	4841111	1.0	1.0	collinear
gene:TraesCS4A03G0012600	Chr4A	4608919	4609802	+	4609360	Chr4A	4850772	4851655	+	4851213	1.0	1.0	collinear
gene:TraesCS4A03G0012700	Chr4A	4613865	4615981	+	4614923	Chr4A	4855750	4857866	+	4856808	1.0	0.999	collinear
gene:TraesCS4A03G0012800	Chr4A	4746764	4750893	-	4748828	Chr4A	4988639	4992775	-	4990707	1.0	1.0	collinear
gene:TraesCS4A03G0013000	Chr4A	4765486	4768837	-	4767161	Chr4A	5002314	5005665	-	5003989	1.0	1.0	collinear
gene:TraesCS4A03G0013100	Chr4A	4788667	4792278	+	4790472	Chr4A	5025360	5028971	+	5027165	1.0	1.0	collinear
gene:TraesCS4A03G0013200	Chr4A	4793797	4794162	+	4793979	Chr4A	5030490	5030855	+	5030672	1.0	1.0	collinear
gene:TraesCS4A03G0013400	Chr4A	4804208	4805190	-	4804699	Chr4A	5040902	5041884	-	5041393	1.0	1.0	collinear
gene:TraesCS4A03G0013500	Chr4A	4813813	4815493	-	4814653	Chr4A	5050580	5052400	-	5051490	1.0	0.996	collinear
gene:TraesCS4A03G0013600	Chr4A	4817972	4819251	+	4818611	Chr4A	5054939	5056218	+	5055578	1.0	0.999	collinear
gene:TraesCS4A03G0013700	Chr4A	4836842	4840913	+	4838877	Chr4A	5074011	5078082	+	5076046	1.0	0.999	collinear
gene:TraesCS4A03G0014400	Chr4A	5028278	5031575	+	5029926	Chr4A	5265191	5268488	+	5266839	1.0	0.999	collinear
