gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS1D03G0000300	Chr1D	29025	30863	+	29944	Chr1D	2154958	2156806	-	2155882	0.996	0.98	collinear
gene:TraesCS1D03G0000400	Chr1D	31231	35151	-	33191	Chr1D	2150609	2154596	+	2152602	0.99	0.944	collinear
gene:TraesCS1D03G0000500	Chr1D	35595	39094	-	37344	Chr1D	2146678	2150159	+	2148418	0.991	0.983	collinear
gene:TraesCS1D03G0000600	Chr1D	42073	49239	+	45656	Chr1D	2134351	2141179	-	2137765	0.99	0.966	collinear
gene:TraesCS1D03G0000800	Chr1D	55880	57669	+	56774	Chr1D	2126512	2128305	-	2127408	0.998	0.988	collinear
gene:TraesCS1D03G0001000	Chr1D	62405	66535	+	64470	Chr1D	2116724	2121129	-	2118926	0.987	0.939	collinear
gene:TraesCS1D03G0001100	Chr1D	66949	69971	-	68460	Chr1D	2113276	2116299	+	2114787	0.998	0.991	collinear
gene:TraesCS1D03G0001500	Chr1D	92853	98829	-	95841	Chr1D	2086509	2092495	+	2089502	0.991	0.973	collinear
gene:TraesCS1D03G0001800	Chr1D	171475	183229	-	177352	Chr1D	2049449	2061167	+	2055308	0.972	0.95	collinear
gene:TraesCS1D03G0002300	Chr1D	387049	399494	-	393271	Chr1D	1835005	1847483	+	1841244	1.0	0.994	collinear
gene:TraesCS1D03G0002400	Chr1D	409650	411707	-	410678	Chr1D	1822666	1824677	+	1823671	1.0	0.993	collinear
gene:TraesCS1D03G0002600	Chr1D	418798	422767	-	420782	Chr1D	1806058	1810046	+	1808052	1.0	0.986	collinear
gene:TraesCS1D03G0002800	Chr1D	432621	439371	+	435996	Chr1D	1783479	1790332	-	1786905	1.0	0.988	collinear
gene:TraesCS1D03G0002900	Chr1D	444052	448470	-	446261	Chr1D	1774651	1779140	+	1776895	0.999	0.974	collinear
gene:TraesCS1D03G0003000	Chr1D	454345	457932	+	456138	Chr1D	1733075	1734596	-	1733835	0.938	0.935	collinear
gene:TraesCS1D03G0003200	Chr1D	465036	466154	-	465595	Chr1D	1724403	1725521	+	1724962	1.0	0.997	collinear
gene:TraesCS1D03G0003300	Chr1D	588197	590502	-	589349	Chr1D	1539065	1541308	+	1540186	0.993	0.978	collinear
gene:TraesCS1D03G0003500	Chr1D	670994	672152	+	671573	Chr1D	1468019	1469179	-	1468599	1.0	0.993	collinear
gene:TraesCS1D03G0003600	Chr1D	683590	686755	+	685172	Chr1D	1454191	1457355	-	1455773	0.999	0.997	collinear
gene:TraesCS1D03G0003900	Chr1D	715245	719435	+	717340	Chr1D	1422378	1426568	-	1424473	1.0	0.999	collinear
gene:TraesCS1D03G0004300	Chr1D	770686	771560	+	771123	Chr1D	1373680	1374554	-	1374117	1.0	1.0	collinear
gene:TraesCS1D03G0004700	Chr1D	885654	889258	-	887456	Chr1D	1260192	1263796	+	1261994	1.0	1.0	collinear
gene:TraesCS1D03G0008200	Chr1D	2648853	2656401	+	2652627	Chr1D	517806	525354	-	521580	1.0	0.999	collinear
gene:TraesCS1D03G0008400	Chr1D	2658914	2664872	-	2661893	Chr1D	509335	515293	+	512314	1.0	1.0	collinear
gene:TraesCS1D03G0008600	Chr1D	2718545	2721537	+	2720041	Chr1D	499908	502900	-	501404	1.0	1.0	collinear
gene:TraesCS1D03G0008800	Chr1D	2722891	2723820	-	2723355	Chr1D	497625	498554	+	498089	1.0	1.0	collinear
gene:TraesCS1D03G0009100	Chr1D	2796340	2799441	-	2797890	Chr1D	433711	436812	+	435261	1.0	1.0	collinear
gene:TraesCS1D03G0009200	Chr1D	2803813	2805476	+	2804644	Chr1D	428066	429729	-	428897	1.0	1.0	collinear
gene:TraesCS1D03G0009300	Chr1D	2808366	2809991	-	2809178	Chr1D	423551	425176	+	424363	1.0	1.0	collinear
