gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS2A03G0000200	Chr2A	250369	258919	+	254644	Chr2A	261891	270439	+	266165	0.999	0.999	collinear
gene:TraesCS2A03G0000300	Chr2A	259362	263505	-	261433	Chr2A	270882	275025	-	272953	1.0	1.0	collinear
gene:TraesCS2A03G0000600	Chr2A	272656	273599	-	273127	Chr2A	284186	285129	-	284657	1.0	0.998	collinear
gene:TraesCS2A03G0000700	Chr2A	279352	289424	+	284388	Chr2A	290887	300853	+	295870	1.0	1.0	collinear
gene:TraesCS2A03G0001000	Chr2A	326315	327315	-	326815	Chr2A	337746	338745	-	338245	1.0	1.0	collinear
gene:TraesCS2A03G0001200	Chr2A	389113	391290	+	390201	Chr2A	400516	402693	+	401604	1.0	0.999	collinear
gene:TraesCS2A03G0001400	Chr2A	396069	400877	-	398473	Chr2A	407467	412263	-	409865	0.995	0.995	collinear
gene:TraesCS2A03G0001500	Chr2A	471994	473071	-	472532	Chr2A	483382	484447	-	483914	1.0	1.0	collinear
gene:TraesCS2A03G0001600	Chr2A	498907	502516	+	500711	Chr2A	510276	513885	+	512080	1.0	1.0	collinear
gene:TraesCS2A03G0001800	Chr2A	511382	514968	+	513175	Chr2A	522750	526336	+	524543	1.0	0.999	collinear
gene:TraesCS2A03G0001900	Chr2A	523708	527051	+	525379	Chr2A	535089	538432	+	536760	1.0	0.999	collinear
gene:TraesCS2A03G0002000	Chr2A	527668	531424	-	529546	Chr2A	539049	542801	-	540925	1.0	1.0	collinear
gene:TraesCS2A03G0002200	Chr2A	531622	534531	+	533076	Chr2A	545383	548292	+	546837	1.0	1.0	collinear
gene:TraesCS2A03G0002500	Chr2A	560892	563807	-	562349	Chr2A	574722	577637	-	576179	1.0	1.0	collinear
gene:TraesCS2A03G0002600	Chr2A	578869	583401	-	581135	Chr2A	592699	597231	-	594965	1.0	1.0	collinear
gene:TraesCS2A03G0003200	Chr2A	723635	725724	+	724679	Chr2A	668567	670656	+	669611	1.0	0.999	collinear
gene:TraesCS2A03G0003300	Chr2A	728142	730497	+	729319	Chr2A	673075	675430	+	674252	1.0	1.0	collinear
gene:TraesCS2A03G0003600	Chr2A	780091	780912	+	780501	Chr2A	725016	725837	+	725426	1.0	0.997	collinear
