gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS7B03G0000100	Chr7B	32670	36534	-	34602	Chr7B	41533	45397	-	43465	1.0	1.0	collinear
gene:TraesCS7B03G0000200	Chr7B	43049	50894	-	46971	Chr7B	51912	59763	-	55837	1.0	0.999	collinear
gene:TraesCS7B03G0001000	Chr7B	112378	114411	+	113394	Chr7B	121260	123293	+	122276	1.0	0.999	collinear
gene:TraesCS7B03G0001100	Chr7B	114526	119198	-	116862	Chr7B	123408	128080	-	125744	1.0	1.0	collinear
gene:TraesCS7B03G0001200	Chr7B	120206	121471	+	120838	Chr7B	129089	130354	+	129721	1.0	1.0	collinear
gene:TraesCS7B03G0001400	Chr7B	220254	222718	+	221486	Chr7B	238286	240434	+	239360	1.0	1.0	collinear
gene:TraesCS7B03G0001700	Chr7B	226968	228067	+	227517	Chr7B	244684	245783	+	245233	1.0	1.0	collinear
gene:TraesCS7B03G0001800	Chr7B	228482	229120	+	228801	Chr7B	246198	246836	+	246517	1.0	1.0	collinear
gene:TraesCS7B03G0002000	Chr7B	255136	257184	+	256160	Chr7B	272596	274506	+	273551	0.932	0.926	collinear
gene:TraesCS7B03G0002100	Chr7B	259041	260824	+	259932	Chr7B	276365	278148	+	277256	1.0	1.0	collinear
gene:TraesCS7B03G0002200	Chr7B	261777	263347	+	262562	Chr7B	279101	280671	+	279886	1.0	1.0	collinear
gene:TraesCS7B03G0002400	Chr7B	265308	267721	-	266514	Chr7B	282632	285045	-	283838	1.0	1.0	collinear
gene:TraesCS7B03G0002500	Chr7B	285039	290255	+	287647	Chr7B	302289	307505	+	304897	1.0	1.0	collinear
gene:TraesCS7B03G0002600	Chr7B	419319	423404	+	421361	Chr7B	436225	440310	+	438267	1.0	1.0	collinear
gene:TraesCS7B03G0002900	Chr7B	423793	429194	-	426493	Chr7B	440699	446100	-	443399	1.0	1.0	collinear
gene:TraesCS7B03G0003100	Chr7B	600800	604303	+	602551	Chr7B	617210	620713	+	618961	1.0	1.0	collinear
gene:TraesCS7B03G0003300	Chr7B	637875	639698	+	638786	Chr7B	654299	656122	+	655210	1.0	1.0	collinear
gene:TraesCS7B03G0003400	Chr7B	669783	670485	-	670134	Chr7B	685993	686695	-	686344	1.0	1.0	collinear
gene:TraesCS7B03G0003800	Chr7B	778870	779724	-	779297	Chr7B	795016	795870	-	795443	1.0	1.0	collinear
gene:TraesCS7B03G0003900	Chr7B	797978	798910	+	798444	Chr7B	814120	815052	+	814586	1.0	1.0	collinear
gene:TraesCS7B03G0004600	Chr7B	844925	847126	+	846025	Chr7B	860770	862971	+	861870	1.0	0.999	collinear
gene:TraesCS7B03G0004700	Chr7B	900491	909163	-	904827	Chr7B	908179	918719	-	913449	1.0	1.0	collinear
gene:TraesCS7B03G0005100	Chr7B	1038544	1039671	+	1039107	Chr7B	1048495	1049622	+	1049058	1.0	1.0	collinear
gene:TraesCS7B03G0005400	Chr7B	1055416	1057852	-	1056634	Chr7B	1065387	1067823	-	1066605	1.0	0.999	collinear
gene:TraesCS7B03G0005500	Chr7B	1082873	1087104	-	1084988	Chr7B	1092867	1097098	-	1094982	1.0	1.0	collinear
gene:TraesCS7B03G0005300	Chr7B	1051386	1121512	-	1086449	Chr7B	1061357	1131505	-	1096431	1.0	1.0	collinear
gene:TraesCS7B03G0005600	Chr7B	1170334	1171762	+	1171048	Chr7B	1180329	1181757	+	1181043	1.0	1.0	collinear
gene:TraesCS7B03G0005700	Chr7B	1213141	1218986	-	1216063	Chr7B	1216220	1222065	-	1219142	1.0	1.0	collinear
gene:TraesCS7B03G0006000	Chr7B	1264151	1272041	-	1268096	Chr7B	1267232	1275119	-	1271175	1.0	1.0	collinear
gene:TraesCS7B03G0006300	Chr7B	1279040	1286019	-	1282529	Chr7B	1282118	1289097	-	1285607	1.0	1.0	collinear
gene:TraesCS7B03G0006400	Chr7B	1286695	1293028	-	1289861	Chr7B	1289773	1296106	-	1292939	1.0	1.0	collinear
