gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS2D03G0000100	Chr2D	80423	88053	+	84238	Chr2D	2304252	2311889	+	2308070	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D03G0000200	Chr2D	89594	93032	-	91313	Chr2D	2313430	2316868	-	2315149	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0000300	Chr2D	103714	104259	-	103986	Chr2D	2327573	2328118	-	2327845	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0000400	Chr2D	302821	307159	+	304990	Chr2D	2526032	2530370	+	2528201	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0000700	Chr2D	324320	325720	+	325020	Chr2D	2547532	2548932	+	2548232	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0000800	Chr2D	328026	333944	-	330985	Chr2D	2551014	2556892	-	2553953	0.971	0.969	rearrangement:Chr2D_block1
gene:TraesCS2D03G0000900	Chr2D	378562	379694	-	379128	Chr2D	2596106	2597238	-	2596672	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0001000	Chr2D	392241	395710	+	393975	Chr2D	2609834	2613303	+	2611568	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0001300	Chr2D	402281	404837	+	403559	Chr2D	2619874	2622430	+	2621152	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0001400	Chr2D	465877	484345	+	475111	Chr2D	2683436	2701904	+	2692670	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0001500	Chr2D	512185	513105	+	512645	Chr2D	2729729	2730649	+	2730189	1.0	0.998	rearrangement:Chr2D_block1
gene:TraesCS2D03G0001600	Chr2D	517999	519840	+	518919	Chr2D	2735557	2737398	+	2736477	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0001800	Chr2D	675239	678446	+	676842	Chr2D	2893145	2896352	+	2894748	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0001900	Chr2D	679143	683010	-	681076	Chr2D	2897049	2900916	-	2898982	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0002000	Chr2D	685135	687301	+	686218	Chr2D	2903042	2905208	+	2904125	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D03G0023900	Chr2D	6414298	6417163	+	6415730	Chr2D	9261387	9264252	+	9262819	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D03G0024400	Chr2D	6632578	6639770	-	6636174	Chr2D	9479539	9486731	-	9483135	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D03G0024700	Chr2D	6714610	6716551	+	6715580	Chr2D	9561600	9563541	+	9562570	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D03G0024800	Chr2D	6729129	6732626	+	6730877	Chr2D	9576135	9579632	+	9577883	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D03G0025100	Chr2D	6799868	6803674	+	6801771	Chr2D	9646936	9650742	+	9648839	1.0	0.996	rearrangement:Chr2D_block2
gene:TraesCS2D03G0025200	Chr2D	6805875	6809559	+	6807717	Chr2D	9652942	9656626	+	9654784	1.0	1.0	rearrangement:Chr2D_block2
gene:TraesCS2D03G0025700	Chr2D	6841213	6849674	-	6845443	Chr2D	9688275	9696713	-	9692494	1.0	0.986	rearrangement:Chr2D_block2
