gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS1B03G0512000	Chr1B	315220668	315223746	+	315222207	Chr1B	331461302	331464379	-	331462840	1.0	0.983	rearrangement:Chr1B_block1
gene:TraesCS1B03G0513400	Chr1B	316499417	316502262	-	316500839	Chr1B	333074461	333077306	-	333075883	1.0	0.997	rearrangement:Chr1B_block1
gene:TraesCS1B03G0513500	Chr1B	316667629	316677876	+	316672752	Chr1B	333230868	333241108	+	333235988	1.0	0.998	rearrangement:Chr1B_block1
gene:TraesCS1B03G0514800	Chr1B	317234191	317239126	+	317236658	Chr1B	333778609	333783544	+	333781076	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B03G0515200	Chr1B	317441605	317441892	-	317441748	Chr1B	333976327	333976614	-	333976470	1.0	0.986	rearrangement:Chr1B_block1
gene:TraesCS1B03G0515400	Chr1B	317723839	317733916	+	317728877	Chr1B	334244895	334254979	+	334249937	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B03G0515500	Chr1B	317983939	317989889	-	317986914	Chr1B	334523840	334529518	-	334526679	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B03G0516100	Chr1B	318544809	318546241	-	318545525	Chr1B	335006087	335007519	-	335006803	1.0	0.997	rearrangement:Chr1B_block1
gene:TraesCS1B03G0516300	Chr1B	319215049	319215921	+	319215485	Chr1B	335601133	335602005	+	335601569	1.0	0.997	rearrangement:Chr1B_block1
gene:TraesCS1B03G0516400	Chr1B	319222806	319225490	-	319224148	Chr1B	335608886	335611570	-	335610228	1.0	0.998	rearrangement:Chr1B_block1
gene:TraesCS1B03G0516500	Chr1B	319375626	319395354	-	319385490	Chr1B	335770138	335789848	-	335779993	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B03G0000100	Chr1B	167368	172879	-	170123	Chr1B	177702	183213	-	180457	1.0	0.999	collinear
gene:TraesCS1B03G0000200	Chr1B	455175	461656	-	458415	Chr1B	459123	465617	-	462370	1.0	1.0	collinear
gene:TraesCS1B03G0000800	Chr1B	705806	707489	+	706647	Chr1B	703908	705591	+	704749	1.0	1.0	collinear
gene:TraesCS1B03G0000900	Chr1B	715446	720451	-	717948	Chr1B	713548	718553	-	716050	1.0	1.0	collinear
gene:TraesCS1B03G0001300	Chr1B	874691	877709	-	876200	Chr1B	872788	875806	-	874297	1.0	0.999	collinear
gene:TraesCS1B03G0001600	Chr1B	1190948	1191943	+	1191445	Chr1B	1188740	1189735	+	1189237	1.0	1.0	collinear
gene:TraesCS1B03G0001900	Chr1B	1193433	1195230	+	1194331	Chr1B	1191236	1193033	+	1192134	1.0	1.0	collinear
gene:TraesCS1B03G0002000	Chr1B	1195555	1199187	-	1197371	Chr1B	1193357	1196989	-	1195173	1.0	1.0	collinear
gene:TraesCS1B03G0002100	Chr1B	1200778	1204863	-	1202820	Chr1B	1198598	1202702	-	1200650	1.0	1.0	collinear
gene:TraesCS1B03G0002200	Chr1B	1237000	1244167	+	1240583	Chr1B	1234840	1241971	+	1238405	0.992	0.992	collinear
gene:TraesCS1B03G0002400	Chr1B	1247087	1248968	+	1248027	Chr1B	1244891	1246756	+	1245823	1.0	1.0	collinear
gene:TraesCS1B03G0002500	Chr1B	1254021	1254909	-	1254465	Chr1B	1251772	1252660	-	1252216	1.0	1.0	collinear
gene:TraesCS1B03G0002700	Chr1B	1268212	1281120	-	1274666	Chr1B	1265967	1278882	-	1272424	1.0	0.997	collinear
gene:TraesCS1B03G0003000	Chr1B	1404047	1406431	+	1405239	Chr1B	1378233	1380617	+	1379425	1.0	1.0	collinear
gene:TraesCS1B03G0003100	Chr1B	1407228	1410094	-	1408661	Chr1B	1381414	1384280	-	1382847	0.996	0.99	collinear
gene:TraesCS1B03G0003200	Chr1B	1411477	1414749	-	1413113	Chr1B	1385286	1388387	-	1386836	0.998	0.984	collinear
gene:TraesCS1B03G0003300	Chr1B	1417992	1424275	-	1421133	Chr1B	1421756	1428056	+	1424906	0.996	0.974	collinear
gene:TraesCS1B03G0003400	Chr1B	1457859	1460957	+	1459408	Chr1B	1431373	1434462	+	1432917	1.0	0.987	collinear
gene:TraesCS1B03G0003800	Chr1B	1509827	1521650	-	1515738	Chr1B	1560570	1572032	-	1566301	0.992	0.969	collinear
gene:TraesCS1B03G0011200	Chr1B	3399421	3412856	+	3406138	Chr1B	2160608	2173718	+	2167163	0.996	0.99	collinear
gene:TraesCS1B03G0012000	Chr1B	3468064	3472241	+	3470152	Chr1B	2229045	2233224	+	2231134	1.0	1.0	collinear
gene:TraesCS1B03G0012400	Chr1B	3758383	3758664	-	3758523	Chr1B	2521147	2521428	-	2521287	1.0	1.0	collinear
gene:TraesCS1B03G0012500	Chr1B	3769497	3771294	-	3770395	Chr1B	2532262	2534059	-	2533160	1.0	1.0	collinear
gene:TraesCS1B03G0012600	Chr1B	3850544	3853244	+	3851894	Chr1B	2604839	2607544	+	2606191	1.0	1.0	collinear
gene:TraesCS1B03G0013100	Chr1B	4073976	4076964	+	4075470	Chr1B	2828295	2831283	+	2829789	1.0	0.992	collinear
gene:TraesCS1B03G0013400	Chr1B	4086402	4088303	+	4087352	Chr1B	2840722	2842623	+	2841672	1.0	0.999	collinear
gene:TraesCS1B03G0013500	Chr1B	4098786	4101519	+	4100152	Chr1B	2853106	2855838	+	2854472	0.999	0.987	collinear
gene:TraesCS1B03G0013600	Chr1B	4115135	4122936	+	4119035	Chr1B	2869429	2877230	+	2873329	1.0	0.999	collinear
gene:TraesCS1B03G0013700	Chr1B	4127051	4129028	+	4128039	Chr1B	2881345	2883322	+	2882333	1.0	1.0	collinear
gene:TraesCS1B03G0013800	Chr1B	4133585	4137066	+	4135325	Chr1B	2887887	2891368	+	2889627	1.0	1.0	collinear
gene:TraesCS1B03G0013900	Chr1B	4138167	4140263	-	4139215	Chr1B	2892469	2894565	-	2893517	1.0	1.0	collinear
gene:TraesCS1B03G0014000	Chr1B	4143564	4145402	+	4144483	Chr1B	2897866	2899704	+	2898785	1.0	1.0	collinear
gene:TraesCS1B03G0014100	Chr1B	4155606	4159084	+	4157345	Chr1B	2909921	2913399	+	2911660	1.0	1.0	collinear
gene:TraesCS1B03G0014300	Chr1B	4243347	4262131	+	4252739	Chr1B	2997688	3016469	+	3007078	1.0	1.0	collinear
gene:TraesCS1B03G0014400	Chr1B	4273438	4279469	+	4276453	Chr1B	3035864	3041895	+	3038879	1.0	1.0	collinear
gene:TraesCS1B03G0014700	Chr1B	4286188	4287595	+	4286891	Chr1B	3048612	3050019	+	3049315	1.0	1.0	collinear
