gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity	segment
gene:TraesCS7A03G0441400	Chr7A	150445738	150446870	+	150446304	Chr7A	181396794	181397925	-	181397359	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0441300	Chr7A	150445124	150448782	-	150446953	Chr7A	181394890	181398539	+	181396714	0.997	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A03G0441600	Chr7A	150674448	150676595	+	150675521	Chr7A	181179180	181181326	-	181180253	0.999	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0441900	Chr7A	150715902	150718441	+	150717171	Chr7A	181137317	181139856	-	181138586	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0442000	Chr7A	150741839	150743897	-	150742868	Chr7A	181119342	181121402	+	181120372	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A03G0442700	Chr7A	150834525	150837443	-	150835984	Chr7A	181022200	181025118	+	181023659	1.0	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A03G0443200	Chr7A	151674977	151677193	+	151676085	Chr7A	180108592	180110808	-	180109700	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A03G0443400	Chr7A	151683180	151684538	-	151683859	Chr7A	180101212	180102573	+	180101892	1.0	0.987	rearrangement:Chr7A_block2
gene:TraesCS7A03G0443500	Chr7A	151686360	151689025	-	151687692	Chr7A	180096613	180099359	+	180097986	0.999	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A03G0443600	Chr7A	151690395	151701938	-	151696166	Chr7A	180083661	180095206	+	180089433	0.997	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A03G0444100	Chr7A	152152947	152153792	+	152153369	Chr7A	179672649	179673494	-	179673071	1.0	0.988	rearrangement:Chr7A_block2
gene:TraesCS7A03G0444400	Chr7A	152170389	152177395	+	152173892	Chr7A	179649033	179656041	-	179652537	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0444500	Chr7A	152192289	152195443	+	152193866	Chr7A	179625825	179628979	-	179627402	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0444600	Chr7A	152257460	152271442	-	152264451	Chr7A	179549524	179563510	+	179556517	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0444700	Chr7A	152432042	152434009	+	152433025	Chr7A	179385368	179387335	-	179386351	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A03G0445000	Chr7A	152582305	152584429	+	152583367	Chr7A	179235752	179237910	-	179236831	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A03G0445300	Chr7A	152606364	152606957	-	152606660	Chr7A	179213069	179213662	+	179213365	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0445700	Chr7A	152759631	152762072	-	152760851	Chr7A	179052269	179054706	+	179053487	0.997	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A03G0445800	Chr7A	152939227	152940426	+	152939826	Chr7A	178866246	178867445	-	178866845	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A03G0446100	Chr7A	153062776	153070065	+	153066420	Chr7A	178747437	178755265	-	178751351	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A03G0446200	Chr7A	153073187	153076497	+	153074842	Chr7A	178741026	178744336	-	178742681	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0446400	Chr7A	153083516	153086608	+	153085062	Chr7A	178730930	178734022	-	178732476	1.0	0.989	rearrangement:Chr7A_block2
gene:TraesCS7A03G0446500	Chr7A	153086986	153087882	-	153087434	Chr7A	178729656	178730552	+	178730104	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A03G0446700	Chr7A	153194385	153196327	-	153195356	Chr7A	178612873	178614815	+	178613844	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A03G0447600	Chr7A	153371203	153372863	+	153372033	Chr7A	178406617	178408277	-	178407447	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0448000	Chr7A	153628842	153630650	-	153629746	Chr7A	178151054	178152866	+	178151960	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A03G0448100	Chr7A	153633982	153637874	-	153635928	Chr7A	178143797	178147737	+	178145767	1.0	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A03G0448600	Chr7A	153953453	153973304	+	153963378	Chr7A	177686188	177712990	-	177699589	1.0	0.991	rearrangement:Chr7A_block2
gene:TraesCS7A03G0449100	Chr7A	154093437	154094941	-	154094189	Chr7A	177572317	177573790	+	177573053	0.979	0.978	rearrangement:Chr7A_block2
gene:TraesCS7A03G0449300	Chr7A	154182204	154184279	-	154183241	Chr7A	177492874	177494949	+	177493911	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0449400	Chr7A	154206695	154209048	-	154207871	Chr7A	177468058	177470447	+	177469252	1.0	0.964	rearrangement:Chr7A_block2
gene:TraesCS7A03G0449500	Chr7A	154323050	154325198	+	154324124	Chr7A	177356172	177358446	-	177357309	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A03G0449600	Chr7A	154491181	154492749	-	154491965	Chr7A	177198725	177200293	+	177199509	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A03G0449700	Chr7A	154642060	154643397	+	154642728	Chr7A	177048860	177050197	-	177049528	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A03G0449800	Chr7A	154643779	154652788	-	154648283	Chr7A	177039442	177048478	+	177043960	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A03G0450100	Chr7A	154666099	154672309	-	154669204	Chr7A	177019984	177026194	+	177023089	1.0	0.993	rearrangement:Chr7A_block2
gene:TraesCS7A03G0450300	Chr7A	154741696	154745677	+	154743686	Chr7A	176951745	176955729	-	176953737	0.999	0.995	rearrangement:Chr7A_block2
gene:TraesCS7A03G0450500	Chr7A	154748141	154749925	+	154749033	Chr7A	176947493	176949280	-	176948386	1.0	1.0	rearrangement:Chr7A_block2
