gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity
gene:TraesCS6D03G0000300	Chr6D	43457	44110	-	43783	Chr6D	1147141	1147794	+	1147467	1.0	1.0
gene:TraesCS6D03G0000400	Chr6D	52444	52899	+	52671	Chr6D	1138352	1138807	-	1138579	1.0	1.0
gene:TraesCS6D03G0001000	Chr6D	88938	95787	-	92362	Chr6D	1096046	1102896	+	1099471	1.0	0.999
gene:TraesCS6D03G0001500	Chr6D	207420	208955	+	208187	Chr6D	982884	984419	-	983651	1.0	1.0
gene:TraesCS6D03G0001700	Chr6D	219614	221286	-	220450	Chr6D	970546	972218	+	971382	1.0	1.0
gene:TraesCS6D03G0001900	Chr6D	287212	289249	+	288230	Chr6D	902881	904918	-	903899	1.0	1.0
gene:TraesCS6D03G0002300	Chr6D	386000	388713	+	387356	Chr6D	803365	806078	-	804721	1.0	1.0
gene:TraesCS6D03G0002600	Chr6D	395648	398850	-	397249	Chr6D	793228	796430	+	794829	1.0	1.0
gene:TraesCS6D03G0002800	Chr6D	419600	421134	-	420367	Chr6D	770966	772500	+	771733	1.0	1.0
gene:TraesCS6D03G0002900	Chr6D	421647	422807	-	422227	Chr6D	769293	770453	+	769873	1.0	1.0
gene:TraesCS6D03G0003600	Chr6D	487116	490616	-	488866	Chr6D	701467	704967	+	703217	1.0	1.0
gene:TraesCS6D03G0003700	Chr6D	497323	499555	-	498439	Chr6D	692528	694760	+	693644	1.0	1.0
gene:TraesCS6D03G0003800	Chr6D	598333	601573	-	599953	Chr6D	590476	593718	+	592097	1.0	0.997
gene:TraesCS6D03G0004000	Chr6D	674763	675185	-	674974	Chr6D	516866	517288	+	517077	1.0	1.0
gene:TraesCS6D03G0004600	Chr6D	797280	798536	+	797908	Chr6D	393968	395224	-	394596	1.0	1.0
gene:TraesCS6D03G0004700	Chr6D	799214	801609	+	800411	Chr6D	390895	393290	-	392092	1.0	1.0
gene:TraesCS6D03G0006800	Chr6D	1364800	1366449	+	1365624	Chr6D	1764484	1766133	+	1765308	1.0	1.0
gene:TraesCS6D03G0007000	Chr6D	1403764	1407970	-	1405867	Chr6D	1803445	1807651	-	1805548	1.0	0.999
gene:TraesCS6D03G0007200	Chr6D	1411704	1421963	-	1416833	Chr6D	1811385	1821649	-	1816517	1.0	1.0
gene:TraesCS6D03G0007300	Chr6D	1436172	1441156	+	1438664	Chr6D	1835858	1840842	+	1838350	1.0	1.0
gene:TraesCS6D03G0007500	Chr6D	1479620	1482804	+	1481212	Chr6D	1879319	1882503	+	1880911	1.0	1.0
gene:TraesCS6D03G0007600	Chr6D	1498848	1508542	-	1503695	Chr6D	1898427	1908122	-	1903274	1.0	1.0
gene:TraesCS6D03G0007800	Chr6D	1529313	1530649	-	1529981	Chr6D	1928893	1930229	-	1929561	1.0	1.0
gene:TraesCS6D03G0008200	Chr6D	1562254	1562682	-	1562468	Chr6D	1961808	1962236	-	1962022	1.0	1.0
