gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS2B03G0015300	Chr2B	4921039	4922226	-	4921632	Chr2B	1175940	1177112	+	1176526	0.984	0.956	rearrangement:Chr2B_block1
gene:TraesCS2B03G0015400	Chr2B	4921039	4925322	-	4923180	Chr2B	1172847	1177112	+	1174979	0.995	0.986	rearrangement:Chr2B_block1
gene:TraesCS2B03G0016000	Chr2B	5016726	5020169	+	5018447	Chr2B	1081005	1084449	-	1082727	1.0	0.984	rearrangement:Chr2B_block1
gene:TraesCS2B03G0016200	Chr2B	5031749	5033515	-	5032632	Chr2B	1067632	1069398	+	1068515	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0016300	Chr2B	5034478	5034879	-	5034678	Chr2B	1066268	1066669	+	1066468	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B03G0016400	Chr2B	5035649	5037309	-	5036479	Chr2B	1062478	1064138	+	1063308	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B03G0016700	Chr2B	5058158	5060304	+	5059231	Chr2B	1040087	1042233	-	1041160	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B03G0017200	Chr2B	5133457	5135141	-	5134299	Chr2B	642270	643954	+	643112	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B03G0017300	Chr2B	5224896	5229545	+	5227220	Chr2B	1024103	1028756	-	1026429	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B03G0017500	Chr2B	5236031	5237507	+	5236769	Chr2B	1016137	1017613	-	1016875	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0017700	Chr2B	5393429	5393683	+	5393556	Chr2B	550532	550786	-	550659	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0018100	Chr2B	5448721	5450259	+	5449490	Chr2B	493980	495518	-	494749	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0018300	Chr2B	5465459	5467015	-	5466237	Chr2B	477245	478798	+	478021	0.998	0.974	rearrangement:Chr2B_block1
gene:TraesCS2B03G0018400	Chr2B	5488231	5490367	+	5489299	Chr2B	453951	456087	-	455019	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B03G0018500	Chr2B	5500410	5504869	+	5502639	Chr2B	439498	443964	-	441731	1.0	0.991	rearrangement:Chr2B_block1
gene:TraesCS2B03G0018600	Chr2B	5525526	5527171	-	5526348	Chr2B	417215	418860	+	418037	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0018700	Chr2B	5530391	5532332	+	5531361	Chr2B	412038	413979	-	413008	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B03G0018800	Chr2B	5613315	5614067	-	5613691	Chr2B	329079	329831	+	329455	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0018900	Chr2B	5619058	5620657	+	5619857	Chr2B	322486	324088	-	323287	1.0	0.982	rearrangement:Chr2B_block1
gene:TraesCS2B03G0019000	Chr2B	5640833	5641228	+	5641030	Chr2B	301963	302358	-	302160	1.0	0.989	rearrangement:Chr2B_block1
gene:TraesCS2B03G0019100	Chr2B	5644403	5648377	-	5646390	Chr2B	294812	298786	+	296799	0.999	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B03G0019200	Chr2B	5654103	5657492	+	5655797	Chr2B	285692	289078	-	287385	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0019300	Chr2B	5657715	5659851	-	5658783	Chr2B	283348	285469	+	284408	0.991	0.977	rearrangement:Chr2B_block1
gene:TraesCS2B03G0019800	Chr2B	5722565	5736933	-	5729749	Chr2B	206336	220698	+	213517	1.0	0.989	rearrangement:Chr2B_block1
gene:TraesCS2B03G0019900	Chr2B	5841563	5854226	+	5847894	Chr2B	89856	102512	-	96184	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0020000	Chr2B	5857938	5873315	-	5865626	Chr2B	70844	86145	+	78494	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B03G0000100	Chr2B	28743	34135	+	31439	Chr2B	7653346	7658679	-	7656012	1.0	0.963	collinear
gene:TraesCS2B03G0000200	Chr2B	39467	43757	-	41612	Chr2B	7643957	7648134	+	7646045	0.958	0.93	collinear
gene:TraesCS2B03G0000300	Chr2B	99450	99932	-	99691	Chr2B	7618183	7618663	+	7618423	0.995	0.973	collinear
gene:TraesCS2B03G0000400	Chr2B	106822	111948	+	109385	Chr2B	7527382	7532446	-	7529914	0.937	0.908	collinear
gene:TraesCS2B03G0000700	Chr2B	125470	127186	+	126328	Chr2B	7511783	7513489	-	7512636	0.994	0.99	collinear
gene:TraesCS2B03G0000800	Chr2B	129516	134301	-	131908	Chr2B	7505312	7510046	+	7507679	0.983	0.976	collinear
gene:TraesCS2B03G0000900	Chr2B	248523	249650	-	249086	Chr2B	7390370	7391487	+	7390928	1.0	0.997	collinear
gene:TraesCS2B03G0001000	Chr2B	255128	258501	+	256814	Chr2B	7381783	7385148	-	7383465	0.996	0.963	collinear
gene:TraesCS2B03G0001900	Chr2B	359414	360259	+	359836	Chr2B	7033242	7034087	-	7033664	1.0	0.994	collinear
gene:TraesCS2B03G0002400	Chr2B	401647	403609	+	402628	Chr2B	6994423	6996372	-	6995397	1.0	0.999	collinear
gene:TraesCS2B03G0002500	Chr2B	404319	408371	-	406345	Chr2B	6989693	6993713	+	6991703	0.973	0.96	collinear
gene:TraesCS2B03G0002600	Chr2B	410883	413197	+	412040	Chr2B	6984850	6987228	-	6986039	1.0	0.987	collinear
gene:TraesCS2B03G0002800	Chr2B	416211	435790	-	426000	Chr2B	6924198	6943622	+	6933910	0.923	0.916	collinear
gene:TraesCS2B03G0002900	Chr2B	459671	461718	-	460694	Chr2B	6802883	6804918	+	6803900	0.995	0.949	collinear
gene:TraesCS2B03G0003100	Chr2B	463843	465375	-	464609	Chr2B	6799224	6800757	+	6799990	1.0	0.998	collinear
gene:TraesCS2B03G0005500	Chr2B	823285	827294	-	825289	Chr2B	5931530	5935562	+	5933546	0.992	0.952	collinear
