gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS7D03G0000400	Chr7D	207994	212443	-	210218	Chr7D	366791	371240	-	369015	1.0	1.0	collinear
gene:TraesCS7D03G0000500	Chr7D	242065	245782	+	243923	Chr7D	400861	404590	+	402725	0.998	0.988	collinear
gene:TraesCS7D03G0000900	Chr7D	337014	337852	+	337433	Chr7D	495696	496534	+	496115	1.0	1.0	collinear
gene:TraesCS7D03G0001000	Chr7D	365927	369790	-	367858	Chr7D	524305	528169	-	526237	1.0	0.996	collinear
gene:TraesCS7D03G0001100	Chr7D	371892	373182	-	372537	Chr7D	530271	531561	-	530916	1.0	1.0	collinear
gene:TraesCS7D03G0001400	Chr7D	478186	482086	-	480136	Chr7D	636512	640412	-	638462	1.0	0.999	collinear
gene:TraesCS7D03G0001900	Chr7D	706058	709008	-	707533	Chr7D	866901	869852	-	868376	1.0	0.989	collinear
gene:TraesCS7D03G0002100	Chr7D	995282	1001481	-	998381	Chr7D	1167190	1173391	-	1170290	1.0	1.0	collinear
gene:TraesCS7D03G0002300	Chr7D	1028545	1032002	-	1030273	Chr7D	1200476	1203933	-	1202204	1.0	0.992	collinear
gene:TraesCS7D03G0002600	Chr7D	1089491	1090678	-	1090084	Chr7D	1261396	1262583	-	1261989	1.0	1.0	collinear
gene:TraesCS7D03G0002800	Chr7D	1101311	1104311	-	1102811	Chr7D	1273215	1276183	-	1274699	0.989	0.97	collinear
gene:TraesCS7D03G0002900	Chr7D	1138064	1151035	-	1144549	Chr7D	1309932	1322903	-	1316417	1.0	0.988	collinear
gene:TraesCS7D03G0003200	Chr7D	1197663	1199279	-	1198471	Chr7D	1369401	1371014	-	1370207	0.997	0.991	collinear
gene:TraesCS7D03G0003900	Chr7D	1268276	1269780	-	1269028	Chr7D	1439956	1441459	-	1440707	0.999	0.993	collinear
gene:TraesCS7D03G0004000	Chr7D	1270782	1275797	-	1273289	Chr7D	1442461	1447463	-	1444962	0.994	0.977	collinear
gene:TraesCS7D03G0004300	Chr7D	1318295	1332709	+	1325502	Chr7D	1489987	1504372	+	1497179	0.996	0.995	collinear
gene:TraesCS7D03G0004400	Chr7D	1335304	1336512	+	1335908	Chr7D	1506978	1508186	+	1507582	1.0	0.998	collinear
gene:TraesCS7D03G0004500	Chr7D	1367440	1372889	+	1370164	Chr7D	1539080	1544546	+	1541813	1.0	0.998	collinear
