gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS3D03G0000100	Chr3D	110199	113774	+	111986	Chr3D	8441	12016	+	10228	1.0	1.0	collinear
gene:TraesCS3D03G0000500	Chr3D	162008	165953	-	163980	Chr3D	60214	64161	-	62187	1.0	0.997	collinear
gene:TraesCS3D03G0000600	Chr3D	285779	290894	+	288336	Chr3D	184000	189115	+	186557	1.0	1.0	collinear
gene:TraesCS3D03G0000800	Chr3D	298085	298420	+	298252	Chr3D	196306	196641	+	196473	1.0	1.0	collinear
gene:TraesCS3D03G0001100	Chr3D	351113	355413	+	353263	Chr3D	249348	253650	+	251499	1.0	0.995	collinear
gene:TraesCS3D03G0001200	Chr3D	368030	372630	-	370330	Chr3D	265763	270368	-	268065	1.0	0.997	collinear
gene:TraesCS3D03G0002000	Chr3D	616224	620987	-	618605	Chr3D	512181	516940	-	514560	1.0	0.998	collinear
gene:TraesCS3D03G0002100	Chr3D	622874	624603	+	623738	Chr3D	518828	520557	+	519692	1.0	1.0	collinear
gene:TraesCS3D03G0002200	Chr3D	677889	685725	+	681807	Chr3D	573104	580940	+	577022	1.0	1.0	collinear
gene:TraesCS3D03G0002300	Chr3D	693528	696046	+	694787	Chr3D	588394	590912	+	589653	1.0	0.997	collinear
gene:TraesCS3D03G0002400	Chr3D	718720	721668	+	720194	Chr3D	613628	616576	+	615102	1.0	1.0	collinear
gene:TraesCS3D03G0002700	Chr3D	817877	820684	+	819280	Chr3D	712255	715080	+	713667	1.0	1.0	collinear
gene:TraesCS3D03G0002800	Chr3D	827469	829078	+	828273	Chr3D	721854	723463	+	722658	1.0	1.0	collinear
gene:TraesCS3D03G0002900	Chr3D	830991	833295	+	832143	Chr3D	725376	727680	+	726528	1.0	1.0	collinear
gene:TraesCS3D03G0003000	Chr3D	841262	844418	+	842840	Chr3D	735642	738798	+	737220	1.0	1.0	collinear
gene:TraesCS3D03G0003200	Chr3D	873983	876197	+	875090	Chr3D	768353	770567	+	769460	1.0	1.0	collinear
gene:TraesCS3D03G0003300	Chr3D	884205	886622	+	885413	Chr3D	778570	780992	+	779781	0.998	0.985	collinear
gene:TraesCS3D03G0003500	Chr3D	901329	904718	-	903023	Chr3D	795678	799073	-	797375	1.0	0.997	collinear
gene:TraesCS3D03G0003800	Chr3D	931898	935486	+	933692	Chr3D	825491	829083	+	827287	0.999	0.993	collinear
gene:TraesCS3D03G0003900	Chr3D	935901	941009	+	938455	Chr3D	829498	834600	+	832049	1.0	0.995	collinear
gene:TraesCS3D03G0004000	Chr3D	946485	948516	+	947500	Chr3D	840077	842100	+	841088	1.0	0.98	collinear
gene:TraesCS3D03G0004100	Chr3D	1003700	1005908	+	1004804	Chr3D	897792	900037	+	898914	1.0	0.996	collinear
gene:TraesCS3D03G0004700	Chr3D	1033659	1036001	+	1034830	Chr3D	927189	929531	+	928360	1.0	0.994	collinear
gene:TraesCS3D03G0004900	Chr3D	1138223	1138747	-	1138485	Chr3D	1031693	1032217	-	1031955	1.0	1.0	collinear
gene:TraesCS3D03G0005000	Chr3D	1157913	1158474	-	1158193	Chr3D	1051343	1051904	-	1051623	1.0	1.0	collinear
gene:TraesCS3D03G0005100	Chr3D	1161614	1161970	-	1161792	Chr3D	1055047	1055403	-	1055225	1.0	1.0	collinear
gene:TraesCS3D03G0005200	Chr3D	1190842	1191189	-	1191015	Chr3D	1084203	1084550	-	1084376	1.0	1.0	collinear
gene:TraesCS3D03G0005300	Chr3D	1192861	1193316	-	1193088	Chr3D	1086222	1086677	-	1086449	1.0	1.0	collinear
gene:TraesCS3D03G0005400	Chr3D	1281513	1290345	-	1285929	Chr3D	1173745	1182630	-	1178187	1.0	0.999	collinear
gene:TraesCS3D03G0005700	Chr3D	1306177	1308940	+	1307558	Chr3D	1198461	1201224	+	1199842	1.0	1.0	collinear
gene:TraesCS3D03G0005800	Chr3D	1311820	1319448	-	1315634	Chr3D	1204104	1211743	-	1207923	1.0	1.0	collinear
gene:TraesCS3D03G0006000	Chr3D	1438099	1438536	+	1438317	Chr3D	1330537	1330974	+	1330755	1.0	0.997	collinear
gene:TraesCS3D03G0006100	Chr3D	1442015	1445174	+	1443594	Chr3D	1334450	1337609	+	1336029	1.0	1.0	collinear
gene:TraesCS3D03G0006200	Chr3D	1445437	1445859	+	1445648	Chr3D	1337872	1338294	+	1338083	1.0	1.0	collinear
gene:TraesCS3D03G0006300	Chr3D	1454041	1455036	+	1454538	Chr3D	1346482	1347477	+	1346979	1.0	1.0	collinear
gene:TraesCS3D03G0006400	Chr3D	1456044	1459329	+	1457686	Chr3D	1348488	1351750	+	1350119	1.0	0.99	collinear
gene:TraesCS3D03G0006500	Chr3D	1492135	1493450	-	1492792	Chr3D	1384578	1385893	-	1385235	1.0	1.0	collinear
gene:TraesCS3D03G0007100	Chr3D	1528154	1536879	+	1532516	Chr3D	1420236	1428969	+	1424602	1.0	0.999	collinear
gene:TraesCS3D03G0008200	Chr3D	1597665	1598401	-	1598033	Chr3D	1496101	1496837	-	1496469	1.0	1.0	collinear
gene:TraesCS3D03G0008300	Chr3D	1599656	1600469	-	1600062	Chr3D	1498092	1498905	-	1498498	1.0	1.0	collinear
gene:TraesCS3D03G0008600	Chr3D	1634647	1635048	+	1634847	Chr3D	1533186	1533587	+	1533386	1.0	1.0	collinear
gene:TraesCS3D03G0008700	Chr3D	1640311	1640715	+	1640513	Chr3D	1538845	1539249	+	1539047	1.0	0.997	collinear
gene:TraesCS3D03G0008900	Chr3D	1650019	1650432	+	1650225	Chr3D	1548556	1548969	+	1548762	1.0	1.0	collinear
gene:TraesCS3D03G0009200	Chr3D	1663003	1663416	+	1663209	Chr3D	1561511	1561924	+	1561717	1.0	1.0	collinear
gene:TraesCS3D03G0009300	Chr3D	1666794	1667266	+	1667030	Chr3D	1565302	1565774	+	1565538	1.0	1.0	collinear
gene:TraesCS3D03G0009500	Chr3D	1703702	1704112	+	1703907	Chr3D	1602210	1602620	+	1602415	1.0	1.0	collinear
gene:TraesCS3D03G0009700	Chr3D	1710714	1711334	+	1711024	Chr3D	1609222	1609818	+	1609520	0.961	0.954	collinear
gene:TraesCS3D03G0009800	Chr3D	1743259	1753813	+	1748536	Chr3D	1641689	1652231	+	1646960	1.0	1.0	collinear
gene:TraesCS3D03G0009900	Chr3D	1754612	1755127	+	1754869	Chr3D	1653030	1653545	+	1653287	1.0	1.0	collinear
gene:TraesCS3D03G0010000	Chr3D	1755449	1757937	+	1756693	Chr3D	1653867	1656376	+	1655121	1.0	0.985	collinear
gene:TraesCS3D03G0010200	Chr3D	1762394	1764826	-	1763610	Chr3D	1660824	1663097	-	1661960	1.0	0.996	collinear
gene:TraesCS3D03G0010400	Chr3D	1805922	1810130	-	1808026	Chr3D	1704173	1708401	-	1706287	1.0	0.984	collinear
gene:TraesCS3D03G0010800	Chr3D	1859508	1860115	+	1859811	Chr3D	1757744	1758350	+	1758047	0.997	0.989	collinear
gene:TraesCS3D03G0010900	Chr3D	1910403	1912311	+	1911357	Chr3D	1808573	1810495	+	1809534	1.0	0.984	collinear
gene:TraesCS3D03G0011300	Chr3D	1978580	1986420	+	1982500	Chr3D	1876710	1884564	+	1880637	1.0	0.996	collinear
gene:TraesCS3D03G0011500	Chr3D	2010145	2011606	-	2010875	Chr3D	1908215	1909676	-	1908945	1.0	0.998	collinear
gene:TraesCS3D03G0011600	Chr3D	2017247	2017954	-	2017600	Chr3D	1915317	1916024	-	1915670	1.0	1.0	collinear
gene:TraesCS3D03G0011800	Chr3D	2026973	2028527	+	2027750	Chr3D	1925068	1926615	+	1925841	0.995	0.973	collinear
gene:TraesCS3D03G0012000	Chr3D	2053716	2054928	-	2054322	Chr3D	1951775	1952987	-	1952381	1.0	1.0	collinear
gene:TraesCS3D03G0012100	Chr3D	2127753	2133721	+	2130737	Chr3D	2026591	2031372	+	2028981	0.911	0.906	collinear
gene:TraesCS3D03G0012200	Chr3D	2136778	2137941	+	2137359	Chr3D	2034429	2035592	+	2035010	1.0	1.0	collinear
gene:TraesCS3D03G0012400	Chr3D	2149067	2150912	-	2149989	Chr3D	2046508	2048353	-	2047430	1.0	0.997	collinear
gene:TraesCS3D03G0012500	Chr3D	2154098	2155753	-	2154925	Chr3D	2051539	2053194	-	2052366	1.0	0.999	collinear
gene:TraesCS3D03G0012600	Chr3D	2162896	2166424	+	2164660	Chr3D	2060330	2063858	+	2062094	1.0	1.0	collinear
gene:TraesCS3D03G0013200	Chr3D	2238841	2242333	-	2240587	Chr3D	2136282	2139774	-	2138028	1.0	0.988	collinear
gene:TraesCS3D03G0013300	Chr3D	2257630	2259555	+	2258592	Chr3D	2155069	2156994	+	2156031	1.0	0.998	collinear
gene:TraesCS3D03G0013600	Chr3D	2262089	2264237	+	2263163	Chr3D	2159528	2161676	+	2160602	1.0	1.0	collinear
gene:TraesCS3D03G0013700	Chr3D	2288946	2291244	+	2290095	Chr3D	2186379	2188677	+	2187528	1.0	1.0	collinear
gene:TraesCS3D03G0013800	Chr3D	2294788	2295291	+	2295039	Chr3D	2192221	2192724	+	2192472	1.0	0.998	collinear
gene:TraesCS3D03G0014000	Chr3D	2398280	2400277	+	2399278	Chr3D	2295711	2297708	+	2296709	1.0	1.0	collinear
gene:TraesCS3D03G0014600	Chr3D	2552601	2554386	+	2553493	Chr3D	2450039	2451824	+	2450931	1.0	0.998	collinear
gene:TraesCS3D03G0014700	Chr3D	2560435	2562487	-	2561461	Chr3D	2457874	2459926	-	2458900	1.0	1.0	collinear
gene:TraesCS3D03G0014900	Chr3D	2583351	2584671	+	2584011	Chr3D	2480769	2482089	+	2481429	1.0	1.0	collinear
gene:TraesCS3D03G0015000	Chr3D	2600829	2601799	+	2601314	Chr3D	2498256	2499226	+	2498741	1.0	1.0	collinear
gene:TraesCS3D03G0015300	Chr3D	2617340	2619344	-	2618342	Chr3D	2514758	2516761	-	2515759	1.0	1.0	collinear
gene:TraesCS3D03G0015400	Chr3D	2626555	2635265	-	2630910	Chr3D	2523938	2532644	-	2528291	1.0	0.998	collinear
gene:TraesCS3D03G0015600	Chr3D	2641623	2645541	+	2643582	Chr3D	2539001	2542927	+	2540964	1.0	0.997	collinear
gene:TraesCS3D03G0015800	Chr3D	2700272	2701546	+	2700909	Chr3D	2597597	2598868	+	2598232	0.997	0.969	collinear
gene:TraesCS3D03G0016100	Chr3D	2774139	2784069	-	2779104	Chr3D	2670815	2680737	-	2675776	1.0	0.998	collinear
gene:TraesCS3D03G0016200	Chr3D	2786027	2787151	-	2786589	Chr3D	2682695	2683819	-	2683257	1.0	1.0	collinear
gene:TraesCS3D03G0016400	Chr3D	2878039	2879731	+	2878885	Chr3D	2774655	2776347	+	2775501	1.0	1.0	collinear
gene:TraesCS3D03G0016800	Chr3D	2943292	2945097	-	2944194	Chr3D	2838792	2840600	-	2839696	1.0	0.985	collinear
gene:TraesCS3D03G0016900	Chr3D	2965361	2969762	+	2967561	Chr3D	2860824	2865226	+	2863025	1.0	0.999	collinear
gene:TraesCS3D03G0017100	Chr3D	3024974	3029545	+	3027259	Chr3D	2920476	2925047	+	2922761	1.0	0.996	collinear
gene:TraesCS3D03G0017200	Chr3D	3040446	3042139	-	3041292	Chr3D	2935908	2937592	-	2936750	0.994	0.951	collinear
gene:TraesCS3D03G0017300	Chr3D	3048907	3051705	+	3050306	Chr3D	2944323	2947121	+	2945722	1.0	1.0	collinear
gene:TraesCS3D03G0017400	Chr3D	3116522	3120868	+	3118695	Chr3D	3011634	3015980	+	3013807	1.0	1.0	collinear
gene:TraesCS3D03G0017500	Chr3D	3124047	3124545	-	3124296	Chr3D	3019159	3019657	-	3019408	1.0	1.0	collinear
gene:TraesCS3D03G0017900	Chr3D	3185368	3186843	-	3186105	Chr3D	3080312	3081787	-	3081049	1.0	0.995	collinear
gene:TraesCS3D03G0019200	Chr3D	3384909	3385563	+	3385236	Chr3D	3221924	3222588	+	3222256	0.989	0.968	collinear
gene:TraesCS3D03G0019300	Chr3D	3396088	3398473	-	3397280	Chr3D	3226292	3228677	-	3227484	1.0	0.965	collinear
gene:TraesCS3D03G0019900	Chr3D	3512636	3514159	+	3513397	Chr3D	3321489	3323012	+	3322250	1.0	0.984	collinear
gene:TraesCS3D03G0020000	Chr3D	3546869	3547792	+	3547330	Chr3D	3337891	3338815	+	3338353	1.0	0.946	collinear
gene:TraesCS3D03G0020300	Chr3D	3575256	3575879	-	3575567	Chr3D	3361690	3362313	-	3362001	1.0	1.0	collinear
gene:TraesCS3D03G0020400	Chr3D	3578221	3578589	+	3578405	Chr3D	3368035	3368421	+	3368228	1.0	0.925	collinear
gene:TraesCS3D03G0020900	Chr3D	3975249	3979260	-	3977254	Chr3D	4591842	4595824	-	4593833	0.997	0.964	collinear
gene:TraesCS3D03G0021100	Chr3D	3999469	4000474	+	3999971	Chr3D	4604190	4605195	+	4604692	1.0	0.98	collinear
gene:TraesCS3D03G0021200	Chr3D	4031672	4032662	-	4032167	Chr3D	4614992	4615982	-	4615487	1.0	0.993	collinear
gene:TraesCS3D03G0021400	Chr3D	4053385	4056293	-	4054839	Chr3D	4623611	4626544	-	4625077	0.999	0.976	collinear
gene:TraesCS3D03G0021500	Chr3D	4059067	4062689	-	4060878	Chr3D	4629835	4633457	-	4631646	1.0	0.984	collinear
gene:TraesCS3D03G0021600	Chr3D	4061948	4065524	+	4063736	Chr3D	4632716	4636277	+	4634496	0.994	0.978	collinear
gene:TraesCS3D03G0021800	Chr3D	4098245	4099227	+	4098736	Chr3D	4662667	4663649	+	4663158	1.0	0.986	collinear
gene:TraesCS3D03G0022000	Chr3D	4125165	4126281	+	4125723	Chr3D	4721849	4723028	+	4722438	0.967	0.935	collinear
gene:TraesCS3D03G0022100	Chr3D	4152526	4155542	-	4154034	Chr3D	4734356	4737375	-	4735865	1.0	0.985	collinear
gene:TraesCS3D03G0022300	Chr3D	4155163	4158552	+	4156857	Chr3D	4736993	4740390	+	4738691	1.0	0.99	collinear
gene:TraesCS3D03G0022400	Chr3D	4165437	4168414	-	4166925	Chr3D	4747279	4750255	-	4748767	1.0	0.995	collinear
gene:TraesCS3D03G0022500	Chr3D	4172309	4181762	+	4177035	Chr3D	4754154	4763600	+	4758877	1.0	0.979	collinear
gene:TraesCS3D03G0022800	Chr3D	4274705	4275732	+	4275218	Chr3D	4844386	4845419	+	4844902	1.0	0.979	collinear
gene:TraesCS3D03G0023000	Chr3D	4301512	4303273	+	4302392	Chr3D	4868722	4870548	+	4869635	0.997	0.908	collinear
gene:TraesCS3D03G0023200	Chr3D	4339528	4347505	-	4343516	Chr3D	4931105	4939011	-	4935058	0.966	0.914	collinear
gene:TraesCS3D03G0023300	Chr3D	4375581	4381618	+	4378599	Chr3D	4967075	4973122	+	4970098	0.995	0.972	collinear
gene:TraesCS3D03G0023400	Chr3D	4387252	4391881	+	4389566	Chr3D	4978548	4983175	+	4980861	1.0	0.996	collinear
gene:TraesCS3D03G0024300	Chr3D	4468799	4477250	-	4473024	Chr3D	5067153	5075552	-	5071352	0.977	0.938	collinear
gene:TraesCS3D03G0024400	Chr3D	4487254	4488429	+	4487841	Chr3D	5090309	5091484	+	5090896	1.0	0.997	collinear
gene:TraesCS3D03G0024500	Chr3D	4630318	4631634	+	4630976	Chr3D	5233256	5234566	+	5233911	0.995	0.966	collinear
gene:TraesCS3D03G0024800	Chr3D	4798087	4799427	-	4798757	Chr3D	5394589	5395929	-	5395259	1.0	0.958	collinear
gene:TraesCS3D03G0025100	Chr3D	4830495	4833579	+	4832037	Chr3D	5427008	5430075	+	5428541	0.989	0.963	collinear
gene:TraesCS3D03G0025200	Chr3D	4845352	4845861	-	4845606	Chr3D	5441873	5442382	-	5442127	1.0	1.0	collinear
gene:TraesCS3D03G0025900	Chr3D	4928177	4929445	-	4928811	Chr3D	5524642	5525913	-	5525277	1.0	0.962	collinear
gene:TraesCS3D03G0026000	Chr3D	4935230	4935895	-	4935562	Chr3D	5531687	5532342	-	5532014	1.0	0.953	collinear
gene:TraesCS3D03G0026100	Chr3D	4935908	4937074	-	4936491	Chr3D	5532355	5533521	-	5532938	1.0	0.994	collinear
gene:TraesCS3D03G0026300	Chr3D	4944501	4947286	-	4945893	Chr3D	5540936	5543713	-	5542324	0.995	0.979	collinear
gene:TraesCS3D03G0026400	Chr3D	4947878	4951368	+	4949623	Chr3D	5544305	5547790	+	5546047	0.996	0.963	collinear
gene:TraesCS3D03G0026500	Chr3D	4961782	4963552	-	4962667	Chr3D	5558203	5559973	-	5559088	1.0	0.989	collinear
gene:TraesCS3D03G0026700	Chr3D	4964476	4967939	+	4966207	Chr3D	5560897	5564361	+	5562629	1.0	0.99	collinear
gene:TraesCS3D03G0026900	Chr3D	4973490	4975174	+	4974332	Chr3D	5569929	5571613	+	5570771	1.0	0.996	collinear
gene:TraesCS3D03G0027000	Chr3D	4976720	4977724	+	4977222	Chr3D	5573140	5574143	+	5573641	0.998	0.998	collinear
gene:TraesCS3D03G0027200	Chr3D	4983534	4986082	-	4984808	Chr3D	5579946	5582495	-	5581220	1.0	0.984	collinear
gene:TraesCS3D03G0027300	Chr3D	4991113	4994395	+	4992754	Chr3D	5587530	5590871	+	5589200	0.999	0.973	collinear
gene:TraesCS3D03G0027600	Chr3D	5018773	5020888	+	5019830	Chr3D	5615238	5617353	+	5616295	1.0	1.0	collinear
gene:TraesCS3D03G0027900	Chr3D	5123600	5124617	+	5124108	Chr3D	5720100	5721117	+	5720608	1.0	1.0	collinear
gene:TraesCS3D03G0028000	Chr3D	5150285	5152919	-	5151602	Chr3D	5746774	5749408	-	5748091	1.0	1.0	collinear
gene:TraesCS3D03G0028400	Chr3D	5207240	5211099	+	5209169	Chr3D	5803669	5807528	+	5805598	1.0	0.98	collinear
gene:TraesCS3D03G0028500	Chr3D	5218049	5224103	-	5221076	Chr3D	5814477	5820552	-	5817514	0.999	0.99	collinear
gene:TraesCS3D03G0028600	Chr3D	5346035	5349635	-	5347835	Chr3D	5942266	5945855	-	5944060	0.996	0.99	collinear
gene:TraesCS3D03G0028700	Chr3D	5379183	5382995	-	5381089	Chr3D	5975369	5979181	-	5977275	0.998	0.968	collinear
gene:TraesCS3D03G0028800	Chr3D	5384693	5385410	+	5385051	Chr3D	5980870	5981589	+	5981229	0.998	0.988	collinear
gene:TraesCS3D03G0029100	Chr3D	5402548	5402835	-	5402691	Chr3D	5998701	5998988	-	5998844	1.0	0.975	collinear
gene:TraesCS3D03G0029200	Chr3D	5609039	5613244	-	5611141	Chr3D	6180567	6184770	-	6182668	1.0	0.994	collinear
gene:TraesCS3D03G0029300	Chr3D	5616378	5617808	+	5617093	Chr3D	6187904	6189334	+	6188619	1.0	1.0	collinear
gene:TraesCS3D03G0029400	Chr3D	5621041	5625400	-	5623220	Chr3D	6192567	6196925	-	6194746	1.0	0.999	collinear
gene:TraesCS3D03G0029500	Chr3D	5656561	5658853	+	5657707	Chr3D	6228093	6230396	+	6229244	1.0	0.989	collinear
gene:TraesCS3D03G0029600	Chr3D	5661975	5667801	+	5664888	Chr3D	6233495	6239281	+	6236388	0.995	0.967	collinear
gene:TraesCS3D03G0029700	Chr3D	5686609	5688092	-	5687350	Chr3D	6258045	6259528	-	6258786	1.0	0.982	collinear
gene:TraesCS3D03G0029900	Chr3D	5731894	5733309	+	5732601	Chr3D	6304516	6305938	+	6305227	0.995	0.978	collinear
gene:TraesCS3D03G0030000	Chr3D	5739726	5743791	-	5741758	Chr3D	6312355	6316421	-	6314388	1.0	0.979	collinear
gene:TraesCS3D03G0030100	Chr3D	5763633	5767044	-	5765338	Chr3D	6336258	6339670	-	6337964	0.998	0.981	collinear
gene:TraesCS3D03G0030200	Chr3D	5797017	5800765	+	5798891	Chr3D	6369609	6373360	+	6371484	1.0	0.939	collinear
gene:TraesCS3D03G0030300	Chr3D	5809005	5810319	+	5809662	Chr3D	6381587	6382901	+	6382244	1.0	0.988	collinear
gene:TraesCS3D03G0030500	Chr3D	5818304	5819531	-	5818917	Chr3D	6390867	6392097	-	6391482	1.0	0.965	collinear
gene:TraesCS3D03G0030600	Chr3D	5820146	5821511	-	5820828	Chr3D	6392732	6394111	-	6393421	0.994	0.949	collinear
gene:TraesCS3D03G0030900	Chr3D	5862195	5863530	-	5862862	Chr3D	6434795	6436130	-	6435462	1.0	0.998	collinear
gene:TraesCS3D03G0031000	Chr3D	5867190	5868919	+	5868054	Chr3D	6439768	6441500	+	6440634	1.0	0.985	collinear
gene:TraesCS3D03G0031100	Chr3D	5870206	5872024	-	5871115	Chr3D	6442789	6444607	-	6443698	1.0	1.0	collinear
gene:TraesCS3D03G0031200	Chr3D	5875186	5878680	+	5876933	Chr3D	6447767	6451265	+	6449516	1.0	0.994	collinear
gene:TraesCS3D03G0031300	Chr3D	5880800	5886024	-	5883412	Chr3D	6453385	6458591	-	6455988	0.999	0.986	collinear
gene:TraesCS3D03G0031400	Chr3D	6013557	6016610	+	6015083	Chr3D	6589966	6593016	+	6591491	1.0	0.97	collinear
gene:TraesCS3D03G0031600	Chr3D	6017542	6019765	-	6018653	Chr3D	6593964	6596187	-	6595075	1.0	1.0	collinear
gene:TraesCS3D03G0031700	Chr3D	6021226	6025147	-	6023186	Chr3D	6597648	6601576	-	6599612	1.0	1.0	collinear
gene:TraesCS3D03G0031800	Chr3D	6026140	6028193	-	6027166	Chr3D	6602569	6604622	-	6603595	1.0	1.0	collinear
gene:TraesCS3D03G0031900	Chr3D	6034462	6038139	+	6036300	Chr3D	6610893	6614562	+	6612727	1.0	0.999	collinear
