gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS4A03G0133600	Chr4A	64961270	64963419	+	64962344	Chr4A	81076245	81078393	-	81077319	0.996	0.99	rearrangement:Chr4A_block2
gene:TraesCS4A03G0133700	Chr4A	65457706	65466978	+	65462342	Chr4A	80587480	80596759	-	80592119	0.999	0.989	rearrangement:Chr4A_block2
gene:TraesCS4A03G0133800	Chr4A	65467067	65468463	+	65467765	Chr4A	80585995	80587391	-	80586693	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0133900	Chr4A	65775553	65776214	+	65775883	Chr4A	80269271	80269932	-	80269601	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A03G0134200	Chr4A	66139512	66145254	+	66142383	Chr4A	79931712	79937436	-	79934574	0.994	0.984	rearrangement:Chr4A_block2
gene:TraesCS4A03G0134300	Chr4A	66145608	66146165	-	66145886	Chr4A	79930801	79931358	+	79931079	1.0	0.98	rearrangement:Chr4A_block2
gene:TraesCS4A03G0134400	Chr4A	66334238	66336642	+	66335440	Chr4A	79740205	79742611	-	79741408	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A03G0134900	Chr4A	66601033	66604235	+	66602634	Chr4A	79464301	79467817	-	79466059	1.0	0.99	rearrangement:Chr4A_block2
gene:TraesCS4A03G0135000	Chr4A	66604657	66605801	-	66605229	Chr4A	79462735	79463879	+	79463307	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A03G0135200	Chr4A	66796121	66797224	-	66796672	Chr4A	79330836	79331942	+	79331389	0.989	0.938	rearrangement:Chr4A_block2
gene:TraesCS4A03G0135500	Chr4A	66904077	66905702	+	66904889	Chr4A	79160529	79162154	-	79161341	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0135600	Chr4A	66922892	66924179	+	66923535	Chr4A	79148174	79149463	-	79148818	1.0	0.98	rearrangement:Chr4A_block2
