gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS1D03G0000100	Chr1D	20638	21773	+	21205	Chr1D	113529	114674	+	114101	0.993	0.967	collinear
gene:TraesCS1D03G0000300	Chr1D	29025	30863	+	29944	Chr1D	121926	123764	+	122845	1.0	1.0	collinear
gene:TraesCS1D03G0000400	Chr1D	31231	35151	-	33191	Chr1D	124130	128050	-	126090	1.0	1.0	collinear
gene:TraesCS1D03G0000500	Chr1D	35595	39094	-	37344	Chr1D	128494	131993	-	130243	1.0	1.0	collinear
gene:TraesCS1D03G0000600	Chr1D	42073	49239	+	45656	Chr1D	134974	142062	+	138518	1.0	0.994	collinear
gene:TraesCS1D03G0000800	Chr1D	55880	57669	+	56774	Chr1D	148679	150464	+	149571	0.993	0.969	collinear
gene:TraesCS1D03G0001000	Chr1D	62405	66535	+	64470	Chr1D	155157	159285	+	157221	1.0	0.999	collinear
gene:TraesCS1D03G0001100	Chr1D	66949	69971	-	68460	Chr1D	159699	162721	-	161210	1.0	1.0	collinear
gene:TraesCS1D03G0001300	Chr1D	73080	76040	-	74560	Chr1D	165830	168789	-	167309	1.0	1.0	collinear
gene:TraesCS1D03G0001400	Chr1D	78627	81289	-	79958	Chr1D	171376	174038	-	172707	1.0	1.0	collinear
gene:TraesCS1D03G0001500	Chr1D	92853	98829	-	95841	Chr1D	185601	191585	-	188593	0.999	0.992	collinear
gene:TraesCS1D03G0001600	Chr1D	117511	120788	+	119149	Chr1D	210253	213530	+	211891	1.0	1.0	collinear
gene:TraesCS1D03G0001800	Chr1D	171475	183229	-	177352	Chr1D	7155	18916	-	13035	1.0	0.994	collinear
gene:TraesCS1D03G0002300	Chr1D	387049	399494	-	393271	Chr1D	478796	491238	-	485017	1.0	1.0	collinear
gene:TraesCS1D03G0002400	Chr1D	409650	411707	-	410678	Chr1D	501396	503453	-	502424	1.0	0.989	collinear
gene:TraesCS1D03G0002600	Chr1D	418798	422767	-	420782	Chr1D	510543	514529	-	512536	1.0	0.995	collinear
gene:TraesCS1D03G0002800	Chr1D	432621	439371	+	435996	Chr1D	524384	531130	+	527757	0.997	0.968	collinear
gene:TraesCS1D03G0002900	Chr1D	444052	448470	-	446261	Chr1D	535804	540222	-	538013	1.0	0.992	collinear
gene:TraesCS1D03G0003000	Chr1D	454345	457932	+	456138	Chr1D	546104	549685	+	547894	1.0	1.0	collinear
gene:TraesCS1D03G0003200	Chr1D	465036	466154	-	465595	Chr1D	556790	557908	-	557349	1.0	0.998	collinear
gene:TraesCS1D03G0003300	Chr1D	588197	590502	-	589349	Chr1D	841720	844025	-	842872	1.0	1.0	collinear
gene:TraesCS1D03G0003500	Chr1D	670994	672152	+	671573	Chr1D	1079118	1080276	+	1079697	1.0	1.0	collinear
gene:TraesCS1D03G0004700	Chr1D	885654	889258	-	887456	Chr1D	1308715	1312324	-	1310519	0.995	0.951	collinear
gene:TraesCS1D03G0006900	Chr1D	2225968	2228621	+	2227294	Chr1D	6916334	6918987	-	6917660	1.0	0.995	collinear
gene:TraesCS1D03G0007000	Chr1D	2291123	2291984	-	2291553	Chr1D	6868327	6869166	+	6868746	1.0	0.98	collinear
gene:TraesCS1D03G0007600	Chr1D	2536433	2539112	+	2537772	Chr1D	6448381	6451015	-	6449698	0.996	0.986	collinear
gene:TraesCS1D03G0007900	Chr1D	2605425	2608487	+	2606956	Chr1D	6386538	6389599	-	6388068	1.0	0.989	collinear
