gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS2A03G0001600	Chr2A	498907	502516	+	500711	Chr2A	416392	419979	+	418185	0.955	0.908	collinear
gene:TraesCS2A03G0002500	Chr2A	560892	563807	-	562349	Chr2A	596116	599031	-	597573	1.0	0.972	collinear
gene:TraesCS2A03G0005800	Chr2A	1428836	1440401	-	1434618	Chr2A	1760935	1772469	-	1766702	0.99	0.953	collinear
gene:TraesCS2A03G0006600	Chr2A	1841287	1843264	+	1842275	Chr2A	2677928	2679903	+	2678915	0.99	0.931	collinear
gene:TraesCS2A03G0008500	Chr2A	2383732	2387967	+	2385849	Chr2A	4140121	4144345	+	4142233	0.987	0.901	collinear
gene:TraesCS2A03G0009500	Chr2A	2440261	2441887	+	2441074	Chr2A	2908734	2910347	+	2909540	0.995	0.931	collinear
gene:TraesCS2A03G0009600	Chr2A	2465197	2465597	+	2465397	Chr2A	3016825	3017230	-	3017027	1.0	0.98	collinear
gene:TraesCS2A03G0009700	Chr2A	2468253	2470255	+	2469254	Chr2A	3012491	3014476	-	3013483	0.991	0.94	collinear
gene:TraesCS2A03G0009900	Chr2A	2525506	2529129	-	2527317	Chr2A	2975828	2979503	+	2977665	0.967	0.911	collinear
gene:TraesCS2A03G0011800	Chr2A	2917337	2922033	-	2919685	Chr2A	3128991	3133674	-	3131332	0.996	0.946	collinear
gene:TraesCS2A03G0012300	Chr2A	3008654	3011759	+	3010206	Chr2A	3546542	3549894	+	3548218	1.0	0.944	collinear
gene:TraesCS2A03G0012800	Chr2A	3043315	3044607	+	3043961	Chr2A	4532830	4534107	+	4533468	0.987	0.919	collinear
gene:TraesCS2A03G0013100	Chr2A	3075260	3076925	-	3076092	Chr2A	4544229	4545853	-	4545041	0.967	0.93	collinear
gene:TraesCS2A03G0013200	Chr2A	3088656	3089379	-	3089017	Chr2A	4629446	4630176	-	4629811	1.0	0.938	collinear
gene:TraesCS2A03G0013400	Chr2A	3094221	3094934	+	3094577	Chr2A	4635008	4635715	+	4635361	0.991	0.936	collinear
gene:TraesCS2A03G0013500	Chr2A	3102186	3102581	+	3102383	Chr2A	4642135	4642533	+	4642334	0.992	0.95	collinear
gene:TraesCS2A03G0013700	Chr2A	3141719	3145318	+	3143518	Chr2A	4665383	4669200	+	4667291	0.976	0.929	collinear
gene:TraesCS2A03G0013900	Chr2A	3148858	3164565	-	3156711	Chr2A	4863758	4880736	-	4872247	0.992	0.962	collinear
gene:TraesCS2A03G0015100	Chr2A	4835156	4836689	+	4835922	Chr2A	5259145	5260646	+	5259895	0.977	0.912	collinear
gene:TraesCS2A03G0017700	Chr2A	5297982	5303454	+	5300718	Chr2A	5759556	5766114	+	5762835	0.977	0.938	collinear
gene:TraesCS2A03G0017800	Chr2A	5304264	5306171	-	5305217	Chr2A	5772664	5774797	-	5773730	0.977	0.919	collinear
gene:TraesCS2A03G0019500	Chr2A	5605896	5606282	-	5606089	Chr2A	5979026	5979412	-	5979219	1.0	0.974	collinear
gene:TraesCS2A03G0020500	Chr2A	5645108	5647672	+	5646390	Chr2A	6068082	6070650	+	6069366	0.999	0.969	collinear
gene:TraesCS2A03G0020900	Chr2A	5684343	5694560	-	5689451	Chr2A	6108116	6113859	-	6110987	0.935	0.912	collinear
gene:TraesCS2A03G0021400	Chr2A	5808896	5812466	+	5810681	Chr2A	6244671	6248019	+	6246345	0.989	0.955	collinear
gene:TraesCS2A03G0022700	Chr2A	5895383	5896564	-	5895973	Chr2A	6439954	6441135	-	6440544	1.0	0.961	collinear
gene:TraesCS2A03G0023600	Chr2A	6008156	6012012	+	6010084	Chr2A	6896479	6900472	+	6898475	0.998	0.944	collinear
gene:TraesCS2A03G0024000	Chr2A	6056904	6060844	+	6058874	Chr2A	6990187	6994569	+	6992378	0.994	0.961	collinear
gene:TraesCS2A03G0024100	Chr2A	6062525	6068056	-	6065290	Chr2A	6997486	7003073	-	7000279	0.997	0.973	collinear
gene:TraesCS2A03G0024300	Chr2A	6156288	6160615	-	6158451	Chr2A	7128394	7132596	-	7130495	0.988	0.945	collinear
gene:TraesCS2A03G0024600	Chr2A	6195422	6196652	-	6196037	Chr2A	7180952	7182224	-	7181588	0.995	0.925	collinear
gene:TraesCS2A03G0026200	Chr2A	6713541	6720750	-	6717145	Chr2A	7714537	7721487	-	7718012	0.989	0.947	collinear
gene:TraesCS2A03G0026500	Chr2A	6833898	6836259	+	6835078	Chr2A	7740128	7742245	+	7741186	0.994	0.919	collinear
gene:TraesCS2A03G0027500	Chr2A	6904995	6909268	-	6907131	Chr2A	8117670	8122185	+	8119927	0.996	0.939	collinear
gene:TraesCS2A03G0027900	Chr2A	7114869	7118510	+	7116689	Chr2A	8251692	8255180	+	8253436	0.992	0.91	collinear
gene:TraesCS2A03G0028400	Chr2A	7216325	7216822	-	7216573	Chr2A	8305343	8305851	-	8305597	0.995	0.931	collinear
gene:TraesCS2A03G0029200	Chr2A	7448913	7452453	-	7450683	Chr2A	8405790	8409215	-	8407502	0.958	0.906	collinear
gene:TraesCS2A03G0029500	Chr2A	7555929	7559228	+	7557578	Chr2A	9087662	9090441	+	9089051	0.965	0.913	collinear
gene:TraesCS2A03G0029700	Chr2A	7569124	7569672	-	7569398	Chr2A	9258312	9258860	+	9258586	1.0	0.981	collinear
gene:TraesCS2A03G0029800	Chr2A	7574152	7575954	+	7575053	Chr2A	9251873	9254012	-	9252942	0.982	0.938	collinear
gene:TraesCS2A03G0030500	Chr2A	7611561	7614909	-	7613235	Chr2A	9575983	9579307	-	9577645	0.985	0.926	collinear
gene:TraesCS2A03G0034000	Chr2A	8678044	8678999	-	8678521	Chr2A	10895780	10896735	-	10896257	1.0	0.961	collinear
gene:TraesCS2A03G0035500	Chr2A	9497087	9499842	+	9498464	Chr2A	11464099	11466518	+	11465308	0.958	0.912	collinear
gene:TraesCS2A03G0036800	Chr2A	9831458	9833452	-	9832455	Chr2A	11519994	11522029	+	11521011	1.0	0.971	collinear
gene:TraesCS2A03G0037000	Chr2A	9864423	9870187	+	9867305	Chr2A	11415030	11420495	-	11417762	0.924	0.906	collinear
gene:TraesCS2A03G0037100	Chr2A	9870676	9873085	-	9871880	Chr2A	11412165	11414553	+	11413359	0.986	0.962	collinear
gene:TraesCS2A03G0037500	Chr2A	10101484	10102944	+	10102214	Chr2A	11663580	11665043	+	11664311	1.0	0.963	collinear
gene:TraesCS2A03G0037700	Chr2A	10229780	10230394	+	10230087	Chr2A	11693105	11693719	+	11693412	0.99	0.948	collinear
gene:TraesCS2A03G0038200	Chr2A	10392963	10394455	+	10393709	Chr2A	12072169	12073669	+	12072919	1.0	0.953	collinear
gene:TraesCS2A03G0038300	Chr2A	10404599	10408710	+	10406654	Chr2A	12176332	12180171	+	12178251	0.995	0.927	collinear
gene:TraesCS2A03G0038400	Chr2A	10412476	10414101	+	10413288	Chr2A	12180811	12182453	+	12181632	0.999	0.965	collinear
gene:TraesCS2A03G0039900	Chr2A	11157585	11158064	-	11157824	Chr2A	12361432	12361904	-	12361668	0.985	0.945	collinear
gene:TraesCS2A03G0040700	Chr2A	11308933	11312689	-	11310811	Chr2A	12710298	12714130	-	12712214	0.981	0.923	collinear
gene:TraesCS2A03G0041400	Chr2A	11328015	11328869	-	11328442	Chr2A	12652177	12653026	+	12652601	0.991	0.938	collinear
gene:TraesCS2A03G0041600	Chr2A	11328015	11328869	-	11328442	Chr2A	12652177	12653026	+	12652601	0.991	0.938	collinear
gene:TraesCS2A03G0041500	Chr2A	11328015	11328869	-	11328442	Chr2A	12652177	12653026	+	12652601	0.991	0.938	collinear
gene:TraesCS2A03G0042400	Chr2A	11662733	11663308	-	11663020	Chr2A	12226013	12226596	-	12226304	1.0	0.958	collinear
gene:TraesCS2A03G0042500	Chr2A	11666485	11667438	-	11666961	Chr2A	12232081	12233034	-	12232557	1.0	0.946	collinear
gene:TraesCS2A03G0042900	Chr2A	11693710	11694898	-	11694304	Chr2A	12297075	12298265	-	12297670	0.999	0.951	collinear
gene:TraesCS2A03G0043400	Chr2A	11752168	11754017	+	11753092	Chr2A	12403110	12404954	+	12404032	1.0	0.981	collinear
gene:TraesCS2A03G0045100	Chr2A	12436869	12437720	+	12437294	Chr2A	12634473	12635279	-	12634876	1.0	0.927	collinear
gene:TraesCS2A03G0045500	Chr2A	12797591	12799207	+	12798399	Chr2A	12894451	12896043	+	12895247	0.987	0.943	collinear
gene:TraesCS2A03G0046100	Chr2A	12928695	12934990	-	12931842	Chr2A	12943130	12949436	-	12946283	0.997	0.96	collinear
gene:TraesCS2A03G0047100	Chr2A	13321859	13325316	-	13323587	Chr2A	13213746	13217118	-	13215432	0.999	0.948	collinear
gene:TraesCS2A03G0047700	Chr2A	13633004	13634685	-	13633844	Chr2A	13248458	13250140	-	13249299	0.993	0.943	collinear
gene:TraesCS2A03G0049400	Chr2A	14015052	14015619	+	14015335	Chr2A	13519900	13520479	+	13520189	0.993	0.936	collinear
gene:TraesCS2A03G0051200	Chr2A	14830147	14831638	-	14830892	Chr2A	13536946	13538299	+	13537622	1.0	0.929	collinear
gene:TraesCS2A03G0051500	Chr2A	14896814	14898235	-	14897524	Chr2A	14344805	14346226	+	14345515	1.0	0.951	collinear
gene:TraesCS2A03G0051700	Chr2A	14912427	14928730	-	14920578	Chr2A	14447801	14464966	-	14456383	0.984	0.959	collinear
