gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS1B03G0000100	Chr1B	167368	172879	-	170123	Chr1B	145304	150816	-	148060	1.0	1.0	collinear
gene:TraesCS1B03G0000200	Chr1B	455175	461656	-	458415	Chr1B	421281	427754	-	424517	1.0	0.997	collinear
gene:TraesCS1B03G0000800	Chr1B	705806	707489	+	706647	Chr1B	665855	667538	+	666696	1.0	1.0	collinear
gene:TraesCS1B03G0000900	Chr1B	715446	720451	-	717948	Chr1B	680164	685169	-	682666	1.0	0.996	collinear
gene:TraesCS1B03G0001300	Chr1B	874691	877709	-	876200	Chr1B	839343	842361	-	840852	1.0	1.0	collinear
gene:TraesCS1B03G0001600	Chr1B	1190948	1191943	+	1191445	Chr1B	1151404	1152399	+	1151901	1.0	1.0	collinear
gene:TraesCS1B03G0001900	Chr1B	1193433	1195230	+	1194331	Chr1B	1153892	1155689	+	1154790	1.0	0.999	collinear
gene:TraesCS1B03G0002000	Chr1B	1195555	1199187	-	1197371	Chr1B	1156020	1159657	-	1157838	1.0	0.993	collinear
gene:TraesCS1B03G0002100	Chr1B	1200778	1204863	-	1202820	Chr1B	1161253	1165362	-	1163307	1.0	1.0	collinear
gene:TraesCS1B03G0002200	Chr1B	1237000	1244167	+	1240583	Chr1B	1197487	1204600	+	1201043	0.989	0.979	collinear
gene:TraesCS1B03G0002400	Chr1B	1247087	1248968	+	1248027	Chr1B	1207523	1209388	+	1208455	1.0	1.0	collinear
gene:TraesCS1B03G0002500	Chr1B	1254021	1254909	-	1254465	Chr1B	1214402	1215290	-	1214846	1.0	1.0	collinear
gene:TraesCS1B03G0002700	Chr1B	1268212	1281120	-	1274666	Chr1B	1228594	1241500	-	1235047	1.0	0.997	collinear
gene:TraesCS1B03G0003000	Chr1B	1404047	1406431	+	1405239	Chr1B	1364195	1366579	+	1365387	1.0	1.0	collinear
gene:TraesCS1B03G0003100	Chr1B	1407228	1410094	-	1408661	Chr1B	1367376	1370242	-	1368809	1.0	0.998	collinear
gene:TraesCS1B03G0003200	Chr1B	1411477	1414749	-	1413113	Chr1B	1371625	1374751	-	1373188	0.998	0.991	collinear
gene:TraesCS1B03G0003300	Chr1B	1417992	1424275	-	1421133	Chr1B	1378040	1384296	-	1381168	0.993	0.991	collinear
gene:TraesCS1B03G0003400	Chr1B	1457859	1460957	+	1459408	Chr1B	1404221	1407328	+	1405774	0.992	0.964	collinear
gene:TraesCS1B03G0003800	Chr1B	1509827	1521650	-	1515738	Chr1B	1556468	1567911	-	1562189	0.993	0.969	collinear
gene:TraesCS1B03G0005300	Chr1B	1804328	1805251	-	1804789	Chr1B	2986948	2987873	+	2987410	1.0	0.968	collinear
gene:TraesCS1B03G0005500	Chr1B	1812059	1815337	-	1813698	Chr1B	5945270	5948535	+	5946902	0.996	0.98	collinear
gene:TraesCS1B03G0008600	Chr1B	2380688	2383732	-	2382210	Chr1B	2091804	2094847	-	2093325	0.999	0.987	collinear
