gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS6B03G0000700	Chr6B	140235	142046	-	141140	Chr6B	5709501	5711354	+	5710427	0.988	0.947	collinear
gene:TraesCS6B03G0001900	Chr6B	394769	400060	+	397414	Chr6B	5576489	5581780	+	5579134	1.0	0.983	collinear
gene:TraesCS6B03G0002600	Chr6B	800270	802828	-	801549	Chr6B	5211022	5213578	-	5212300	0.999	0.989	collinear
gene:TraesCS6B03G0002700	Chr6B	858141	859548	+	858844	Chr6B	5369611	5370994	+	5370302	0.985	0.962	collinear
gene:TraesCS6B03G0004800	Chr6B	1449770	1452891	-	1451330	Chr6B	3333921	3337050	+	3335485	1.0	0.973	collinear
gene:TraesCS6B03G0007500	Chr6B	2396042	2397882	+	2396962	Chr6B	5184300	5186061	-	5185180	1.0	0.972	collinear
gene:TraesCS6B03G0007700	Chr6B	2507209	2508578	-	2507893	Chr6B	3383414	3384771	-	3384092	0.99	0.937	collinear
gene:TraesCS6B03G0008100	Chr6B	2581651	2582883	-	2582267	Chr6B	5506920	5508152	+	5507536	1.0	0.996	collinear
gene:TraesCS6B03G0009100	Chr6B	2860011	2862961	-	2861486	Chr6B	5355187	5358091	+	5356639	0.973	0.959	collinear
gene:TraesCS6B03G0009200	Chr6B	2883247	2888162	-	2885704	Chr6B	3038255	3043172	+	3040713	0.999	0.961	collinear
gene:TraesCS6B03G0009700	Chr6B	3189981	3196826	-	3193403	Chr6B	5005763	5012464	+	5009113	0.973	0.971	collinear
gene:TraesCS6B03G0010200	Chr6B	3324499	3325296	+	3324897	Chr6B	2762858	2763655	+	2763256	1.0	0.988	collinear
gene:TraesCS6B03G0011100	Chr6B	3878854	3880441	+	3879647	Chr6B	2911464	2912811	-	2912137	0.967	0.941	collinear
gene:TraesCS6B03G0011400	Chr6B	4007165	4008627	-	4007896	Chr6B	1246511	1247973	+	1247242	0.987	0.912	collinear
gene:TraesCS6B03G0011500	Chr6B	4061981	4062939	+	4062460	Chr6B	1208065	1209015	-	1208540	0.988	0.986	collinear
gene:TraesCS6B03G0011600	Chr6B	4066472	4067398	+	4066935	Chr6B	1203813	1204739	-	1204276	1.0	0.992	collinear
gene:TraesCS6B03G0011900	Chr6B	4074231	4078635	-	4076433	Chr6B	1192575	1196972	+	1194773	0.992	0.985	collinear
gene:TraesCS6B03G0012000	Chr6B	4088101	4092324	+	4090212	Chr6B	1179077	1183281	-	1181179	1.0	0.999	collinear
gene:TraesCS6B03G0012100	Chr6B	4094308	4095305	-	4094806	Chr6B	1176107	1177104	+	1176605	1.0	0.995	collinear
gene:TraesCS6B03G0012200	Chr6B	4101789	4102203	+	4101996	Chr6B	1169227	1169641	-	1169434	1.0	1.0	collinear
gene:TraesCS6B03G0012400	Chr6B	4125013	4125984	+	4125498	Chr6B	1145211	1146206	-	1145708	1.0	0.951	collinear
gene:TraesCS6B03G0013100	Chr6B	4365827	4370767	+	4368297	Chr6B	877009	881762	-	879385	0.998	0.989	collinear
gene:TraesCS6B03G0013400	Chr6B	4391416	4398100	+	4394758	Chr6B	850107	856827	-	853467	1.0	0.996	collinear
gene:TraesCS6B03G0013500	Chr6B	4404062	4404739	+	4404400	Chr6B	843469	844146	-	843807	1.0	0.995	collinear
gene:TraesCS6B03G0013700	Chr6B	4413195	4419297	+	4416246	Chr6B	815686	821789	-	818737	1.0	0.996	collinear
gene:TraesCS6B03G0013900	Chr6B	4435732	4443343	-	4439537	Chr6B	785176	789867	+	787521	0.996	0.967	collinear
gene:TraesCS6B03G0014000	Chr6B	4455874	4461863	+	4458868	Chr6B	737099	743448	-	740273	0.996	0.974	collinear
gene:TraesCS6B03G0014800	Chr6B	4784208	4787302	+	4785755	Chr6B	6025437	6027934	-	6026685	1.0	0.975	collinear
gene:TraesCS6B03G0017400	Chr6B	5286921	5287880	-	5287400	Chr6B	5932240	5933199	-	5932719	1.0	0.971	collinear
gene:TraesCS6B03G0019300	Chr6B	5639201	5640067	-	5639634	Chr6B	6155664	6156530	-	6156097	1.0	0.997	collinear
gene:TraesCS6B03G0019700	Chr6B	6077589	6087397	-	6082493	Chr6B	6699514	6709437	-	6704475	0.993	0.966	collinear
gene:TraesCS6B03G0019800	Chr6B	6099288	6099791	+	6099539	Chr6B	6721212	6721712	+	6721462	0.99	0.961	collinear
gene:TraesCS6B03G0019900	Chr6B	6111305	6111814	+	6111559	Chr6B	6731098	6731607	+	6731352	1.0	1.0	collinear
gene:TraesCS6B03G0020300	Chr6B	6173873	6174172	-	6174022	Chr6B	6877803	6878103	-	6877953	1.0	0.986	collinear
gene:TraesCS6B03G0021800	Chr6B	6396832	6398301	+	6397566	Chr6B	7000962	7002431	+	7001696	1.0	0.976	collinear
gene:TraesCS6B03G0021900	Chr6B	6533377	6534963	-	6534170	Chr6B	7165246	7166832	-	7166039	1.0	0.992	collinear
gene:TraesCS6B03G0022100	Chr6B	6622598	6625061	+	6623829	Chr6B	7486043	7488508	+	7487275	1.0	0.993	collinear
gene:TraesCS6B03G0022200	Chr6B	6626180	6626836	+	6626508	Chr6B	7489672	7490328	+	7490000	1.0	0.987	collinear
gene:TraesCS6B03G0022300	Chr6B	6626882	6627442	+	6627162	Chr6B	7490374	7490934	+	7490654	1.0	0.985	collinear
gene:TraesCS6B03G0022400	Chr6B	6653253	6656792	-	6655022	Chr6B	7516433	7519655	-	7518044	1.0	0.994	collinear
gene:TraesCS6B03G0022800	Chr6B	6919273	6921999	+	6920636	Chr6B	7699450	7702176	+	7700813	1.0	0.983	collinear
gene:TraesCS6B03G0023000	Chr6B	6936001	6937452	+	6936726	Chr6B	7769430	7770882	+	7770156	1.0	0.974	collinear
gene:TraesCS6B03G0023300	Chr6B	7061530	7064275	-	7062902	Chr6B	7877107	7879897	-	7878502	0.983	0.934	collinear
gene:TraesCS6B03G0023500	Chr6B	7089330	7090701	-	7090015	Chr6B	7981586	7982960	-	7982273	0.997	0.969	collinear
gene:TraesCS6B03G0023700	Chr6B	7091353	7092945	+	7092149	Chr6B	7983676	7985251	+	7984463	0.989	0.955	collinear
gene:TraesCS6B03G0023900	Chr6B	7115022	7120828	-	7117925	Chr6B	7988640	7994279	-	7991459	0.999	0.994	collinear
gene:TraesCS6B03G0024000	Chr6B	7164686	7167146	-	7165916	Chr6B	8039903	8042363	-	8041133	1.0	0.999	collinear
gene:TraesCS6B03G0024300	Chr6B	7232910	7239589	+	7236249	Chr6B	8117704	8124361	+	8121032	0.991	0.983	collinear
gene:TraesCS6B03G0024600	Chr6B	7405188	7405569	+	7405378	Chr6B	8329340	8329721	+	8329530	1.0	1.0	collinear
gene:TraesCS6B03G0024700	Chr6B	7407123	7412012	+	7409567	Chr6B	8331275	8336166	+	8333720	1.0	0.993	collinear
gene:TraesCS6B03G0024800	Chr6B	7432566	7436828	+	7434697	Chr6B	8356719	8360977	+	8358848	1.0	0.983	collinear
gene:TraesCS6B03G0024900	Chr6B	7497813	7501390	+	7499601	Chr6B	8418913	8422490	+	8420701	1.0	1.0	collinear
gene:TraesCS6B03G0025000	Chr6B	7523590	7525907	-	7524748	Chr6B	8444427	8446745	-	8445586	1.0	1.0	collinear
gene:TraesCS6B03G0025100	Chr6B	7576423	7578474	-	7577448	Chr6B	8496556	8498607	-	8497581	1.0	1.0	collinear
gene:TraesCS6B03G0025200	Chr6B	7681205	7681873	-	7681539	Chr6B	8598584	8599259	-	8598921	1.0	0.955	collinear
gene:TraesCS6B03G0025300	Chr6B	7684532	7685381	-	7684956	Chr6B	8601919	8602768	-	8602343	1.0	1.0	collinear
gene:TraesCS6B03G0025400	Chr6B	7696523	7697623	-	7697073	Chr6B	8613202	8614302	-	8613752	1.0	1.0	collinear
gene:TraesCS6B03G0025500	Chr6B	7709642	7711029	-	7710335	Chr6B	8626307	8627694	-	8627000	1.0	1.0	collinear
gene:TraesCS6B03G0025700	Chr6B	7728916	7729548	-	7729232	Chr6B	8645417	8646049	-	8645733	1.0	1.0	collinear
gene:TraesCS6B03G0025800	Chr6B	7743786	7748627	+	7746206	Chr6B	8660065	8664906	+	8662485	1.0	0.998	collinear
gene:TraesCS6B03G0026000	Chr6B	7761991	7764628	+	7763309	Chr6B	8678265	8680902	+	8679583	1.0	1.0	collinear
gene:TraesCS6B03G0026300	Chr6B	8097787	8103181	-	8100484	Chr6B	9041701	9047094	-	9044397	1.0	0.999	collinear
gene:TraesCS6B03G0026400	Chr6B	8126490	8126794	+	8126642	Chr6B	9107131	9107435	+	9107283	1.0	1.0	collinear
gene:TraesCS6B03G0026500	Chr6B	8167066	8167630	+	8167348	Chr6B	9069126	9069690	+	9069408	1.0	1.0	collinear
gene:TraesCS6B03G0026800	Chr6B	8499736	8501849	-	8500792	Chr6B	9395950	9398063	-	9397006	1.0	0.999	collinear
gene:TraesCS6B03G0027300	Chr6B	9653692	9654627	-	9654159	Chr6B	10308683	10309618	-	10309150	1.0	1.0	collinear
gene:TraesCS6B03G0027400	Chr6B	9658978	9662044	-	9660511	Chr6B	10313618	10316684	-	10315151	1.0	0.997	collinear
gene:TraesCS6B03G0027900	Chr6B	9741098	9747771	-	9744434	Chr6B	10376118	10382791	-	10379454	1.0	1.0	collinear
gene:TraesCS6B03G0028000	Chr6B	9849485	9853509	-	9851497	Chr6B	10481767	10485779	-	10483773	1.0	1.0	collinear
gene:TraesCS6B03G0028100	Chr6B	9926549	9932499	-	9929524	Chr6B	10558469	10564419	-	10561444	1.0	1.0	collinear
gene:TraesCS6B03G0028400	Chr6B	9941555	9944126	-	9942840	Chr6B	10573470	10576041	-	10574755	1.0	0.997	collinear
gene:TraesCS6B03G0028500	Chr6B	10037046	10039187	+	10038116	Chr6B	10668937	10671078	+	10670007	1.0	0.984	collinear
gene:TraesCS6B03G0029000	Chr6B	10213284	10216091	-	10214687	Chr6B	10827098	10829903	-	10828500	0.999	0.997	collinear
gene:TraesCS6B03G0029100	Chr6B	10225478	10230400	+	10227939	Chr6B	10839291	10844208	+	10841749	0.998	0.975	collinear
gene:TraesCS6B03G0029200	Chr6B	10240300	10250359	+	10245329	Chr6B	10854114	10864170	+	10859142	1.0	0.991	collinear
gene:TraesCS6B03G0029300	Chr6B	10250755	10251366	-	10251060	Chr6B	10864566	10865177	-	10864871	1.0	1.0	collinear
gene:TraesCS6B03G0029400	Chr6B	10251988	10252587	-	10252287	Chr6B	10865799	10866398	-	10866098	1.0	1.0	collinear
gene:TraesCS6B03G0029500	Chr6B	10257018	10260872	+	10258945	Chr6B	10870829	10874683	+	10872756	1.0	1.0	collinear
gene:TraesCS6B03G0029700	Chr6B	10268900	10269590	+	10269245	Chr6B	10882709	10883399	+	10883054	1.0	1.0	collinear
gene:TraesCS6B03G0030000	Chr6B	10272843	10274651	-	10273747	Chr6B	10886664	10888465	-	10887564	1.0	1.0	collinear
gene:TraesCS6B03G0030100	Chr6B	10276242	10276790	+	10276516	Chr6B	10890056	10890604	+	10890330	1.0	1.0	collinear
gene:TraesCS6B03G0030500	Chr6B	10421683	10434797	+	10428240	Chr6B	11035438	11048373	+	11041905	1.0	1.0	collinear
gene:TraesCS6B03G0031100	Chr6B	10484606	10485902	+	10485254	Chr6B	11138065	11139361	+	11138713	1.0	0.996	collinear
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	11186545	11187045	-	11186795	1.0	1.0	collinear
gene:TraesCS6B03G0032500	Chr6B	10687959	10689500	-	10688729	Chr6B	11194158	11195689	-	11194923	1.0	0.991	collinear
gene:TraesCS6B03G0032700	Chr6B	10721073	10721825	+	10721449	Chr6B	11235182	11235934	+	11235558	1.0	0.996	collinear
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	11657713	11659369	+	11658541	0.995	0.975	collinear
gene:TraesCS6B03G0033000	Chr6B	10813143	10815983	+	10814563	Chr6B	11391318	11394157	+	11392737	1.0	0.986	collinear
gene:TraesCS6B03G0033300	Chr6B	10901175	10901981	+	10901578	Chr6B	11470821	11471627	+	11471224	1.0	0.991	collinear
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	11475472	11477747	+	11476609	1.0	0.995	collinear
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	11509525	11511763	+	11510644	1.0	0.997	collinear
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	11533393	11535545	+	11534469	1.0	0.986	collinear
gene:TraesCS6B03G0033700	Chr6B	10982922	10985033	+	10983977	Chr6B	11554870	11556979	+	11555924	1.0	0.99	collinear
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	11585017	11587560	-	11586288	1.0	0.994	collinear
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	11633155	11635286	-	11634220	1.0	0.993	collinear
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	11385368	11386990	-	11386179	0.991	0.982	collinear
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	11823931	11828233	-	11826082	0.995	0.938	collinear
gene:TraesCS6B03G0039400	Chr6B	13077700	13079362	-	13078531	Chr6B	12460570	12462233	-	12461401	1.0	0.998	collinear
gene:TraesCS6B03G0039500	Chr6B	13080243	13084757	-	13082500	Chr6B	12463115	12467617	-	12465366	1.0	0.996	collinear
gene:TraesCS6B03G0039900	Chr6B	13233885	13235360	+	13234622	Chr6B	12630138	12631586	-	12630862	0.981	0.961	collinear
gene:TraesCS6B03G0040000	Chr6B	13256822	13258912	+	13257867	Chr6B	12621803	12623897	+	12622850	1.0	0.981	collinear
gene:TraesCS6B03G0040100	Chr6B	13265186	13266661	-	13265923	Chr6B	12614703	12616156	+	12615429	0.985	0.971	collinear
gene:TraesCS6B03G0041000	Chr6B	13502812	13504261	+	13503536	Chr6B	13164503	13165952	+	13165227	1.0	0.992	collinear
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	13329941	13331804	-	13330872	0.988	0.977	collinear
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	13559937	13562714	-	13561325	0.998	0.932	collinear
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	13618091	13621876	-	13619983	0.992	0.944	collinear
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	13625348	13626022	-	13625685	1.0	0.997	collinear
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	13643650	13651788	-	13647719	0.99	0.976	collinear
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	13685205	13685855	-	13685530	1.0	0.921	collinear
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	13738858	13739740	-	13739299	0.989	0.915	collinear
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	13767833	13768607	-	13768220	1.0	0.946	collinear
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	13784197	13784847	-	13784522	1.0	0.976	collinear
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	13790468	13796251	-	13793359	1.0	0.981	collinear
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	13810651	13812863	+	13811757	1.0	0.995	collinear
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	13836588	13838279	-	13837433	1.0	0.984	collinear
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	13861802	13863235	-	13862518	0.99	0.977	collinear
gene:TraesCS6B03G0043200	Chr6B	14062257	14065736	+	14063996	Chr6B	13864451	13867965	+	13866208	1.0	0.995	collinear
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	13874377	13875965	-	13875171	1.0	0.993	collinear
gene:TraesCS6B03G0043400	Chr6B	14080412	14081158	+	14080785	Chr6B	13882182	13882901	+	13882541	0.963	0.962	collinear
gene:TraesCS6B03G0043900	Chr6B	14087824	14088411	+	14088117	Chr6B	13884671	13885258	+	13884964	1.0	1.0	collinear
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	14093395	14096979	-	14095187	0.987	0.96	collinear
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	14618200	14621117	+	14619658	0.999	0.975	collinear
gene:TraesCS6B03G0047700	Chr6B	15539564	15541528	+	15540546	Chr6B	14597524	14599413	-	14598468	0.973	0.956	collinear
gene:TraesCS6B03G0047900	Chr6B	15544116	15545611	+	15544863	Chr6B	14595246	14596722	-	14595984	0.985	0.923	collinear
gene:TraesCS6B03G0048100	Chr6B	15557607	15561532	+	15559569	Chr6B	14714482	14718442	+	14716462	0.991	0.967	collinear
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	14721339	14728595	+	14724967	0.99	0.98	collinear
gene:TraesCS6B03G0048500	Chr6B	15628039	15628491	+	15628265	Chr6B	14798612	14799064	+	14798838	1.0	0.96	collinear
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	14817215	14819714	-	14818464	1.0	0.978	collinear
gene:TraesCS6B03G0048700	Chr6B	15677088	15680259	-	15678673	Chr6B	14843764	14846968	-	14845366	1.0	0.973	collinear
gene:TraesCS6B03G0049100	Chr6B	15925509	15926204	+	15925856	Chr6B	15270101	15270797	-	15270449	1.0	0.952	collinear
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	15452968	15456763	-	15454865	1.0	0.994	collinear
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	15468912	15471080	-	15469996	0.988	0.96	collinear
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	15477742	15479297	+	15478519	1.0	0.974	collinear
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	15491452	15493218	-	15492335	1.0	0.996	collinear
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	15587783	15589458	-	15588620	1.0	0.994	collinear
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	15620645	15622415	+	15621530	0.996	0.952	collinear
gene:TraesCS6B03G0051800	Chr6B	17189455	17190896	+	17190175	Chr6B	15657529	15658972	+	15658250	1.0	0.974	collinear
gene:TraesCS6B03G0052200	Chr6B	17316306	17322278	+	17319292	Chr6B	15696103	15702069	+	15699086	0.989	0.97	collinear
gene:TraesCS6B03G0052300	Chr6B	17324936	17329772	+	17327354	Chr6B	15704732	15709517	+	15707124	0.985	0.979	collinear
gene:TraesCS6B03G0052500	Chr6B	17332621	17333787	+	17333204	Chr6B	15712421	15713587	+	15713004	1.0	1.0	collinear
gene:TraesCS6B03G0052700	Chr6B	17344959	17346496	+	17345727	Chr6B	15716330	15717867	+	15717098	1.0	0.981	collinear
gene:TraesCS6B03G0052900	Chr6B	17351890	17353378	+	17352634	Chr6B	15732376	15733873	+	15733124	1.0	0.987	collinear
gene:TraesCS6B03G0053000	Chr6B	17354873	17356299	+	17355586	Chr6B	15737345	15738771	+	15738058	1.0	0.958	collinear
gene:TraesCS6B03G0053100	Chr6B	17361952	17363378	+	17362665	Chr6B	15744268	15745658	+	15744963	0.973	0.939	collinear
gene:TraesCS6B03G0053200	Chr6B	17420210	17420749	-	17420479	Chr6B	15819327	15819866	-	15819596	1.0	0.94	collinear
gene:TraesCS6B03G0053500	Chr6B	17474757	17476173	-	17475465	Chr6B	15865619	15866999	-	15866309	0.974	0.968	collinear
