gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS3B03G0000300	Chr3B	73825	74249	-	74037	Chr3B	15017488	15017912	+	15017700	1.0	0.997	rearrangement:Chr3B_block2
gene:TraesCS3B03G0000600	Chr3B	239266	241105	+	240185	Chr3B	14850322	14852177	-	14851249	0.995	0.971	rearrangement:Chr3B_block2
gene:TraesCS3B03G0000700	Chr3B	244156	244849	+	244502	Chr3B	14846589	14847282	-	14846935	1.0	0.989	rearrangement:Chr3B_block2
gene:TraesCS3B03G0000800	Chr3B	246094	246695	-	246394	Chr3B	14844815	14845356	+	14845085	0.965	0.936	rearrangement:Chr3B_block2
gene:TraesCS3B03G0000900	Chr3B	268852	271443	-	270147	Chr3B	14811418	14813982	+	14812700	0.976	0.948	rearrangement:Chr3B_block2
gene:TraesCS3B03G0001400	Chr3B	424653	427478	-	426065	Chr3B	14718319	14721091	-	14719705	0.964	0.931	rearrangement:Chr3B_block2
gene:TraesCS3B03G0002300	Chr3B	613726	615867	+	614796	Chr3B	14661002	14663334	-	14662168	0.986	0.958	rearrangement:Chr3B_block2
gene:TraesCS3B03G0002800	Chr3B	855999	856555	+	856277	Chr3B	14513415	14513980	-	14513697	0.994	0.949	rearrangement:Chr3B_block2
gene:TraesCS3B03G0003000	Chr3B	859122	864220	-	861671	Chr3B	14506210	14511220	+	14508715	0.968	0.917	rearrangement:Chr3B_block2
gene:TraesCS3B03G0004000	Chr3B	1309880	1313738	-	1311809	Chr3B	13956230	13960146	+	13958188	0.981	0.941	rearrangement:Chr3B_block1
gene:TraesCS3B03G0004300	Chr3B	1602640	1607005	+	1604822	Chr3B	13707526	13711892	-	13709709	0.994	0.991	rearrangement:Chr3B_block1
gene:TraesCS3B03G0004400	Chr3B	1638604	1641896	-	1640250	Chr3B	13626299	13629577	+	13627938	1.0	0.996	rearrangement:Chr3B_block1
