gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS1A03G0000200	Chr1A	40098	70338	-	55218	Chr1A	38008	64132	-	51070	1.0	0.999	collinear
gene:TraesCS1A03G0000400	Chr1A	70239	89245	+	79742	Chr1A	64033	82935	+	73484	1.0	1.0	collinear
gene:TraesCS1A03G0000600	Chr1A	95906	104903	+	100404	Chr1A	89382	98286	+	93834	1.0	1.0	collinear
gene:TraesCS1A03G0000800	Chr1A	102794	122504	+	112649	Chr1A	20711	48740	+	34725	0.999	0.943	collinear
gene:TraesCS1A03G0001000	Chr1A	149490	154559	-	152024	Chr1A	130155	135224	-	132689	1.0	1.0	collinear
gene:TraesCS1A03G0001200	Chr1A	162313	162609	+	162461	Chr1A	142978	143274	+	143126	1.0	1.0	collinear
gene:TraesCS1A03G0001300	Chr1A	169592	169969	-	169780	Chr1A	149505	149882	-	149693	1.0	1.0	collinear
gene:TraesCS1A03G0001400	Chr1A	180175	180552	-	180363	Chr1A	159674	160051	-	159862	1.0	1.0	collinear
gene:TraesCS1A03G0001500	Chr1A	233818	245051	+	239434	Chr1A	203029	205874	+	204451	0.952	0.952	collinear
gene:TraesCS1A03G0001800	Chr1A	270605	272936	-	271770	Chr1A	230317	232648	-	231482	1.0	1.0	collinear
gene:TraesCS1A03G0001700	Chr1A	269472	289602	-	279537	Chr1A	229184	249165	-	239174	1.0	0.999	collinear
gene:TraesCS1A03G0002100	Chr1A	287697	287957	+	287827	Chr1A	247260	247520	+	247390	1.0	1.0	collinear
gene:TraesCS1A03G0002400	Chr1A	297266	297652	+	297459	Chr1A	256643	257029	+	256836	1.0	1.0	collinear
gene:TraesCS1A03G0002200	Chr1A	294611	305428	-	300019	Chr1A	253977	264630	-	259303	0.992	0.992	collinear
gene:TraesCS1A03G0002800	Chr1A	326099	326518	+	326308	Chr1A	283430	283849	+	283639	1.0	1.0	collinear
gene:TraesCS1A03G0003200	Chr1A	403455	403751	+	403603	Chr1A	363695	363991	+	363843	1.0	1.0	collinear
gene:TraesCS1A03G0004000	Chr1A	1142826	1144427	+	1143626	Chr1A	1093060	1094661	+	1093860	1.0	1.0	collinear
gene:TraesCS1A03G0004200	Chr1A	1157430	1161066	-	1159248	Chr1A	1107859	1111495	-	1109677	1.0	1.0	collinear
gene:TraesCS1A03G0004300	Chr1A	1161721	1166114	-	1163917	Chr1A	1112150	1116543	-	1114346	1.0	1.0	collinear
gene:TraesCS1A03G0004400	Chr1A	1168201	1175228	+	1171714	Chr1A	1118629	1125656	+	1122142	1.0	1.0	collinear
gene:TraesCS1A03G0004500	Chr1A	1186689	1188709	+	1187699	Chr1A	1136851	1138871	+	1137861	1.0	1.0	collinear
gene:TraesCS1A03G0004900	Chr1A	1207566	1210657	-	1209111	Chr1A	1157191	1160282	-	1158736	1.0	1.0	collinear
gene:TraesCS1A03G0005000	Chr1A	1226759	1227184	-	1226971	Chr1A	1176251	1176676	-	1176463	1.0	1.0	collinear
gene:TraesCS1A03G0005200	Chr1A	1230199	1236314	-	1233256	Chr1A	1179691	1185806	-	1182748	1.0	1.0	collinear
gene:TraesCS1A03G0005600	Chr1A	1334686	1346171	-	1340428	Chr1A	1284101	1295587	-	1289844	1.0	1.0	collinear
gene:TraesCS1A03G0009000	Chr1A	2567417	2577225	+	2572321	Chr1A	7401492	7411300	-	7406396	1.0	1.0	collinear
gene:TraesCS1A03G0009200	Chr1A	2579251	2580660	+	2579955	Chr1A	7398057	7399466	-	7398761	1.0	1.0	collinear
gene:TraesCS1A03G0009700	Chr1A	2599654	2609145	-	2604399	Chr1A	7369573	7379064	+	7374318	1.0	1.0	collinear
gene:TraesCS1A03G0009800	Chr1A	2632156	2645682	+	2638919	Chr1A	7333150	7346676	-	7339913	1.0	1.0	collinear
gene:TraesCS1A03G0010100	Chr1A	2702309	2725215	+	2713762	Chr1A	7253102	7276402	-	7264752	1.0	0.999	collinear
gene:TraesCS1A03G0010400	Chr1A	3066928	3068553	-	3067740	Chr1A	6908854	6910479	+	6909666	1.0	1.0	collinear
gene:TraesCS1A03G0010900	Chr1A	3089925	3090365	-	3090145	Chr1A	6887018	6887458	+	6887238	1.0	1.0	collinear
gene:TraesCS1A03G0011000	Chr1A	3105946	3108798	+	3107372	Chr1A	6868587	6871439	-	6870013	1.0	1.0	collinear
gene:TraesCS1A03G0011100	Chr1A	3134034	3141665	-	3137849	Chr1A	6835546	6843177	+	6839361	1.0	0.999	collinear
gene:TraesCS1A03G0011500	Chr1A	3196818	3197822	+	3197320	Chr1A	6779570	6780574	-	6780072	1.0	1.0	collinear
gene:TraesCS1A03G0012100	Chr1A	3281811	3283241	-	3282526	Chr1A	6693796	6695226	+	6694511	1.0	1.0	collinear
gene:TraesCS1A03G0012500	Chr1A	3295315	3297312	+	3296313	Chr1A	6679652	6681649	-	6680650	1.0	1.0	collinear
gene:TraesCS1A03G0012700	Chr1A	3341113	3344810	-	3342961	Chr1A	6632152	6635849	+	6634000	1.0	1.0	collinear
gene:TraesCS1A03G0012900	Chr1A	3377845	3384475	+	3381160	Chr1A	6592483	6599113	-	6595798	1.0	0.999	collinear
gene:TraesCS1A03G0013000	Chr1A	3397757	3421936	+	3409846	Chr1A	6554459	6579009	-	6566734	1.0	0.982	collinear
gene:TraesCS1A03G0013100	Chr1A	3442853	3443320	-	3443086	Chr1A	6533025	6533492	+	6533258	1.0	1.0	collinear
gene:TraesCS1A03G0013200	Chr1A	3453009	3471508	+	3462258	Chr1A	6504344	6523162	-	6513753	1.0	1.0	collinear
gene:TraesCS1A03G0013400	Chr1A	3543536	3549092	-	3546314	Chr1A	6426745	6432301	+	6429523	1.0	1.0	collinear
gene:TraesCS1A03G0013600	Chr1A	3563033	3568128	-	3565580	Chr1A	6407709	6412804	+	6410256	1.0	1.0	collinear
gene:TraesCS1A03G0013800	Chr1A	3736743	3743503	-	3740123	Chr1A	6232863	6239623	+	6236243	1.0	1.0	collinear
gene:TraesCS1A03G0013900	Chr1A	3747551	3750600	+	3749075	Chr1A	6225766	6228815	-	6227290	1.0	1.0	collinear
gene:TraesCS1A03G0014300	Chr1A	3927688	3931188	+	3929438	Chr1A	6137306	6140806	-	6139056	1.0	0.998	collinear
gene:TraesCS1A03G0014400	Chr1A	3927688	3931514	+	3929601	Chr1A	6136980	6140806	-	6138893	1.0	0.999	collinear
gene:TraesCS1A03G0014500	Chr1A	3935056	3938039	+	3936547	Chr1A	6130456	6133439	-	6131947	1.0	1.0	collinear
gene:TraesCS1A03G0014600	Chr1A	3968199	3969779	+	3968989	Chr1A	6098534	6100114	-	6099324	1.0	1.0	collinear
gene:TraesCS1A03G0014800	Chr1A	3971915	3974133	-	3973024	Chr1A	6094180	6096398	+	6095289	1.0	1.0	collinear
gene:TraesCS1A03G0014900	Chr1A	3975641	3979278	+	3977459	Chr1A	6089035	6092672	-	6090853	1.0	1.0	collinear
gene:TraesCS1A03G0015100	Chr1A	4006353	4007991	+	4007172	Chr1A	6060342	6061980	-	6061161	1.0	1.0	collinear
gene:TraesCS1A03G0015600	Chr1A	4110192	4111500	+	4110846	Chr1A	5957166	5958474	-	5957820	1.0	1.0	collinear
gene:TraesCS1A03G0015700	Chr1A	4112376	4115274	-	4113825	Chr1A	5953392	5956290	+	5954841	1.0	1.0	collinear
gene:TraesCS1A03G0016000	Chr1A	4248617	4255576	-	4252096	Chr1A	5813483	5820248	+	5816865	1.0	1.0	collinear
gene:TraesCS1A03G0016200	Chr1A	4370836	4376697	+	4373766	Chr1A	5692827	5698688	-	5695757	1.0	1.0	collinear
gene:TraesCS1A03G0016300	Chr1A	4379285	4384806	-	4382045	Chr1A	5684716	5690239	+	5687477	1.0	0.999	collinear
gene:TraesCS1A03G0016400	Chr1A	4439929	4443198	+	4441563	Chr1A	5627370	5630639	-	5629004	1.0	0.999	collinear
gene:TraesCS1A03G0016500	Chr1A	4444852	4447770	-	4446311	Chr1A	5622798	5625716	+	5624257	1.0	1.0	collinear
gene:TraesCS1A03G0016700	Chr1A	4455552	4458579	-	4457065	Chr1A	5611989	5615016	+	5613502	1.0	1.0	collinear
gene:TraesCS1A03G0017100	Chr1A	4481219	4484678	-	4482948	Chr1A	5585783	5589242	+	5587512	1.0	1.0	collinear
gene:TraesCS1A03G0017200	Chr1A	4493001	4496793	-	4494897	Chr1A	5573647	5577439	+	5575543	1.0	1.0	collinear
gene:TraesCS1A03G0017400	Chr1A	4524156	4525613	-	4524884	Chr1A	5544741	5546198	+	5545469	1.0	1.0	collinear
gene:TraesCS1A03G0017500	Chr1A	4570594	4574086	-	4572340	Chr1A	5496662	5500154	+	5498408	1.0	1.0	collinear
gene:TraesCS1A03G0017700	Chr1A	4605426	4609380	-	4607403	Chr1A	5461379	5465333	+	5463356	1.0	1.0	collinear
gene:TraesCS1A03G0018400	Chr1A	4643782	4647658	-	4645720	Chr1A	5422473	5426731	+	5424602	1.0	0.908	collinear
gene:TraesCS1A03G0018600	Chr1A	4659235	4661188	-	4660211	Chr1A	5408964	5410917	+	5409940	1.0	0.999	collinear
gene:TraesCS1A03G0018800	Chr1A	4668102	4669750	-	4668926	Chr1A	5400402	5402050	+	5401226	1.0	1.0	collinear
gene:TraesCS1A03G0018900	Chr1A	4688180	4690620	-	4689400	Chr1A	5380049	5382489	+	5381269	1.0	1.0	collinear
gene:TraesCS1A03G0019200	Chr1A	4764892	4765791	+	4765341	Chr1A	5305665	5306564	-	5306114	1.0	1.0	collinear
gene:TraesCS1A03G0019300	Chr1A	4783488	4784380	+	4783934	Chr1A	5287072	5287964	-	5287518	1.0	1.0	collinear
gene:TraesCS1A03G0019600	Chr1A	4833835	4834480	-	4834157	Chr1A	5240626	5241214	+	5240920	0.911	0.911	collinear
gene:TraesCS1A03G0019800	Chr1A	4897332	4898204	+	4897768	Chr1A	5176498	5177370	-	5176934	1.0	1.0	collinear
gene:TraesCS1A03G0020400	Chr1A	5018187	5019044	+	5018615	Chr1A	5055555	5056412	-	5055983	1.0	1.0	collinear
gene:TraesCS1A03G0020500	Chr1A	5026172	5027029	+	5026600	Chr1A	5047723	5048580	-	5048151	1.0	1.0	collinear
gene:TraesCS1A03G0020600	Chr1A	5030561	5033532	+	5032046	Chr1A	5041220	5044191	-	5042705	1.0	1.0	collinear
gene:TraesCS1A03G0020700	Chr1A	5032814	5033138	-	5032976	Chr1A	5041614	5041938	+	5041776	1.0	1.0	collinear
gene:TraesCS1A03G0020800	Chr1A	5038069	5038671	+	5038370	Chr1A	5036081	5036683	-	5036382	1.0	1.0	collinear
gene:TraesCS1A03G0020900	Chr1A	5039590	5039808	+	5039699	Chr1A	5034944	5035162	-	5035053	1.0	1.0	collinear
gene:TraesCS1A03G0021200	Chr1A	5048045	5048254	+	5048149	Chr1A	5026850	5027059	-	5026954	1.0	1.0	collinear
