gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS1B03G0000800	Chr1B	705806	707489	+	706647	Chr1B	1619938	1621582	-	1620760	0.997	0.903	collinear
gene:TraesCS1B03G0001600	Chr1B	1190948	1191943	+	1191445	Chr1B	879973	881151	+	880562	1.0	0.974	collinear
gene:TraesCS1B03G0002000	Chr1B	1195555	1199187	-	1197371	Chr1B	883700	886975	-	885337	0.961	0.92	collinear
gene:TraesCS1B03G0002100	Chr1B	1200778	1204863	-	1202820	Chr1B	888629	892737	-	890683	1.0	0.998	collinear
gene:TraesCS1B03G0002200	Chr1B	1237000	1244167	+	1240583	Chr1B	964497	971610	+	968053	0.986	0.97	collinear
gene:TraesCS1B03G0002400	Chr1B	1247087	1248968	+	1248027	Chr1B	974537	976385	+	975461	1.0	0.986	collinear
gene:TraesCS1B03G0002500	Chr1B	1254021	1254909	-	1254465	Chr1B	981426	982314	-	981870	1.0	0.994	collinear
gene:TraesCS1B03G0002700	Chr1B	1268212	1281120	-	1274666	Chr1B	992992	1005915	-	999453	1.0	0.989	collinear
gene:TraesCS1B03G0003000	Chr1B	1404047	1406431	+	1405239	Chr1B	1106900	1109280	+	1108090	1.0	0.999	collinear
gene:TraesCS1B03G0003100	Chr1B	1407228	1410094	-	1408661	Chr1B	1110062	1112928	-	1111495	0.996	0.987	collinear
gene:TraesCS1B03G0003200	Chr1B	1411477	1414749	-	1413113	Chr1B	1113935	1117043	-	1115489	0.998	0.984	collinear
gene:TraesCS1B03G0003300	Chr1B	1417992	1424275	-	1421133	Chr1B	1120354	1126652	-	1123503	0.996	0.974	collinear
gene:TraesCS1B03G0003400	Chr1B	1457859	1460957	+	1459408	Chr1B	1159957	1163046	+	1161501	1.0	0.987	collinear
gene:TraesCS1B03G0003800	Chr1B	1509827	1521650	-	1515738	Chr1B	1287954	1299410	-	1293682	0.992	0.969	collinear
gene:TraesCS1B03G0005300	Chr1B	1804328	1805251	-	1804789	Chr1B	2709449	2710373	+	2709911	1.0	0.968	collinear
gene:TraesCS1B03G0005500	Chr1B	1812059	1815337	-	1813698	Chr1B	3888929	3892194	+	3890561	0.996	0.979	collinear
gene:TraesCS1B03G0005800	Chr1B	1923843	1927998	-	1925920	Chr1B	3094059	3098181	-	3096120	0.99	0.983	collinear
gene:TraesCS1B03G0006100	Chr1B	1955887	1957879	+	1956883	Chr1B	3125293	3127285	+	3126289	1.0	0.996	collinear
gene:TraesCS1B03G0008600	Chr1B	2380688	2383732	-	2382210	Chr1B	1874254	1877298	-	1875776	1.0	0.997	collinear
gene:TraesCS1B03G0008700	Chr1B	2563615	2566164	-	2564889	Chr1B	2056377	2058926	-	2057651	1.0	1.0	collinear
gene:TraesCS1B03G0008800	Chr1B	2661258	2662527	+	2661892	Chr1B	2160032	2161301	+	2160666	1.0	1.0	collinear
gene:TraesCS1B03G0008900	Chr1B	2661462	2662433	+	2661947	Chr1B	2160236	2161207	+	2160721	1.0	1.0	collinear
gene:TraesCS1B03G0009600	Chr1B	2791203	2792803	-	2792003	Chr1B	2074822	2076422	-	2075622	1.0	1.0	collinear
gene:TraesCS1B03G0009700	Chr1B	2931085	2935423	-	2933254	Chr1B	2312809	2317153	-	2314981	1.0	0.998	collinear
gene:TraesCS1B03G0009800	Chr1B	3094767	3097318	+	3096042	Chr1B	2476217	2478768	+	2477492	1.0	0.999	collinear
gene:TraesCS1B03G0010200	Chr1B	3246952	3249237	+	3248094	Chr1B	2600616	2602661	+	2601638	0.997	0.989	collinear
gene:TraesCS1B03G0010300	Chr1B	3343692	3346966	+	3345329	Chr1B	2696756	2700072	+	2698414	1.0	0.982	collinear
gene:TraesCS1B03G0011200	Chr1B	3399421	3412856	+	3406138	Chr1B	1781259	1794369	+	1787814	0.996	0.99	collinear
gene:TraesCS1B03G0012500	Chr1B	3769497	3771294	-	3770395	Chr1B	5154715	5156431	+	5155573	1.0	0.979	collinear
gene:TraesCS1B03G0014000	Chr1B	4143564	4145402	+	4144483	Chr1B	5229351	5231189	+	5230270	1.0	0.977	collinear
gene:TraesCS1B03G0015300	Chr1B	4408161	4409441	+	4408801	Chr1B	5400415	5401679	+	5401047	0.975	0.901	collinear
gene:TraesCS1B03G0015600	Chr1B	4508006	4514125	-	4511065	Chr1B	5455257	5461117	-	5458187	1.0	0.992	collinear
gene:TraesCS1B03G0015800	Chr1B	4527377	4530535	+	4528956	Chr1B	5494520	5497669	+	5496094	0.994	0.988	collinear
gene:TraesCS1B03G0015900	Chr1B	4532575	4540073	-	4536324	Chr1B	5499609	5506980	-	5503294	1.0	0.997	collinear
gene:TraesCS1B03G0016300	Chr1B	4938236	4939656	-	4938946	Chr1B	5557051	5558474	-	5557762	0.998	0.916	collinear
gene:TraesCS1B03G0016700	Chr1B	4974868	4978200	-	4976534	Chr1B	5803925	5807187	-	5805556	0.984	0.929	collinear
gene:TraesCS1B03G0017900	Chr1B	5089701	5103902	-	5096801	Chr1B	5589755	5604015	-	5596885	0.999	0.998	collinear
gene:TraesCS1B03G0018000	Chr1B	5216768	5220352	-	5218560	Chr1B	5680880	5684478	-	5682679	1.0	0.992	collinear
