gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS5A03G0000100	Chr5A	10126	18461	-	14293	Chr5A	6475961	6484295	-	6480128	0.999	0.998	collinear
gene:TraesCS5A03G0000200	Chr5A	20226	23967	+	22096	Chr5A	6486066	6489808	+	6487937	1.0	0.995	collinear
gene:TraesCS5A03G0000800	Chr5A	622810	628759	+	625784	Chr5A	7126202	7132161	+	7129181	1.0	0.996	collinear
gene:TraesCS5A03G0000900	Chr5A	628951	630466	+	629708	Chr5A	7132353	7133850	+	7133101	0.984	0.976	collinear
gene:TraesCS5A03G0001000	Chr5A	637855	638799	+	638327	Chr5A	7141061	7142011	+	7141536	1.0	0.991	collinear
gene:TraesCS5A03G0001300	Chr5A	1542470	1544254	+	1543362	Chr5A	8296281	8298065	-	8297173	1.0	0.995	collinear
gene:TraesCS5A03G0001700	Chr5A	1703882	1707094	-	1705488	Chr5A	8039725	8043153	+	8041439	0.998	0.993	collinear
gene:TraesCS5A03G0001900	Chr5A	1955095	1955460	-	1955277	Chr5A	7758350	7758715	+	7758532	1.0	0.969	collinear
gene:TraesCS5A03G0002000	Chr5A	2041391	2042111	-	2041751	Chr5A	7680435	7681144	+	7680789	0.984	0.979	collinear
gene:TraesCS5A03G0002100	Chr5A	2042895	2043377	+	2043136	Chr5A	7679158	7679640	-	7679399	1.0	0.997	collinear
gene:TraesCS5A03G0002500	Chr5A	2059447	2067895	+	2063671	Chr5A	7646592	7655022	-	7650807	0.994	0.991	collinear
gene:TraesCS5A03G0002900	Chr5A	2082542	2082888	+	2082715	Chr5A	7625798	7626144	-	7625971	1.0	0.986	collinear
gene:TraesCS5A03G0003200	Chr5A	2225824	2226003	+	2225913	Chr5A	6423843	6424022	-	6423932	1.0	1.0	collinear
gene:TraesCS5A03G0003300	Chr5A	2269703	2270692	-	2270197	Chr5A	6392363	6393349	+	6392856	0.996	0.996	collinear
gene:TraesCS5A03G0003900	Chr5A	2671848	2673352	-	2672600	Chr5A	6015802	6017235	+	6016518	0.952	0.946	collinear
gene:TraesCS5A03G0004000	Chr5A	2741825	2743021	-	2742423	Chr5A	5957249	5958445	+	5957847	1.0	0.993	collinear
gene:TraesCS5A03G0004500	Chr5A	2854750	2859673	-	2857211	Chr5A	5818176	5822997	+	5820586	0.994	0.965	collinear
gene:TraesCS5A03G0004900	Chr5A	2989002	2993252	-	2991127	Chr5A	5680443	5684799	+	5682621	1.0	0.936	collinear
gene:TraesCS5A03G0005200	Chr5A	3010374	3014596	+	3012485	Chr5A	5666429	5670651	-	5668540	1.0	0.997	collinear
gene:TraesCS5A03G0005300	Chr5A	3015603	3020596	+	3018099	Chr5A	5660430	5665423	-	5662926	1.0	1.0	collinear
gene:TraesCS5A03G0005400	Chr5A	3027435	3033237	-	3030336	Chr5A	5647789	5653591	+	5650690	1.0	1.0	collinear
gene:TraesCS5A03G0005500	Chr5A	3081377	3084416	-	3082896	Chr5A	5597530	5600569	+	5599049	1.0	1.0	collinear
gene:TraesCS5A03G0006300	Chr5A	3306994	3308561	-	3307777	Chr5A	5377900	5379467	+	5378683	1.0	0.999	collinear
gene:TraesCS5A03G0006400	Chr5A	3312509	3313435	+	3312972	Chr5A	5373026	5373952	-	5373489	1.0	0.997	collinear
gene:TraesCS5A03G0006500	Chr5A	3315802	3317881	-	3316841	Chr5A	5368697	5370726	+	5369711	1.0	0.995	collinear
gene:TraesCS5A03G0006600	Chr5A	3318157	3321929	-	3320043	Chr5A	5364635	5368421	+	5366528	0.991	0.972	collinear
gene:TraesCS5A03G0006700	Chr5A	3323908	3324402	+	3324155	Chr5A	5362172	5362666	-	5362419	1.0	0.997	collinear
gene:TraesCS5A03G0006800	Chr5A	3330540	3332847	+	3331693	Chr5A	5356439	5358742	-	5357590	1.0	0.999	collinear
gene:TraesCS5A03G0007000	Chr5A	3335666	3337315	-	3336490	Chr5A	5351995	5353631	+	5352813	0.992	0.986	collinear
gene:TraesCS5A03G0007500	Chr5A	3522415	3524184	-	3523299	Chr5A	5311808	5313575	+	5312691	0.998	0.988	collinear
gene:TraesCS5A03G0007700	Chr5A	3551523	3556494	-	3554008	Chr5A	5275323	5285256	+	5280289	1.0	1.0	collinear
gene:TraesCS5A03G0007900	Chr5A	3632961	3634579	+	3633770	Chr5A	5197034	5198652	-	5197843	1.0	1.0	collinear
gene:TraesCS5A03G0008000	Chr5A	3769384	3773677	+	3771530	Chr5A	5060264	5064556	-	5062410	1.0	0.998	collinear
gene:TraesCS5A03G0008100	Chr5A	3774296	3777820	-	3776058	Chr5A	5056110	5059645	+	5057877	1.0	0.997	collinear
gene:TraesCS5A03G0008300	Chr5A	3796488	3802877	-	3799682	Chr5A	5031492	5037797	+	5034644	0.985	0.983	collinear
gene:TraesCS5A03G0008900	Chr5A	3992185	3995626	+	3993905	Chr5A	4920497	4923926	-	4922211	0.994	0.99	collinear
gene:TraesCS5A03G0009200	Chr5A	4072714	4080157	+	4076435	Chr5A	4820283	4827725	-	4824004	1.0	1.0	collinear
gene:TraesCS5A03G0009300	Chr5A	4081207	4083626	+	4082416	Chr5A	4816816	4819233	-	4818024	1.0	1.0	collinear
gene:TraesCS5A03G0009400	Chr5A	4100653	4103564	-	4102108	Chr5A	4796866	4799777	+	4798321	1.0	1.0	collinear
gene:TraesCS5A03G0009500	Chr5A	4120412	4124180	-	4122296	Chr5A	4779300	4783068	+	4781184	1.0	1.0	collinear
gene:TraesCS5A03G0009700	Chr5A	4186460	4199135	+	4192797	Chr5A	4713592	4726267	-	4719929	1.0	1.0	collinear
gene:TraesCS5A03G0009900	Chr5A	4216771	4219824	+	4218297	Chr5A	4692902	4695955	-	4694428	1.0	1.0	collinear
gene:TraesCS5A03G0010100	Chr5A	4264649	4265629	-	4265139	Chr5A	4647782	4648762	+	4648272	0.99	0.98	collinear
gene:TraesCS5A03G0010300	Chr5A	4274826	4278699	-	4276762	Chr5A	4634660	4638533	+	4636596	1.0	1.0	collinear
gene:TraesCS5A03G0010400	Chr5A	4289135	4289901	+	4289518	Chr5A	4623458	4624224	-	4623841	1.0	1.0	collinear
gene:TraesCS5A03G0010500	Chr5A	4295044	4309997	+	4302520	Chr5A	4603289	4618316	-	4610802	1.0	1.0	collinear
gene:TraesCS5A03G0010600	Chr5A	4314200	4318047	-	4316123	Chr5A	4595168	4599015	+	4597091	1.0	1.0	collinear
gene:TraesCS5A03G0010800	Chr5A	4324864	4327830	-	4326347	Chr5A	4585189	4588292	+	4586740	0.931	0.92	collinear
gene:TraesCS5A03G0010900	Chr5A	4334824	4335825	-	4335324	Chr5A	4505445	4506446	+	4505945	1.0	0.994	collinear
gene:TraesCS5A03G0011000	Chr5A	4338873	4349382	+	4344127	Chr5A	4491295	4501797	-	4496546	1.0	0.996	collinear
gene:TraesCS5A03G0011200	Chr5A	4407568	4419230	+	4413399	Chr5A	4421289	4432951	-	4427120	1.0	0.999	collinear
gene:TraesCS5A03G0011300	Chr5A	4421557	4424972	+	4423264	Chr5A	4415547	4418962	-	4417254	1.0	1.0	collinear
gene:TraesCS5A03G0011400	Chr5A	4427274	4431603	+	4429438	Chr5A	4409298	4413627	-	4411462	1.0	1.0	collinear
gene:TraesCS5A03G0011500	Chr5A	4458508	4461918	+	4460213	Chr5A	4378664	4382074	-	4380369	1.0	1.0	collinear
gene:TraesCS5A03G0012100	Chr5A	4601170	4603965	+	4602567	Chr5A	4243305	4246100	-	4244702	1.0	0.998	collinear
gene:TraesCS5A03G0013200	Chr5A	4919883	4925344	+	4922613	Chr5A	3926174	3931630	-	3928902	1.0	0.993	collinear
gene:TraesCS5A03G0013300	Chr5A	4930158	4933157	-	4931657	Chr5A	3919285	3921358	+	3920321	1.0	0.993	collinear
gene:TraesCS5A03G0013900	Chr5A	4955513	4957493	+	4956503	Chr5A	3888269	3890249	-	3889259	1.0	0.997	collinear
gene:TraesCS5A03G0014100	Chr5A	4985496	4986139	-	4985817	Chr5A	3847907	3848550	+	3848228	1.0	0.992	collinear
gene:TraesCS5A03G0014200	Chr5A	4993029	4993634	+	4993331	Chr5A	3840412	3841017	-	3840714	1.0	1.0	collinear
gene:TraesCS5A03G0015400	Chr5A	5201460	5203706	+	5202583	Chr5A	3631903	3634149	-	3633026	1.0	1.0	collinear
gene:TraesCS5A03G0027900	Chr5A	9677168	9677338	+	9677253	Chr5A	9590006	9590176	+	9590091	1.0	1.0	collinear
gene:TraesCS5A03G0028100	Chr5A	9690224	9692901	+	9691562	Chr5A	9601899	9604570	+	9603234	1.0	0.995	collinear
gene:TraesCS5A03G0028700	Chr5A	9851187	9857576	+	9854381	Chr5A	9771304	9777689	+	9774496	0.998	0.996	collinear
gene:TraesCS5A03G0028800	Chr5A	9858552	9864529	+	9861540	Chr5A	9778707	9784695	+	9781701	1.0	0.997	collinear
gene:TraesCS5A03G0029100	Chr5A	10114295	10114744	+	10114519	Chr5A	9985625	9986074	+	9985849	1.0	0.995	collinear
gene:TraesCS5A03G0029300	Chr5A	10262014	10262538	+	10262276	Chr5A	10152208	10152732	+	10152470	1.0	1.0	collinear
gene:TraesCS5A03G0029400	Chr5A	10265922	10267417	+	10266669	Chr5A	10156080	10157576	+	10156828	1.0	0.996	collinear
gene:TraesCS5A03G0029500	Chr5A	10317335	10318175	+	10317755	Chr5A	10206398	10207220	+	10206809	0.976	0.974	collinear
gene:TraesCS5A03G0030000	Chr5A	10511368	10514727	-	10513047	Chr5A	10408767	10412126	-	10410446	1.0	0.998	collinear
gene:TraesCS5A03G0030200	Chr5A	10524836	10525171	-	10525003	Chr5A	10422288	10422623	-	10422455	1.0	0.991	collinear
gene:TraesCS5A03G0030600	Chr5A	10930049	10933487	+	10931768	Chr5A	10816769	10820207	+	10818488	1.0	0.997	collinear
gene:TraesCS5A03G0030900	Chr5A	10943282	10944054	-	10943668	Chr5A	10830110	10830882	-	10830496	1.0	0.984	collinear
gene:TraesCS5A03G0031000	Chr5A	10991585	10992190	-	10991887	Chr5A	10878333	10878938	-	10878635	1.0	0.993	collinear
gene:TraesCS5A03G0031500	Chr5A	11231581	11233719	+	11232650	Chr5A	11049905	11052043	+	11050974	1.0	0.995	collinear
gene:TraesCS5A03G0031600	Chr5A	11271216	11275164	-	11273190	Chr5A	11107079	11111027	-	11109053	1.0	1.0	collinear
gene:TraesCS5A03G0031800	Chr5A	11321692	11323002	-	11322347	Chr5A	11162112	11163422	-	11162767	1.0	0.996	collinear
