gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Lancer_tgt_chr	Lancer_tgt_start	Lancer_tgt_end	Lancer_tgt_strand	Lancer_tgt_midpoint	Lancer_coverage	Lancer_identity	segment
gene:TraesCS5D03G0024600	Chr5D	5501293	5503036	+	5502164	Chr5D	2050443	2052186	-	2051314	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0024700	Chr5D	5534695	5546126	+	5540410	Chr5D	2007427	2018860	-	2013143	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0024800	Chr5D	5567761	5575868	-	5571814	Chr5D	1984353	1992460	+	1988406	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0024900	Chr5D	5706212	5708783	-	5707497	Chr5D	1851647	1854218	+	1852932	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D03G0025100	Chr5D	5762415	5764094	-	5763254	Chr5D	1796574	1798252	+	1797413	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0025200	Chr5D	5772359	5775824	-	5774091	Chr5D	1784844	1788309	+	1786576	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0025300	Chr5D	5853737	5856897	+	5855317	Chr5D	1703636	1706796	-	1705216	1.0	0.998	rearrangement:Chr5D_block1
gene:TraesCS5D03G0025400	Chr5D	5906666	5910254	+	5908460	Chr5D	1647363	1650951	-	1649157	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0025500	Chr5D	5943007	5947183	+	5945095	Chr5D	1610732	1614908	-	1612820	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0025600	Chr5D	5953081	5963542	+	5958311	Chr5D	1594364	1604834	-	1599599	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0025700	Chr5D	5997418	5999830	+	5998624	Chr5D	1557969	1560381	-	1559175	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0025800	Chr5D	6012640	6017851	+	6015245	Chr5D	1539928	1545139	-	1542533	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0026800	Chr5D	6773112	6787820	-	6780466	Chr5D	849081	863789	+	856435	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0026900	Chr5D	6799651	6803622	+	6801636	Chr5D	833551	837522	-	835536	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0027000	Chr5D	6841065	6847662	+	6844363	Chr5D	789108	795841	-	792474	1.0	0.979	rearrangement:Chr5D_block1
gene:TraesCS5D03G0027100	Chr5D	6850565	6862517	+	6856541	Chr5D	774231	786205	-	780218	0.992	0.992	rearrangement:Chr5D_block1
gene:TraesCS5D03G0027200	Chr5D	7052743	7068887	+	7060815	Chr5D	561357	576454	-	568905	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028000	Chr5D	7176715	7179793	+	7178254	Chr5D	450560	453638	-	452099	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028200	Chr5D	7225425	7226098	-	7225761	Chr5D	404365	405037	+	404701	1.0	0.998	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028300	Chr5D	7225573	7226071	-	7225822	Chr5D	404392	404889	+	404640	1.0	0.997	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028400	Chr5D	7249912	7250434	-	7250173	Chr5D	385177	385699	+	385438	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028600	Chr5D	7542108	7547074	-	7544591	Chr5D	91567	96550	+	94058	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028900	Chr5D	7632009	7635649	-	7633829	Chr5D	2635	6275	+	4455	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0000500	Chr5D	475881	477308	+	476594	Chr5D	7050920	7052347	-	7051633	1.0	1.0	collinear
gene:TraesCS5D03G0000600	Chr5D	504194	504526	-	504360	Chr5D	6770705	6771037	+	6770871	1.0	0.972	collinear
gene:TraesCS5D03G0000700	Chr5D	504194	504552	-	504373	Chr5D	6770679	6771037	+	6770858	1.0	0.974	collinear
gene:TraesCS5D03G0000900	Chr5D	716462	716794	-	716628	Chr5D	7023295	7023627	+	7023461	1.0	1.0	collinear
gene:TraesCS5D03G0001100	Chr5D	763156	767483	-	765319	Chr5D	6758791	6763246	+	6761018	1.0	1.0	collinear
gene:TraesCS5D03G0001300	Chr5D	929486	932500	+	930993	Chr5D	6593498	6596512	-	6595005	1.0	1.0	collinear
gene:TraesCS5D03G0001500	Chr5D	932731	938642	-	935686	Chr5D	6587356	6593267	+	6590311	1.0	1.0	collinear
gene:TraesCS5D03G0001700	Chr5D	1529495	1530538	+	1530016	Chr5D	6003780	6004823	-	6004301	1.0	1.0	collinear
gene:TraesCS5D03G0001900	Chr5D	1537103	1539147	-	1538125	Chr5D	5995171	5997215	+	5996193	1.0	0.992	collinear
gene:TraesCS5D03G0002100	Chr5D	1605131	1610309	+	1607720	Chr5D	5923207	5928385	-	5925796	1.0	1.0	collinear
gene:TraesCS5D03G0002300	Chr5D	1705168	1712206	-	1708687	Chr5D	5821795	5828833	+	5825314	1.0	1.0	collinear
gene:TraesCS5D03G0002500	Chr5D	1803394	1806327	+	1804860	Chr5D	5727562	5730495	-	5729028	1.0	1.0	collinear
gene:TraesCS5D03G0002700	Chr5D	1866423	1868501	+	1867462	Chr5D	5665973	5667821	-	5666897	1.0	0.973	collinear
gene:TraesCS5D03G0002900	Chr5D	1887729	1890428	-	1889078	Chr5D	5644788	5647487	+	5646137	1.0	1.0	collinear
gene:TraesCS5D03G0003000	Chr5D	2120086	2120451	-	2120268	Chr5D	5416281	5416646	+	5416463	1.0	1.0	collinear
gene:TraesCS5D03G0003100	Chr5D	2121153	2121944	+	2121548	Chr5D	5414788	5415579	-	5415183	1.0	1.0	collinear
gene:TraesCS5D03G0003200	Chr5D	2135387	2142134	+	2138760	Chr5D	5394598	5401345	-	5397971	1.0	1.0	collinear
gene:TraesCS5D03G0003400	Chr5D	2251213	2252857	-	2252035	Chr5D	5284351	5285995	+	5285173	1.0	1.0	collinear
gene:TraesCS5D03G0003500	Chr5D	2286363	2288714	+	2287538	Chr5D	5248267	5250620	-	5249443	1.0	1.0	collinear
gene:TraesCS5D03G0003600	Chr5D	2291637	2302490	+	2297063	Chr5D	5234097	5245344	-	5239720	1.0	0.995	collinear
gene:TraesCS5D03G0003700	Chr5D	2517220	2518242	-	2517731	Chr5D	5019696	5020718	+	5020207	1.0	0.999	collinear
gene:TraesCS5D03G0004200	Chr5D	2615885	2618789	+	2617337	Chr5D	4919394	4922298	-	4920846	1.0	0.998	collinear
gene:TraesCS5D03G0004700	Chr5D	2665098	2671307	+	2668202	Chr5D	4867753	4873962	-	4870857	1.0	0.999	collinear
gene:TraesCS5D03G0004800	Chr5D	2672766	2677982	-	2675374	Chr5D	4861094	4866294	+	4863694	0.991	0.987	collinear
gene:TraesCS5D03G0004900	Chr5D	2679349	2683430	-	2681389	Chr5D	4855646	4859727	+	4857686	1.0	1.0	collinear
gene:TraesCS5D03G0005100	Chr5D	2688714	2693084	+	2690899	Chr5D	4845993	4850363	-	4848178	1.0	1.0	collinear
gene:TraesCS5D03G0005200	Chr5D	2696120	2701036	+	2698578	Chr5D	4838041	4842957	-	4840499	1.0	0.999	collinear
gene:TraesCS5D03G0005300	Chr5D	2814456	2815962	+	2815209	Chr5D	4720194	4721700	-	4720947	1.0	1.0	collinear
gene:TraesCS5D03G0005400	Chr5D	3027689	3029129	+	3028409	Chr5D	4510448	4511888	-	4511168	1.0	1.0	collinear
gene:TraesCS5D03G0005700	Chr5D	3085495	3086987	+	3086241	Chr5D	4452794	4454286	-	4453540	1.0	1.0	collinear
gene:TraesCS5D03G0006000	Chr5D	3150676	3151507	+	3151091	Chr5D	4388276	4389106	-	4388691	0.998	0.998	collinear
gene:TraesCS5D03G0007100	Chr5D	3285989	3291185	-	3288587	Chr5D	4248769	4253966	+	4251367	1.0	1.0	collinear
gene:TraesCS5D03G0007600	Chr5D	3553643	3558815	+	3556229	Chr5D	3981919	3987091	-	3984505	1.0	1.0	collinear
gene:TraesCS5D03G0007700	Chr5D	3560879	3562605	-	3561742	Chr5D	3978129	3979855	+	3978992	1.0	1.0	collinear
gene:TraesCS5D03G0007800	Chr5D	3566317	3566982	+	3566649	Chr5D	3973752	3974417	-	3974084	1.0	1.0	collinear
gene:TraesCS5D03G0007900	Chr5D	3568816	3570710	-	3569763	Chr5D	3970024	3971918	+	3970971	1.0	1.0	collinear
gene:TraesCS5D03G0008000	Chr5D	3579222	3582239	-	3580730	Chr5D	3958476	3961493	+	3959984	1.0	1.0	collinear
gene:TraesCS5D03G0008100	Chr5D	3584251	3584745	+	3584498	Chr5D	3955970	3956464	-	3956217	1.0	1.0	collinear
gene:TraesCS5D03G0008300	Chr5D	3604593	3605039	+	3604816	Chr5D	3935676	3936122	-	3935899	1.0	1.0	collinear
gene:TraesCS5D03G0008400	Chr5D	3608804	3611113	-	3609958	Chr5D	3929602	3931911	+	3930756	1.0	1.0	collinear
gene:TraesCS5D03G0008600	Chr5D	3622739	3623188	+	3622963	Chr5D	3917526	3917975	-	3917750	1.0	0.997	collinear
gene:TraesCS5D03G0008900	Chr5D	3646131	3647699	+	3646915	Chr5D	3892458	3894026	-	3893242	1.0	0.997	collinear
gene:TraesCS5D03G0009200	Chr5D	3649092	3650582	+	3649837	Chr5D	3889575	3891065	-	3890320	1.0	1.0	collinear
gene:TraesCS5D03G0009100	Chr5D	3649059	3653270	-	3651164	Chr5D	3886887	3891098	+	3888992	1.0	1.0	collinear
gene:TraesCS5D03G0009400	Chr5D	3672490	3674058	-	3673274	Chr5D	3866098	3867666	+	3866882	1.0	1.0	collinear
gene:TraesCS5D03G0009800	Chr5D	3763968	3767732	-	3765850	Chr5D	3772863	3776627	+	3774745	1.0	1.0	collinear
gene:TraesCS5D03G0009900	Chr5D	3777701	3780330	+	3779015	Chr5D	3760173	3762802	-	3761487	1.0	1.0	collinear
gene:TraesCS5D03G0010200	Chr5D	4128339	4134929	+	4131634	Chr5D	3424479	3431069	-	3427774	1.0	1.0	collinear
gene:TraesCS5D03G0010300	Chr5D	4138928	4139406	+	4139167	Chr5D	3420001	3420479	-	3420240	1.0	1.0	collinear
gene:TraesCS5D03G0010400	Chr5D	4139960	4143802	+	4141881	Chr5D	3415605	3419447	-	3417526	1.0	1.0	collinear
gene:TraesCS5D03G0010500	Chr5D	4143972	4149511	-	4146741	Chr5D	3409896	3415435	+	3412665	1.0	1.0	collinear
gene:TraesCS5D03G0010700	Chr5D	4214914	4215624	+	4215269	Chr5D	3344373	3345083	-	3344728	1.0	1.0	collinear
gene:TraesCS5D03G0010800	Chr5D	4236946	4237494	+	4237220	Chr5D	3323313	3323861	-	3323587	1.0	1.0	collinear
gene:TraesCS5D03G0010900	Chr5D	4321657	4325110	+	4323383	Chr5D	3234792	3238245	-	3236518	1.0	1.0	collinear
gene:TraesCS5D03G0011400	Chr5D	4601728	4604250	+	4602989	Chr5D	2943126	2945648	-	2944387	1.0	1.0	collinear
gene:TraesCS5D03G0011500	Chr5D	4657637	4660576	+	4659106	Chr5D	2886612	2889551	-	2888081	1.0	1.0	collinear
gene:TraesCS5D03G0011600	Chr5D	4661997	4662533	+	4662265	Chr5D	2884655	2885191	-	2884923	1.0	1.0	collinear
gene:TraesCS5D03G0011700	Chr5D	4662688	4663563	+	4663125	Chr5D	2883625	2884500	-	2884062	1.0	0.998	collinear
gene:TraesCS5D03G0011800	Chr5D	4685322	4688315	-	4686818	Chr5D	2858809	2861804	+	2860306	1.0	1.0	collinear
gene:TraesCS5D03G0012000	Chr5D	4692650	4697978	-	4695314	Chr5D	2849141	2854471	+	2851806	1.0	1.0	collinear
gene:TraesCS5D03G0012500	Chr5D	4781972	4785327	+	4783649	Chr5D	2760587	2763942	-	2762264	1.0	1.0	collinear
gene:TraesCS5D03G0012700	Chr5D	4872332	4872634	+	4872483	Chr5D	2673727	2674029	-	2673878	1.0	0.996	collinear
gene:TraesCS5D03G0013000	Chr5D	4874080	4874303	-	4874191	Chr5D	2672058	2672281	+	2672169	1.0	1.0	collinear
gene:TraesCS5D03G0014100	Chr5D	4882647	4883390	+	4883018	Chr5D	2663491	2664234	-	2663862	1.0	0.998	collinear
gene:TraesCS5D03G0014300	Chr5D	4884121	4884294	-	4884207	Chr5D	2662587	2662760	+	2662673	1.0	1.0	collinear
gene:TraesCS5D03G0014400	Chr5D	4884966	4885211	+	4885088	Chr5D	2661668	2661913	-	2661790	1.0	1.0	collinear
gene:TraesCS5D03G0014500	Chr5D	4886766	4887029	+	4886897	Chr5D	2659850	2660113	-	2659981	1.0	1.0	collinear
gene:TraesCS5D03G0014600	Chr5D	4887121	4888287	+	4887704	Chr5D	2658592	2659758	-	2659175	1.0	0.999	collinear
gene:TraesCS5D03G0014800	Chr5D	4891913	4894165	-	4893039	Chr5D	2652714	2654966	+	2653840	1.0	0.999	collinear
gene:TraesCS5D03G0015100	Chr5D	4897812	4898401	-	4898106	Chr5D	2648478	2649067	+	2648772	1.0	1.0	collinear
gene:TraesCS5D03G0015300	Chr5D	4901060	4901539	-	4901299	Chr5D	2644966	2645445	+	2645205	1.0	1.0	collinear
gene:TraesCS5D03G0015400	Chr5D	4901640	4902071	-	4901855	Chr5D	2644434	2644865	+	2644649	1.0	1.0	collinear
gene:TraesCS5D03G0015500	Chr5D	4902366	4902728	-	4902547	Chr5D	2643777	2644139	+	2643958	1.0	1.0	collinear
gene:TraesCS5D03G0015700	Chr5D	4904704	4905117	-	4904910	Chr5D	2641732	2642145	+	2641938	1.0	1.0	collinear
gene:TraesCS5D03G0016000	Chr5D	4919446	4920810	+	4920128	Chr5D	2626040	2627404	-	2626722	1.0	1.0	collinear
gene:TraesCS5D03G0016300	Chr5D	4925161	4925271	-	4925216	Chr5D	2625297	2625407	-	2625352	1.0	1.0	collinear
gene:TraesCS5D03G0016400	Chr5D	4925715	4926272	+	4925993	Chr5D	2624409	2624966	-	2624687	1.0	0.998	collinear
gene:TraesCS5D03G0016800	Chr5D	4929412	4929555	-	4929483	Chr5D	2621126	2621269	+	2621197	1.0	1.0	collinear
gene:TraesCS5D03G0016900	Chr5D	4929660	4929776	-	4929718	Chr5D	2620905	2621021	+	2620963	1.0	1.0	collinear
gene:TraesCS5D03G0017300	Chr5D	4931465	4931578	+	4931521	Chr5D	2619103	2619216	-	2619159	1.0	1.0	collinear
gene:TraesCS5D03G0017400	Chr5D	4932349	4932477	+	4932413	Chr5D	2618204	2618332	-	2618268	1.0	1.0	collinear
gene:TraesCS5D03G0017500	Chr5D	4932918	4933118	+	4933018	Chr5D	2617563	2617763	-	2617663	1.0	1.0	collinear
gene:TraesCS5D03G0018000	Chr5D	4935300	4936013	-	4935656	Chr5D	2614667	2615380	+	2615023	1.0	1.0	collinear
gene:TraesCS5D03G0018400	Chr5D	4938361	4938492	-	4938426	Chr5D	2612188	2612319	+	2612253	1.0	1.0	collinear
gene:TraesCS5D03G0018500	Chr5D	4938596	4938832	+	4938714	Chr5D	2611848	2612084	-	2611966	1.0	1.0	collinear
gene:TraesCS5D03G0018700	Chr5D	4939644	4939925	+	4939784	Chr5D	2610755	2611036	-	2610895	1.0	1.0	collinear
gene:TraesCS5D03G0020800	Chr5D	4955589	4956654	-	4956121	Chr5D	2594469	2595534	+	2595001	1.0	1.0	collinear
gene:TraesCS5D03G0021000	Chr5D	4957788	4957982	+	4957885	Chr5D	2593141	2593335	-	2593238	1.0	1.0	collinear
gene:TraesCS5D03G0021100	Chr5D	4958384	4958494	+	4958439	Chr5D	2592629	2592739	-	2592684	1.0	1.0	collinear
gene:TraesCS5D03G0021400	Chr5D	4960287	4960754	+	4960520	Chr5D	2590369	2590836	-	2590602	1.0	1.0	collinear
