gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS7D03G0001900	Chr7D	706058	709008	-	707533	Chr7D	8074873	8077824	+	8076348	1.0	0.989	collinear
gene:TraesCS7D03G0002100	Chr7D	995282	1001481	-	998381	Chr7D	7782969	7789170	+	7786069	1.0	1.0	collinear
gene:TraesCS7D03G0002300	Chr7D	1028545	1032002	-	1030273	Chr7D	7752405	7755862	+	7754133	1.0	1.0	collinear
gene:TraesCS7D03G0002600	Chr7D	1089491	1090678	-	1090084	Chr7D	7693720	7694907	+	7694313	1.0	1.0	collinear
gene:TraesCS7D03G0002800	Chr7D	1101311	1104311	-	1102811	Chr7D	7680117	7683093	+	7681605	0.992	0.99	collinear
gene:TraesCS7D03G0002900	Chr7D	1138064	1151035	-	1144549	Chr7D	7633392	7646364	+	7639878	1.0	1.0	collinear
gene:TraesCS7D03G0003200	Chr7D	1197663	1199279	-	1198471	Chr7D	7585120	7586736	+	7585928	1.0	1.0	collinear
gene:TraesCS7D03G0003900	Chr7D	1268276	1269780	-	1269028	Chr7D	7514617	7516121	+	7515369	1.0	1.0	collinear
gene:TraesCS7D03G0004000	Chr7D	1270782	1275797	-	1273289	Chr7D	7508594	7513615	+	7511104	1.0	1.0	collinear
gene:TraesCS7D03G0004300	Chr7D	1318295	1332709	+	1325502	Chr7D	7451666	7466098	-	7458882	1.0	1.0	collinear
gene:TraesCS7D03G0004400	Chr7D	1335304	1336512	+	1335908	Chr7D	7447863	7449071	-	7448467	1.0	1.0	collinear
gene:TraesCS7D03G0004500	Chr7D	1367440	1372889	+	1370164	Chr7D	7411483	7416936	-	7414209	1.0	0.999	collinear
gene:TraesCS7D03G0004600	Chr7D	1423297	1428624	-	1425960	Chr7D	7355754	7361081	+	7358417	1.0	1.0	collinear
gene:TraesCS7D03G0004700	Chr7D	1568149	1569787	+	1568968	Chr7D	7214315	7215953	-	7215134	1.0	1.0	collinear
gene:TraesCS7D03G0005200	Chr7D	1622734	1623927	-	1623330	Chr7D	7160132	7161325	+	7160728	1.0	1.0	collinear
gene:TraesCS7D03G0005300	Chr7D	1630150	1631499	-	1630824	Chr7D	7152560	7153909	+	7153234	1.0	1.0	collinear
gene:TraesCS7D03G0005400	Chr7D	1638146	1638877	-	1638511	Chr7D	7145182	7145913	+	7145547	1.0	1.0	collinear
gene:TraesCS7D03G0005500	Chr7D	1648975	1654512	-	1651743	Chr7D	7129551	7135088	+	7132319	1.0	1.0	collinear
gene:TraesCS7D03G0005800	Chr7D	1673923	1675253	+	1674588	Chr7D	7108810	7110140	-	7109475	1.0	1.0	collinear
gene:TraesCS7D03G0005900	Chr7D	1812284	1819521	+	1815902	Chr7D	6966321	6974054	-	6970187	1.0	0.907	collinear
gene:TraesCS7D03G0006000	Chr7D	1859225	1861790	-	1860507	Chr7D	6924447	6927012	+	6925729	1.0	1.0	collinear
gene:TraesCS7D03G0007000	Chr7D	2228806	2234143	+	2231474	Chr7D	6553571	6558908	-	6556239	1.0	1.0	collinear
gene:TraesCS7D03G0007200	Chr7D	2250873	2256744	+	2253808	Chr7D	6531268	6537139	-	6534203	1.0	1.0	collinear
gene:TraesCS7D03G0007300	Chr7D	2256864	2262070	-	2259467	Chr7D	6525942	6531148	+	6528545	1.0	1.0	collinear
gene:TraesCS7D03G0007400	Chr7D	2264975	2273161	+	2269068	Chr7D	6514851	6523037	-	6518944	1.0	0.999	collinear
gene:TraesCS7D03G0007600	Chr7D	2278478	2284668	-	2281573	Chr7D	6503403	6509534	+	6506468	1.0	1.0	collinear
gene:TraesCS7D03G0007800	Chr7D	2290415	2291827	-	2291121	Chr7D	6496437	6497849	+	6497143	1.0	1.0	collinear
gene:TraesCS7D03G0007900	Chr7D	2327893	2330761	-	2329327	Chr7D	6457813	6460713	+	6459263	1.0	0.988	collinear
gene:TraesCS7D03G0008100	Chr7D	2339553	2341226	-	2340389	Chr7D	6447599	6449272	+	6448435	1.0	1.0	collinear
gene:TraesCS7D03G0008300	Chr7D	2344023	2345195	+	2344609	Chr7D	6443630	6444802	-	6444216	1.0	1.0	collinear
gene:TraesCS7D03G0008400	Chr7D	2379429	2390488	-	2384958	Chr7D	6398737	6409568	+	6404152	1.0	0.999	collinear
gene:TraesCS7D03G0008800	Chr7D	2434315	2435737	+	2435026	Chr7D	6354422	6355844	-	6355133	1.0	0.999	collinear
gene:TraesCS7D03G0009200	Chr7D	2527421	2532947	-	2530184	Chr7D	6261090	6266616	+	6263853	1.0	0.999	collinear
gene:TraesCS7D03G0009300	Chr7D	2533886	2537181	-	2535533	Chr7D	6256856	6260151	+	6258503	1.0	1.0	collinear
gene:TraesCS7D03G0009400	Chr7D	2540503	2541469	+	2540986	Chr7D	6252641	6253607	-	6253124	1.0	0.998	collinear
gene:TraesCS7D03G0009500	Chr7D	2542055	2546243	-	2544149	Chr7D	6247867	6252055	+	6249961	1.0	1.0	collinear
gene:TraesCS7D03G0009700	Chr7D	2616995	2622421	+	2619708	Chr7D	6172499	6177925	-	6175212	1.0	1.0	collinear
gene:TraesCS7D03G0010000	Chr7D	2635314	2645413	+	2640363	Chr7D	6149493	6159597	-	6154545	1.0	0.999	collinear
gene:TraesCS7D03G0010100	Chr7D	2645699	2651710	-	2648704	Chr7D	6143195	6149207	+	6146201	0.995	0.971	collinear
gene:TraesCS7D03G0010300	Chr7D	2699940	2703571	+	2701755	Chr7D	6059683	6063313	-	6061498	0.999	0.997	collinear
gene:TraesCS7D03G0011300	Chr7D	2839717	2842723	-	2841220	Chr7D	5951861	5954866	+	5953363	1.0	0.978	collinear
gene:TraesCS7D03G0011700	Chr7D	2886179	2887647	-	2886913	Chr7D	5885051	5886519	+	5885785	1.0	0.998	collinear
gene:TraesCS7D03G0011900	Chr7D	2926331	2932062	-	2929196	Chr7D	5840747	5846479	+	5843613	1.0	0.998	collinear
gene:TraesCS7D03G0012000	Chr7D	2970217	2974321	+	2972269	Chr7D	5798952	5803063	-	5801007	1.0	0.999	collinear
gene:TraesCS7D03G0012800	Chr7D	3066939	3070686	-	3068812	Chr7D	5704652	5708448	+	5706550	1.0	0.997	collinear
gene:TraesCS7D03G0012900	Chr7D	3139649	3146957	+	3143303	Chr7D	5629142	5636477	-	5632809	1.0	1.0	collinear
gene:TraesCS7D03G0013000	Chr7D	3150713	3153119	+	3151916	Chr7D	5623024	5625430	-	5624227	1.0	0.998	collinear
gene:TraesCS7D03G0013200	Chr7D	3185961	3190001	+	3187981	Chr7D	5586316	5590356	-	5588336	1.0	0.999	collinear
gene:TraesCS7D03G0013400	Chr7D	3203082	3205448	-	3204265	Chr7D	5566457	5568182	+	5567319	0.994	0.919	collinear
gene:TraesCS7D03G0015500	Chr7D	3814265	3821334	+	3817799	Chr7D	5437265	5444251	-	5440758	0.999	0.993	collinear
gene:TraesCS7D03G0015700	Chr7D	3924287	3927124	-	3925705	Chr7D	5307854	5310690	+	5309272	1.0	0.998	collinear
gene:TraesCS7D03G0018000	Chr7D	4152973	4155247	+	4154110	Chr7D	5001311	5003552	-	5002431	1.0	0.989	collinear
gene:TraesCS7D03G0018100	Chr7D	4155984	4167183	-	4161583	Chr7D	4989348	5000577	+	4994962	0.996	0.938	collinear
gene:TraesCS7D03G0018600	Chr7D	4227872	4231741	-	4229806	Chr7D	4855756	4859604	+	4857680	0.994	0.981	collinear
gene:TraesCS7D03G0019200	Chr7D	4324503	4325491	+	4324997	Chr7D	4747699	4748687	-	4748193	1.0	1.0	collinear
gene:TraesCS7D03G0019300	Chr7D	4373494	4379132	-	4376313	Chr7D	4693996	4699729	+	4696862	0.999	0.994	collinear
gene:TraesCS7D03G0019500	Chr7D	4380371	4385812	-	4383091	Chr7D	4687361	4692802	+	4690081	1.0	1.0	collinear
gene:TraesCS7D03G0019600	Chr7D	4385864	4387865	+	4386864	Chr7D	4685312	4687309	-	4686310	0.996	0.996	collinear
gene:TraesCS7D03G0019800	Chr7D	4393431	4397150	-	4395290	Chr7D	4676017	4679736	+	4677876	1.0	1.0	collinear
gene:TraesCS7D03G0020000	Chr7D	4439657	4444783	-	4442220	Chr7D	4629187	4634313	+	4631750	1.0	1.0	collinear
gene:TraesCS7D03G0020100	Chr7D	4565258	4568974	-	4567116	Chr7D	4504860	4508576	+	4506718	1.0	1.0	collinear
gene:TraesCS7D03G0020400	Chr7D	4634138	4637358	-	4635748	Chr7D	4437068	4440288	+	4438678	1.0	1.0	collinear
gene:TraesCS7D03G0020600	Chr7D	4654978	4659334	-	4657156	Chr7D	4415080	4419436	+	4417258	1.0	1.0	collinear
gene:TraesCS7D03G0020900	Chr7D	4730087	4731728	+	4730907	Chr7D	4342610	4344251	-	4343430	1.0	1.0	collinear
gene:TraesCS7D03G0021000	Chr7D	4776548	4779729	-	4778138	Chr7D	4294592	4297773	+	4296182	1.0	1.0	collinear
gene:TraesCS7D03G0021200	Chr7D	4787934	4791139	-	4789536	Chr7D	4283179	4286384	+	4284781	1.0	1.0	collinear
gene:TraesCS7D03G0021400	Chr7D	4865746	4867669	-	4866707	Chr7D	4206645	4208568	+	4207606	1.0	0.999	collinear
gene:TraesCS7D03G0021600	Chr7D	4879511	4883149	-	4881330	Chr7D	4191165	4194803	+	4192984	1.0	0.999	collinear
gene:TraesCS7D03G0021700	Chr7D	4993157	4993798	+	4993477	Chr7D	4081475	4082116	-	4081795	1.0	1.0	collinear
gene:TraesCS7D03G0021800	Chr7D	4995759	5006435	-	5001097	Chr7D	4068838	4079514	+	4074176	1.0	1.0	collinear
gene:TraesCS7D03G0021900	Chr7D	5011736	5019018	-	5015377	Chr7D	4056347	4063629	+	4059988	1.0	0.999	collinear
gene:TraesCS7D03G0022200	Chr7D	5069037	5070965	-	5070001	Chr7D	4004381	4006309	+	4005345	1.0	1.0	collinear
gene:TraesCS7D03G0022300	Chr7D	5080642	5082005	-	5081323	Chr7D	3993339	3994702	+	3994020	1.0	1.0	collinear
gene:TraesCS7D03G0022500	Chr7D	5156361	5160719	+	5158540	Chr7D	3914640	3918997	-	3916818	1.0	1.0	collinear
gene:TraesCS7D03G0023000	Chr7D	5173670	5184406	-	5179038	Chr7D	3890952	3901688	+	3896320	1.0	1.0	collinear
gene:TraesCS7D03G0023900	Chr7D	5240086	5241924	+	5241005	Chr7D	3833571	3835409	-	3834490	1.0	1.0	collinear
gene:TraesCS7D03G0024000	Chr7D	5257696	5260720	-	5259208	Chr7D	3815086	3817799	+	3816442	0.912	0.912	collinear
gene:TraesCS7D03G0024200	Chr7D	5347426	5350073	+	5348749	Chr7D	3726793	3729440	-	3728116	1.0	1.0	collinear
gene:TraesCS7D03G0024300	Chr7D	5350832	5357886	+	5354359	Chr7D	3718980	3726034	-	3722507	1.0	1.0	collinear
gene:TraesCS7D03G0024500	Chr7D	5358011	5359163	-	5358587	Chr7D	3717981	3718855	+	3718418	1.0	0.998	collinear
gene:TraesCS7D03G0024600	Chr7D	5370394	5375528	+	5372961	Chr7D	3701616	3706750	-	3704183	1.0	1.0	collinear
gene:TraesCS7D03G0024700	Chr7D	5379726	5380734	+	5380230	Chr7D	3696411	3697419	-	3696915	1.0	1.0	collinear
gene:TraesCS7D03G0024800	Chr7D	5386839	5388290	+	5387564	Chr7D	3688866	3690317	-	3689591	1.0	0.999	collinear
gene:TraesCS7D03G0025000	Chr7D	5397924	5398721	-	5398322	Chr7D	3678433	3679230	+	3678831	1.0	1.0	collinear
gene:TraesCS7D03G0025200	Chr7D	5441521	5445663	-	5443592	Chr7D	3631486	3635628	+	3633557	1.0	0.999	collinear
gene:TraesCS7D03G0025300	Chr7D	5447418	5450587	+	5449002	Chr7D	3626562	3629731	-	3628146	1.0	1.0	collinear
gene:TraesCS7D03G0025400	Chr7D	5453391	5454989	-	5454190	Chr7D	3622160	3623758	+	3622959	1.0	1.0	collinear
gene:TraesCS7D03G0025800	Chr7D	5525637	5531073	-	5528355	Chr7D	3546081	3551517	+	3548799	1.0	1.0	collinear
gene:TraesCS7D03G0025900	Chr7D	5533462	5539159	+	5536310	Chr7D	3537352	3543688	-	3540520	1.0	1.0	collinear
gene:TraesCS7D03G0026100	Chr7D	5539351	5546645	-	5542998	Chr7D	3529866	3537160	+	3533513	1.0	1.0	collinear
gene:TraesCS7D03G0026200	Chr7D	5548227	5549057	+	5548642	Chr7D	3527453	3528283	-	3527868	1.0	1.0	collinear
gene:TraesCS7D03G0026500	Chr7D	5558765	5567731	-	5563248	Chr7D	3508779	3517745	+	3513262	1.0	0.999	collinear
gene:TraesCS7D03G0045300	Chr7D	9368185	9368706	-	9368445	Chr7D	8709372	8709893	-	8709632	1.0	0.994	collinear
gene:TraesCS7D03G0047000	Chr7D	9636820	9641884	-	9639352	Chr7D	8785806	8790873	-	8788339	1.0	0.994	collinear
gene:TraesCS7D03G0047100	Chr7D	9642348	9647312	+	9644830	Chr7D	8791339	8796302	+	8793820	0.999	0.995	collinear
gene:TraesCS7D03G0047400	Chr7D	9709899	9711626	+	9710762	Chr7D	8858800	8860525	+	8859662	0.998	0.988	collinear
gene:TraesCS7D03G0047800	Chr7D	9730707	9731413	+	9731060	Chr7D	8897089	8897798	+	8897443	1.0	0.991	collinear
gene:TraesCS7D03G0049400	Chr7D	10356124	10358772	+	10357448	Chr7D	9174305	9176943	+	9175624	1.0	0.995	collinear
gene:TraesCS7D03G0050200	Chr7D	10377049	10378124	+	10377586	Chr7D	9182732	9183807	+	9183269	1.0	0.995	collinear
gene:TraesCS7D03G0050400	Chr7D	10405468	10406646	-	10406057	Chr7D	9237738	9238916	-	9238327	1.0	0.995	collinear
gene:TraesCS7D03G0052000	Chr7D	10866500	10871299	-	10868899	Chr7D	9263406	9268861	-	9266133	0.998	0.966	collinear
gene:TraesCS7D03G0052300	Chr7D	10902680	10904162	-	10903421	Chr7D	9297712	9299197	-	9298454	0.995	0.983	collinear
gene:TraesCS7D03G0052500	Chr7D	11019985	11021994	+	11020989	Chr7D	9348907	9350911	+	9349909	0.989	0.975	collinear
gene:TraesCS7D03G0052600	Chr7D	11022566	11024797	+	11023681	Chr7D	9351483	9353719	+	9352601	1.0	0.99	collinear
gene:TraesCS7D03G0052700	Chr7D	11024983	11025588	+	11025285	Chr7D	9353905	9354510	+	9354207	1.0	0.996	collinear
gene:TraesCS7D03G0052800	Chr7D	11111603	11112606	+	11112104	Chr7D	9426734	9427695	+	9427214	0.954	0.9	collinear
gene:TraesCS7D03G0052900	Chr7D	11117544	11119073	+	11118308	Chr7D	9438675	9440216	+	9439445	1.0	0.981	collinear
gene:TraesCS7D03G0053900	Chr7D	11323512	11328407	+	11325959	Chr7D	9666467	9671362	+	9668914	1.0	0.999	collinear
gene:TraesCS7D03G0054000	Chr7D	11376382	11377575	+	11376978	Chr7D	9709731	9710924	+	9710327	1.0	0.998	collinear
gene:TraesCS7D03G0054100	Chr7D	11379695	11382219	-	11380957	Chr7D	9713045	9715569	-	9714307	1.0	1.0	collinear
gene:TraesCS7D03G0054200	Chr7D	11435436	11436531	-	11435983	Chr7D	9769008	9770115	-	9769561	1.0	0.996	collinear
gene:TraesCS7D03G0054500	Chr7D	11569127	11570200	+	11569663	Chr7D	9902651	9903724	+	9903187	1.0	0.998	collinear
gene:TraesCS7D03G0055000	Chr7D	11627497	11634848	-	11631172	Chr7D	9959669	9967024	-	9963346	1.0	0.999	collinear
gene:TraesCS7D03G0055600	Chr7D	11725501	11727900	-	11726700	Chr7D	10037540	10039987	-	10038763	1.0	0.997	collinear
gene:TraesCS7D03G0055700	Chr7D	11728834	11730683	-	11729758	Chr7D	10040938	10042787	-	10041862	1.0	0.991	collinear
gene:TraesCS7D03G0055800	Chr7D	11731280	11736454	-	11733867	Chr7D	10043384	10048558	-	10045971	1.0	1.0	collinear
gene:TraesCS7D03G0055900	Chr7D	11787653	11788291	-	11787972	Chr7D	10099749	10100387	-	10100068	1.0	1.0	collinear
gene:TraesCS7D03G0056600	Chr7D	11905937	11909595	-	11907766	Chr7D	10217585	10221243	-	10219414	1.0	1.0	collinear
gene:TraesCS7D03G0056700	Chr7D	11934965	11938985	+	11936975	Chr7D	10246613	10250633	+	10248623	1.0	1.0	collinear
gene:TraesCS7D03G0056800	Chr7D	11942273	11943273	+	11942773	Chr7D	10253921	10254921	+	10254421	1.0	1.0	collinear
gene:TraesCS7D03G0057000	Chr7D	11963187	11972341	+	11967764	Chr7D	10274835	10283989	+	10279412	1.0	1.0	collinear
gene:TraesCS7D03G0057100	Chr7D	11973144	11977583	-	11975363	Chr7D	10284792	10289225	-	10287008	1.0	1.0	collinear
gene:TraesCS7D03G0057300	Chr7D	12005583	12006702	-	12006142	Chr7D	10317235	10318354	-	10317794	1.0	1.0	collinear
