gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS3D03G0028000	Chr3D	5150285	5152919	-	5151602	Chr3D	13712206	13714819	+	13713512	0.982	0.924	collinear
gene:TraesCS3D03G0095400	Chr3D	21213997	21214317	-	21214157	Chr3D	29987308	29987628	-	29987468	1.0	1.0	collinear
gene:TraesCS3D03G0095800	Chr3D	21260500	21261032	-	21260766	Chr3D	30033876	30034408	-	30034142	1.0	1.0	collinear
gene:TraesCS3D03G0096000	Chr3D	21336911	21337662	-	21337286	Chr3D	30109796	30110543	-	30110169	1.0	1.0	collinear
gene:TraesCS3D03G0096300	Chr3D	21772332	21773589	-	21772960	Chr3D	31062430	31063688	-	31063059	1.0	1.0	collinear
gene:TraesCS3D03G0096400	Chr3D	21796592	21798779	+	21797685	Chr3D	31086689	31088876	+	31087782	1.0	1.0	collinear
gene:TraesCS3D03G0096600	Chr3D	21891750	21892811	+	21892280	Chr3D	31180283	31181344	+	31180813	1.0	1.0	collinear
gene:TraesCS3D03G0096900	Chr3D	21897618	21898567	+	21898092	Chr3D	31186152	31186853	+	31186502	1.0	0.998	collinear
gene:TraesCS3D03G0097100	Chr3D	21899382	21899525	-	21899453	Chr3D	31187668	31187811	-	31187739	1.0	1.0	collinear
gene:TraesCS3D03G0097200	Chr3D	21899630	21899746	-	21899688	Chr3D	31187916	31188032	-	31187974	1.0	1.0	collinear
gene:TraesCS3D03G0097400	Chr3D	21899899	21900150	-	21900024	Chr3D	31188185	31188436	-	31188310	1.0	1.0	collinear
gene:TraesCS3D03G0097600	Chr3D	21901302	21901397	+	21901349	Chr3D	31189588	31189683	+	31189635	1.0	1.0	collinear
gene:TraesCS3D03G0097900	Chr3D	21903008	21903208	+	21903108	Chr3D	31191294	31191494	+	31191394	1.0	1.0	collinear
gene:TraesCS3D03G0098000	Chr3D	21903478	21903990	+	21903734	Chr3D	31191764	31192276	+	31192020	1.0	1.0	collinear
gene:TraesCS3D03G0098100	Chr3D	21904153	21904512	-	21904332	Chr3D	31192439	31192798	-	31192618	1.0	1.0	collinear
gene:TraesCS3D03G0098300	Chr3D	21905997	21906647	-	21906322	Chr3D	31193746	31194396	-	31194071	1.0	1.0	collinear
gene:TraesCS3D03G0098400	Chr3D	21907250	21908670	+	21907960	Chr3D	31194999	31196419	+	31195709	1.0	1.0	collinear
gene:TraesCS3D03G0098500	Chr3D	21908834	21908950	+	21908892	Chr3D	31196583	31196699	+	31196641	1.0	1.0	collinear
gene:TraesCS3D03G0098700	Chr3D	22049282	22054560	-	22051921	Chr3D	31337080	31342358	-	31339719	1.0	1.0	collinear
gene:TraesCS3D03G0098900	Chr3D	22086168	22094049	+	22090108	Chr3D	31373970	31381857	+	31377913	1.0	1.0	collinear
gene:TraesCS3D03G0099000	Chr3D	22130478	22130898	-	22130688	Chr3D	31418272	31418692	-	31418482	1.0	1.0	collinear
gene:TraesCS3D03G0099800	Chr3D	22223292	22224989	+	22224140	Chr3D	31511098	31512795	+	31511946	1.0	0.988	collinear
gene:TraesCS3D03G0100100	Chr3D	22271797	22273444	+	22272620	Chr3D	31559684	31561331	+	31560507	1.0	1.0	collinear
gene:TraesCS3D03G0100200	Chr3D	22275335	22279685	+	22277510	Chr3D	31563232	31567582	+	31565407	1.0	1.0	collinear
gene:TraesCS3D03G0100300	Chr3D	22279964	22284122	-	22282043	Chr3D	31567861	31572019	-	31569940	1.0	1.0	collinear
gene:TraesCS3D03G0100700	Chr3D	22326877	22330418	-	22328647	Chr3D	31614797	31618338	-	31616567	1.0	1.0	collinear
gene:TraesCS3D03G0100800	Chr3D	22362429	22367701	+	22365065	Chr3D	31650339	31655611	+	31652975	1.0	1.0	collinear
gene:TraesCS3D03G0100900	Chr3D	22365767	22366717	-	22366242	Chr3D	31653677	31654627	-	31654152	1.0	1.0	collinear
gene:TraesCS3D03G0101000	Chr3D	22367619	22372527	-	22370073	Chr3D	31655529	31660437	-	31657983	1.0	1.0	collinear
gene:TraesCS3D03G0101200	Chr3D	22373968	22376581	+	22375274	Chr3D	31661878	31664491	+	31663184	1.0	1.0	collinear
gene:TraesCS3D03G0101300	Chr3D	22381332	22385165	+	22383248	Chr3D	31669239	31673075	+	31671157	1.0	0.999	collinear
gene:TraesCS3D03G0101600	Chr3D	22674791	22677510	+	22676150	Chr3D	31962745	31965464	+	31964104	1.0	1.0	collinear
gene:TraesCS3D03G0101900	Chr3D	22723383	22724441	-	22723912	Chr3D	32011370	32012433	-	32011901	1.0	0.996	collinear
gene:TraesCS3D03G0102200	Chr3D	22924555	22925568	+	22925061	Chr3D	32212703	32213631	+	32213167	1.0	1.0	collinear
gene:TraesCS3D03G0102700	Chr3D	23049628	23052085	+	23050856	Chr3D	32335131	32337588	+	32336359	1.0	1.0	collinear
gene:TraesCS3D03G0102800	Chr3D	23053202	23056905	+	23055053	Chr3D	32338705	32342408	+	32340556	1.0	1.0	collinear
gene:TraesCS3D03G0102900	Chr3D	23057202	23060599	-	23058900	Chr3D	32342705	32346102	-	32344403	1.0	1.0	collinear
gene:TraesCS3D03G0103200	Chr3D	23071603	23072961	-	23072282	Chr3D	32356732	32358090	-	32357411	1.0	1.0	collinear
gene:TraesCS3D03G0103300	Chr3D	23077192	23081106	-	23079149	Chr3D	32362321	32366238	-	32364279	1.0	1.0	collinear
gene:TraesCS3D03G0103600	Chr3D	23087305	23088112	+	23087708	Chr3D	32372437	32373244	+	32372840	1.0	1.0	collinear
gene:TraesCS3D03G0103700	Chr3D	23138631	23139184	-	23138907	Chr3D	32423920	32424473	-	32424196	1.0	1.0	collinear
gene:TraesCS3D03G0103800	Chr3D	23141784	23154001	-	23147892	Chr3D	32427073	32439290	-	32433181	1.0	1.0	collinear
gene:TraesCS3D03G0104000	Chr3D	23167198	23169723	-	23168460	Chr3D	32452489	32455014	-	32453751	1.0	1.0	collinear
gene:TraesCS3D03G0104100	Chr3D	23188947	23191263	-	23190105	Chr3D	32474145	32476459	-	32475302	0.998	0.998	collinear
gene:TraesCS3D03G0104200	Chr3D	23222124	23223980	-	23223052	Chr3D	32506494	32508350	-	32507422	1.0	1.0	collinear
gene:TraesCS3D03G0105400	Chr3D	23604959	23609745	+	23607352	Chr3D	32889019	32893805	+	32891412	1.0	1.0	collinear
gene:TraesCS3D03G0105500	Chr3D	23658232	23661925	+	23660078	Chr3D	32942302	32945995	+	32944148	1.0	1.0	collinear
gene:TraesCS3D03G0105600	Chr3D	23665414	23669374	+	23667394	Chr3D	32949484	32953444	+	32951464	1.0	1.0	collinear
gene:TraesCS3D03G0105700	Chr3D	23721063	23723372	-	23722217	Chr3D	33005110	33007419	-	33006264	1.0	1.0	collinear
gene:TraesCS3D03G0105900	Chr3D	23735355	23736956	+	23736155	Chr3D	33019400	33021001	+	33020200	1.0	1.0	collinear
gene:TraesCS3D03G0106000	Chr3D	23737766	23738474	+	23738120	Chr3D	33021811	33022519	+	33022165	1.0	1.0	collinear
gene:TraesCS3D03G0106500	Chr3D	23847218	23849095	+	23848156	Chr3D	33131266	33133143	+	33132204	1.0	1.0	collinear
gene:TraesCS3D03G0106600	Chr3D	23877008	23879317	-	23878162	Chr3D	33160966	33163275	-	33162120	1.0	1.0	collinear
gene:TraesCS3D03G0107100	Chr3D	23940185	23943004	+	23941594	Chr3D	33224132	33226951	+	33225541	1.0	1.0	collinear
gene:TraesCS3D03G0107400	Chr3D	24043195	24047256	+	24045225	Chr3D	33327129	33331190	+	33329159	1.0	1.0	collinear
gene:TraesCS3D03G0107500	Chr3D	24078496	24082800	-	24080648	Chr3D	33362437	33366741	-	33364589	1.0	1.0	collinear
gene:TraesCS3D03G0107700	Chr3D	24086931	24091430	-	24089180	Chr3D	33370872	33375371	-	33373121	1.0	1.0	collinear
gene:TraesCS3D03G0108400	Chr3D	24166805	24167410	-	24167107	Chr3D	33461596	33462201	-	33461898	1.0	1.0	collinear
gene:TraesCS3D03G0109100	Chr3D	24173147	24173518	-	24173332	Chr3D	33465767	33466138	-	33465952	1.0	1.0	collinear
gene:TraesCS3D03G0109200	Chr3D	24173648	24174091	-	24173869	Chr3D	33466268	33466711	-	33466489	1.0	1.0	collinear
gene:TraesCS3D03G0109400	Chr3D	24176772	24177467	-	24177119	Chr3D	33467851	33468546	-	33468198	1.0	1.0	collinear
gene:TraesCS3D03G0110200	Chr3D	24504252	24505683	-	24504967	Chr3D	33792722	33794153	-	33793437	1.0	1.0	collinear
gene:TraesCS3D03G0110400	Chr3D	24873381	24875849	-	24874615	Chr3D	34160942	34163410	-	34162176	1.0	1.0	collinear
gene:TraesCS3D03G0111000	Chr3D	25121620	25126666	+	25124143	Chr3D	34408986	34414032	+	34411509	1.0	0.999	collinear
gene:TraesCS3D03G0111200	Chr3D	25131285	25134389	-	25132837	Chr3D	34418651	34421755	-	34420203	1.0	1.0	collinear
gene:TraesCS3D03G0111600	Chr3D	25159503	25159643	-	25159573	Chr3D	34446870	34447010	-	34446940	1.0	1.0	collinear
gene:TraesCS3D03G0111700	Chr3D	25188945	25189082	-	25189013	Chr3D	34476312	34476449	-	34476380	1.0	1.0	collinear
gene:TraesCS3D03G0112300	Chr3D	25513948	25517242	+	25515595	Chr3D	34800738	34804032	+	34802385	1.0	1.0	collinear
gene:TraesCS3D03G0112500	Chr3D	25519910	25524444	-	25522177	Chr3D	34806700	34811407	-	34809053	1.0	1.0	collinear
gene:TraesCS3D03G0112900	Chr3D	25776651	25778159	-	25777405	Chr3D	35063665	35065173	-	35064419	1.0	1.0	collinear
gene:TraesCS3D03G0113200	Chr3D	25957355	25963731	-	25960543	Chr3D	35241015	35247157	-	35244086	1.0	1.0	collinear
gene:TraesCS3D03G0113400	Chr3D	25976352	25979778	-	25978065	Chr3D	35259215	35262641	-	35260928	1.0	1.0	collinear
gene:TraesCS3D03G0113500	Chr3D	26009959	26011584	-	26010771	Chr3D	35291314	35292939	-	35292126	1.0	1.0	collinear
gene:TraesCS3D03G0114000	Chr3D	26064783	26067113	+	26065948	Chr3D	35341050	35343380	+	35342215	1.0	1.0	collinear
gene:TraesCS3D03G0114300	Chr3D	26109418	26110785	-	26110101	Chr3D	35384874	35386241	-	35385557	1.0	1.0	collinear
gene:TraesCS3D03G0114400	Chr3D	26117909	26119306	-	26118607	Chr3D	35393365	35394762	-	35394063	1.0	1.0	collinear
gene:TraesCS3D03G0114500	Chr3D	26153435	26155047	-	26154241	Chr3D	35428587	35430199	-	35429393	1.0	1.0	collinear
gene:TraesCS3D03G0114600	Chr3D	26156396	26159954	-	26158175	Chr3D	35431548	35435106	-	35433327	1.0	1.0	collinear
gene:TraesCS3D03G0114800	Chr3D	26166491	26168897	-	26167694	Chr3D	35441302	35443708	-	35442505	1.0	1.0	collinear
gene:TraesCS3D03G0115000	Chr3D	26207230	26208013	-	26207621	Chr3D	35481614	35482397	-	35482005	1.0	1.0	collinear
gene:TraesCS3D03G0115700	Chr3D	26249050	26253484	+	26251267	Chr3D	35523422	35527856	+	35525639	1.0	1.0	collinear
gene:TraesCS3D03G0115800	Chr3D	26254069	26254287	+	26254178	Chr3D	35528441	35528659	+	35528550	1.0	1.0	collinear
gene:TraesCS3D03G0115900	Chr3D	26262218	26266322	+	26264270	Chr3D	35536590	35540694	+	35538642	1.0	1.0	collinear
gene:TraesCS3D03G0116200	Chr3D	26282156	26286063	+	26284109	Chr3D	35556059	35559969	+	35558014	1.0	0.999	collinear
gene:TraesCS3D03G0116300	Chr3D	26292409	26296416	+	26294412	Chr3D	35566316	35570323	+	35568319	1.0	1.0	collinear
gene:TraesCS3D03G0116400	Chr3D	26295971	26298207	-	26297089	Chr3D	35569878	35572114	-	35570996	1.0	1.0	collinear
gene:TraesCS3D03G0116500	Chr3D	26305528	26316697	-	26311112	Chr3D	35579043	35590308	-	35584675	1.0	1.0	collinear
gene:TraesCS3D03G0116600	Chr3D	26435432	26438455	+	26436943	Chr3D	35706761	35709784	+	35708272	1.0	1.0	collinear
gene:TraesCS3D03G0116700	Chr3D	26441164	26445900	+	26443532	Chr3D	35712493	35717229	+	35714861	1.0	1.0	collinear
gene:TraesCS3D03G0116800	Chr3D	26446074	26448043	-	26447058	Chr3D	35717403	35719372	-	35718387	1.0	1.0	collinear
gene:TraesCS3D03G0117000	Chr3D	26569668	26570981	+	26570324	Chr3D	35841230	35842543	+	35841886	1.0	1.0	collinear
gene:TraesCS3D03G0117300	Chr3D	26575188	26578623	-	26576905	Chr3D	35846750	35850185	-	35848467	1.0	0.999	collinear
gene:TraesCS3D03G0117700	Chr3D	26633306	26634114	-	26633710	Chr3D	35904878	35905686	-	35905282	1.0	1.0	collinear
gene:TraesCS3D03G0117800	Chr3D	26639877	26640594	-	26640235	Chr3D	35911449	35912166	-	35911807	1.0	1.0	collinear
gene:TraesCS3D03G0118000	Chr3D	26671886	26674171	+	26673028	Chr3D	35943296	35945581	+	35944438	1.0	1.0	collinear
gene:TraesCS3D03G0118100	Chr3D	26676992	26677488	-	26677240	Chr3D	35948402	35948898	-	35948650	1.0	1.0	collinear
gene:TraesCS3D03G0118500	Chr3D	26805039	26807080	-	26806059	Chr3D	36076470	36078511	-	36077490	1.0	1.0	collinear
gene:TraesCS3D03G0118600	Chr3D	27044118	27044715	+	27044416	Chr3D	36314639	36315236	+	36314937	1.0	1.0	collinear
gene:TraesCS3D03G0119000	Chr3D	27161273	27161746	-	27161509	Chr3D	36432934	36433407	-	36433170	1.0	1.0	collinear
gene:TraesCS3D03G0119100	Chr3D	27234561	27239480	+	27237020	Chr3D	36506257	36511176	+	36508716	1.0	1.0	collinear
gene:TraesCS3D03G0119500	Chr3D	27536716	27537384	-	27537050	Chr3D	36808481	36809149	-	36808815	1.0	1.0	collinear
gene:TraesCS3D03G0119600	Chr3D	27545507	27550373	+	27547940	Chr3D	36817274	36822140	+	36819707	1.0	1.0	collinear
gene:TraesCS3D03G0119800	Chr3D	27637595	27639736	+	27638665	Chr3D	36909372	36911513	+	36910442	1.0	1.0	collinear
gene:TraesCS3D03G0119900	Chr3D	27641931	27643871	+	27642901	Chr3D	36913708	36915648	+	36914678	1.0	0.999	collinear
gene:TraesCS3D03G0120100	Chr3D	27649359	27652276	+	27650817	Chr3D	36920893	36923810	+	36922351	1.0	1.0	collinear
