gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS6B03G0000100	Chr6B	4638	5609	+	5123	Chr6B	10265	11236	+	10750	1.0	1.0	collinear
gene:TraesCS6B03G0000500	Chr6B	137372	140150	-	138761	Chr6B	141759	144537	-	143148	1.0	0.999	collinear
gene:TraesCS6B03G0000700	Chr6B	140235	142046	-	141140	Chr6B	144622	146433	-	145527	1.0	1.0	collinear
gene:TraesCS6B03G0001400	Chr6B	303846	304801	+	304323	Chr6B	297498	298453	+	297975	1.0	1.0	collinear
gene:TraesCS6B03G0001700	Chr6B	350488	351809	+	351148	Chr6B	344149	345470	+	344809	1.0	1.0	collinear
gene:TraesCS6B03G0001900	Chr6B	394769	400060	+	397414	Chr6B	388034	393325	+	390679	1.0	1.0	collinear
gene:TraesCS6B03G0002500	Chr6B	746313	747823	-	747068	Chr6B	738884	740394	-	739639	1.0	1.0	collinear
gene:TraesCS6B03G0002600	Chr6B	800270	802828	-	801549	Chr6B	792868	795426	-	794147	1.0	0.997	collinear
gene:TraesCS6B03G0002700	Chr6B	858141	859548	+	858844	Chr6B	850729	852136	+	851432	1.0	1.0	collinear
gene:TraesCS6B03G0002900	Chr6B	880222	882564	-	881393	Chr6B	872807	875149	-	873978	1.0	1.0	collinear
gene:TraesCS6B03G0003000	Chr6B	919543	920926	-	920234	Chr6B	910837	912220	-	911528	1.0	0.998	collinear
gene:TraesCS6B03G0003100	Chr6B	921163	922065	+	921614	Chr6B	912457	913359	+	912908	1.0	1.0	collinear
gene:TraesCS6B03G0003300	Chr6B	1061255	1064455	+	1062855	Chr6B	1041055	1044255	+	1042655	1.0	0.999	collinear
gene:TraesCS6B03G0003400	Chr6B	1077423	1085953	-	1081688	Chr6B	1057223	1065759	-	1061491	1.0	1.0	collinear
gene:TraesCS6B03G0003800	Chr6B	1126724	1127689	-	1127206	Chr6B	1106529	1107494	-	1107011	1.0	1.0	collinear
gene:TraesCS6B03G0003900	Chr6B	1217867	1224899	+	1221383	Chr6B	1197821	1204854	+	1201337	1.0	0.999	collinear
gene:TraesCS6B03G0004100	Chr6B	1270563	1271358	-	1270960	Chr6B	1250482	1251277	-	1250879	1.0	1.0	collinear
gene:TraesCS6B03G0004500	Chr6B	1356705	1358539	+	1357622	Chr6B	1336584	1338418	+	1337501	1.0	1.0	collinear
gene:TraesCS6B03G0004800	Chr6B	1449770	1452891	-	1451330	Chr6B	1429011	1432132	-	1430571	1.0	1.0	collinear
gene:TraesCS6B03G0004900	Chr6B	1463243	1464019	+	1463631	Chr6B	1442491	1443267	+	1442879	1.0	1.0	collinear
gene:TraesCS6B03G0005700	Chr6B	1553584	1555369	-	1554476	Chr6B	1527149	1528934	-	1528041	1.0	1.0	collinear
gene:TraesCS6B03G0006000	Chr6B	1585204	1589474	-	1587339	Chr6B	1558751	1563021	-	1560886	1.0	1.0	collinear
gene:TraesCS6B03G0006600	Chr6B	1918826	1930684	+	1924755	Chr6B	1896104	1907946	+	1902025	1.0	1.0	collinear
gene:TraesCS6B03G0006900	Chr6B	1960140	1964803	+	1962471	Chr6B	1937404	1942067	+	1939735	1.0	0.999	collinear
gene:TraesCS6B03G0007000	Chr6B	2097695	2158332	-	2128013	Chr6B	2074859	2135497	-	2105178	1.0	1.0	collinear
gene:TraesCS6B03G0007100	Chr6B	2163047	2165544	-	2164295	Chr6B	2140219	2142716	-	2141467	1.0	1.0	collinear
gene:TraesCS6B03G0007200	Chr6B	2258074	2311692	-	2284883	Chr6B	2235253	2288872	-	2262062	1.0	1.0	collinear
gene:TraesCS6B03G0007300	Chr6B	2347220	2347510	-	2347365	Chr6B	2324403	2324693	-	2324548	1.0	1.0	collinear
gene:TraesCS6B03G0007500	Chr6B	2396042	2397882	+	2396962	Chr6B	2373218	2375058	+	2374138	1.0	1.0	collinear
gene:TraesCS6B03G0007700	Chr6B	2507209	2508578	-	2507893	Chr6B	2818054	2819423	-	2818738	1.0	1.0	collinear
gene:TraesCS6B03G0007800	Chr6B	2515997	2524753	-	2520375	Chr6B	2826842	2835598	-	2831220	1.0	1.0	collinear
gene:TraesCS6B03G0008100	Chr6B	2581651	2582883	-	2582267	Chr6B	2892499	2893731	-	2893115	1.0	1.0	collinear
gene:TraesCS6B03G0008800	Chr6B	2813922	2817170	-	2815546	Chr6B	3078627	3081875	-	3080251	1.0	1.0	collinear
gene:TraesCS6B03G0008900	Chr6B	2844462	2845888	-	2845175	Chr6B	3109164	3110590	-	3109877	1.0	1.0	collinear
gene:TraesCS6B03G0009000	Chr6B	2856556	2859543	-	2858049	Chr6B	3121257	3124244	-	3122750	1.0	1.0	collinear
gene:TraesCS6B03G0009100	Chr6B	2860011	2862961	-	2861486	Chr6B	3124712	3127662	-	3126187	1.0	1.0	collinear
gene:TraesCS6B03G0009200	Chr6B	2883247	2888162	-	2885704	Chr6B	3147565	3152480	-	3150022	1.0	1.0	collinear
gene:TraesCS6B03G0009400	Chr6B	2919691	2921230	-	2920460	Chr6B	3182107	3183646	-	3182876	1.0	1.0	collinear
gene:TraesCS6B03G0009600	Chr6B	2938021	2939165	+	2938593	Chr6B	3200118	3201262	+	3200690	1.0	1.0	collinear
gene:TraesCS6B03G0009700	Chr6B	3189981	3196826	-	3193403	Chr6B	3387717	3394476	-	3391096	1.0	1.0	collinear
gene:TraesCS6B03G0010200	Chr6B	3324499	3325296	+	3324897	Chr6B	3518760	3519557	+	3519158	1.0	1.0	collinear
gene:TraesCS6B03G0010300	Chr6B	3344064	3356232	-	3350148	Chr6B	3539132	3551396	-	3545264	1.0	1.0	collinear
gene:TraesCS6B03G0010400	Chr6B	3511477	3514314	+	3512895	Chr6B	3702490	3705327	+	3703908	1.0	1.0	collinear
gene:TraesCS6B03G0010600	Chr6B	3668366	3668803	-	3668584	Chr6B	3922934	3923371	-	3923152	1.0	1.0	collinear
gene:TraesCS6B03G0011000	Chr6B	3849139	3850517	-	3849828	Chr6B	4095475	4096853	-	4096164	1.0	1.0	collinear
gene:TraesCS6B03G0011100	Chr6B	3878854	3880441	+	3879647	Chr6B	4124963	4126550	+	4125756	1.0	0.992	collinear
gene:TraesCS6B03G0011200	Chr6B	3920814	3922484	+	3921649	Chr6B	4165909	4167579	+	4166744	1.0	0.999	collinear
gene:TraesCS6B03G0011300	Chr6B	3978765	3980409	+	3979587	Chr6B	4223103	4224747	+	4223925	1.0	1.0	collinear
gene:TraesCS6B03G0011400	Chr6B	4007165	4008627	-	4007896	Chr6B	4251291	4252753	-	4252022	1.0	0.998	collinear
gene:TraesCS6B03G0011500	Chr6B	4061981	4062939	+	4062460	Chr6B	4305183	4306141	+	4305662	1.0	1.0	collinear
gene:TraesCS6B03G0011600	Chr6B	4066472	4067398	+	4066935	Chr6B	4309474	4310400	+	4309937	1.0	1.0	collinear
gene:TraesCS6B03G0011900	Chr6B	4074231	4078635	-	4076433	Chr6B	4317233	4321637	-	4319435	1.0	1.0	collinear
gene:TraesCS6B03G0012000	Chr6B	4088101	4092324	+	4090212	Chr6B	4330921	4335142	+	4333031	1.0	1.0	collinear
gene:TraesCS6B03G0012100	Chr6B	4094308	4095305	-	4094806	Chr6B	4337126	4338123	-	4337624	1.0	1.0	collinear
gene:TraesCS6B03G0014000	Chr6B	4455874	4461863	+	4458868	Chr6B	4351900	4357889	+	4354894	1.0	1.0	collinear
