gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS1A03G0000200	Chr1A	40098	70338	-	55218	Chr1A	27667	70279	-	48973	0.999	0.976	collinear
gene:TraesCS1A03G0000400	Chr1A	70239	89245	+	79742	Chr1A	70180	89100	+	79640	1.0	1.0	collinear
gene:TraesCS1A03G0000600	Chr1A	95906	104903	+	100404	Chr1A	95540	104464	+	100002	1.0	1.0	collinear
gene:TraesCS1A03G0001000	Chr1A	149490	154559	-	152024	Chr1A	148158	153227	-	150692	1.0	1.0	collinear
gene:TraesCS1A03G0001200	Chr1A	162313	162609	+	162461	Chr1A	160981	161277	+	161129	1.0	1.0	collinear
gene:TraesCS1A03G0001300	Chr1A	169592	169969	-	169780	Chr1A	167704	168081	-	167892	1.0	1.0	collinear
gene:TraesCS1A03G0001400	Chr1A	180175	180552	-	180363	Chr1A	177950	178327	-	178138	1.0	1.0	collinear
gene:TraesCS1A03G0001500	Chr1A	233818	245051	+	239434	Chr1A	230170	241160	+	235665	1.0	1.0	collinear
gene:TraesCS1A03G0001800	Chr1A	270605	272936	-	271770	Chr1A	265698	268029	-	266863	1.0	1.0	collinear
gene:TraesCS1A03G0001700	Chr1A	269472	289602	-	279537	Chr1A	264565	284452	-	274508	1.0	0.999	collinear
gene:TraesCS1A03G0002100	Chr1A	287697	287957	+	287827	Chr1A	282547	282807	+	282677	1.0	1.0	collinear
gene:TraesCS1A03G0002400	Chr1A	297266	297652	+	297459	Chr1A	291967	292353	+	292160	1.0	1.0	collinear
gene:TraesCS1A03G0002800	Chr1A	326099	326518	+	326308	Chr1A	318898	319317	+	319107	1.0	1.0	collinear
gene:TraesCS1A03G0002900	Chr1A	337960	338256	+	338108	Chr1A	330668	330964	+	330816	1.0	1.0	collinear
gene:TraesCS1A03G0003200	Chr1A	403455	403751	+	403603	Chr1A	401540	401836	+	401688	1.0	1.0	collinear
gene:TraesCS1A03G0004000	Chr1A	1142826	1144427	+	1143626	Chr1A	1137719	1139320	+	1138519	1.0	1.0	collinear
gene:TraesCS1A03G0004200	Chr1A	1157430	1161066	-	1159248	Chr1A	1152326	1155962	-	1154144	1.0	1.0	collinear
gene:TraesCS1A03G0004300	Chr1A	1161721	1166114	-	1163917	Chr1A	1156617	1161010	-	1158813	1.0	1.0	collinear
gene:TraesCS1A03G0004400	Chr1A	1168201	1175228	+	1171714	Chr1A	1163097	1170124	+	1166610	1.0	1.0	collinear
gene:TraesCS1A03G0004500	Chr1A	1186689	1188709	+	1187699	Chr1A	1181317	1183337	+	1182327	1.0	1.0	collinear
gene:TraesCS1A03G0004900	Chr1A	1207566	1210657	-	1209111	Chr1A	1201617	1204708	-	1203162	1.0	1.0	collinear
gene:TraesCS1A03G0005000	Chr1A	1226759	1227184	-	1226971	Chr1A	1220111	1220536	-	1220323	1.0	1.0	collinear
gene:TraesCS1A03G0005200	Chr1A	1230199	1236314	-	1233256	Chr1A	1223551	1229666	-	1226608	1.0	1.0	collinear
gene:TraesCS1A03G0005600	Chr1A	1334686	1346171	-	1340428	Chr1A	1327389	1338876	-	1333132	1.0	1.0	collinear
gene:TraesCS1A03G0006700	Chr1A	1570115	1571372	-	1570743	Chr1A	1562263	1563520	-	1562891	1.0	1.0	collinear
gene:TraesCS1A03G0007600	Chr1A	1938410	1941394	+	1939902	Chr1A	1925620	1928604	+	1927112	1.0	1.0	collinear
gene:TraesCS1A03G0007700	Chr1A	1946022	1947181	+	1946601	Chr1A	1933232	1934419	+	1933825	1.0	0.969	collinear
gene:TraesCS1A03G0007800	Chr1A	1946792	1947917	+	1947354	Chr1A	1934030	1935155	+	1934592	1.0	1.0	collinear
gene:TraesCS1A03G0007900	Chr1A	1963897	1965450	+	1964673	Chr1A	1951140	1952693	+	1951916	1.0	1.0	collinear
gene:TraesCS1A03G0008200	Chr1A	2058764	2060237	-	2059500	Chr1A	2046013	2047486	-	2046749	1.0	1.0	collinear
gene:TraesCS1A03G0008100	Chr1A	2058764	2060237	-	2059500	Chr1A	2046013	2047486	-	2046749	1.0	1.0	collinear
gene:TraesCS1A03G0008400	Chr1A	2058909	2060171	-	2059540	Chr1A	2046158	2047420	-	2046789	1.0	1.0	collinear
gene:TraesCS1A03G0008300	Chr1A	2058909	2060171	-	2059540	Chr1A	2046158	2047420	-	2046789	1.0	1.0	collinear
gene:TraesCS1A03G0008600	Chr1A	2058909	2060171	-	2059540	Chr1A	2046158	2047420	-	2046789	1.0	1.0	collinear
gene:TraesCS1A03G0008500	Chr1A	2058909	2060171	-	2059540	Chr1A	2046158	2047420	-	2046789	1.0	1.0	collinear
gene:TraesCS1A03G0009000	Chr1A	2567417	2577225	+	2572321	Chr1A	2585653	2595461	+	2590557	1.0	1.0	collinear
gene:TraesCS1A03G0009200	Chr1A	2579251	2580660	+	2579955	Chr1A	2597487	2598896	+	2598191	1.0	1.0	collinear
gene:TraesCS1A03G0009700	Chr1A	2599654	2609145	-	2604399	Chr1A	2617889	2627380	-	2622634	1.0	1.0	collinear
gene:TraesCS1A03G0009800	Chr1A	2632156	2645682	+	2638919	Chr1A	2650394	2663920	+	2657157	1.0	1.0	collinear
gene:TraesCS1A03G0010100	Chr1A	2702309	2725215	+	2713762	Chr1A	2720546	2743462	+	2732004	1.0	0.999	collinear
gene:TraesCS1A03G0010400	Chr1A	3066928	3068553	-	3067740	Chr1A	3085199	3086824	-	3086011	1.0	1.0	collinear
gene:TraesCS1A03G0010900	Chr1A	3089925	3090365	-	3090145	Chr1A	3108187	3108627	-	3108407	1.0	1.0	collinear
gene:TraesCS1A03G0011000	Chr1A	3105946	3108798	+	3107372	Chr1A	3124206	3127058	+	3125632	1.0	1.0	collinear
gene:TraesCS1A03G0011100	Chr1A	3134034	3141665	-	3137849	Chr1A	3152309	3159940	-	3156124	1.0	0.999	collinear
gene:TraesCS1A03G0011500	Chr1A	3196818	3197822	+	3197320	Chr1A	3215008	3216012	+	3215510	1.0	1.0	collinear
gene:TraesCS1A03G0012100	Chr1A	3281811	3283241	-	3282526	Chr1A	3300000	3301430	-	3300715	1.0	1.0	collinear
gene:TraesCS1A03G0012500	Chr1A	3295315	3297312	+	3296313	Chr1A	3313507	3315504	+	3314505	1.0	1.0	collinear
gene:TraesCS1A03G0012700	Chr1A	3341113	3344810	-	3342961	Chr1A	3359365	3363062	-	3361213	1.0	1.0	collinear
gene:TraesCS1A03G0012900	Chr1A	3377845	3384475	+	3381160	Chr1A	3396101	3402731	+	3399416	1.0	0.999	collinear
gene:TraesCS1A03G0013000	Chr1A	3397757	3421936	+	3409846	Chr1A	3416021	3440441	+	3428231	1.0	0.989	collinear
gene:TraesCS1A03G0013100	Chr1A	3442853	3443320	-	3443086	Chr1A	3461358	3461825	-	3461591	1.0	1.0	collinear
gene:TraesCS1A03G0013200	Chr1A	3453009	3471508	+	3462258	Chr1A	3471514	3490018	+	3480766	1.0	1.0	collinear
gene:TraesCS1A03G0013400	Chr1A	3543536	3549092	-	3546314	Chr1A	3562048	3567604	-	3564826	1.0	1.0	collinear
gene:TraesCS1A03G0013600	Chr1A	3563033	3568128	-	3565580	Chr1A	3581545	3586640	-	3584092	1.0	1.0	collinear
gene:TraesCS1A03G0013800	Chr1A	3736743	3743503	-	3740123	Chr1A	3754262	3761022	-	3757642	1.0	1.0	collinear
gene:TraesCS1A03G0013900	Chr1A	3747551	3750600	+	3749075	Chr1A	3765070	3768119	+	3766594	1.0	1.0	collinear
gene:TraesCS1A03G0014300	Chr1A	3927688	3931188	+	3929438	Chr1A	3897577	3901075	+	3899326	0.998	0.997	collinear
gene:TraesCS1A03G0014400	Chr1A	3927688	3931514	+	3929601	Chr1A	3897577	3901401	+	3899489	0.999	0.997	collinear
gene:TraesCS1A03G0014500	Chr1A	3935056	3938039	+	3936547	Chr1A	3904944	3907927	+	3906435	1.0	0.998	collinear
