gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS5B03G0004100	Chr5B	3293517	3295022	-	3294269	Chr5B	5853634	5855139	+	5854386	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B03G0004200	Chr5B	3371571	3373018	-	3372294	Chr5B	5776427	5777874	+	5777150	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B03G0004400	Chr5B	3564118	3565596	+	3564857	Chr5B	5584235	5585713	-	5584974	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B03G0004500	Chr5B	3593228	3597197	-	3595212	Chr5B	5552965	5556934	+	5554949	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B03G0004600	Chr5B	3603885	3607681	+	3605783	Chr5B	5542481	5546277	-	5544379	1.0	0.999	rearrangement:Chr5B_block2
gene:TraesCS5B03G0004700	Chr5B	3614607	3619532	+	3617069	Chr5B	5530797	5535555	-	5533176	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B03G0004800	Chr5B	4221282	4227412	-	4224347	Chr5B	131712	137842	-	134777	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B03G0005300	Chr5B	4269528	4272513	-	4271020	Chr5B	179964	182949	-	181456	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B03G0005500	Chr5B	4505697	4508188	+	4506942	Chr5B	628729	631220	+	629974	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B03G0005800	Chr5B	4542237	4546889	-	4544563	Chr5B	664987	669639	-	667313	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B03G0006200	Chr5B	4719192	4725126	+	4722159	Chr5B	840598	846529	+	843563	0.999	0.998	rearrangement:Chr5B_block1
gene:TraesCS5B03G0006300	Chr5B	4727039	4730071	-	4728555	Chr5B	848304	851336	-	849820	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B03G0006500	Chr5B	4731523	4732017	+	4731770	Chr5B	852788	853282	+	853035	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B03G0006700	Chr5B	4736950	4739324	+	4738137	Chr5B	858061	860435	+	859248	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B03G0006900	Chr5B	4745447	4747021	-	4746234	Chr5B	866556	868130	-	867343	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B03G0000300	Chr5B	16033	21153	+	18593	Chr5B	3914942	3920092	-	3917517	0.998	0.981	collinear
gene:TraesCS5B03G0000800	Chr5B	85900	87414	-	86657	Chr5B	3850495	3852010	+	3851252	1.0	0.995	collinear
gene:TraesCS5B03G0000900	Chr5B	208601	214218	+	211409	Chr5B	3599774	3605397	-	3602585	0.998	0.996	collinear
gene:TraesCS5B03G0001100	Chr5B	214767	217901	-	216334	Chr5B	3596098	3599252	+	3597675	0.991	0.972	collinear
gene:TraesCS5B03G0001200	Chr5B	227704	231809	+	229756	Chr5B	3575299	3579445	-	3577372	0.999	0.997	collinear
gene:TraesCS5B03G0001600	Chr5B	1005121	1009642	+	1007381	Chr5B	4549454	4553934	-	4551694	1.0	0.984	collinear
gene:TraesCS5B03G0001800	Chr5B	1110422	1112273	-	1111347	Chr5B	4425168	4427021	+	4426094	1.0	0.994	collinear
gene:TraesCS5B03G0001900	Chr5B	1209448	1212378	+	1210913	Chr5B	4408911	4411850	-	4410380	1.0	0.989	collinear
gene:TraesCS5B03G0002900	Chr5B	2118597	2118959	-	2118778	Chr5B	7057384	7057746	+	7057565	1.0	0.997	collinear
gene:TraesCS5B03G0003000	Chr5B	2119731	2120270	+	2120000	Chr5B	7056073	7056612	-	7056342	1.0	1.0	collinear
gene:TraesCS5B03G0003200	Chr5B	2256442	2262369	+	2259405	Chr5B	6913912	6919839	-	6916875	1.0	1.0	collinear
gene:TraesCS5B03G0003500	Chr5B	2311597	2312335	+	2311966	Chr5B	6863923	6864661	-	6864292	1.0	1.0	collinear
gene:TraesCS5B03G0003700	Chr5B	2316821	2328979	+	2322900	Chr5B	6847303	6859435	-	6853369	1.0	1.0	collinear
gene:TraesCS5B03G0003800	Chr5B	2702541	2703727	-	2703134	Chr5B	6473789	6474975	+	6474382	1.0	1.0	collinear
gene:TraesCS5B03G0003900	Chr5B	2728736	2729284	+	2729010	Chr5B	6448228	6448776	-	6448502	1.0	1.0	collinear
gene:TraesCS5B03G0009300	Chr5B	6274906	6278095	-	6276500	Chr5B	9389845	9393179	-	9391512	1.0	0.995	collinear
gene:TraesCS5B03G0009600	Chr5B	6421687	6425565	-	6423626	Chr5B	9502952	9506826	-	9504889	1.0	0.989	collinear
gene:TraesCS5B03G0009700	Chr5B	6450124	6464864	+	6457494	Chr5B	9531380	9546087	+	9538733	1.0	0.997	collinear
gene:TraesCS5B03G0009800	Chr5B	6475062	6478760	-	6476911	Chr5B	9556295	9559993	-	9558144	1.0	1.0	collinear
gene:TraesCS5B03G0009900	Chr5B	6523497	6531811	+	6527654	Chr5B	9604786	9613097	+	9608941	1.0	1.0	collinear
gene:TraesCS5B03G0010200	Chr5B	6557311	6558336	+	6557823	Chr5B	9638599	9639624	+	9639111	1.0	1.0	collinear
gene:TraesCS5B03G0013000	Chr5B	7024791	7026752	+	7025771	Chr5B	10116632	10118599	-	10117615	1.0	0.98	collinear
gene:TraesCS5B03G0012900	Chr5B	7022108	7032100	+	7027104	Chr5B	11800166	11819323	+	11809744	1.0	0.99	collinear
gene:TraesCS5B03G0013400	Chr5B	7077724	7083197	-	7080460	Chr5B	11865935	11871407	-	11868671	1.0	0.995	collinear
gene:TraesCS5B03G0013600	Chr5B	7124941	7128118	-	7126529	Chr5B	11913783	11916144	-	11914963	0.992	0.992	collinear
gene:TraesCS5B03G0014000	Chr5B	7204960	7205447	-	7205203	Chr5B	11967767	11968254	-	11968010	1.0	0.994	collinear
gene:TraesCS5B03G0014100	Chr5B	7240428	7241179	-	7240803	Chr5B	11989689	11990441	-	11990065	0.998	0.987	collinear
gene:TraesCS5B03G0014300	Chr5B	7359600	7360287	-	7359943	Chr5B	12152857	12153544	-	12153200	1.0	0.988	collinear
gene:TraesCS5B03G0014400	Chr5B	7410008	7410495	-	7410251	Chr5B	10346778	10347266	+	10347022	1.0	0.976	collinear
gene:TraesCS5B03G0014500	Chr5B	7437158	7437645	-	7437401	Chr5B	12210290	12210785	-	12210537	1.0	0.989	collinear
gene:TraesCS5B03G0014600	Chr5B	7592627	7597126	-	7594876	Chr5B	12337663	12342163	-	12339913	0.994	0.992	collinear
gene:TraesCS5B03G0014800	Chr5B	7755553	7759308	-	7757430	Chr5B	12478571	12482326	-	12480448	1.0	0.995	collinear
gene:TraesCS5B03G0015100	Chr5B	7985700	7994441	-	7990070	Chr5B	12572324	12581279	-	12576801	1.0	0.995	collinear
gene:TraesCS5B03G0015300	Chr5B	8044868	8056936	-	8050902	Chr5B	12653218	12677762	-	12665490	0.997	0.987	collinear
gene:TraesCS5B03G0015500	Chr5B	8136091	8146344	+	8141217	Chr5B	12802085	12817943	+	12810014	0.993	0.984	collinear
gene:TraesCS5B03G0015900	Chr5B	8231890	8236662	+	8234276	Chr5B	12889088	12893812	+	12891450	0.978	0.976	collinear
gene:TraesCS5B03G0016100	Chr5B	8246419	8248728	-	8247573	Chr5B	12907208	12909906	-	12908557	1.0	0.998	collinear
gene:TraesCS5B03G0016300	Chr5B	8403122	8405146	+	8404134	Chr5B	13040259	13042272	+	13041265	0.989	0.963	collinear
gene:TraesCS5B03G0016400	Chr5B	8412291	8414400	+	8413345	Chr5B	13051371	13053450	+	13052410	0.987	0.975	collinear
gene:TraesCS5B03G0017000	Chr5B	8435064	8439898	-	8437481	Chr5B	13074166	13079001	-	13076583	1.0	0.99	collinear
gene:TraesCS5B03G0017600	Chr5B	8929166	8931564	-	8930365	Chr5B	13472378	13474809	-	13473593	1.0	1.0	collinear
gene:TraesCS5B03G0018000	Chr5B	8959192	8973203	-	8966197	Chr5B	13499621	13513812	-	13506716	0.99	0.97	collinear
