gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS7A03G0000200	Chr7A	237447	240619	+	239033	Chr7A	305627	308886	+	307256	0.997	0.954	collinear
gene:TraesCS7A03G0000300	Chr7A	241763	245662	-	243712	Chr7A	310029	313927	-	311978	1.0	1.0	collinear
gene:TraesCS7A03G0000400	Chr7A	249969	253391	+	251680	Chr7A	318234	321660	+	319947	1.0	1.0	collinear
gene:TraesCS7A03G0001000	Chr7A	287782	289092	+	288437	Chr7A	352511	353824	+	353167	1.0	1.0	collinear
gene:TraesCS7A03G0001800	Chr7A	329150	329954	+	329552	Chr7A	393895	394699	+	394297	1.0	1.0	collinear
gene:TraesCS7A03G0001900	Chr7A	339975	343261	-	341618	Chr7A	404727	408013	-	406370	1.0	1.0	collinear
gene:TraesCS7A03G0002500	Chr7A	458993	460972	-	459982	Chr7A	523726	525705	-	524715	1.0	1.0	collinear
gene:TraesCS7A03G0002900	Chr7A	625626	629540	+	627583	Chr7A	698960	702874	+	700917	1.0	0.999	collinear
gene:TraesCS7A03G0003000	Chr7A	636996	649433	-	643214	Chr7A	710329	722766	-	716547	1.0	1.0	collinear
gene:TraesCS7A03G0003300	Chr7A	658982	671984	-	665483	Chr7A	732318	744827	-	738572	1.0	1.0	collinear
gene:TraesCS7A03G0003400	Chr7A	751650	755043	-	753346	Chr7A	824469	827862	-	826165	1.0	1.0	collinear
gene:TraesCS7A03G0003500	Chr7A	776562	777005	-	776783	Chr7A	849382	849825	-	849603	1.0	1.0	collinear
gene:TraesCS7A03G0004100	Chr7A	965060	971771	+	968415	Chr7A	1037929	1044640	+	1041284	1.0	1.0	collinear
gene:TraesCS7A03G0004300	Chr7A	1116397	1117068	+	1116732	Chr7A	1189062	1189733	+	1189397	1.0	1.0	collinear
gene:TraesCS7A03G0004500	Chr7A	1168399	1170394	+	1169396	Chr7A	1227784	1229779	+	1228781	1.0	0.999	collinear
gene:TraesCS7A03G0004800	Chr7A	1288480	1289699	+	1289089	Chr7A	1337808	1339027	+	1338417	1.0	1.0	collinear
gene:TraesCS7A03G0004900	Chr7A	1292673	1293108	-	1292890	Chr7A	1342001	1342436	-	1342218	1.0	1.0	collinear
gene:TraesCS7A03G0005000	Chr7A	1295626	1310738	-	1303182	Chr7A	1344954	1359973	-	1352463	1.0	0.999	collinear
gene:TraesCS7A03G0005100	Chr7A	1331278	1332098	-	1331688	Chr7A	1379966	1380786	-	1380376	1.0	1.0	collinear
