gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS7B03G0000100	Chr7B	32670	36534	-	34602	Chr7B	38870	42736	-	40803	1.0	0.999	collinear
gene:TraesCS7B03G0000200	Chr7B	43049	50894	-	46971	Chr7B	50434	58229	-	54331	0.989	0.984	collinear
gene:TraesCS7B03G0001000	Chr7B	112378	114411	+	113394	Chr7B	119943	121936	+	120939	0.964	0.964	collinear
gene:TraesCS7B03G0001100	Chr7B	114526	119198	-	116862	Chr7B	122051	126724	-	124387	0.998	0.997	collinear
gene:TraesCS7B03G0001200	Chr7B	120206	121471	+	120838	Chr7B	127713	128978	+	128345	1.0	0.996	collinear
gene:TraesCS7B03G0001400	Chr7B	220254	222718	+	221486	Chr7B	236843	238987	+	237915	1.0	0.998	collinear
gene:TraesCS7B03G0001700	Chr7B	226968	228067	+	227517	Chr7B	243231	244330	+	243780	1.0	0.998	collinear
gene:TraesCS7B03G0001800	Chr7B	228482	229120	+	228801	Chr7B	244848	245501	+	245174	1.0	0.972	collinear
gene:TraesCS7B03G0002000	Chr7B	255136	257184	+	256160	Chr7B	271252	273144	+	272198	0.922	0.91	collinear
gene:TraesCS7B03G0002100	Chr7B	259041	260824	+	259932	Chr7B	275042	276821	+	275931	1.0	0.997	collinear
gene:TraesCS7B03G0002200	Chr7B	261777	263347	+	262562	Chr7B	277792	279362	+	278577	1.0	0.999	collinear
gene:TraesCS7B03G0002400	Chr7B	265308	267721	-	266514	Chr7B	282644	285064	-	283854	1.0	0.995	collinear
gene:TraesCS7B03G0002500	Chr7B	285039	290255	+	287647	Chr7B	295260	300470	+	297865	0.998	0.997	collinear
gene:TraesCS7B03G0002600	Chr7B	419319	423404	+	421361	Chr7B	429179	433254	+	431216	0.997	0.996	collinear
gene:TraesCS7B03G0002900	Chr7B	423793	429194	-	426493	Chr7B	433643	439053	-	436348	0.995	0.985	collinear
gene:TraesCS7B03G0003100	Chr7B	600800	604303	+	602551	Chr7B	584451	587939	+	586195	0.978	0.958	collinear
gene:TraesCS7B03G0003300	Chr7B	637875	639698	+	638786	Chr7B	621516	623339	+	622427	1.0	1.0	collinear
gene:TraesCS7B03G0003400	Chr7B	669783	670485	-	670134	Chr7B	653149	653851	-	653500	1.0	1.0	collinear
gene:TraesCS7B03G0003800	Chr7B	778870	779724	-	779297	Chr7B	762166	763020	-	762593	1.0	0.998	collinear
gene:TraesCS7B03G0003900	Chr7B	797978	798910	+	798444	Chr7B	781248	782180	+	781714	1.0	1.0	collinear
gene:TraesCS7B03G0004600	Chr7B	844925	847126	+	846025	Chr7B	827895	830096	+	828995	1.0	1.0	collinear
gene:TraesCS7B03G0004700	Chr7B	900491	909163	-	904827	Chr7B	868959	879500	-	874229	1.0	0.999	collinear
gene:TraesCS7B03G0005100	Chr7B	1038544	1039671	+	1039107	Chr7B	1009260	1010387	+	1009823	1.0	0.999	collinear
gene:TraesCS7B03G0005400	Chr7B	1055416	1057852	-	1056634	Chr7B	1026130	1028566	-	1027348	1.0	0.999	collinear
gene:TraesCS7B03G0005500	Chr7B	1082873	1087104	-	1084988	Chr7B	1053601	1057832	-	1055716	1.0	1.0	collinear
gene:TraesCS7B03G0005300	Chr7B	1051386	1121512	-	1086449	Chr7B	1022100	1092240	-	1057170	1.0	1.0	collinear
gene:TraesCS7B03G0005600	Chr7B	1170334	1171762	+	1171048	Chr7B	1141060	1142488	+	1141774	1.0	1.0	collinear
gene:TraesCS7B03G0005700	Chr7B	1213141	1218986	-	1216063	Chr7B	1183858	1189703	-	1186780	1.0	1.0	collinear
gene:TraesCS7B03G0006000	Chr7B	1264151	1272041	-	1268096	Chr7B	1234860	1242752	-	1238806	1.0	1.0	collinear
gene:TraesCS7B03G0006300	Chr7B	1279040	1286019	-	1282529	Chr7B	1249751	1256730	-	1253240	1.0	1.0	collinear
gene:TraesCS7B03G0006400	Chr7B	1286695	1293028	-	1289861	Chr7B	1257406	1263739	-	1260572	1.0	1.0	collinear
gene:TraesCS7B03G0006500	Chr7B	1313496	1318517	+	1316006	Chr7B	1284208	1289229	+	1286718	1.0	0.999	collinear
gene:TraesCS7B03G0006700	Chr7B	1322519	1336722	+	1329620	Chr7B	1293231	1307434	+	1300332	1.0	1.0	collinear
gene:TraesCS7B03G0006800	Chr7B	1340667	1341047	+	1340857	Chr7B	1311379	1311759	+	1311569	1.0	1.0	collinear
gene:TraesCS7B03G0007200	Chr7B	1360503	1361234	+	1360868	Chr7B	1383155	1383886	+	1383520	1.0	1.0	collinear
gene:TraesCS7B03G0007400	Chr7B	1373321	1373710	+	1373515	Chr7B	1395979	1396368	+	1396173	1.0	1.0	collinear
gene:TraesCS7B03G0008000	Chr7B	1436165	1437258	+	1436711	Chr7B	1444476	1445545	+	1445010	0.978	0.949	collinear
gene:TraesCS7B03G0008100	Chr7B	1480605	1481773	+	1481189	Chr7B	1473144	1474312	+	1473728	1.0	0.998	collinear
gene:TraesCS7B03G0008600	Chr7B	1693992	1694231	+	1694111	Chr7B	1700192	1700431	+	1700311	1.0	0.991	collinear
gene:TraesCS7B03G0009000	Chr7B	1771948	1772496	-	1772222	Chr7B	1780252	1780800	-	1780526	1.0	0.997	collinear
gene:TraesCS7B03G0009900	Chr7B	1935516	1949690	+	1942603	Chr7B	1941294	1955204	+	1948249	1.0	1.0	collinear
gene:TraesCS7B03G0010400	Chr7B	2097129	2100452	+	2098790	Chr7B	2102484	2105807	+	2104145	1.0	1.0	collinear
gene:TraesCS7B03G0010500	Chr7B	2662842	2663519	-	2663180	Chr7B	2726459	2727136	-	2726797	1.0	0.997	collinear
gene:TraesCS7B03G0010700	Chr7B	2668551	2670096	+	2669323	Chr7B	2732167	2733696	+	2732931	0.989	0.988	collinear
gene:TraesCS7B03G0011300	Chr7B	2894770	2896423	-	2895596	Chr7B	2956509	2958162	-	2957335	1.0	0.986	collinear
gene:TraesCS7B03G0011700	Chr7B	3081146	3082585	+	3081865	Chr7B	3142896	3144335	+	3143615	1.0	1.0	collinear
gene:TraesCS7B03G0011800	Chr7B	3116205	3118160	+	3117182	Chr7B	3177955	3179910	+	3178932	1.0	1.0	collinear
gene:TraesCS7B03G0011900	Chr7B	3118757	3122830	-	3120793	Chr7B	3180507	3184585	-	3182546	1.0	1.0	collinear
gene:TraesCS7B03G0012000	Chr7B	3221369	3227272	-	3224320	Chr7B	3284918	3290821	-	3287869	1.0	1.0	collinear
gene:TraesCS7B03G0012200	Chr7B	3242585	3251280	-	3246932	Chr7B	3306130	3314825	-	3310477	1.0	1.0	collinear
gene:TraesCS7B03G0012600	Chr7B	3264575	3273390	+	3268982	Chr7B	3328120	3336935	+	3332527	1.0	1.0	collinear
gene:TraesCS7B03G0012700	Chr7B	3275744	3280289	-	3278016	Chr7B	3339289	3343834	-	3341561	1.0	1.0	collinear
gene:TraesCS7B03G0013100	Chr7B	3425640	3425927	-	3425783	Chr7B	3488943	3489230	-	3489086	1.0	1.0	collinear
gene:TraesCS7B03G0013300	Chr7B	3473390	3482107	-	3477748	Chr7B	3536461	3545178	-	3540819	1.0	1.0	collinear
gene:TraesCS7B03G0013400	Chr7B	3502025	3506191	+	3504108	Chr7B	3564725	3568891	+	3566808	1.0	1.0	collinear
