gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS4B03G0363800	Chr4B	223420680	223421000	-	223420840	Chr4B	223925075	223925395	-	223925235	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0364100	Chr4B	224496818	224500170	+	224498494	Chr4B	224991138	224994490	+	224992814	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0364300	Chr4B	224505364	224506622	-	224505993	Chr4B	224999496	225000754	-	225000125	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0364400	Chr4B	225009410	225014534	-	225011972	Chr4B	225509230	225514354	-	225511792	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0364600	Chr4B	225869240	225873409	-	225871324	Chr4B	226356719	226360888	-	226358803	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0365000	Chr4B	225913698	225925013	-	225919355	Chr4B	226401173	226412488	-	226406830	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0365700	Chr4B	226654063	226655796	+	226654929	Chr4B	227116599	227118332	+	227117465	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0366200	Chr4B	226695223	226696232	+	226695727	Chr4B	227157762	227158771	+	227158266	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0367500	Chr4B	229814522	229816105	-	229815313	Chr4B	230249508	230251091	-	230250299	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0369500	Chr4B	231731904	231735923	-	231733913	Chr4B	232142857	232146876	-	232144866	1.0	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B03G0369700	Chr4B	233219616	233220150	+	233219883	Chr4B	233624073	233624607	+	233624340	1.0	0.997	rearrangement:Chr4B_block1
gene:TraesCS4B03G0369800	Chr4B	233297362	233300764	-	233299063	Chr4B	233700662	233704064	-	233702363	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0420900	Chr4B	302466200	302486053	+	302476126	Chr4B	301330528	301350373	+	301340450	1.0	0.999	rearrangement:Chr4B_block2
gene:TraesCS4B03G0421300	Chr4B	303677487	303681169	+	303679328	Chr4B	284694852	284698534	-	284696693	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0421800	Chr4B	305085912	305089082	+	305087497	Chr4B	300233164	300236334	-	300234749	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0422000	Chr4B	305093743	305098139	-	305095941	Chr4B	300224107	300228503	+	300226305	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B03G0422100	Chr4B	306200080	306210987	+	306205533	Chr4B	299113623	299124530	-	299119076	1.0	1.0	rearrangement:Chr4B_block2
