gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS4B02G000300	Chr4B	233604	235207	-	234405	Chr4B	3943812	3945378	+	3944595	0.958	0.92	collinear
gene:TraesCS4B02G000400	Chr4B	235554	237151	-	236352	Chr4B	3941868	3943465	+	3942666	1.0	0.997	collinear
gene:TraesCS4B02G000500	Chr4B	536859	540040	-	538449	Chr4B	2726111	2729325	-	2727718	0.98	0.927	collinear
gene:TraesCS4B02G000600	Chr4B	556850	559568	-	558209	Chr4B	2736389	2739111	-	2737750	1.0	0.995	collinear
gene:TraesCS4B02G000700	Chr4B	593305	593700	+	593502	Chr4B	2781545	2781931	+	2781738	0.977	0.972	collinear
gene:TraesCS4B02G000800	Chr4B	606792	608698	-	607745	Chr4B	2786257	2788167	-	2787212	1.0	0.993	collinear
gene:TraesCS4B02G000900	Chr4B	621192	623232	-	622212	Chr4B	2883474	2885409	-	2884441	0.98	0.97	collinear
gene:TraesCS4B02G001000	Chr4B	639894	640937	-	640415	Chr4B	2902209	2903252	-	2902730	0.997	0.968	collinear
gene:TraesCS4B02G001100	Chr4B	652667	654439	-	653553	Chr4B	2914729	2916499	-	2915614	0.998	0.997	collinear
gene:TraesCS4B02G001200	Chr4B	804929	806039	-	805484	Chr4B	3031715	3032887	-	3032301	0.996	0.924	collinear
gene:TraesCS4B02G001300	Chr4B	807708	809435	+	808571	Chr4B	3034556	3036266	+	3035411	1.0	0.996	collinear
gene:TraesCS4B02G001400	Chr4B	811058	811978	-	811518	Chr4B	3037925	3038845	-	3038385	1.0	0.994	collinear
gene:TraesCS4B02G001500	Chr4B	824217	826230	-	825223	Chr4B	3050775	3052788	-	3051781	1.0	0.998	collinear
gene:TraesCS4B02G001600	Chr4B	1046619	1049898	-	1048258	Chr4B	3259946	3263226	-	3261586	1.0	0.998	collinear
gene:TraesCS4B02G001700	Chr4B	1055642	1057009	+	1056325	Chr4B	3264509	3265876	+	3265192	1.0	0.968	collinear
gene:TraesCS4B02G001800	Chr4B	1055540	1057158	-	1056349	Chr4B	3264479	3266025	-	3265252	0.943	0.919	collinear
gene:TraesCS4B02G001900	Chr4B	1080301	1080693	-	1080497	Chr4B	3288914	3289306	-	3289110	1.0	0.987	collinear
gene:TraesCS4B02G002000	Chr4B	1101906	1102898	+	1102402	Chr4B	3346485	3347477	+	3346981	1.0	0.994	collinear
gene:TraesCS4B02G002100	Chr4B	1135933	1136559	+	1136246	Chr4B	3390215	3390841	+	3390528	1.0	0.984	collinear
gene:TraesCS4B02G002200	Chr4B	1198805	1199422	-	1199113	Chr4B	3440536	3441153	-	3440844	1.0	0.995	collinear
gene:TraesCS4B02G002300	Chr4B	1243148	1246366	-	1244757	Chr4B	3486897	3490115	-	3488506	1.0	0.998	collinear
gene:TraesCS4B02G002400	Chr4B	1257749	1263057	+	1260403	Chr4B	3510197	3515524	+	3512860	1.0	0.987	collinear
gene:TraesCS4B02G002500	Chr4B	1264008	1265225	-	1264616	Chr4B	3516946	3518160	-	3517553	0.985	0.969	collinear
gene:TraesCS4B02G002600	Chr4B	1316142	1320257	+	1318199	Chr4B	3568859	3572744	+	3570801	0.915	0.915	collinear
gene:TraesCS4B02G002700	Chr4B	1321134	1325121	-	1323127	Chr4B	3573623	3577597	-	3575610	1.0	0.999	collinear
gene:TraesCS4B02G002800	Chr4B	1696842	1698167	+	1697504	Chr4B	2143964	2145267	-	2144615	0.969	0.944	collinear
gene:TraesCS4B02G002900	Chr4B	1768549	1772568	+	1770558	Chr4B	2087402	2091439	-	2089420	1.0	0.992	collinear
gene:TraesCS4B02G003000	Chr4B	1774015	1778545	+	1776280	Chr4B	2081567	2085940	-	2083753	1.0	0.993	collinear
gene:TraesCS4B02G003100	Chr4B	1780942	1785316	+	1783129	Chr4B	2074716	2079090	-	2076903	1.0	1.0	collinear
gene:TraesCS4B02G003200	Chr4B	1786160	1790191	+	1788175	Chr4B	2069841	2073872	-	2071856	1.0	0.999	collinear
gene:TraesCS4B02G003300	Chr4B	1851740	1855595	+	1853667	Chr4B	1989556	1993412	-	1991484	1.0	0.989	collinear
gene:TraesCS4B02G003500	Chr4B	2035618	2039760	-	2037689	Chr4B	1955392	1959838	+	1957615	0.998	0.991	collinear
gene:TraesCS4B02G003600	Chr4B	2148325	2150431	+	2149378	Chr4B	1666546	1668650	-	1667598	1.0	0.997	collinear
