gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS1A02G000100	Chr1A	40098	70338	-	55218	Chr1A	40997	62392	-	51694	1.0	0.998	collinear
gene:TraesCS1A02G000200	Chr1A	70239	89245	+	79742	Chr1A	62293	81310	+	71801	1.0	0.998	collinear
gene:TraesCS1A02G000300	Chr1A	95906	104903	+	100404	Chr1A	25045	34056	+	29550	1.0	0.963	collinear
gene:TraesCS1A02G000500	Chr1A	149490	154559	-	152024	Chr1A	138610	143679	-	141144	1.0	0.997	collinear
gene:TraesCS1A02G000600	Chr1A	162313	162609	+	162461	Chr1A	151433	151729	+	151581	1.0	1.0	collinear
gene:TraesCS1A02G000700	Chr1A	169592	169969	-	169780	Chr1A	157985	158362	-	158173	1.0	1.0	collinear
gene:TraesCS1A02G000800	Chr1A	180175	180552	-	180363	Chr1A	168245	168622	-	168433	1.0	0.997	collinear
gene:TraesCS1A02G000900	Chr1A	233818	245051	+	239434	Chr1A	220157	230730	+	225443	1.0	1.0	collinear
gene:TraesCS1A02G001000	Chr1A	270605	272936	-	271770	Chr1A	255145	257476	-	256310	1.0	0.999	collinear
gene:TraesCS1A02G001100	Chr1A	269472	289602	-	279537	Chr1A	157399	179646	+	168522	0.999	0.958	collinear
gene:TraesCS1A02G001200	Chr1A	287697	287957	+	287827	Chr1A	272340	272600	+	272470	1.0	1.0	collinear
gene:TraesCS1A02G001300	Chr1A	297266	297652	+	297459	Chr1A	281766	282152	+	281959	1.0	1.0	collinear
gene:TraesCS1A02G001500	Chr1A	326099	326518	+	326308	Chr1A	309287	309706	+	309496	1.0	1.0	collinear
gene:TraesCS1A02G001600	Chr1A	337960	338256	+	338108	Chr1A	320306	320602	+	320454	1.0	1.0	collinear
gene:TraesCS1A02G001700	Chr1A	403455	403751	+	403603	Chr1A	385254	385550	+	385402	1.0	1.0	collinear
gene:TraesCS1A02G001800	Chr1A	1144333	1145934	+	1145133	Chr1A	1120500	1122101	+	1121300	1.0	0.998	collinear
gene:TraesCS1A02G001900	Chr1A	1159194	1162830	-	1161012	Chr1A	1135276	1138912	-	1137094	1.0	1.0	collinear
gene:TraesCS1A02G002000	Chr1A	1163485	1167878	-	1165681	Chr1A	1139567	1143960	-	1141763	1.0	0.999	collinear
gene:TraesCS1A02G002100	Chr1A	1170356	1177383	+	1173869	Chr1A	1146045	1153072	+	1149558	1.0	1.0	collinear
gene:TraesCS1A02G002200	Chr1A	1188844	1190864	+	1189854	Chr1A	1164374	1166394	+	1165384	1.0	1.0	collinear
gene:TraesCS1A02G002300	Chr1A	1209721	1212812	-	1211266	Chr1A	1184679	1187770	-	1186224	1.0	1.0	collinear
gene:TraesCS1A02G002400	Chr1A	1228914	1229339	-	1229126	Chr1A	1200060	1200485	-	1200272	1.0	1.0	collinear
gene:TraesCS1A02G002500	Chr1A	1232354	1238469	-	1235411	Chr1A	1203500	1209646	-	1206573	0.999	0.991	collinear
gene:TraesCS1A02G002700	Chr1A	1336841	1348326	-	1342583	Chr1A	1307094	1318579	-	1312836	1.0	1.0	collinear
gene:TraesCS1A02G002800	Chr1A	1565963	1567220	-	1566591	Chr1A	1527787	1529044	-	1528415	1.0	0.998	collinear
gene:TraesCS1A02G002900	Chr1A	1657115	1666923	+	1662019	Chr1A	2290036	2299844	+	2294940	1.0	1.0	collinear
gene:TraesCS1A02G003000	Chr1A	1668949	1670358	+	1669653	Chr1A	2301870	2303279	+	2302574	1.0	1.0	collinear
gene:TraesCS1A02G003100	Chr1A	1689351	1698842	-	1694096	Chr1A	2322272	2331762	-	2327017	1.0	1.0	collinear
gene:TraesCS1A02G003200	Chr1A	1721421	1734947	+	1728184	Chr1A	2355627	2369153	+	2362390	1.0	1.0	collinear
gene:TraesCS1A02G003300	Chr1A	1792119	1815634	+	1803876	Chr1A	2425975	2448768	+	2437371	1.0	0.999	collinear
gene:TraesCS1A02G003400	Chr1A	2161814	2163439	-	2162626	Chr1A	2793235	2794860	-	2794047	1.0	1.0	collinear
gene:TraesCS1A02G003500	Chr1A	2184957	2185397	-	2185177	Chr1A	2816372	2816812	-	2816592	1.0	1.0	collinear
gene:TraesCS1A02G003546	Chr1A	2200978	2203830	+	2202404	Chr1A	2832378	2835230	+	2833804	1.0	1.0	collinear
gene:TraesCS1A02G003600	Chr1A	2229188	2236819	-	2233003	Chr1A	2860838	2868470	-	2864654	1.0	0.999	collinear
gene:TraesCS1A02G003700	Chr1A	2291887	2292891	+	2292389	Chr1A	2923680	2924684	+	2924182	1.0	0.998	collinear
gene:TraesCS1A02G003800	Chr1A	2377713	2379143	-	2378428	Chr1A	3008959	3010389	-	3009674	1.0	1.0	collinear
gene:TraesCS1A02G003900	Chr1A	2391500	2393497	+	2392498	Chr1A	3022482	3024479	+	3023480	1.0	0.999	collinear
gene:TraesCS1A02G004000	Chr1A	2437843	2441540	-	2439691	Chr1A	3067975	3071672	-	3069823	1.0	1.0	collinear
gene:TraesCS1A02G004100	Chr1A	2474575	2481205	+	2477890	Chr1A	3104701	3111331	+	3108016	1.0	0.999	collinear
gene:TraesCS1A02G004126	Chr1A	2490452	2519369	+	2504910	Chr1A	3120278	3149359	+	3134818	0.991	0.974	collinear
gene:TraesCS1A02G004200	Chr1A	2540491	2540958	-	2540724	Chr1A	3170367	3170834	-	3170600	1.0	1.0	collinear
gene:TraesCS1A02G004300	Chr1A	2550647	2569820	+	2560233	Chr1A	3180562	3199238	+	3189900	1.0	1.0	collinear
gene:TraesCS1A02G004400	Chr1A	2642460	2648016	-	2645238	Chr1A	3271254	3276810	-	3274032	1.0	1.0	collinear
gene:TraesCS1A02G004500	Chr1A	2661957	2667052	-	2664504	Chr1A	3290752	3295847	-	3293299	1.0	1.0	collinear
gene:TraesCS1A02G004600	Chr1A	2837094	2843854	-	2840474	Chr1A	3464002	3470762	-	3467382	1.0	1.0	collinear
gene:TraesCS1A02G004700	Chr1A	2847902	2850951	+	2849426	Chr1A	3474810	3477859	+	3476334	1.0	1.0	collinear
gene:TraesCS1A02G004800	Chr1A	2934676	2938176	+	2936426	Chr1A	3617856	3621356	+	3619606	1.0	1.0	collinear
gene:TraesCS1A02G004900	Chr1A	2942044	2945027	+	2943535	Chr1A	3627193	3629071	+	3628132	0.956	0.956	collinear
gene:TraesCS1A02G005000	Chr1A	2975187	2976767	+	2975977	Chr1A	3657132	3658712	+	3657922	1.0	1.0	collinear
gene:TraesCS1A02G005100	Chr1A	2978903	2981121	-	2980012	Chr1A	3660848	3663066	-	3661957	1.0	1.0	collinear
gene:TraesCS1A02G005200	Chr1A	2982629	2986266	+	2984447	Chr1A	3664574	3668211	+	3666392	1.0	1.0	collinear
gene:TraesCS1A02G005300	Chr1A	3013341	3014979	+	3014160	Chr1A	3693356	3694985	+	3694170	0.992	0.918	collinear
gene:TraesCS1A02G005400	Chr1A	3117194	3118502	+	3117848	Chr1A	3813871	3815179	+	3814525	1.0	0.999	collinear
gene:TraesCS1A02G005500	Chr1A	3119378	3122276	-	3120827	Chr1A	3816055	3818980	-	3817517	0.992	0.967	collinear
gene:TraesCS1A02G005600	Chr1A	3255618	3262577	-	3259097	Chr1A	3928457	3936593	-	3932525	0.941	0.934	collinear
gene:TraesCS1A02G005700	Chr1A	3377838	3383699	+	3380768	Chr1A	4084583	4090651	+	4087617	0.992	0.985	collinear
gene:TraesCS1A02G005800	Chr1A	3386287	3391808	-	3389047	Chr1A	4093238	4098747	-	4095992	1.0	0.997	collinear
gene:TraesCS1A02G005900	Chr1A	3446931	3450200	+	3448565	Chr1A	4146062	4149331	+	4147696	1.0	1.0	collinear
gene:TraesCS1A02G006000	Chr1A	3451854	3454772	-	3453313	Chr1A	4150985	4153903	-	4152444	1.0	1.0	collinear
gene:TraesCS1A02G006100	Chr1A	3462554	3465581	-	3464067	Chr1A	4161685	4164712	-	4163198	1.0	1.0	collinear
gene:TraesCS1A02G006200	Chr1A	3488355	3491814	-	3490084	Chr1A	4187524	4190983	-	4189253	1.0	1.0	collinear
gene:TraesCS1A02G006300	Chr1A	3500137	3503929	-	3502033	Chr1A	4199327	4203119	-	4201223	1.0	1.0	collinear
gene:TraesCS1A02G006400	Chr1A	3531339	3532796	-	3532067	Chr1A	4230402	4231859	-	4231130	1.0	1.0	collinear
gene:TraesCS1A02G006500	Chr1A	3579010	3582502	-	3580756	Chr1A	4277003	4280495	-	4278749	1.0	1.0	collinear
gene:TraesCS1A02G006700	Chr1A	3614659	3618613	-	3616636	Chr1A	4311905	4315859	-	4313882	1.0	0.998	collinear
gene:TraesCS1A02G006800	Chr1A	3653512	3657388	-	3655450	Chr1A	4350060	4353936	-	4351998	1.0	0.999	collinear
gene:TraesCS1A02G007200	Chr1A	3776339	3777238	+	3776788	Chr1A	4384481	4385416	+	4384948	1.0	0.961	collinear
gene:TraesCS1A02G007236	Chr1A	3795056	3795948	+	3795502	Chr1A	4403143	4404035	+	4403589	1.0	0.991	collinear
gene:TraesCS1A02G007344	Chr1A	3910395	3911267	+	3910831	Chr1A	4540973	4541816	+	4541394	0.965	0.955	collinear
gene:TraesCS1A02G007400	Chr1A	4033339	4034196	+	4033767	Chr1A	4648828	4649685	+	4649256	1.0	0.996	collinear
gene:TraesCS1A02G007405	Chr1A	4041324	4042181	+	4041752	Chr1A	4641108	4641965	+	4641536	1.0	0.994	collinear
gene:TraesCS1A02G007500	Chr1A	4045713	4048684	+	4047198	Chr1A	4653121	4656091	+	4654606	1.0	0.998	collinear
gene:TraesCS1A02G007600	Chr1A	4047966	4048290	-	4048128	Chr1A	4655373	4655697	-	4655535	1.0	1.0	collinear
gene:TraesCS1A02G007700	Chr1A	4053221	4053823	+	4053522	Chr1A	4660630	4661232	+	4660931	1.0	1.0	collinear
gene:TraesCS1A02G007800	Chr1A	4054742	4054960	+	4054851	Chr1A	4662145	4662363	+	4662254	1.0	0.986	collinear
gene:TraesCS1A02G007900	Chr1A	4063197	4063406	+	4063301	Chr1A	4670182	4670391	+	4670286	1.0	0.995	collinear
gene:TraesCS1A02G008300	Chr1A	4549622	4554906	+	4552264	Chr1A	5481611	5486895	+	5484253	1.0	0.997	collinear
gene:TraesCS1A02G008600	Chr1A	5023873	5029289	-	5026581	Chr1A	5747717	5753135	-	5750426	1.0	0.994	collinear
gene:TraesCS1A02G008700	Chr1A	5132497	5132754	+	5132625	Chr1A	5836569	5836826	+	5836697	1.0	0.996	collinear
gene:TraesCS1A02G008900	Chr1A	5233610	5235545	+	5234577	Chr1A	6038703	6040738	+	6039720	1.0	0.989	collinear
gene:TraesCS1A02G009000	Chr1A	5491027	5495112	+	5493069	Chr1A	6175807	6179895	+	6177851	1.0	0.995	collinear
gene:TraesCS1A02G009200	Chr1A	5500650	5501198	+	5500924	Chr1A	6183950	6184498	+	6184224	1.0	0.954	collinear
gene:TraesCS1A02G010000	Chr1A	6223835	6224092	-	6223963	Chr1A	5823148	5823405	+	5823276	1.0	0.91	collinear
gene:TraesCS1A02G010500	Chr1A	6422072	6423492	-	6422782	Chr1A	6305174	6306528	-	6305851	0.953	0.952	collinear
gene:TraesCS1A02G010600	Chr1A	6438286	6439101	-	6438693	Chr1A	6320432	6321247	-	6320839	1.0	1.0	collinear
gene:TraesCS1A02G010700	Chr1A	6472647	6475129	-	6473888	Chr1A	6353748	6356079	-	6354913	1.0	1.0	collinear
gene:TraesCS1A02G010800	Chr1A	6497878	6500095	-	6498986	Chr1A	6378828	6381045	-	6379936	1.0	1.0	collinear
gene:TraesCS1A02G010900	Chr1A	6517423	6518340	+	6517881	Chr1A	6398305	6399219	+	6398762	0.996	0.996	collinear
gene:TraesCS1A02G010905	Chr1A	6561797	6562688	+	6562242	Chr1A	6451047	6451938	+	6451492	1.0	1.0	collinear
gene:TraesCS1A02G011100	Chr1A	6566139	6567972	+	6567055	Chr1A	6455216	6457049	+	6456132	1.0	1.0	collinear
gene:TraesCS1A02G011200	Chr1A	6569388	6576401	-	6572894	Chr1A	6458465	6465045	-	6461755	1.0	1.0	collinear
gene:TraesCS1A02G011300	Chr1A	6654552	6655482	-	6655017	Chr1A	6535472	6536402	-	6535937	1.0	1.0	collinear
gene:TraesCS1A02G011400	Chr1A	6760744	6764265	-	6762504	Chr1A	6641121	6644642	-	6642881	1.0	1.0	collinear
gene:TraesCS1A02G011600	Chr1A	6766340	6766555	-	6766447	Chr1A	6646039	6646254	-	6646146	1.0	1.0	collinear
