gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS3D02G000100	Chr3D	325619	325987	-	325803	Chr3D	4763802	4764164	-	4763983	0.98	0.9	collinear
gene:TraesCS3D02G000400	Chr3D	356416	357339	-	356877	Chr3D	4682929	4683867	+	4683398	1.0	0.96	collinear
gene:TraesCS3D02G000500	Chr3D	390450	391973	-	391211	Chr3D	4667760	4669271	+	4668515	0.98	0.919	collinear
gene:TraesCS3D02G001400	Chr3D	707880	709355	+	708617	Chr3D	4398535	4400001	-	4399268	0.993	0.945	collinear
gene:TraesCS3D02G001500	Chr3D	770364	773698	+	772031	Chr3D	4373458	4376800	-	4375129	0.977	0.9	collinear
gene:TraesCS3D02G001600	Chr3D	774041	778387	-	776214	Chr3D	4368783	4373053	+	4370918	0.977	0.94	collinear
gene:TraesCS3D02G001900	Chr3D	865996	870567	-	868281	Chr3D	4329469	4334476	+	4331972	0.989	0.91	collinear
gene:TraesCS3D02G002000	Chr3D	925863	930264	-	928063	Chr3D	4265150	4269661	+	4267405	0.993	0.936	collinear
gene:TraesCS3D02G014900	Chr3D	5173752	5176386	-	5175069	Chr3D	10650218	10652831	+	10651524	0.982	0.924	collinear
gene:TraesCS3D02G051900	Chr3D	21204149	21204469	-	21204309	Chr3D	25143881	25144201	-	25144041	1.0	1.0	collinear
gene:TraesCS3D02G052000	Chr3D	21251368	21251900	-	21251634	Chr3D	25190463	25190995	-	25190729	1.0	1.0	collinear
gene:TraesCS3D02G052100	Chr3D	21328325	21329076	-	21328700	Chr3D	25266109	25266856	-	25266482	1.0	1.0	collinear
gene:TraesCS3D02G052200	Chr3D	21768581	21769838	-	21769209	Chr3D	26208282	26209539	-	26208910	1.0	1.0	collinear
gene:TraesCS3D02G052300	Chr3D	21792841	21795028	+	21793934	Chr3D	26232542	26234729	+	26233635	1.0	1.0	collinear
gene:TraesCS3D02G052400	Chr3D	21888438	21889499	+	21888968	Chr3D	26325553	26326614	+	26326083	1.0	1.0	collinear
gene:TraesCS3D02G052500	Chr3D	21894306	21895255	+	21894780	Chr3D	26331421	26332121	+	26331771	1.0	0.998	collinear
gene:TraesCS3D02G052600	Chr3D	21896070	21896213	-	21896141	Chr3D	26332936	26333079	-	26333007	1.0	1.0	collinear
gene:TraesCS3D02G052700	Chr3D	21896318	21896434	-	21896376	Chr3D	26333184	26333300	-	26333242	1.0	1.0	collinear
gene:TraesCS3D02G052800	Chr3D	21896587	21896838	-	21896712	Chr3D	26333453	26333704	-	26333578	1.0	1.0	collinear
gene:TraesCS3D02G052900	Chr3D	21897990	21898085	+	21898037	Chr3D	26334855	26334950	+	26334902	1.0	1.0	collinear
gene:TraesCS3D02G053000	Chr3D	21899696	21899896	+	21899796	Chr3D	26336561	26336761	+	26336661	1.0	1.0	collinear
gene:TraesCS3D02G053100	Chr3D	21900166	21900678	+	21900422	Chr3D	26337031	26337543	+	26337287	1.0	1.0	collinear
gene:TraesCS3D02G053200	Chr3D	21900841	21901200	-	21901020	Chr3D	26337706	26338065	-	26337885	1.0	1.0	collinear
gene:TraesCS3D02G053300	Chr3D	21902685	21903335	-	21903010	Chr3D	26339013	26339663	-	26339338	1.0	1.0	collinear
gene:TraesCS3D02G053400	Chr3D	21903938	21905358	+	21904648	Chr3D	26340266	26341686	+	26340976	1.0	1.0	collinear
gene:TraesCS3D02G053500	Chr3D	21905522	21905638	+	21905580	Chr3D	26341850	26341966	+	26341908	1.0	1.0	collinear
gene:TraesCS3D02G053600	Chr3D	22047120	22052398	-	22049759	Chr3D	26482136	26487414	-	26484775	1.0	1.0	collinear
gene:TraesCS3D02G053700	Chr3D	22084926	22092885	+	22088905	Chr3D	26519051	26526936	+	26522993	1.0	1.0	collinear
gene:TraesCS3D02G053800	Chr3D	22129627	22130047	-	22129837	Chr3D	26563486	26563906	-	26563696	1.0	1.0	collinear
gene:TraesCS3D02G053900	Chr3D	22223133	22224830	+	22223981	Chr3D	26656707	26658404	+	26657555	1.0	0.988	collinear
gene:TraesCS3D02G054000	Chr3D	22272486	22274133	+	22273309	Chr3D	26705170	26706817	+	26705993	1.0	1.0	collinear
gene:TraesCS3D02G054100	Chr3D	22276322	22280672	+	22278497	Chr3D	26708710	26713060	+	26710885	1.0	1.0	collinear
gene:TraesCS3D02G054200	Chr3D	22280951	22285109	-	22283030	Chr3D	26713339	26717497	-	26715418	1.0	1.0	collinear
gene:TraesCS3D02G054300	Chr3D	22328359	22331900	-	22330129	Chr3D	26760494	26764035	-	26762264	1.0	1.0	collinear
gene:TraesCS3D02G054400	Chr3D	22363911	22369183	+	22366547	Chr3D	26796034	26801300	+	26798667	0.997	0.997	collinear
gene:TraesCS3D02G054500	Chr3D	22367249	22368199	-	22367724	Chr3D	26799366	26800316	-	26799841	1.0	1.0	collinear
gene:TraesCS3D02G054600	Chr3D	22369101	22374009	-	22371555	Chr3D	26801218	26806126	-	26803672	1.0	1.0	collinear
gene:TraesCS3D02G054700	Chr3D	22375450	22378063	+	22376756	Chr3D	26807567	26810180	+	26808873	1.0	1.0	collinear
gene:TraesCS3D02G054800	Chr3D	22383009	22387057	+	22385033	Chr3D	26814925	26818762	+	26816843	1.0	0.999	collinear
gene:TraesCS3D02G054900	Chr3D	22677705	22680424	+	22679064	Chr3D	27108629	27111348	+	27109988	1.0	1.0	collinear
gene:TraesCS3D02G055000	Chr3D	22726349	22727407	-	22726878	Chr3D	27157254	27158316	-	27157785	1.0	0.996	collinear
gene:TraesCS3D02G055100	Chr3D	22929045	22930058	+	22929551	Chr3D	27359008	27359936	+	27359472	1.0	1.0	collinear
