gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	1373641	1376840	+	1375240	1.0	0.988	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1284470	1286439	+	1285454	1.0	0.984	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	1240436	1242699	+	1241567	0.998	0.972	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1211592	1214878	+	1213235	1.0	0.995	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	1138524	1141596	+	1140060	1.0	0.991	collinear
gene:TraesCS3A02G001000	Chr3A	425011	425988	-	425499	Chr3A	1021711	1022691	+	1022201	1.0	0.987	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	982075	984824	-	983449	1.0	0.958	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	843726	847486	-	845606	0.964	0.917	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	807238	810971	+	809104	0.999	0.975	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	288252	293235	-	290743	0.998	0.941	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	279629	282463	+	281046	0.979	0.954	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	234561	235594	+	235077	0.997	0.994	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	226904	229462	-	228183	0.994	0.983	collinear
gene:TraesCS3A02G002300	Chr3A	1392585	1394247	-	1393416	Chr3A	215835	217508	+	216671	0.999	0.977	collinear
gene:TraesCS3A02G002400	Chr3A	1514278	1514782	+	1514530	Chr3A	1937708	1938214	+	1937961	0.998	0.97	collinear
gene:TraesCS3A02G002500	Chr3A	1519343	1519759	+	1519551	Chr3A	1943652	1944068	+	1943860	1.0	0.995	collinear
gene:TraesCS3A02G002700	Chr3A	1593227	1593658	+	1593442	Chr3A	1846239	1846662	+	1846450	0.981	0.962	collinear
gene:TraesCS3A02G003200	Chr3A	1780395	1782252	+	1781323	Chr3A	2152565	2154422	+	2153493	1.0	0.979	collinear
gene:TraesCS3A02G003300	Chr3A	1789588	1790065	+	1789826	Chr3A	2171749	2172226	+	2171987	1.0	0.989	collinear
gene:TraesCS3A02G003500	Chr3A	1885671	1886377	+	1886024	Chr3A	2188957	2189663	+	2189310	1.0	0.981	collinear
gene:TraesCS3A02G003600	Chr3A	1896509	1898746	-	1897627	Chr3A	2205188	2207443	-	2206315	0.997	0.938	collinear
