cs_chr	cs_start	cs_end	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	n_anchors	mean_identity
Chr6A	66994485	86486404	Chr6A	38267375	57687784	164	0.9972012195121951
Chr6A	87246344	162912229	Chr6A	58448645	132780572	466	0.9988969957081545
Chr6A	166503285	172174207	Chr6A	136317335	141972159	30	0.9993333333333335
Chr6A	174450789	233957452	Chr6A	144230480	203322386	203	0.9970541871921181
Chr6A	241266065	242194840	Chr6A	210572297	211500752	3	0.9956666666666667
Chr6A	248542355	252837117	Chr6A	217766638	222099588	8	0.9982500000000001
Chr6A	254937051	261705155	Chr6A	224300320	231055576	21	0.9952380952380951
Chr6A	263891514	273262995	Chr6A	233244599	242652724	21	0.9958095238095238
Chr6A	276303162	290261504	Chr6A	245796150	261580000	20	0.9983000000000001
Chr6A	297672165	317154843	Chr6A	267035835	286560593	22	0.9975454545454546
Chr6A	321270304	324290097	Chr6A	297631375	300575963	8	0.99875
Chr6A	326393120	330049812	Chr6A	291910743	295546692	6	0.9994999999999999
Chr6A	332183472	344185082	Chr6A	301367622	313631612	16	0.9942500000000001
Chr6A	346572929	346594380	Chr6A	316015383	316036855	3	0.9993333333333334
Chr6A	351830716	353340072	Chr6A	321384657	322877058	4	0.999
Chr6A	355403353	526117584	Chr6A	324914181	493976340	851	0.9981633372502938
Chr6A	528949160	575298230	Chr6A	494008768	539652046	433	0.9947390300230946
Chr6A	577723597	617935753	Chr6A	540966808	583408831	648	0.9902685185185185
