gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS5B02G000400	Chr5B	210112	215729	+	212920	Chr5B	597874	603478	-	600676	0.987	0.943	collinear
gene:TraesCS5B02G000600	Chr5B	229215	233600	+	231407	Chr5B	533551	538088	-	535819	0.986	0.935	collinear
gene:TraesCS5B02G000800	Chr5B	655778	658708	-	657243	Chr5B	3287053	3289992	-	3288522	0.985	0.933	collinear
gene:TraesCS5B02G000900	Chr5B	756821	758672	+	757746	Chr5B	3261408	3263175	-	3262291	0.985	0.925	collinear
gene:TraesCS5B02G001400	Chr5B	1741674	1747002	-	1744338	Chr5B	164262	169613	-	166937	0.97	0.937	collinear
gene:TraesCS5B02G001600	Chr5B	2558977	2563902	-	2561439	Chr5B	1918970	1923455	-	1921212	0.981	0.94	collinear
gene:TraesCS5B02G001800	Chr5B	2581312	2585281	+	2583296	Chr5B	2347270	2351259	-	2349264	1.0	0.973	collinear
gene:TraesCS5B02G002300	Chr5B	3474782	3475968	+	3475375	Chr5B	2109937	2111149	-	2110543	1.0	0.951	collinear
gene:TraesCS5B02G002400	Chr5B	3849532	3862578	-	3856055	Chr5B	2503888	2514081	-	2508984	0.993	0.917	collinear
gene:TraesCS5B02G002500	Chr5B	3867064	3867802	-	3867433	Chr5B	2559488	2560232	-	2559860	1.0	0.953	collinear
gene:TraesCS5B02G002600	Chr5B	3917424	3923351	-	3920387	Chr5B	2753130	2758969	-	2756049	0.988	0.94	collinear
gene:TraesCS5B02G002800	Chr5B	4061095	4061457	+	4061276	Chr5B	2841748	2842110	+	2841929	1.0	0.975	collinear
gene:TraesCS5B02G003900	Chr5B	5417279	5421527	+	5419403	Chr5B	3930320	3934542	+	3932431	0.963	0.916	collinear
gene:TraesCS5B02G004300	Chr5B	6364821	6368699	-	6366760	Chr5B	5855142	5858792	-	5856967	0.965	0.911	collinear
gene:TraesCS5B02G004400	Chr5B	6393220	6407926	+	6400573	Chr5B	5872460	5886762	+	5879611	0.998	0.979	collinear
gene:TraesCS5B02G004600	Chr5B	6467080	6476016	+	6471548	Chr5B	5913351	5916927	+	5915139	0.99	0.972	collinear
gene:TraesCS5B02G004800	Chr5B	6570469	6587252	+	6578860	Chr5B	6072474	6085191	+	6078832	0.999	0.972	collinear
gene:TraesCS5B02G004900	Chr5B	6622837	6626116	+	6624476	Chr5B	6120793	6124072	+	6122432	1.0	1.0	collinear
gene:TraesCS5B02G005000	Chr5B	6645267	6648830	+	6647048	Chr5B	6143077	6146640	+	6144858	1.0	1.0	collinear
gene:TraesCS5B02G005100	Chr5B	6650056	6654556	+	6652306	Chr5B	6147666	6152166	+	6149916	1.0	1.0	collinear
gene:TraesCS5B02G005200	Chr5B	6659370	6677496	+	6668433	Chr5B	6155999	6174094	+	6165046	0.997	0.992	collinear
gene:TraesCS5B02G005300	Chr5B	6834483	6837707	-	6836095	Chr5B	6310877	6314099	-	6312488	0.999	0.991	collinear
gene:TraesCS5B02G005900	Chr5B	7148738	7149225	-	7148981	Chr5B	6808176	6808663	-	6808419	1.0	0.994	collinear
gene:TraesCS5B02G006000	Chr5B	7184206	7184957	-	7184581	Chr5B	6830190	6830942	-	6830566	0.998	0.987	collinear
gene:TraesCS5B02G006100	Chr5B	7304012	7304699	-	7304355	Chr5B	6993685	6994372	-	6994028	1.0	0.988	collinear
gene:TraesCS5B02G006300	Chr5B	7382778	7383265	-	7383021	Chr5B	7051244	7051738	-	7051491	1.0	0.989	collinear
gene:TraesCS5B02G006400	Chr5B	7541069	7545930	-	7543499	Chr5B	7178737	7183195	-	7180966	0.948	0.946	collinear
gene:TraesCS5B02G006500	Chr5B	7706077	7709832	-	7707954	Chr5B	7324449	7328204	-	7326326	1.0	0.995	collinear
gene:TraesCS5B02G006600	Chr5B	7936224	7944965	-	7940594	Chr5B	7418429	7427422	-	7422925	1.0	0.996	collinear
gene:TraesCS5B02G006700	Chr5B	7995392	8007460	-	8001426	Chr5B	7477488	7489556	-	7483522	1.0	1.0	collinear
gene:TraesCS5B02G006800	Chr5B	8086615	8096868	+	8091741	Chr5B	7606008	7621866	+	7613937	0.993	0.984	collinear
gene:TraesCS5B02G006900	Chr5B	8171350	8176122	+	8173736	Chr5B	7692780	7697504	+	7695142	0.978	0.976	collinear
gene:TraesCS5B02G007000	Chr5B	8185879	8188188	-	8187033	Chr5B	7710346	7713044	-	7711695	1.0	0.998	collinear
gene:TraesCS5B02G007100	Chr5B	8342582	8344606	+	8343594	Chr5B	7843685	7845698	+	7844691	0.989	0.963	collinear
gene:TraesCS5B02G007200	Chr5B	8351751	8353860	+	8352805	Chr5B	7854749	7856828	+	7855788	0.987	0.975	collinear
gene:TraesCS5B02G007300	Chr5B	8374524	8379358	-	8376941	Chr5B	7877546	7882381	-	7879963	1.0	0.99	collinear
gene:TraesCS5B02G007600	Chr5B	8875269	8877667	-	8876468	Chr5B	8560096	8562527	-	8561311	1.0	1.0	collinear
gene:TraesCS5B02G007800	Chr5B	8905295	8919306	-	8912300	Chr5B	8587486	8601389	-	8594437	0.943	0.928	collinear
gene:TraesCS5B02G007900	Chr5B	8933272	8935785	-	8934528	Chr5B	8606978	8609778	-	8608378	0.954	0.916	collinear
gene:TraesCS5B02G008000	Chr5B	8936244	8937011	-	8936627	Chr5B	8610198	8610965	-	8610581	1.0	0.97	collinear
gene:TraesCS5B02G008100	Chr5B	8945172	8946074	-	8945623	Chr5B	8618837	8619730	-	8619283	0.99	0.981	collinear
gene:TraesCS5B02G008200	Chr5B	9009416	9010239	+	9009827	Chr5B	8685932	8686755	+	8686343	1.0	0.998	collinear
gene:TraesCS5B02G008300	Chr5B	9040754	9040975	+	9040864	Chr5B	8717260	8717481	+	8717370	1.0	1.0	collinear
gene:TraesCS5B02G008400	Chr5B	9044522	9047785	+	9046153	Chr5B	8721028	8724289	+	8722658	1.0	1.0	collinear
gene:TraesCS5B02G008500	Chr5B	9075440	9079212	+	9077326	Chr5B	8751742	8755417	+	8753579	1.0	1.0	collinear
gene:TraesCS5B02G008600	Chr5B	9222282	9225823	-	9224052	Chr5B	8893395	8896936	-	8895165	1.0	0.999	collinear
gene:TraesCS5B02G008700	Chr5B	9243595	9244008	+	9243801	Chr5B	8915043	8915456	+	8915249	1.0	1.0	collinear
gene:TraesCS5B02G008800	Chr5B	9261235	9263380	+	9262307	Chr5B	8932335	8934480	+	8933407	1.0	1.0	collinear
gene:TraesCS5B02G008900	Chr5B	9263459	9267479	-	9265469	Chr5B	8934559	8938579	-	8936569	1.0	1.0	collinear
gene:TraesCS5B02G009000	Chr5B	9284415	9286096	+	9285255	Chr5B	8954757	8956438	+	8955597	1.0	1.0	collinear
gene:TraesCS5B02G009100	Chr5B	9289491	9289916	+	9289703	Chr5B	8959833	8960258	+	8960045	1.0	1.0	collinear
gene:TraesCS5B02G009200	Chr5B	9298645	9299536	+	9299090	Chr5B	8968996	8969887	+	8969441	1.0	1.0	collinear
gene:TraesCS5B02G009300	Chr5B	9302014	9303513	+	9302763	Chr5B	8972365	8973864	+	8973114	1.0	1.0	collinear
gene:TraesCS5B02G009400	Chr5B	9332838	9334688	-	9333763	Chr5B	9003241	9005091	-	9004166	1.0	1.0	collinear
gene:TraesCS5B02G009500	Chr5B	9356180	9359093	+	9357636	Chr5B	9025972	9028885	+	9027428	1.0	1.0	collinear
gene:TraesCS5B02G009600	Chr5B	9416856	9418777	+	9417816	Chr5B	9090795	9092716	+	9091755	1.0	1.0	collinear
gene:TraesCS5B02G009800	Chr5B	9523414	9524244	-	9523829	Chr5B	9194456	9195286	-	9194871	1.0	1.0	collinear
gene:TraesCS5B02G009900	Chr5B	9539104	9539973	+	9539538	Chr5B	9210146	9211015	+	9210580	1.0	1.0	collinear
gene:TraesCS5B02G010000	Chr5B	9669444	9672795	-	9671119	Chr5B	9343677	9347028	-	9345352	1.0	1.0	collinear
gene:TraesCS5B02G010100	Chr5B	9807726	9816838	+	9812282	Chr5B	9481786	9490952	+	9486369	1.0	1.0	collinear
gene:TraesCS5B02G010200	Chr5B	10059659	10063814	-	10061736	Chr5B	9732848	9737029	-	9734938	1.0	0.999	collinear
gene:TraesCS5B02G010300	Chr5B	10168182	10174233	-	10171207	Chr5B	9841068	9847120	-	9844094	1.0	1.0	collinear
gene:TraesCS5B02G010400	Chr5B	10261716	10265365	-	10263540	Chr5B	9934162	9937811	-	9935986	1.0	1.0	collinear
gene:TraesCS5B02G010500	Chr5B	10346311	10347569	+	10346940	Chr5B	10019826	10021084	+	10020455	1.0	1.0	collinear
gene:TraesCS5B02G010600	Chr5B	10429378	10432090	+	10430734	Chr5B	10101943	10104655	+	10103299	1.0	1.0	collinear
gene:TraesCS5B02G010700	Chr5B	10438285	10442125	-	10440205	Chr5B	10110868	10114708	-	10112788	1.0	1.0	collinear
gene:TraesCS5B02G010800	Chr5B	10442174	10450187	-	10446180	Chr5B	10114757	10122762	-	10118759	1.0	0.996	collinear
gene:TraesCS5B02G010900	Chr5B	10524697	10527179	-	10525938	Chr5B	10195949	10198431	-	10197190	1.0	1.0	collinear
gene:TraesCS5B02G011000	Chr5B	11042981	11043433	+	11043207	Chr5B	10729296	10729748	+	10729522	1.0	1.0	collinear
gene:TraesCS5B02G011100	Chr5B	11071628	11072083	+	11071855	Chr5B	10757765	10758220	+	10757992	1.0	1.0	collinear
gene:TraesCS5B02G011200	Chr5B	11074579	11076006	+	11075292	Chr5B	10760716	10762143	+	10761429	1.0	0.999	collinear
gene:TraesCS5B02G011300	Chr5B	11305908	11308910	-	11307409	Chr5B	10990137	10993139	-	10991638	1.0	1.0	collinear
gene:TraesCS5B02G011400	Chr5B	11454818	11458233	+	11456525	Chr5B	11138922	11142337	+	11140629	1.0	1.0	collinear
gene:TraesCS5B02G011500	Chr5B	11477439	11478554	+	11477996	Chr5B	11156587	11157699	+	11157143	0.997	0.992	collinear
gene:TraesCS5B02G011600	Chr5B	11503284	11504390	+	11503837	Chr5B	11191113	11192220	+	11191666	1.0	0.995	collinear
gene:TraesCS5B02G011700	Chr5B	11513383	11517316	+	11515349	Chr5B	11201009	11204931	+	11202970	1.0	0.995	collinear
gene:TraesCS5B02G011800	Chr5B	11550484	11556238	-	11553361	Chr5B	11230578	11234107	-	11232342	1.0	0.993	collinear
gene:TraesCS5B02G011900	Chr5B	11604300	11604560	-	11604430	Chr5B	11263151	11263411	-	11263281	1.0	0.988	collinear
gene:TraesCS5B02G012000	Chr5B	11764765	11774531	-	11769648	Chr5B	11340447	11350208	-	11345327	1.0	0.999	collinear
gene:TraesCS5B02G012100	Chr5B	12260408	12265358	-	12262883	Chr5B	11823620	11828570	-	11826095	1.0	1.0	collinear
gene:TraesCS5B02G012200	Chr5B	12321065	12322165	-	12321615	Chr5B	11887463	11888560	-	11888011	0.995	0.995	collinear
gene:TraesCS5B02G012300	Chr5B	12324287	12328841	-	12326564	Chr5B	11890682	11895236	-	11892959	1.0	1.0	collinear
gene:TraesCS5B02G012400	Chr5B	12329987	12334657	-	12332322	Chr5B	11896382	11901052	-	11898717	1.0	1.0	collinear
gene:TraesCS5B02G012500	Chr5B	12563381	12568107	-	12565744	Chr5B	12128954	12133686	-	12131320	1.0	1.0	collinear
gene:TraesCS5B02G012600	Chr5B	12570054	12577791	+	12573922	Chr5B	12135633	12143369	+	12139501	1.0	1.0	collinear
gene:TraesCS5B02G012700	Chr5B	12580692	12582479	+	12581585	Chr5B	12145976	12147763	+	12146869	1.0	1.0	collinear
gene:TraesCS5B02G012800	Chr5B	12658937	12659635	+	12659286	Chr5B	12224220	12224918	+	12224569	1.0	1.0	collinear
gene:TraesCS5B02G012900	Chr5B	12845460	12858464	-	12851962	Chr5B	12408266	12421091	-	12414678	1.0	1.0	collinear
gene:TraesCS5B02G013000	Chr5B	13081769	13086120	-	13083944	Chr5B	12643879	12648229	-	12646054	0.999	0.999	collinear
gene:TraesCS5B02G013200	Chr5B	13178233	13179601	-	13178917	Chr5B	12737663	12739046	-	12738354	1.0	0.981	collinear
gene:TraesCS5B02G013300	Chr5B	13186558	13191510	+	13189034	Chr5B	12745596	12750548	+	12748072	1.0	1.0	collinear
gene:TraesCS5B02G013400	Chr5B	13224640	13226596	-	13225618	Chr5B	12783124	12785080	-	12784102	1.0	1.0	collinear
gene:TraesCS5B02G013500	Chr5B	13269737	13270123	+	13269930	Chr5B	12815286	12815672	+	12815479	1.0	0.994	collinear
gene:TraesCS5B02G013600	Chr5B	13273023	13280676	-	13276849	Chr5B	12818287	12825693	-	12821990	0.994	0.962	collinear
gene:TraesCS5B02G013700	Chr5B	13353453	13357427	+	13355440	Chr5B	12979982	12983885	+	12981933	0.996	0.991	collinear
gene:TraesCS5B02G013800	Chr5B	13361011	13361762	-	13361386	Chr5B	12986998	12987749	-	12987373	1.0	0.993	collinear
gene:TraesCS5B02G013900	Chr5B	13426752	13436529	-	13431640	Chr5B	13050008	13059784	-	13054896	1.0	1.0	collinear
gene:TraesCS5B02G014000	Chr5B	13484986	13491667	-	13488326	Chr5B	13107670	13114351	-	13111010	1.0	0.997	collinear
gene:TraesCS5B02G014100	Chr5B	13496734	13498307	-	13497520	Chr5B	13120377	13121950	-	13121163	1.0	0.995	collinear
gene:TraesCS5B02G014200	Chr5B	13699155	13702692	+	13700923	Chr5B	13331947	13335511	+	13333729	1.0	0.987	collinear
gene:TraesCS5B02G014300	Chr5B	13703004	13706334	-	13704669	Chr5B	13335823	13339156	-	13337489	1.0	0.996	collinear
gene:TraesCS5B02G014400	Chr5B	13713254	13716973	-	13715113	Chr5B	13345635	13349116	-	13347375	0.995	0.989	collinear
gene:TraesCS5B02G014500	Chr5B	13721754	13726205	+	13723979	Chr5B	13550708	13554998	-	13552853	0.988	0.96	collinear
gene:TraesCS5B02G014600	Chr5B	13773603	13776131	-	13774867	Chr5B	13666660	13669188	-	13667924	1.0	0.987	collinear
