gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS6A02G099384	Chr6A	66994199	66994771	-	66994485	Chr6A	38267089	38267661	-	38267375	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G099389	Chr6A	66994798	66995226	-	66995012	Chr6A	38267688	38268121	-	38267904	0.995	0.979	rearrangement:Chr6A_block1
gene:TraesCS6A02G099407	Chr6A	67051286	67055480	-	67053383	Chr6A	38345722	38349915	-	38347818	0.999	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G099400	Chr6A	67057854	67061452	-	67059653	Chr6A	38352278	38355782	-	38354030	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G099600	Chr6A	67126390	67137086	-	67131738	Chr6A	38420107	38430772	-	38425439	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G099700	Chr6A	67141676	67142086	-	67141881	Chr6A	38435423	38435833	-	38435628	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G099800	Chr6A	67372265	67374347	+	67373306	Chr6A	38663088	38665170	+	38664129	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G099900	Chr6A	67374166	67378249	-	67376207	Chr6A	38664989	38669066	-	38667027	0.997	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G100000	Chr6A	67484287	67489801	+	67487044	Chr6A	38774399	38778812	+	38776605	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G100100	Chr6A	67494391	67496461	+	67495426	Chr6A	38783402	38785472	+	38784437	1.0	0.992	rearrangement:Chr6A_block1
gene:TraesCS6A02G100200	Chr6A	67498143	67499802	+	67498972	Chr6A	38787154	38788814	+	38787984	1.0	0.992	rearrangement:Chr6A_block1
gene:TraesCS6A02G100300	Chr6A	67531969	67538643	+	67535306	Chr6A	38820990	38827661	+	38824325	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G100400	Chr6A	67641448	67644721	+	67643084	Chr6A	38930733	38934006	+	38932369	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G100500	Chr6A	68116936	68132994	+	68124965	Chr6A	39363978	39375947	+	39369962	0.999	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G100600	Chr6A	68135019	68139194	-	68137106	Chr6A	39377972	39382151	-	39380061	1.0	0.994	rearrangement:Chr6A_block1
gene:TraesCS6A02G100700	Chr6A	68502061	68503131	+	68502596	Chr6A	39701829	39702899	+	39702364	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G100800	Chr6A	68511653	68515621	-	68513637	Chr6A	39711356	39715083	-	39713219	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G101000	Chr6A	68974484	68974793	-	68974638	Chr6A	40176041	40176350	-	40176195	1.0	0.995	rearrangement:Chr6A_block1
gene:TraesCS6A02G101100	Chr6A	69132561	69134072	+	69133316	Chr6A	40358998	40360509	+	40359753	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G101200	Chr6A	69137384	69139546	-	69138465	Chr6A	40363819	40365981	-	40364900	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G101300	Chr6A	69349423	69351341	+	69350382	Chr6A	40571442	40573360	+	40572401	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G101400	Chr6A	69358971	69361881	-	69360426	Chr6A	40581002	40583912	-	40582457	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G101500	Chr6A	70185705	70186088	-	70185896	Chr6A	41484846	41485229	-	41485037	1.0	0.986	rearrangement:Chr6A_block1
gene:TraesCS6A02G101600	Chr6A	70417653	70425376	-	70421514	Chr6A	41738521	41746242	-	41742381	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G101700	Chr6A	70425530	70428455	+	70426992	Chr6A	41746396	41749322	+	41747859	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G101800	Chr6A	70569709	70573562	+	70571635	Chr6A	41881765	41885618	+	41883691	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G101900	Chr6A	70910457	70914348	+	70912402	Chr6A	42192547	42196438	+	42194492	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G102000	Chr6A	70932072	70935769	-	70933920	Chr6A	42214311	42218008	-	42216159	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G102100	Chr6A	71065654	71068912	+	71067283	Chr6A	42340900	42344158	+	42342529	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G102200	Chr6A	71442825	71446020	+	71444422	Chr6A	42708850	42712045	+	42710447	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G102300	Chr6A	71446651	71451221	+	71448936	Chr6A	42712676	42717246	+	42714961	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G102400	Chr6A	71450835	71454206	-	71452520	Chr6A	42716860	42720231	-	42718545	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G102500	Chr6A	71536040	71541966	+	71539003	Chr6A	42801678	42807604	+	42804641	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G102600	Chr6A	71543832	71548560	-	71546196	Chr6A	42809470	42814198	-	42811834	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G102700	Chr6A	71698409	71706775	-	71702592	Chr6A	42962929	42971295	-	42967112	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G102800	Chr6A	71924719	71926029	+	71925374	Chr6A	43187812	43189122	+	43188467	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G102900	Chr6A	71948661	71953138	+	71950899	Chr6A	43211657	43216134	+	43213895	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G103000	Chr6A	72389843	72390454	+	72390148	Chr6A	43647239	43647850	+	43647544	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G103100	Chr6A	72429378	72431490	+	72430434	Chr6A	43686614	43688726	+	43687670	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G103200	Chr6A	72431866	72437946	-	72434906	Chr6A	43689102	43695182	-	43692142	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G103300	Chr6A	72440420	72441079	-	72440749	Chr6A	43697656	43698315	-	43697985	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G103400	Chr6A	72443398	72446355	-	72444876	Chr6A	43700499	43703456	-	43701977	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G103500	Chr6A	72480332	72485547	+	72482939	Chr6A	43737638	43742853	+	43740245	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G103600	Chr6A	72872005	72873692	-	72872848	Chr6A	44126488	44128184	-	44127336	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G103700	Chr6A	72973313	72975820	+	72974566	Chr6A	44227540	44230047	+	44228793	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G103800	Chr6A	73063581	73064918	+	73064249	Chr6A	44317445	44318782	+	44318113	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G103900	Chr6A	73068424	73070023	+	73069223	Chr6A	44322288	44323887	+	44323087	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G104000	Chr6A	73298519	73303538	+	73301028	Chr6A	44640257	44645277	+	44642767	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G104100	Chr6A	73365652	73366776	-	73366214	Chr6A	44707374	44708359	-	44707866	1.0	0.987	rearrangement:Chr6A_block1
gene:TraesCS6A02G104200	Chr6A	73379144	73383137	+	73381140	Chr6A	44720719	44724712	+	44722715	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G104300	Chr6A	73383911	73385380	-	73384645	Chr6A	44725486	44726955	-	44726220	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G104400	Chr6A	73513303	73514052	+	73513677	Chr6A	44851967	44852716	+	44852341	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G104600	Chr6A	73555985	73557212	+	73556598	Chr6A	44892749	44893976	+	44893362	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G104700	Chr6A	73559607	73562294	+	73560950	Chr6A	44896372	44899059	+	44897715	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G104800	Chr6A	73564100	73576121	+	73570110	Chr6A	44900865	44912735	+	44906800	0.999	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G104900	Chr6A	73637573	73642595	+	73640084	Chr6A	44971859	44976881	+	44974370	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G105000	Chr6A	73660858	73672954	-	73666906	Chr6A	44995143	45007241	-	45001192	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G105100	Chr6A	73681904	73682551	-	73682227	Chr6A	45016191	45016838	-	45016514	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G105200	Chr6A	73685789	73686868	-	73686328	Chr6A	45019915	45020994	-	45020454	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G105400	Chr6A	73723339	73725043	-	73724191	Chr6A	45057557	45059261	-	45058409	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G105500	Chr6A	73837232	73838486	+	73837859	Chr6A	45169952	45171206	+	45170579	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G105600	Chr6A	73844829	73845993	+	73845411	Chr6A	45177548	45178712	+	45178130	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G105700	Chr6A	73980175	73980698	+	73980436	Chr6A	45312585	45313108	+	45312846	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G105800	Chr6A	73993901	73998572	-	73996236	Chr6A	45326311	45330982	-	45328646	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G105900	Chr6A	74025565	74030879	-	74028222	Chr6A	45355325	45360482	-	45357903	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G106000	Chr6A	74106398	74108541	-	74107469	Chr6A	45435488	45437631	-	45436559	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G106100	Chr6A	74139087	74139710	+	74139398	Chr6A	45471649	45472272	+	45471960	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G106200	Chr6A	74147972	74151151	+	74149561	Chr6A	45480526	45483705	+	45482115	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G106300	Chr6A	74162400	74162799	+	74162599	Chr6A	45494952	45495351	+	45495151	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G106400	Chr6A	74317798	74320111	-	74318954	Chr6A	45646144	45648457	-	45647300	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G106500	Chr6A	74390839	74392725	-	74391782	Chr6A	45719191	45721077	-	45720134	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G106600	Chr6A	74412232	74413886	+	74413059	Chr6A	45740580	45742234	+	45741407	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G106700	Chr6A	74542296	74543452	+	74542874	Chr6A	45869913	45871069	+	45870491	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G106800	Chr6A	74905074	74906870	-	74905972	Chr6A	46217669	46219465	-	46218567	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G107000	Chr6A	74990961	74991223	-	74991092	Chr6A	46301342	46301604	-	46301473	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G107100	Chr6A	75151412	75161019	+	75156215	Chr6A	46460444	46470051	+	46465247	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G107200	Chr6A	75365299	75371440	+	75368369	Chr6A	46674058	46680199	+	46677128	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G107300	Chr6A	75905141	75917538	+	75911339	Chr6A	47209011	47221417	+	47215214	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G107400	Chr6A	75919012	75922211	+	75920611	Chr6A	47222891	47225824	+	47224357	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G107500	Chr6A	76092115	76094476	+	76093295	Chr6A	47395701	47398062	+	47396881	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G107600	Chr6A	76266990	76270156	+	76268573	Chr6A	47570203	47573369	+	47571786	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G107700	Chr6A	76513285	76524387	+	76518836	Chr6A	47821398	47829259	+	47825328	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G107800	Chr6A	76625320	76630711	+	76628015	Chr6A	47930309	47935700	+	47933004	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G107900	Chr6A	76630903	76634753	+	76632828	Chr6A	47935892	47939742	+	47937817	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G108000	Chr6A	76636747	76639023	-	76637885	Chr6A	47941736	47943830	-	47942783	0.994	0.977	rearrangement:Chr6A_block1
gene:TraesCS6A02G108100	Chr6A	76976124	76977360	+	76976742	Chr6A	48251145	48252381	+	48251763	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G108200	Chr6A	77007888	77010800	-	77009344	Chr6A	48269981	48272889	-	48271435	0.999	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G108300	Chr6A	77097709	77100361	-	77099035	Chr6A	48352824	48355475	-	48354149	0.999	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G108400	Chr6A	77159084	77161417	+	77160250	Chr6A	48405156	48407487	+	48406321	0.998	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G108600	Chr6A	77511508	77514523	+	77513015	Chr6A	48752662	48755687	+	48754174	1.0	0.993	rearrangement:Chr6A_block1
gene:TraesCS6A02G108700	Chr6A	77532734	77535973	+	77534353	Chr6A	48774751	48777990	+	48776370	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G108800	Chr6A	77536825	77540134	-	77538479	Chr6A	48778840	48782151	-	48780495	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G108900	Chr6A	77780102	77784144	+	77782123	Chr6A	49001249	49005291	+	49003270	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G109000	Chr6A	77785353	77788902	-	77787127	Chr6A	49006476	49009043	-	49007759	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G109100	Chr6A	77790106	77796163	-	77793134	Chr6A	49010264	49016322	-	49013293	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G109200	Chr6A	77889712	77891409	+	77890560	Chr6A	49118173	49119870	+	49119021	1.0	0.99	rearrangement:Chr6A_block1
gene:TraesCS6A02G109300	Chr6A	78478461	78478841	+	78478651	Chr6A	49723039	49723419	+	49723229	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G109400	Chr6A	78567378	78568201	+	78567789	Chr6A	49804164	49804988	+	49804576	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G109500	Chr6A	78984637	78985577	+	78985107	Chr6A	50217869	50218809	+	50218339	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G109600	Chr6A	79023243	79023608	+	79023425	Chr6A	50247808	50248173	+	50247990	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G109700	Chr6A	79086990	79089152	+	79088071	Chr6A	50342521	50344683	+	50343602	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G109800	Chr6A	79125369	79126048	-	79125708	Chr6A	50371852	50372532	-	50372192	1.0	0.988	rearrangement:Chr6A_block1
gene:TraesCS6A02G109900	Chr6A	79196943	79197143	+	79197043	Chr6A	50429205	50429405	+	50429305	1.0	0.985	rearrangement:Chr6A_block1
gene:TraesCS6A02G110000	Chr6A	79258620	79264259	+	79261439	Chr6A	50490993	50496633	+	50493813	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G110100	Chr6A	79267605	79271671	+	79269638	Chr6A	50500039	50504117	+	50502078	1.0	0.993	rearrangement:Chr6A_block1
gene:TraesCS6A02G110300	Chr6A	79342346	79353311	-	79347828	Chr6A	50504753	50517463	-	50511108	0.999	0.992	rearrangement:Chr6A_block1
gene:TraesCS6A02G110400	Chr6A	79671680	79673840	+	79672760	Chr6A	50856041	50858201	+	50857121	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G110500	Chr6A	79702451	79703976	-	79703213	Chr6A	50886439	50887964	-	50887201	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G110600	Chr6A	79813714	79815269	-	79814491	Chr6A	50985258	50986812	-	50986035	0.999	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G110700	Chr6A	79830805	79831113	-	79830959	Chr6A	51002451	51002759	-	51002605	1.0	0.993	rearrangement:Chr6A_block1
gene:TraesCS6A02G110800	Chr6A	79946388	79958985	-	79952686	Chr6A	51126971	51139610	-	51133290	0.999	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G110900	Chr6A	80053241	80057486	-	80055363	Chr6A	51228923	51233167	-	51231045	1.0	0.983	rearrangement:Chr6A_block1
gene:TraesCS6A02G111000	Chr6A	80514013	80517806	-	80515909	Chr6A	51721025	51724821	-	51722923	1.0	0.993	rearrangement:Chr6A_block1
gene:TraesCS6A02G111100	Chr6A	80644781	80647777	-	80646279	Chr6A	51875270	51878262	-	51876766	0.997	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G111200	Chr6A	80686000	80691297	+	80688648	Chr6A	51947489	51952772	+	51950130	1.0	0.995	rearrangement:Chr6A_block1
gene:TraesCS6A02G111300	Chr6A	80693359	80696121	-	80694740	Chr6A	51954832	51957603	-	51956217	0.995	0.985	rearrangement:Chr6A_block1
gene:TraesCS6A02G111400	Chr6A	80697363	80706921	-	80702142	Chr6A	51958844	51968389	-	51963616	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G111500	Chr6A	80805320	80807392	+	80806356	Chr6A	52060922	52062993	+	52061957	1.0	0.993	rearrangement:Chr6A_block1
gene:TraesCS6A02G111600	Chr6A	80808436	80809293	-	80808864	Chr6A	52064037	52064894	-	52064465	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G111800	Chr6A	80875813	80879614	+	80877713	Chr6A	52123918	52127497	+	52125707	1.0	0.997	rearrangement:Chr6A_block1
