gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS3B02G000200	Chr3B	218045	222328	+	220186	Chr3B	1793394	1797677	-	1795535	1.0	0.996	collinear
gene:TraesCS3B02G000300	Chr3B	264854	267987	+	266420	Chr3B	1748529	1751662	-	1750095	1.0	0.998	collinear
gene:TraesCS3B02G000400	Chr3B	334498	337790	+	336144	Chr3B	1677793	1681087	-	1679440	0.998	0.994	collinear
gene:TraesCS3B02G000500	Chr3B	369389	373754	-	371571	Chr3B	1599296	1603662	+	1601479	0.994	0.99	collinear
gene:TraesCS3B02G000600	Chr3B	662656	666514	+	664585	Chr3B	1356829	1360759	-	1358794	0.999	0.982	collinear
gene:TraesCS3B02G002500	Chr3B	2143432	2146356	-	2144894	Chr3B	2428102	2432294	+	2430198	0.992	0.973	collinear
gene:TraesCS3B02G005600	Chr3B	3139873	3141678	-	3140775	Chr3B	3543336	3545085	-	3544210	1.0	0.958	collinear
gene:TraesCS3B02G005700	Chr3B	3205097	3206539	+	3205818	Chr3B	3549692	3551179	+	3550435	1.0	0.958	collinear
gene:TraesCS3B02G005800	Chr3B	3225733	3228659	+	3227196	Chr3B	3571150	3574077	+	3572613	1.0	1.0	collinear
gene:TraesCS3B02G005900	Chr3B	3230720	3242659	+	3236689	Chr3B	3576138	3588077	+	3582107	1.0	0.999	collinear
gene:TraesCS3B02G006000	Chr3B	3259140	3262012	-	3260576	Chr3B	3604261	3607133	-	3605697	1.0	1.0	collinear
gene:TraesCS3B02G006100	Chr3B	3268840	3271894	+	3270367	Chr3B	3613960	3617014	+	3615487	1.0	1.0	collinear
gene:TraesCS3B02G006200	Chr3B	3273997	3281157	-	3277577	Chr3B	3619117	3626277	-	3622697	1.0	0.999	collinear
gene:TraesCS3B02G006300	Chr3B	3307037	3308316	-	3307676	Chr3B	4937072	4938351	+	4937711	1.0	0.999	collinear
gene:TraesCS3B02G006400	Chr3B	3309907	3310290	-	3310098	Chr3B	4935098	4935481	+	4935289	1.0	1.0	collinear
gene:TraesCS3B02G006500	Chr3B	3407143	3409183	+	3408163	Chr3B	4837542	4839582	-	4838562	1.0	1.0	collinear
gene:TraesCS3B02G006600	Chr3B	3410634	3412172	-	3411403	Chr3B	4834553	4836091	+	4835322	1.0	1.0	collinear
gene:TraesCS3B02G006700	Chr3B	3601450	3607208	+	3604329	Chr3B	4636545	4641923	-	4639234	1.0	0.999	collinear
gene:TraesCS3B02G006800	Chr3B	3628392	3629152	-	3628772	Chr3B	4614735	4615495	+	4615115	1.0	1.0	collinear
gene:TraesCS3B02G006900	Chr3B	3635277	3637270	-	3636273	Chr3B	4606764	4608757	+	4607760	1.0	1.0	collinear
gene:TraesCS3B02G007000	Chr3B	3661385	3662172	-	3661778	Chr3B	4582095	4582882	+	4582488	1.0	1.0	collinear
gene:TraesCS3B02G007100	Chr3B	3663183	3664058	-	3663620	Chr3B	4580209	4581084	+	4580646	1.0	1.0	collinear
gene:TraesCS3B02G007200	Chr3B	3665420	3667378	-	3666399	Chr3B	4576889	4578847	+	4577868	1.0	1.0	collinear
gene:TraesCS3B02G007300	Chr3B	3803402	3806777	+	3805089	Chr3B	4433025	4436400	-	4434712	1.0	0.999	collinear
gene:TraesCS3B02G007400	Chr3B	3863692	3868727	-	3866209	Chr3B	4371744	4376570	+	4374157	1.0	0.979	collinear
gene:TraesCS3B02G007500	Chr3B	3878183	3880231	-	3879207	Chr3B	4360143	4362191	+	4361167	1.0	1.0	collinear
gene:TraesCS3B02G007600	Chr3B	3893594	3896553	+	3895073	Chr3B	4343908	4346867	-	4345387	1.0	1.0	collinear
gene:TraesCS3B02G007700	Chr3B	3898802	3900540	+	3899671	Chr3B	4339921	4341659	-	4340790	1.0	1.0	collinear
gene:TraesCS3B02G007900	Chr3B	3910602	3912257	-	3911429	Chr3B	4328130	4329785	+	4328957	1.0	1.0	collinear
gene:TraesCS3B02G012200	Chr3B	5580174	5586213	+	5583193	Chr3B	5868094	5873822	+	5870958	1.0	0.996	collinear
gene:TraesCS3B02G012300	Chr3B	5588238	5589018	+	5588628	Chr3B	5875917	5876699	+	5876308	0.998	0.988	collinear
gene:TraesCS3B02G012400	Chr3B	5599908	5601473	-	5600690	Chr3B	5887468	5889034	-	5888251	1.0	0.992	collinear
gene:TraesCS3B02G012500	Chr3B	5670628	5675430	+	5673029	Chr3B	6022518	6027345	+	6024931	0.997	0.992	collinear
gene:TraesCS3B02G013200	Chr3B	5949070	5952480	+	5950775	Chr3B	6166193	6169602	+	6167897	1.0	0.994	collinear
gene:TraesCS3B02G013300	Chr3B	5952761	5955519	-	5954140	Chr3B	6169883	6172638	-	6171260	0.998	0.993	collinear
gene:TraesCS3B02G016600	Chr3B	6945399	6945875	+	6945637	Chr3B	10938877	10939353	-	10939115	1.0	1.0	collinear
gene:TraesCS3B02G016700	Chr3B	6951445	6952122	+	6951783	Chr3B	10932572	10933249	-	10932910	1.0	1.0	collinear
gene:TraesCS3B02G016800	Chr3B	6956995	6958436	+	6957715	Chr3B	10922470	10923940	-	10923205	1.0	0.948	collinear
gene:TraesCS3B02G016900	Chr3B	6961765	6963273	-	6962519	Chr3B	10917656	10919164	+	10918410	1.0	0.961	collinear
gene:TraesCS3B02G017000	Chr3B	6966996	6968352	+	6967674	Chr3B	10912611	10913967	-	10913289	1.0	0.994	collinear
gene:TraesCS3B02G017100	Chr3B	7063270	7069210	-	7066240	Chr3B	10867562	10873505	+	10870533	0.999	0.996	collinear
gene:TraesCS3B02G017200	Chr3B	7073390	7077378	+	7075384	Chr3B	10859455	10863444	-	10861449	1.0	0.992	collinear
gene:TraesCS3B02G017300	Chr3B	7181115	7184815	+	7182965	Chr3B	10750532	10754231	-	10752381	1.0	0.998	collinear
gene:TraesCS3B02G017400	Chr3B	7186251	7187167	-	7186709	Chr3B	10748181	10749097	+	10748639	1.0	0.994	collinear
gene:TraesCS3B02G017500	Chr3B	7187456	7191390	-	7189423	Chr3B	10743958	10747892	+	10745925	1.0	0.995	collinear
gene:TraesCS3B02G017700	Chr3B	7333726	7334256	+	7333991	Chr3B	10627123	10627653	-	10627388	1.0	0.996	collinear
gene:TraesCS3B02G017800	Chr3B	7371289	7375600	+	7373444	Chr3B	10539276	10543582	-	10541429	1.0	0.995	collinear
gene:TraesCS3B02G017900	Chr3B	7375918	7376883	-	7376400	Chr3B	10537993	10538958	+	10538475	1.0	0.995	collinear
gene:TraesCS3B02G018000	Chr3B	7382432	7384642	-	7383537	Chr3B	10530081	10532221	+	10531151	1.0	0.989	collinear
gene:TraesCS3B02G018100	Chr3B	7481916	7490063	-	7485989	Chr3B	10430822	10434537	+	10432679	0.95	0.946	collinear
gene:TraesCS3B02G018200	Chr3B	7594451	7597855	-	7596153	Chr3B	10342376	10345769	+	10344072	0.993	0.989	collinear
gene:TraesCS3B02G018300	Chr3B	7598907	7600882	+	7599894	Chr3B	10339348	10341323	-	10340335	1.0	0.992	collinear
gene:TraesCS3B02G018400	Chr3B	7603365	7606088	+	7604726	Chr3B	10334166	10336892	-	10335529	1.0	0.992	collinear
gene:TraesCS3B02G018500	Chr3B	7607769	7611311	+	7609540	Chr3B	10328894	10332433	-	10330663	0.998	0.997	collinear
gene:TraesCS3B02G018600	Chr3B	7611649	7614877	-	7613263	Chr3B	10325443	10328556	+	10326999	1.0	0.996	collinear
gene:TraesCS3B02G018700	Chr3B	8004562	8004912	-	8004737	Chr3B	11373479	11373829	-	11373654	1.0	0.994	collinear
gene:TraesCS3B02G018800	Chr3B	8024553	8030703	+	8027628	Chr3B	11392733	11398892	+	11395812	1.0	0.996	collinear
