gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS2A02G000100	Chr2A	249837	258387	+	254112	Chr2A	251171	259720	+	255445	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G000200	Chr2A	258830	262973	-	260901	Chr2A	260163	264306	-	262234	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G000300	Chr2A	272124	273067	-	272595	Chr2A	273603	274546	-	274074	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A02G000400	Chr2A	278821	289215	+	284018	Chr2A	280304	290318	+	285311	0.998	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A02G000500	Chr2A	326106	327106	-	326606	Chr2A	327214	328213	-	327713	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G000600	Chr2A	389168	391345	+	390256	Chr2A	390195	392373	+	391284	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A02G000700	Chr2A	396124	400932	-	398528	Chr2A	397132	401929	-	399530	0.993	0.993	rearrangement:Chr2A_block1
gene:TraesCS2A02G000800	Chr2A	473496	474573	-	474034	Chr2A	473102	474167	-	473634	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G000900	Chr2A	500410	504019	+	502214	Chr2A	499995	503604	+	501799	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G001000	Chr2A	512885	516471	+	514678	Chr2A	512469	515986	+	514227	0.978	0.977	rearrangement:Chr2A_block1
gene:TraesCS2A02G001100	Chr2A	525386	528729	+	527057	Chr2A	525062	528405	+	526733	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A02G001200	Chr2A	529346	533102	-	531224	Chr2A	529022	532774	-	530898	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G001300	Chr2A	533300	536209	+	534754	Chr2A	532972	535881	+	534426	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G001400	Chr2A	562911	565826	-	564368	Chr2A	562577	565492	-	564034	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G001500	Chr2A	580888	585420	-	583154	Chr2A	578352	582884	-	580618	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G001600	Chr2A	658359	660448	+	659403	Chr2A	653909	655998	+	654953	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G001700	Chr2A	662867	665222	+	664044	Chr2A	658417	660772	+	659594	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G001800	Chr2A	715377	716198	+	715787	Chr2A	712154	712975	+	712564	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G001900	Chr2A	746916	747789	+	747352	Chr2A	743882	744755	+	744318	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G002000	Chr2A	819919	820675	+	820297	Chr2A	817071	817827	+	817449	1.0	0.996	rearrangement:Chr2A_block1
gene:TraesCS2A02G002100	Chr2A	1163741	1165344	-	1164542	Chr2A	1221532	1223135	-	1222333	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G002400	Chr2A	1364422	1365450	-	1364936	Chr2A	1402286	1403323	-	1402804	1.0	0.99	rearrangement:Chr2A_block1
gene:TraesCS2A02G002500	Chr2A	1370229	1381768	-	1375998	Chr2A	1408444	1419853	-	1414148	0.953	0.95	rearrangement:Chr2A_block1
gene:TraesCS2A02G002600	Chr2A	1608666	1609163	+	1608914	Chr2A	1956836	1957333	+	1957084	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G002700	Chr2A	1685582	1687293	+	1686437	Chr2A	2038660	2040371	+	2039515	1.0	0.997	rearrangement:Chr2A_block1
gene:TraesCS2A02G002800	Chr2A	1776596	1778573	+	1777584	Chr2A	2116687	2118652	+	2117669	0.993	0.975	rearrangement:Chr2A_block1
gene:TraesCS2A02G002900	Chr2A	1783499	1785409	-	1784454	Chr2A	2123401	2125332	-	2124366	1.0	0.983	rearrangement:Chr2A_block1
gene:TraesCS2A02G003000	Chr2A	1857935	1863412	-	1860673	Chr2A	2236578	2241839	-	2239208	1.0	0.993	rearrangement:Chr2A_block1
gene:TraesCS2A02G003100	Chr2A	1871479	1877682	+	1874580	Chr2A	2249685	2254509	+	2252097	0.92	0.915	rearrangement:Chr2A_block1
gene:TraesCS2A02G003400	Chr2A	2273380	2274666	-	2274023	Chr2A	2297267	2298563	-	2297915	1.0	0.957	rearrangement:Chr2A_block1
gene:TraesCS2A02G004500	Chr2A	2405864	2407866	+	2406865	Chr2A	2417899	2419901	+	2418900	0.998	0.977	rearrangement:Chr2A_block1
