gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS7D02G000100	Chr7D	207994	212443	-	210218	Chr7D	1766071	1770520	+	1768295	1.0	1.0	collinear
gene:TraesCS7D02G000200	Chr7D	242065	245782	+	243923	Chr7D	1732732	1736449	-	1734590	1.0	1.0	collinear
gene:TraesCS7D02G000300	Chr7D	337014	337852	+	337433	Chr7D	1640535	1641373	-	1640954	1.0	1.0	collinear
gene:TraesCS7D02G000400	Chr7D	365927	369790	-	367858	Chr7D	1608879	1612829	+	1610854	1.0	0.949	collinear
gene:TraesCS7D02G000500	Chr7D	371892	373182	-	372537	Chr7D	1605487	1606777	+	1606132	1.0	1.0	collinear
gene:TraesCS7D02G000600	Chr7D	478788	482688	-	480738	Chr7D	1496527	1500427	+	1498477	1.0	1.0	collinear
gene:TraesCS7D02G000700	Chr7D	708561	711512	-	710036	Chr7D	1267678	1270629	+	1269153	1.0	1.0	collinear
gene:TraesCS7D02G000800	Chr7D	981342	987541	-	984441	Chr7D	977152	983353	+	980252	1.0	1.0	collinear
gene:TraesCS7D02G000900	Chr7D	1014669	1018126	-	1016397	Chr7D	946725	950182	+	948453	1.0	1.0	collinear
gene:TraesCS7D02G001000	Chr7D	1076583	1077770	-	1077176	Chr7D	887779	888966	+	888372	1.0	1.0	collinear
gene:TraesCS7D02G001100	Chr7D	1088627	1091627	-	1090127	Chr7D	874116	877092	+	875604	0.992	0.99	collinear
gene:TraesCS7D02G001200	Chr7D	1125501	1138472	-	1131986	Chr7D	827348	840320	+	833834	1.0	1.0	collinear
gene:TraesCS7D02G001300	Chr7D	1185845	1187461	-	1186653	Chr7D	780353	781969	+	781161	1.0	1.0	collinear
gene:TraesCS7D02G001400	Chr7D	1257398	1258902	-	1258150	Chr7D	709643	711147	+	710395	1.0	1.0	collinear
gene:TraesCS7D02G001500	Chr7D	1259904	1265300	-	1262602	Chr7D	703584	708641	+	706112	1.0	1.0	collinear
gene:TraesCS7D02G001600	Chr7D	1307798	1322611	+	1315204	Chr7D	647247	661088	-	654167	1.0	1.0	collinear
gene:TraesCS7D02G001700	Chr7D	1325206	1326414	+	1325810	Chr7D	643444	644652	-	644048	1.0	1.0	collinear
gene:TraesCS7D02G001800	Chr7D	1357522	1362976	+	1360249	Chr7D	606984	612437	-	609710	1.0	0.999	collinear
gene:TraesCS7D02G001900	Chr7D	1414178	1419505	-	1416841	Chr7D	551170	556497	+	553833	1.0	1.0	collinear
gene:TraesCS7D02G002000	Chr7D	1464750	1466388	+	1465569	Chr7D	408893	410531	-	409712	1.0	1.0	collinear
gene:TraesCS7D02G002100	Chr7D	1519335	1520528	-	1519931	Chr7D	354598	355791	+	355194	1.0	1.0	collinear
gene:TraesCS7D02G002200	Chr7D	1526751	1528100	-	1527425	Chr7D	347026	348375	+	347700	1.0	1.0	collinear
gene:TraesCS7D02G002300	Chr7D	1534747	1535478	-	1535112	Chr7D	339648	340379	+	340013	1.0	1.0	collinear
gene:TraesCS7D02G002400	Chr7D	1545803	1551340	-	1548571	Chr7D	323985	329522	+	326753	1.0	1.0	collinear
gene:TraesCS7D02G002500	Chr7D	1570744	1572074	+	1571409	Chr7D	303260	304590	-	303925	1.0	1.0	collinear
gene:TraesCS7D02G002600	Chr7D	1704704	1711943	+	1708323	Chr7D	164821	172554	-	168687	1.0	0.907	collinear
gene:TraesCS7D02G002700	Chr7D	1751649	1754214	-	1752931	Chr7D	122948	125513	+	124230	1.0	1.0	collinear
gene:TraesCS7D02G002900	Chr7D	1936973	1942310	+	1939641	Chr7D	1870596	1875933	+	1873264	1.0	1.0	collinear
gene:TraesCS7D02G003000	Chr7D	1959040	1964911	+	1961975	Chr7D	1892429	1898300	+	1895364	1.0	1.0	collinear
gene:TraesCS7D02G003100	Chr7D	1965031	1970237	-	1967634	Chr7D	1898420	1903626	-	1901023	1.0	1.0	collinear
gene:TraesCS7D02G003200	Chr7D	1973142	1981328	+	1977235	Chr7D	1906531	1914717	+	1910624	1.0	0.999	collinear
gene:TraesCS7D02G003300	Chr7D	1986645	1992835	-	1989740	Chr7D	1920034	1926239	-	1923136	1.0	1.0	collinear
gene:TraesCS7D02G003400	Chr7D	1998582	1999994	-	1999288	Chr7D	1931868	1933280	-	1932574	1.0	1.0	collinear
gene:TraesCS7D02G003500	Chr7D	2036060	2038960	-	2037510	Chr7D	1969103	1972003	-	1970553	1.0	1.0	collinear
gene:TraesCS7D02G003600	Chr7D	2047752	2049425	-	2048588	Chr7D	1980544	1982217	-	1981380	1.0	1.0	collinear
gene:TraesCS7D02G003700	Chr7D	2052222	2053394	+	2052808	Chr7D	1985014	1986186	+	1985600	1.0	1.0	collinear
gene:TraesCS7D02G003800	Chr7D	2087628	2098687	-	2093157	Chr7D	2020408	2031249	-	2025828	1.0	0.999	collinear
gene:TraesCS7D02G003900	Chr7D	2142514	2143936	+	2143225	Chr7D	2074069	2075491	+	2074780	1.0	0.999	collinear
gene:TraesCS7D02G004000	Chr7D	2235620	2241146	-	2238383	Chr7D	2161959	2167485	-	2164722	1.0	0.999	collinear
gene:TraesCS7D02G004100	Chr7D	2242085	2245380	-	2243732	Chr7D	2168424	2171719	-	2170071	1.0	1.0	collinear
gene:TraesCS7D02G004200	Chr7D	2248702	2249668	+	2249185	Chr7D	2174968	2175934	+	2175451	1.0	0.998	collinear
gene:TraesCS7D02G004300	Chr7D	2250254	2254442	-	2252348	Chr7D	2176520	2180708	-	2178614	1.0	1.0	collinear
gene:TraesCS7D02G004400	Chr7D	2325194	2330620	+	2327907	Chr7D	2250865	2256291	+	2253578	1.0	1.0	collinear
gene:TraesCS7D02G004500	Chr7D	2343513	2353612	+	2348562	Chr7D	2269193	2279297	+	2274245	1.0	0.999	collinear
gene:TraesCS7D02G004600	Chr7D	2353898	2359909	-	2356903	Chr7D	2279583	2285595	-	2282589	0.995	0.971	collinear
gene:TraesCS7D02G004700	Chr7D	2408139	2411770	+	2409954	Chr7D	2368172	2371802	+	2369987	0.999	0.997	collinear
gene:TraesCS7D02G005200	Chr7D	2519481	2522487	-	2520984	Chr7D	2476727	2479732	-	2478229	1.0	0.978	collinear
gene:TraesCS7D02G005300	Chr7D	2565943	2567411	-	2566677	Chr7D	2544946	2546414	-	2545680	1.0	0.998	collinear
gene:TraesCS7D02G005400	Chr7D	2606095	2611826	-	2608960	Chr7D	2585228	2590960	-	2588094	1.0	0.998	collinear
gene:TraesCS7D02G005500	Chr7D	2649981	2654085	+	2652033	Chr7D	2628704	2632815	+	2630759	1.0	0.999	collinear
gene:TraesCS7D02G005800	Chr7D	2819413	2826721	+	2823067	Chr7D	2796009	2803344	+	2799676	1.0	1.0	collinear
gene:TraesCS7D02G005900	Chr7D	2830477	2832883	+	2831680	Chr7D	2807088	2809494	+	2808291	1.0	0.998	collinear
gene:TraesCS7D02G006000	Chr7D	2865725	2869765	+	2867745	Chr7D	2842243	2846283	+	2844263	1.0	0.999	collinear
gene:TraesCS7D02G006100	Chr7D	2882846	2885212	-	2884029	Chr7D	2864129	2865854	-	2864991	0.993	0.919	collinear
gene:TraesCS7D02G006700	Chr7D	3436920	3443992	+	3440456	Chr7D	2987466	2994452	+	2990959	0.999	0.994	collinear
gene:TraesCS7D02G006800	Chr7D	3549031	3551868	-	3550449	Chr7D	3121049	3123885	-	3122467	1.0	0.998	collinear
gene:TraesCS7D02G007800	Chr7D	3780164	3782438	+	3781301	Chr7D	3427791	3430032	+	3428911	1.0	0.989	collinear
gene:TraesCS7D02G007900	Chr7D	3783175	3794374	-	3788774	Chr7D	3430766	3441995	-	3436380	0.996	0.938	collinear
gene:TraesCS7D02G008000	Chr7D	3855196	3859065	-	3857130	Chr7D	3569810	3573658	-	3571734	0.994	0.981	collinear
gene:TraesCS7D02G008100	Chr7D	3954848	3955836	+	3955342	Chr7D	3680351	3681339	+	3680845	1.0	1.0	collinear
gene:TraesCS7D02G008200	Chr7D	4004903	4010776	-	4007839	Chr7D	3729557	3735417	-	3732487	0.997	0.997	collinear
gene:TraesCS7D02G008300	Chr7D	4012209	4017650	-	4014929	Chr7D	3736519	3741960	-	3739239	1.0	1.0	collinear
gene:TraesCS7D02G008400	Chr7D	4017702	4019703	+	4018702	Chr7D	3742012	3744009	+	3743010	0.996	0.996	collinear
gene:TraesCS7D02G008500	Chr7D	4025269	4028988	-	4027128	Chr7D	3749585	3753304	-	3751444	1.0	1.0	collinear
gene:TraesCS7D02G008600	Chr7D	4071495	4076621	-	4074058	Chr7D	3794976	3800102	-	3797539	1.0	1.0	collinear
gene:TraesCS7D02G008700	Chr7D	4198465	4202181	-	4200323	Chr7D	3920993	3924709	-	3922851	1.0	1.0	collinear
gene:TraesCS7D02G008800	Chr7D	4267640	4270860	-	4269250	Chr7D	3989227	3992447	-	3990837	1.0	1.0	collinear
gene:TraesCS7D02G008900	Chr7D	4288688	4293044	-	4290866	Chr7D	4009992	4014348	-	4012170	1.0	1.0	collinear
