gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	2545199	2546116	-	2545657	0.99	0.988	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	2528203	2529339	-	2528771	1.0	0.928	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	2517947	2518559	+	2518253	0.996	0.944	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	2490062	2490280	+	2490171	1.0	0.995	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	2309098	2309703	+	2309400	1.0	0.998	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	2302296	2302617	-	2302456	1.0	0.995	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	2299840	2303077	+	2301458	1.0	0.992	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	2285737	2286291	+	2286014	1.0	0.998	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	2271440	2272336	+	2271888	1.0	0.995	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	2262486	2263382	+	2262934	1.0	0.988	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	30898	31882	-	31390	1.0	0.965	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	48565	49548	-	49056	1.0	0.987	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	101085	103853	+	102469	1.0	0.998	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	193519	206990	+	200254	1.0	0.993	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	203142	204695	+	203918	0.956	0.955	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	207585	209248	-	208416	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	214727	217828	+	216277	1.0	1.0	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	262804	263724	+	263264	0.985	0.985	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	265078	268068	-	266573	0.998	0.998	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	300982	307449	-	304215	1.0	1.0	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	320843	326801	+	323822	1.0	1.0	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	329314	336862	-	333088	1.0	0.999	collinear
gene:TraesCS1D02G003800	Chr1D	2074711	2076549	+	2075630	Chr1D	2135587	2137435	-	2136511	0.996	0.98	collinear
gene:TraesCS1D02G003900	Chr1D	2076917	2080837	-	2078877	Chr1D	2131238	2135225	+	2133231	0.99	0.944	collinear
