gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS4B02G122200	Chr4B	145371199	145372302	+	145371750	Chr4B	156590604	156591707	-	156591155	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G122300	Chr4B	145374647	145377264	-	145375955	Chr4B	156585668	156588285	+	156586976	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G122400	Chr4B	145529728	145532048	-	145530888	Chr4B	156431544	156433864	+	156432704	1.0	0.999	rearrangement:Chr4B_block2
gene:TraesCS4B02G122500	Chr4B	145533780	145534890	+	145534335	Chr4B	156428702	156429812	-	156429257	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G122600	Chr4B	145803175	145806823	-	145804999	Chr4B	156158820	156162468	+	156160644	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G122700	Chr4B	145840833	145848399	-	145844616	Chr4B	156117537	156125105	+	156121321	1.0	0.999	rearrangement:Chr4B_block2
gene:TraesCS4B02G122800	Chr4B	146467158	146471064	+	146469111	Chr4B	155489782	155493688	-	155491735	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G122900	Chr4B	146480568	146489787	+	146485177	Chr4B	155471408	155480278	-	155475843	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G123000	Chr4B	146492838	146493503	-	146493170	Chr4B	155467633	155468298	+	155467965	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G123100	Chr4B	146494929	146498426	-	146496677	Chr4B	155462710	155466207	+	155464458	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G123200	Chr4B	146556943	146559323	-	146558133	Chr4B	155403925	155406305	+	155405115	1.0	0.999	rearrangement:Chr4B_block2
gene:TraesCS4B02G123300	Chr4B	146688911	146692281	-	146690596	Chr4B	155273550	155276920	+	155275235	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G123400	Chr4B	147066156	147066890	-	147066523	Chr4B	154899158	154899892	+	154899525	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G123500	Chr4B	147328023	147331111	-	147329567	Chr4B	154638924	154642012	+	154640468	1.0	1.0	rearrangement:Chr4B_block2
gene:TraesCS4B02G123600	Chr4B	147365930	147368423	+	147367176	Chr4B	154594223	154596716	-	154595469	1.0	1.0	rearrangement:Chr4B_block2
