gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS2D02G012900	Chr2D	6424572	6431764	-	6428168	Chr2D	2275791	2282983	+	2279387	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G013000	Chr2D	6507849	6509790	+	6508819	Chr2D	2198030	2199971	-	2199000	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G013100	Chr2D	6522368	6525865	+	6524116	Chr2D	2181042	2184539	-	2182790	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D02G013200	Chr2D	6593733	6597539	+	6595636	Chr2D	2109774	2113580	-	2111677	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G013300	Chr2D	6599740	6603424	+	6601582	Chr2D	2103890	2107574	-	2105732	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G013400	Chr2D	6635669	6644083	-	6639876	Chr2D	2063722	2072160	+	2067941	1.0	0.987	rearrangement:Chr2D_block1
gene:TraesCS2D02G013500	Chr2D	6658801	6664631	+	6661716	Chr2D	2043179	2049009	-	2046094	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G013600	Chr2D	6664982	6671965	+	6668473	Chr2D	2035846	2042828	-	2039337	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D02G013800	Chr2D	6705968	6707428	-	6706698	Chr2D	2002979	2004439	+	2003709	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G013700	Chr2D	6704653	6708995	+	6706824	Chr2D	2001412	2005750	-	2003581	0.998	0.998	rearrangement:Chr2D_block1
gene:TraesCS2D02G013900	Chr2D	6829258	6830724	-	6829991	Chr2D	1881353	1882819	+	1882086	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G014000	Chr2D	6899327	6900187	-	6899757	Chr2D	1813862	1814722	+	1814292	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G014100	Chr2D	6903442	6906001	-	6904721	Chr2D	1808197	1810756	+	1809476	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G014200	Chr2D	7000159	7003874	+	7002016	Chr2D	1710811	1714526	-	1712668	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G014300	Chr2D	7051491	7053421	+	7052456	Chr2D	1662375	1664305	-	1663340	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G014400	Chr2D	7062904	7067010	+	7064957	Chr2D	1648786	1652892	-	1650839	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G014500	Chr2D	7072239	7074799	-	7073519	Chr2D	1640997	1643557	+	1642277	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G014600	Chr2D	7085342	7088009	-	7086675	Chr2D	1627786	1630453	+	1629119	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G014700	Chr2D	7089688	7093106	-	7091397	Chr2D	1622937	1626355	+	1624646	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G014800	Chr2D	7148652	7152831	+	7150741	Chr2D	1564640	1568819	-	1566729	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G014900	Chr2D	7167600	7170530	+	7169065	Chr2D	1531378	1534308	-	1532843	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G015000	Chr2D	7198147	7200717	-	7199432	Chr2D	1501905	1504475	+	1503190	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G015100	Chr2D	7202626	7203962	-	7203294	Chr2D	1498778	1500114	+	1499446	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G015200	Chr2D	7227297	7228142	-	7227719	Chr2D	1474598	1475443	+	1475020	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G015300	Chr2D	7239257	7240055	-	7239656	Chr2D	1463036	1463834	+	1463435	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G015400	Chr2D	7523991	7525315	-	7524653	Chr2D	1182235	1183559	+	1182897	1.0	0.998	rearrangement:Chr2D_block1
gene:TraesCS2D02G015500	Chr2D	7525749	7528527	-	7527138	Chr2D	1179062	1181801	+	1180431	0.969	0.969	rearrangement:Chr2D_block1
gene:TraesCS2D02G015600	Chr2D	7586921	7588476	-	7587698	Chr2D	1120076	1121631	+	1120853	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D02G015700	Chr2D	7644973	7647296	-	7646134	Chr2D	1062826	1065149	+	1063987	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G015800	Chr2D	7666822	7667846	-	7667334	Chr2D	1042589	1043613	+	1043101	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G015900	Chr2D	7695897	7697508	+	7696702	Chr2D	1012929	1014540	-	1013734	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G016000	Chr2D	7799931	7801301	-	7800616	Chr2D	909894	911264	+	910579	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D02G016100	Chr2D	7833535	7835901	+	7834718	Chr2D	876362	878727	-	877544	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G016200	Chr2D	7839405	7840941	-	7840173	Chr2D	871322	872858	+	872090	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G016300	Chr2D	7876792	7889878	+	7883335	Chr2D	823029	835945	-	829487	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G016400	Chr2D	7969021	7973264	+	7971142	Chr2D	741674	745917	-	743795	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G016500	Chr2D	7974143	7976260	-	7975201	Chr2D	738678	740795	+	739736	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G016600	Chr2D	7995683	7997461	-	7996572	Chr2D	717488	719266	+	718377	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G016700	Chr2D	8166134	8171350	+	8168742	Chr2D	543710	548926	-	546318	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G016800	Chr2D	8219635	8224096	+	8221865	Chr2D	492561	497022	-	494791	1.0	1.0	rearrangement:Chr2D_block1
