gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS7A02G009200	Chr7A	4014507	4017160	-	4015833	Chr7A	7628531	7631186	+	7629858	1.0	0.964	collinear
gene:TraesCS7A02G009300	Chr7A	4020726	4021894	+	4021310	Chr7A	7623812	7624978	-	7624395	1.0	0.985	collinear
gene:TraesCS7A02G009400	Chr7A	4067455	4072522	-	4069988	Chr7A	7573021	7578174	+	7575597	1.0	0.989	collinear
gene:TraesCS7A02G009500	Chr7A	4206019	4209108	-	4207563	Chr7A	7497209	7500256	+	7498732	0.998	0.992	collinear
gene:TraesCS7A02G009600	Chr7A	4251676	4255084	-	4253380	Chr7A	7476230	7479679	+	7477954	1.0	0.993	collinear
gene:TraesCS7A02G009700	Chr7A	4327689	4330356	-	4329022	Chr7A	7418679	7421346	+	7420012	1.0	0.989	collinear
gene:TraesCS7A02G009800	Chr7A	4429532	4435570	-	4432551	Chr7A	7321226	7325133	+	7323179	0.977	0.973	collinear
gene:TraesCS7A02G009900	Chr7A	4472189	4483221	-	4477705	Chr7A	7280189	7289783	+	7284986	0.98	0.977	collinear
gene:TraesCS7A02G010000	Chr7A	4528469	4531271	-	4529870	Chr7A	7177631	7180359	+	7178995	1.0	0.995	collinear
gene:TraesCS7A02G010100	Chr7A	4555704	4559858	-	4557781	Chr7A	7150161	7154791	+	7152476	0.999	0.996	collinear
gene:TraesCS7A02G010200	Chr7A	4625252	4629547	+	4627399	Chr7A	7096468	7100753	-	7098610	1.0	0.984	collinear
gene:TraesCS7A02G010300	Chr7A	4685333	4687935	-	4686634	Chr7A	7021753	7024354	+	7023053	1.0	0.998	collinear
gene:TraesCS7A02G010400	Chr7A	4742410	4745345	+	4743877	Chr7A	6957441	6960151	-	6958796	0.915	0.908	collinear
gene:TraesCS7A02G010600	Chr7A	4763894	4767227	+	4765560	Chr7A	6929020	6932346	-	6930683	0.996	0.954	collinear
gene:TraesCS7A02G010800	Chr7A	4891028	4897792	+	4894410	Chr7A	6893204	6899733	-	6896468	0.926	0.901	collinear
gene:TraesCS7A02G013200	Chr7A	5795181	5796294	+	5795737	Chr7A	6832703	6833816	-	6833259	1.0	0.991	collinear
gene:TraesCS7A02G013300	Chr7A	5910601	5911795	+	5911198	Chr7A	6553771	6554965	+	6554368	1.0	0.992	collinear
gene:TraesCS7A02G013400	Chr7A	6096469	6102394	+	6099431	Chr7A	6516042	6522016	-	6519029	1.0	0.961	collinear
gene:TraesCS7A02G013500	Chr7A	6132433	6133554	-	6132993	Chr7A	6476189	6477310	+	6476749	1.0	0.993	collinear
gene:TraesCS7A02G013532	Chr7A	6165203	6169759	+	6167481	Chr7A	6460341	6464896	-	6462618	0.999	0.968	collinear
gene:TraesCS7A02G013600	Chr7A	6276854	6277858	+	6277356	Chr7A	6424451	6425455	-	6424953	1.0	0.994	collinear
gene:TraesCS7A02G013700	Chr7A	6297519	6300866	+	6299192	Chr7A	6357557	6364342	-	6360949	0.993	0.969	collinear
gene:TraesCS7A02G013800	Chr7A	6302330	6305228	-	6303779	Chr7A	5899563	5903281	+	5901422	1.0	0.98	collinear
gene:TraesCS7A02G014000	Chr7A	6325342	6328861	-	6327101	Chr7A	5876328	5879855	+	5878091	1.0	0.995	collinear
gene:TraesCS7A02G014100	Chr7A	6330481	6333318	+	6331899	Chr7A	5871870	5874706	-	5873288	1.0	0.999	collinear
gene:TraesCS7A02G014200	Chr7A	6334277	6338101	-	6336189	Chr7A	5867092	5870911	+	5869001	0.995	0.981	collinear
gene:TraesCS7A02G014400	Chr7A	6425385	6425669	+	6425527	Chr7A	5703048	5703332	-	5703190	1.0	1.0	collinear
gene:TraesCS7A02G014600	Chr7A	6495347	6500530	-	6497938	Chr7A	5663652	5668795	+	5666223	0.994	0.984	collinear
gene:TraesCS7A02G015000	Chr7A	6535850	6544814	-	6540332	Chr7A	5622506	5631889	+	5627197	0.993	0.983	collinear
gene:TraesCS7A02G015900	Chr7A	6802504	6803997	+	6803250	Chr7A	5403445	5404953	-	5404199	0.997	0.967	collinear
gene:TraesCS7A02G016000	Chr7A	6845713	6849482	-	6847597	Chr7A	5390141	5393876	+	5392008	1.0	0.988	collinear
gene:TraesCS7A02G016100	Chr7A	6863811	6867372	+	6865591	Chr7A	5272935	5276494	-	5274714	1.0	0.988	collinear
gene:TraesCS7A02G016200	Chr7A	6882679	6884497	+	6883588	Chr7A	5258786	5260593	-	5259689	0.993	0.962	collinear
gene:TraesCS7A02G017400	Chr7A	7583834	7586155	-	7584994	Chr7A	4595464	4597785	+	4596624	1.0	0.995	collinear
gene:TraesCS7A02G017500	Chr7A	7586504	7592996	-	7589750	Chr7A	4588658	4595126	+	4591892	0.994	0.988	collinear
gene:TraesCS7A02G017700	Chr7A	7598040	7600527	+	7599283	Chr7A	4581521	4584028	-	4582774	0.976	0.927	collinear
gene:TraesCS7A02G017800	Chr7A	7628704	7630503	+	7629603	Chr7A	4574995	4576812	-	4575903	0.991	0.926	collinear
gene:TraesCS7A02G017900	Chr7A	7634073	7635412	+	7634742	Chr7A	4570169	4571489	-	4570829	0.974	0.931	collinear
gene:TraesCS7A02G018200	Chr7A	7727287	7730698	-	7728992	Chr7A	4515070	4518495	+	4516782	0.988	0.985	collinear
gene:TraesCS7A02G018300	Chr7A	7765603	7768738	+	7767170	Chr7A	4490335	4493468	-	4491901	0.999	0.985	collinear
gene:TraesCS7A02G018400	Chr7A	7772601	7774409	-	7773505	Chr7A	4481453	4483268	+	4482360	0.983	0.945	collinear
gene:TraesCS7A02G018900	Chr7A	7877859	7878029	+	7877944	Chr7A	4411952	4412122	-	4412037	1.0	0.988	collinear
gene:TraesCS7A02G019100	Chr7A	7912911	7913099	+	7913005	Chr7A	4359352	4359540	-	4359446	1.0	0.968	collinear
gene:TraesCS7A02G019000	Chr7A	7912502	7915519	-	7914010	Chr7A	4356891	4359950	+	4358420	1.0	0.98	collinear
gene:TraesCS7A02G019200	Chr7A	7918966	7921551	+	7920258	Chr7A	4348851	4351374	-	4350112	1.0	0.994	collinear
gene:TraesCS7A02G019300	Chr7A	7934137	7934984	-	7934560	Chr7A	4331042	4331888	+	4331465	0.998	0.982	collinear
gene:TraesCS7A02G019400	Chr7A	7936758	7939018	+	7937888	Chr7A	4327028	4329278	-	4328153	0.989	0.98	collinear
gene:TraesCS7A02G020100	Chr7A	8251456	8256984	-	8254220	Chr7A	4259750	4265279	+	4262514	1.0	0.996	collinear
gene:TraesCS7A02G020200	Chr7A	8258531	8262673	-	8260602	Chr7A	4254050	4258254	+	4256152	0.98	0.952	collinear
gene:TraesCS7A02G020300	Chr7A	8263242	8266242	-	8264742	Chr7A	4250345	4253346	+	4251845	1.0	0.996	collinear
gene:TraesCS7A02G020400	Chr7A	8371523	8373717	+	8372620	Chr7A	4152235	4154422	-	4153328	0.994	0.99	collinear
gene:TraesCS7A02G020500	Chr7A	8373731	8376623	-	8375177	Chr7A	4149308	4152221	+	4150764	0.997	0.991	collinear
gene:TraesCS7A02G020600	Chr7A	8381127	8383458	+	8382292	Chr7A	4142636	4144968	-	4143802	1.0	0.995	collinear
gene:TraesCS7A02G020700	Chr7A	8403648	8404295	-	8403971	Chr7A	4130810	4131457	+	4131133	1.0	0.995	collinear
gene:TraesCS7A02G020900	Chr7A	8529069	8530698	+	8529883	Chr7A	4043512	4045141	-	4044326	1.0	0.994	collinear
gene:TraesCS7A02G021000	Chr7A	8548646	8550031	+	8549338	Chr7A	4022881	4024266	-	4023573	1.0	0.999	collinear
gene:TraesCS7A02G021058	Chr7A	8590273	8592383	+	8591328	Chr7A	4008902	4011019	-	4009960	1.0	0.986	collinear
gene:TraesCS7A02G021110	Chr7A	8670530	8674724	+	8672627	Chr7A	3756252	3760618	-	3758435	0.988	0.93	collinear
gene:TraesCS7A02G021500	Chr7A	8733345	8733938	+	8733641	Chr7A	3732165	3732745	-	3732455	0.973	0.944	collinear
gene:TraesCS7A02G021700	Chr7A	8774656	8781215	-	8777935	Chr7A	3704554	3709590	+	3707072	1.0	0.997	collinear
gene:TraesCS7A02G021800	Chr7A	8783577	8791499	+	8787538	Chr7A	3694253	3702190	-	3698221	0.999	0.995	collinear
gene:TraesCS7A02G021900	Chr7A	8802585	8803740	-	8803162	Chr7A	3682433	3683588	+	3683010	1.0	1.0	collinear
gene:TraesCS7A02G022000	Chr7A	8822845	8824191	+	8823518	Chr7A	3652782	3654128	-	3653455	1.0	0.998	collinear
gene:TraesCS7A02G022100	Chr7A	8860138	8882470	-	8871304	Chr7A	3581525	3617296	+	3599410	1.0	0.997	collinear
gene:TraesCS7A02G022200	Chr7A	8884470	8885835	+	8885152	Chr7A	3578164	3579529	-	3578846	1.0	0.998	collinear
gene:TraesCS7A02G022300	Chr7A	8889147	8890928	-	8890037	Chr7A	3573040	3574821	+	3573930	0.999	0.996	collinear
gene:TraesCS7A02G022400	Chr7A	8893268	8894651	-	8893959	Chr7A	3569321	3570702	+	3570011	0.998	0.994	collinear
