gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS1B02G000300	Chr1B	711793	713476	+	712634	Chr1B	3197699	3199343	-	3198521	0.997	0.903	collinear
gene:TraesCS1B02G000600	Chr1B	1198799	1199794	+	1199296	Chr1B	2455119	2456241	+	2455680	0.923	0.901	collinear
gene:TraesCS1B02G000800	Chr1B	1203582	1207214	-	1205398	Chr1B	2458897	2462172	-	2460534	0.961	0.92	collinear
gene:TraesCS1B02G000900	Chr1B	1208687	1213090	-	1210888	Chr1B	2463844	2467947	-	2465895	0.919	0.918	collinear
gene:TraesCS1B02G001000	Chr1B	1248713	1255880	+	1252296	Chr1B	2539348	2546461	+	2542904	0.986	0.97	collinear
gene:TraesCS1B02G001100	Chr1B	1258800	1260681	+	1259740	Chr1B	2549388	2551236	+	2550312	1.0	0.986	collinear
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	2556277	2557165	-	2556721	1.0	0.994	collinear
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	2681535	2683915	+	2682725	1.0	0.999	collinear
gene:TraesCS1B02G001600	Chr1B	1419308	1422174	-	1420741	Chr1B	2684697	2687562	-	2686129	0.996	0.987	collinear
gene:TraesCS1B02G001700	Chr1B	1423557	1426829	-	1425193	Chr1B	2688569	2691677	-	2690123	0.998	0.984	collinear
gene:TraesCS1B02G001800	Chr1B	1430072	1436355	-	1433213	Chr1B	2694987	2701433	-	2698210	0.996	0.974	collinear
gene:TraesCS1B02G001900	Chr1B	1469939	1473067	+	1471503	Chr1B	2734808	2737897	+	2736352	1.0	0.986	collinear
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	2865596	2877105	-	2871350	0.992	0.969	collinear
gene:TraesCS1B02G002600	Chr1B	1818420	1819343	-	1818881	Chr1B	4380136	4381061	+	4380598	1.0	0.968	collinear
gene:TraesCS1B02G004100	Chr1B	2354630	2357674	-	2356152	Chr1B	3568898	3571941	-	3570419	0.999	0.999	collinear
gene:TraesCS1B02G004200	Chr1B	2537501	2540050	-	2538775	Chr1B	3751355	3753904	-	3752629	1.0	1.0	collinear
gene:TraesCS1B02G004300	Chr1B	2555943	2557543	-	2556743	Chr1B	3769797	3771397	-	3770597	1.0	1.0	collinear
gene:TraesCS1B02G004400	Chr1B	2612417	2615177	-	2613797	Chr1B	3843421	3846181	-	3844801	1.0	0.998	collinear
gene:TraesCS1B02G004500	Chr1B	2617568	2618837	+	2618202	Chr1B	3848484	3849753	+	3849118	1.0	0.998	collinear
gene:TraesCS1B02G004600	Chr1B	2752457	2756795	-	2754626	Chr1B	3983592	3987939	-	3985765	1.0	0.997	collinear
gene:TraesCS1B02G004700	Chr1B	2917526	2920077	+	2918801	Chr1B	4145690	4148241	+	4146965	1.0	0.999	collinear
gene:TraesCS1B02G004800	Chr1B	3046414	3048699	+	3047556	Chr1B	4273221	4275506	+	4274363	1.0	1.0	collinear
gene:TraesCS1B02G004900	Chr1B	3144069	3147343	+	3145706	Chr1B	4370087	4373361	+	4371724	1.0	0.998	collinear
gene:TraesCS1B02G005000	Chr1B	3170728	3171351	-	3171039	Chr1B	4396745	4397368	-	4397056	1.0	1.0	collinear
gene:TraesCS1B02G005100	Chr1B	3171426	3176156	-	3173791	Chr1B	4397443	4402173	-	4399808	1.0	0.999	collinear
gene:TraesCS1B02G005500	Chr1B	3574035	3575832	-	3574933	Chr1B	1213788	1215505	+	1214646	1.0	0.989	collinear
gene:TraesCS1B02G006100	Chr1B	3894103	3896004	+	3895053	Chr1B	4751619	4753520	+	4752569	1.0	0.982	collinear
gene:TraesCS1B02G007800	Chr1B	4320651	4326770	-	4323710	Chr1B	5120100	5126531	-	5123315	1.0	0.999	collinear
gene:TraesCS1B02G007900	Chr1B	4340022	4343180	+	4341601	Chr1B	5146333	5149498	+	5147915	1.0	0.991	collinear
gene:TraesCS1B02G008000	Chr1B	4345220	4352718	-	4348969	Chr1B	5151804	5159184	-	5155494	0.999	0.995	collinear
gene:TraesCS1B02G009300	Chr1B	4595787	4597245	-	4596516	Chr1B	4935512	4936969	+	4936240	0.997	0.959	collinear
gene:TraesCS1B02G009600	Chr1B	4785129	4791410	-	4788269	Chr1B	5330931	5348963	-	5339947	1.0	0.994	collinear
gene:TraesCS1B02G010500	Chr1B	4991748	4992641	-	4992194	Chr1B	5498139	5499032	+	5498585	1.0	0.977	collinear
gene:TraesCS1B02G010600	Chr1B	5003864	5004817	-	5004340	Chr1B	5483400	5484353	+	5483876	1.0	0.98	collinear
gene:TraesCS1B02G010900	Chr1B	5137077	5138111	+	5137594	Chr1B	5703814	5704809	+	5704311	0.962	0.955	collinear
gene:TraesCS1B02G011000	Chr1B	5142047	5142922	+	5142484	Chr1B	5708743	5709618	+	5709180	1.0	0.998	collinear
gene:TraesCS1B02G011100	Chr1B	5157094	5160358	+	5158726	Chr1B	5714697	5717961	+	5716329	1.0	0.998	collinear
gene:TraesCS1B02G011200	Chr1B	5159471	5159817	-	5159644	Chr1B	5717074	5717420	-	5717247	1.0	1.0	collinear
gene:TraesCS1B02G011300	Chr1B	5175575	5176186	+	5175880	Chr1B	5732572	5733183	+	5732877	1.0	0.991	collinear
gene:TraesCS1B02G011400	Chr1B	5177355	5177573	+	5177464	Chr1B	5734353	5734571	+	5734462	1.0	0.995	collinear
gene:TraesCS1B02G011500	Chr1B	5509787	5510370	+	5510078	Chr1B	6047773	6048356	+	6048064	1.0	0.991	collinear
gene:TraesCS1B02G012900	Chr1B	6281521	6283818	+	6282669	Chr1B	7294086	7296383	+	7295234	1.0	0.999	collinear
gene:TraesCS1B02G013000	Chr1B	6284924	6285606	+	6285265	Chr1B	7297489	7298171	+	7297830	1.0	0.985	collinear
gene:TraesCS1B02G013200	Chr1B	6327243	6327756	+	6327499	Chr1B	7325968	7326482	+	7326225	1.0	0.988	collinear
gene:TraesCS1B02G013300	Chr1B	6340632	6342219	+	6341425	Chr1B	7340246	7341845	+	7341045	1.0	0.993	collinear
