gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS7B02G002400	Chr7B	1020557	1021684	+	1021120	Chr7B	8460071	8461198	-	8460634	1.0	0.999	collinear
gene:TraesCS7B02G002600	Chr7B	1037429	1039865	-	1038647	Chr7B	8441892	8444328	+	8443110	1.0	0.999	collinear
gene:TraesCS7B02G002700	Chr7B	1065102	1069333	-	1067217	Chr7B	8412554	8416785	+	8414669	1.0	1.0	collinear
gene:TraesCS7B02G002500	Chr7B	1033399	1103911	-	1068655	Chr7B	8378113	8448358	+	8413235	1.0	1.0	collinear
gene:TraesCS7B02G002800	Chr7B	1154155	1155583	+	1154869	Chr7B	8327865	8329293	-	8328579	1.0	1.0	collinear
gene:TraesCS7B02G002900	Chr7B	1202960	1208805	-	1205882	Chr7B	8280851	8286696	+	8283773	1.0	1.0	collinear
gene:TraesCS7B02G003000	Chr7B	1254479	1262607	-	1258543	Chr7B	8227644	8235615	+	8231629	1.0	1.0	collinear
gene:TraesCS7B02G003100	Chr7B	1269606	1276585	-	1273095	Chr7B	8213666	8220645	+	8217155	1.0	1.0	collinear
gene:TraesCS7B02G003200	Chr7B	1277261	1283594	-	1280427	Chr7B	8206657	8212990	+	8209823	1.0	1.0	collinear
gene:TraesCS7B02G003300	Chr7B	1304370	1309391	+	1306880	Chr7B	8181095	8186116	-	8183605	1.0	0.999	collinear
gene:TraesCS7B02G003400	Chr7B	1313393	1327596	+	1320494	Chr7B	8162890	8177093	-	8169991	1.0	0.999	collinear
gene:TraesCS7B02G003500	Chr7B	1331541	1331921	+	1331731	Chr7B	8158565	8158945	-	8158755	1.0	1.0	collinear
gene:TraesCS7B02G003600	Chr7B	1351479	1352210	+	1351844	Chr7B	8098255	8098986	-	8098620	1.0	1.0	collinear
gene:TraesCS7B02G003700	Chr7B	1364532	1364921	+	1364726	Chr7B	8085729	8086118	-	8085923	1.0	1.0	collinear
gene:TraesCS7B02G003800	Chr7B	1436945	1438038	+	1437491	Chr7B	8021627	8022720	-	8022173	1.0	1.0	collinear
gene:TraesCS7B02G003900	Chr7B	1482228	1483396	+	1482812	Chr7B	7977464	7978632	-	7978048	1.0	0.999	collinear
gene:TraesCS7B02G004000	Chr7B	1697699	1697938	+	1697818	Chr7B	7763906	7764145	-	7764025	1.0	1.0	collinear
gene:TraesCS7B02G004100	Chr7B	1775655	1776203	-	1775929	Chr7B	7680512	7681060	+	7680786	1.0	0.989	collinear
gene:TraesCS7B02G004400	Chr7B	2098559	2101882	+	2100220	Chr7B	7402930	7406228	-	7404579	1.0	0.993	collinear
gene:TraesCS7B02G004600	Chr7B	2334104	2335649	+	2334876	Chr7B	6848445	6849967	-	6849206	0.977	0.923	collinear
gene:TraesCS7B02G004700	Chr7B	2561961	2563614	-	2562787	Chr7B	6589011	6590664	+	6589837	1.0	0.996	collinear
gene:TraesCS7B02G004800	Chr7B	2749130	2750569	+	2749849	Chr7B	6403646	6405085	-	6404365	1.0	1.0	collinear
gene:TraesCS7B02G004900	Chr7B	2784380	2786335	+	2785357	Chr7B	6368026	6369981	-	6369003	1.0	1.0	collinear
gene:TraesCS7B02G005000	Chr7B	2786932	2791262	-	2789097	Chr7B	6363287	6367429	+	6365358	0.968	0.968	collinear
gene:TraesCS7B02G005100	Chr7B	2889801	2895704	-	2892752	Chr7B	6257052	6262955	+	6260003	1.0	1.0	collinear
gene:TraesCS7B02G005200	Chr7B	2911028	2919723	-	2915375	Chr7B	6232988	6241683	+	6237335	1.0	0.999	collinear
gene:TraesCS7B02G005400	Chr7B	2933018	2941833	+	2937425	Chr7B	6210855	6219692	-	6215273	1.0	0.954	collinear
gene:TraesCS7B02G005500	Chr7B	2944187	2948732	-	2946459	Chr7B	6203956	6208501	+	6206228	1.0	1.0	collinear
gene:TraesCS7B02G005600	Chr7B	3094550	3094837	-	3094693	Chr7B	6058471	6058758	+	6058614	1.0	1.0	collinear
gene:TraesCS7B02G005700	Chr7B	3142300	3151017	-	3146658	Chr7B	6002473	6011190	+	6006831	1.0	1.0	collinear
gene:TraesCS7B02G005800	Chr7B	3170935	3175101	+	3173018	Chr7B	5978764	5982930	-	5980847	1.0	1.0	collinear
gene:TraesCS7B02G005900	Chr7B	3179490	3183749	-	3181619	Chr7B	5970116	5974375	+	5972245	1.0	1.0	collinear
gene:TraesCS7B02G006000	Chr7B	3329386	3333128	+	3331257	Chr7B	5821450	5825203	-	5823326	1.0	0.991	collinear
gene:TraesCS7B02G006100	Chr7B	3340904	3342548	-	3341726	Chr7B	5812063	5813707	+	5812885	1.0	1.0	collinear
gene:TraesCS7B02G006200	Chr7B	3362838	3364583	+	3363710	Chr7B	5789989	5791734	-	5790861	1.0	0.999	collinear
gene:TraesCS7B02G006300	Chr7B	3540080	3541719	+	3540899	Chr7B	5615139	5616778	-	5615958	1.0	0.999	collinear
gene:TraesCS7B02G006400	Chr7B	3684186	3689427	+	3686806	Chr7B	5469509	5474750	-	5472129	1.0	1.0	collinear
gene:TraesCS7B02G006500	Chr7B	3695054	3696459	-	3695756	Chr7B	5462468	5463861	+	5463164	0.99	0.988	collinear
gene:TraesCS7B02G006600	Chr7B	3699820	3701864	-	3700842	Chr7B	5456870	5459080	+	5457975	1.0	0.996	collinear
gene:TraesCS7B02G006700	Chr7B	3789679	3794857	+	3792268	Chr7B	5364837	5370015	-	5367426	1.0	0.998	collinear
gene:TraesCS7B02G006800	Chr7B	3795056	3797564	-	3796310	Chr7B	5362105	5364638	+	5363371	1.0	0.996	collinear
gene:TraesCS7B02G006900	Chr7B	3846939	3849534	+	3848236	Chr7B	5308112	5310707	-	5309409	1.0	1.0	collinear
gene:TraesCS7B02G007000	Chr7B	3852075	3856782	-	3854428	Chr7B	5299747	5305571	+	5302659	1.0	1.0	collinear
gene:TraesCS7B02G007100	Chr7B	3882349	3883686	+	3883017	Chr7B	5272843	5274180	-	5273511	1.0	1.0	collinear
gene:TraesCS7B02G007200	Chr7B	3894585	3896614	-	3895599	Chr7B	5260413	5262442	+	5261427	1.0	1.0	collinear
gene:TraesCS7B02G007300	Chr7B	4005015	4012898	+	4008956	Chr7B	5145276	5152699	-	5148987	1.0	1.0	collinear
gene:TraesCS7B02G007400	Chr7B	4093717	4099494	+	4096605	Chr7B	5059267	5065044	-	5062155	1.0	1.0	collinear
gene:TraesCS7B02G007500	Chr7B	4137615	4137818	-	4137716	Chr7B	5021414	5021617	+	5021515	1.0	1.0	collinear
gene:TraesCS7B02G007600	Chr7B	4145677	4149860	+	4147768	Chr7B	5009574	5013757	-	5011665	1.0	1.0	collinear
gene:TraesCS7B02G007700	Chr7B	4202081	4202336	-	4202208	Chr7B	4957286	4957541	+	4957413	1.0	1.0	collinear
