gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS6A02G000100	Chr6A	56821	58390	+	57605	Chr6A	365117	366686	+	365901	1.0	1.0	collinear
gene:TraesCS6A02G000200	Chr6A	103455	110107	+	106781	Chr6A	411663	418316	+	414989	1.0	1.0	collinear
gene:TraesCS6A02G000300	Chr6A	286171	288047	+	287109	Chr6A	594712	596588	+	595650	1.0	1.0	collinear
gene:TraesCS6A02G000400	Chr6A	288059	291030	+	289544	Chr6A	596600	599571	+	598085	1.0	1.0	collinear
gene:TraesCS6A02G000600	Chr6A	610042	615530	+	612786	Chr6A	1477921	1483610	-	1480765	0.998	0.983	collinear
gene:TraesCS6A02G000700	Chr6A	616773	620979	-	618876	Chr6A	1472664	1476879	+	1474771	1.0	0.993	collinear
gene:TraesCS6A02G000800	Chr6A	629428	634290	+	631859	Chr6A	1440796	1445747	-	1443271	0.996	0.964	collinear
gene:TraesCS6A02G000900	Chr6A	634738	636233	+	635485	Chr6A	1438767	1440311	-	1439539	1.0	0.991	collinear
gene:TraesCS6A02G001000	Chr6A	637025	639371	+	638198	Chr6A	1435681	1437981	-	1436831	0.962	0.935	collinear
gene:TraesCS6A02G001100	Chr6A	637766	644465	-	641115	Chr6A	1430470	1437286	+	1433878	0.994	0.984	collinear
gene:TraesCS6A02G001200	Chr6A	734214	735473	-	734843	Chr6A	1341503	1342427	+	1341965	0.964	0.958	collinear
gene:TraesCS6A02G001300	Chr6A	766648	769202	+	767925	Chr6A	1307893	1310447	-	1309170	1.0	1.0	collinear
gene:TraesCS6A02G001400	Chr6A	771942	774641	-	773291	Chr6A	1302454	1305153	+	1303803	1.0	1.0	collinear
gene:TraesCS6A02G001500	Chr6A	786731	788315	+	787523	Chr6A	1289290	1290874	-	1290082	1.0	1.0	collinear
gene:TraesCS6A02G001600	Chr6A	795316	801602	-	798459	Chr6A	1276004	1282290	+	1279147	1.0	1.0	collinear
gene:TraesCS6A02G001700	Chr6A	811604	816032	+	813818	Chr6A	1261964	1266392	-	1264178	1.0	1.0	collinear
gene:TraesCS6A02G001800	Chr6A	818204	825117	-	821660	Chr6A	1252879	1259792	+	1256335	1.0	0.999	collinear
gene:TraesCS6A02G001900	Chr6A	860722	867161	-	863941	Chr6A	1211085	1217525	+	1214305	1.0	1.0	collinear
gene:TraesCS6A02G002000	Chr6A	914925	915899	-	915412	Chr6A	1162341	1163315	+	1162828	1.0	1.0	collinear
gene:TraesCS6A02G002100	Chr6A	917908	918405	+	918156	Chr6A	1159835	1160332	-	1160083	1.0	1.0	collinear
