gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS4A02G067700	Chr4A	66141610	66147352	+	66144481	Chr4A	78938439	78944171	-	78941305	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G067800	Chr4A	66147706	66148263	-	66147984	Chr4A	78937528	78938085	+	78937806	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G067900	Chr4A	66338112	66340516	+	66339314	Chr4A	78745519	78747923	-	78746721	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G068100	Chr4A	66605211	66608413	+	66606812	Chr4A	78464987	78468502	-	78466744	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G068200	Chr4A	66608835	66609979	-	66609407	Chr4A	78463421	78464565	+	78463993	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G068300	Chr4A	66801452	66802555	-	66802003	Chr4A	78330683	78331789	+	78331236	0.989	0.936	rearrangement:Chr4A_block1
gene:TraesCS4A02G147800	Chr4A	273720870	273739646	+	273730258	Chr4A	305875689	305894439	-	305885064	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G147900	Chr4A	274733669	274772773	+	274753221	Chr4A	304855415	304894226	-	304874820	0.999	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G148000	Chr4A	275123404	275123718	-	275123561	Chr4A	304486448	304486762	+	304486605	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G148100	Chr4A	275496391	275497784	+	275497087	Chr4A	304102987	304104380	-	304103683	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G148200	Chr4A	276909772	276917630	+	276913701	Chr4A	302713826	302721685	-	302717755	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G148300	Chr4A	277888072	277890517	+	277889294	Chr4A	301717006	301719451	-	301718228	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G148400	Chr4A	279467861	279470964	+	279469412	Chr4A	300125628	300128730	-	300127179	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G148500	Chr4A	279471583	279472574	-	279472078	Chr4A	300124018	300125009	+	300124513	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G148600	Chr4A	280909926	280910117	-	280910021	Chr4A	298557020	298557211	+	298557115	1.0	0.989	rearrangement:Chr4A_block2
gene:TraesCS4A02G148700	Chr4A	280931326	280931817	+	280931571	Chr4A	298535811	298536302	-	298536056	1.0	0.99	rearrangement:Chr4A_block2
gene:TraesCS4A02G148800	Chr4A	281409097	281411440	+	281410268	Chr4A	298056458	298058801	-	298057629	1.0	0.992	rearrangement:Chr4A_block2
gene:TraesCS4A02G148900	Chr4A	281593154	281593836	-	281593495	Chr4A	297883684	297884366	+	297884025	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G149000	Chr4A	281682293	281698044	+	281690168	Chr4A	297778283	297793932	-	297786107	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G149100	Chr4A	282080827	282086233	+	282083530	Chr4A	297367836	297373161	-	297370498	1.0	0.978	rearrangement:Chr4A_block2
gene:TraesCS4A02G151200	Chr4A	302677608	302681173	+	302679390	Chr4A	327037609	327041183	-	327039396	1.0	0.997	rearrangement:Chr4A_block4
gene:TraesCS4A02G151300	Chr4A	302718019	302721227	-	302719623	Chr4A	326983652	326986860	+	326985256	1.0	0.998	rearrangement:Chr4A_block4
gene:TraesCS4A02G151500	Chr4A	306315187	306320710	-	306317948	Chr4A	321363202	321368337	-	321365769	1.0	0.998	rearrangement:Chr4A_block4
gene:TraesCS4A02G151600	Chr4A	307088253	307089077	+	307088665	Chr4A	322112062	322112907	+	322112484	1.0	0.972	rearrangement:Chr4A_block4
gene:TraesCS4A02G151700	Chr4A	308058611	308058892	+	308058751	Chr4A	323111822	323112093	+	323111957	0.96	0.954	rearrangement:Chr4A_block4
gene:TraesCS4A02G151800	Chr4A	309074674	309090743	-	309082708	Chr4A	324137433	324151937	-	324144685	1.0	0.998	rearrangement:Chr4A_block4
